"run_id","proportion_of_habitat"
"500388853301162D",74.463
"815245850663094E",74.463
"268948835799606E",41.542
"359534891312408D",41.542
"10743885378838E",35.483
"145422279832714E",35.483
"920994219981720E",77.804
"39778442755041D",77.804
"92369526228506E",51.932
"940049348655008E",51.932
"845900677171631E",44.143
"438368398851795E",44.143
"942412493812525D",49.847
"412566321064083B",49.847
"513677681370553C",85.016
"557503425531690E",85.016
"632462058358278E",54.072
"451702166544382B",54.072
"582138567203383B",25.26
"95272277248014D",25.26
"136510998714083E",89.98
"6303525221843B",89.98
"106331158963409C",23.384
"250608333580476E",23.384
"971345325161657C",78.346
"845006541707233B",78.346
"31277021329552B",87.566
"643067559487191B",87.566
"934763939325607B",75.49
"78293517477657B",75.49
"976154028848715B",80.683
"604876068449875A",80.683
"803540430714510D",22.347
"463171804166618C",22.347
"218259129588725A",77.471
"846910344726772D",77.471
"109441755735184D",72.451
"410523369006218A",72.451
"510022023043229B",40.189
"270885797090188C",40.189
"783890006573774C",84.286
"330013694790247B",84.286
"337403027636817D",76.873
"873747007883261A",76.873
"100183932703430D",11.77
"714624569445278A",11.77
"639732658290460A",71.183
"914918527469778C",71.183
"954844541094452B",31.926
"554419181269082D",31.926
"242772965775455B",44.01
"35311174499721A",44.01
"647579500972233A",55.84
"870081964567216E",55.84
"127426046453258B",15.696
"273949587156275D",15.696
"413405502959642A",55.806
"555233371797684B",55.806
"20372315221883B",63.97
"150386215207058B",63.97
"357879953400664A",69.196
"709654831084460A",69.196
"62113933228788C",59.984
"36850846843422A",59.984
"47992643406977D",76.528
"560318940431756E",76.528
"580218427171798A",57.837
"318845572850991B",57.837
"616908627279424A",84.925
"926154099591413C",84.925
"331927472127441B",74.349
"632215263869744A",74.349
"449227486137910D",22.155
"844179785794194B",22.155
"699650898479241C",29.398
"778424977502273E",29.398
"335941638308830A",57.669
"764955106551D",57.669
"418285696279761D",15.119
"855274497922804C",15.119
"155246720636261B",59.692
"373969471299422A",59.692
"12595952918468B",33.151
"254038187034131A",33.151
"247639967873272B",10.187
"353322908296514B",10.187
"912338001509241D",20.095
"289416739972239E",20.095
"949943530041873A",27.59
"483478609521407D",27.59
"435768758982A",77.521
"130726457004628D",77.521
"191701767119410B",14.009
"934658757935440E",14.009
"711577343810435C",32.468
"754180742439837D",32.468
"15015891312658D",76.756
"659059258680668B",76.756
"669079546777416C",76.19
"330231577792717E",76.19
"70837465931387A",23.892
"824733785337398C",23.892
"944109090122893E",81.381
"376882443391691D",81.381
"222531110144619C",24.113
"387422028973017D",24.113
"288491011010228D",85.781
"881653621904375E",85.781
"584709155197164A",46.989
"945624240542404E",46.989
"389290874860483A",55.43
"594190230437726E",55.43
"252183613043466D",87.492
"27930672614847D",87.492
"251974109390728C",80.553
"666081342135371E",80.553
"790282943483479E",72.788
"853790464199037D",72.788
"254737175829813E",34.48
"791178288502456B",34.48
"956816773629000A",49.668
"163819809456372A",49.668
"793962741592387B",56.371
"693383976746944D",56.371
"692151025684614E",39.949
"236229514019751E",39.949
"143510564945645C",50.205
"157216810159949A",50.205
"636709972670463B",16.948
"804028013613055A",16.948
"99923678627304A",69.699
"977485174726074E",69.699
"62387054988245D",19.269
"309633784992512A",19.269
"28364809224716C",54.627
"850930511726321C",54.627
"578121588981314B",69.022
"73919331596768D",69.022
"508210041413920E",22.725
"712429770490715E",22.725
"204506517713935E",35.867
"783509470543072D",35.867
"226779272814633B",46.12
"744188774182242A",46.12
"530520074416473B",76.578
"435964164029813D",76.578
"480004609372309B",78.994
"328515500759908A",78.994
"947802126895932A",36.517
"433564096359480B",36.517
"750573630535573C",32.178
"869119393937152B",32.178
"517446526527136E",87.709
"959712793021738D",87.709
"656791070726020D",77.345
"416881936980685E",77.345
"103832036323651A",51.589
"192069173727404A",51.589
"410486519987178B",67.065
"238574123423612A",67.065
"631121972254603E",81.675
"112805099713923B",81.675
"864814941090223B",88.939
"876606499145664D",88.939
"346302848519992B",73.451
"869693297304655A",73.451
"557144106127446A",38.369
"112995416995833B",38.369
"809672306060133D",31.777
"340649141823782A",31.777
"192721514697185E",34.298
"680210777789624B",34.298
"705111732388987E",14.386
"17498233565871A",14.386
"622779134982941C",89.24
"527688630488082A",89.24
"776724975674854D",58.336
"935856097552692D",58.336
"730799489182002B",57.522
"949221163679443E",57.522
"728140901931836D",59.388
"188699941694741C",59.388
"904436245900295A",40.137
"128115119302246D",40.137
"296139892481444E",46.406
"145692775340599C",46.406
"280263053465523C",11.147
"626011241723259C",11.147
"849094928835154C",12.076
"833850344155158C",12.076
"644150203701097E",70.142
"247558909236835D",70.142
"548692546689972A",54.301
"958603725729141B",54.301
"96371956324353B",39.247
"604901202421116C",39.247
"939201351149483D",20.33
"76420092249714C",20.33
"949243143692520C",67.322
"451358677900238C",67.322
"661625377547899C",33.24
"542007374222249A",33.24
"100468575104959D",87.397
"449439553488989E",87.397
"529162452951889E",25.422
"768891319757597A",25.422
"767189174519255B",87.971
"15070472035232B",87.971
"86703327461582B",19.149
"646505898464575B",19.149
"453035172758943E",33.809
"96059741835552D",33.809
"840745240241016D",51.234
"149418921954412B",51.234
"705014590617527A",16.382
"660239621815441C",16.382
"571707310969854A",60.302
"728842421662676A",60.302
"748186052675953E",24.176
"166588224167503E",24.176
"378376920893219B",55.236
"405158570002260B",55.236
"613706642135515C",78.185
"434652164023047E",78.185
"945157725294454B",21.213
"501897142890761E",21.213
"122826448187353C",25.286
"886582889906403B",25.286
"962594861778506B",61.914
"714428110275647D",61.914
"277275029879460D",56.585
"910705425722502B",56.585
"45019807886055D",52.236
"218334536568760D",52.236
"661495023242050E",83.635
"842593900366196D",83.635
"374772646121352D",81.129
"955559194487777D",81.129
"674722038824816B",62.447
"570612368499154E",62.447
"394351844789468D",34.68
"65059640380397A",34.68
"621847333432243D",28.527
"71535614255998B",28.527
"851235554979694E",57.883
"961441414547344B",57.883
"375564238120104D",81.272
"28736703442185C",81.272
"814648356753020E",35.312
"234783681277932C",35.312
"446964307444591D",20.281
"273485582233406B",20.281
"121244516463976A",32.526
"999956952635208B",32.526
"468606820158394A",74.492
"900706091418405C",74.492
"111318297953446D",29.72
"678058478490819C",29.72
"869379968851973C",11.379
"953670214804764D",11.379
"408111848773427D",63.814
"146307451424120C",63.814
"711026887313007E",53.699
"302852337410179B",53.699
"843252503555729B",56.992
"10808610334339E",56.992
"942867226447957B",30.182
"534749025663127B",30.182
"670025167503629C",63.462
"515718837168668A",63.462
"418797143624764A",84.581
"805835982013294C",84.581
"954140933139611B",38.179
"879910087617762B",38.179
"544471819781598E",12.137
"948532754661658B",12.137
"316173111056155D",52.397
"460495982860349A",52.397
"984322016584517C",72.176
"114080145464619C",72.176
"769806503465927A",66.403
"714830141624084E",66.403
"645284414820584E",10.061
"840514980454872D",10.061
"854045711554386D",68.102
"901481869301207E",68.102
"816640935495641E",70.536
"395739329127806C",70.536
"171116200893859B",17.783
"26652361720293C",17.783
"996572343695502D",40.039
"353583063022850D",40.039
"814619506095998C",15.337
"528952522479720C",15.337
"743521799966605C",67.808
"532408939602477B",67.808
"513328702047485C",57.738
"499983019100580E",57.738
"728774655369303D",33.328
"470900741497144B",33.328
"568706363316501A",78.5
"922542938382576C",78.5
"83401906071151A",67.552
"980543630680038A",67.552
"430759093538494C",14.709
"28353863395970B",14.709
"461680909759549E",12.824
"33898443770886E",12.824
"657109558356266D",44.586
"26825405553261D",44.586
"122358992244293A",21.454
"269256184456095B",21.454
"12915939955328E",62.563
"492930756749123D",62.563
"223018136891299E",10.599
"808215617886419E",10.599
"47677470500403E",25.899
"556935446052071A",25.899
"360343290665256B",11.674
"182826880246539E",11.674
"84344805002771C",70.637
"700531444438001B",70.637
"3811916756739D",72.864
"342687621755993D",72.864
"774112942851216C",32.746
"849233687959602B",32.746
"590799967671753C",67.275
"542331036040733C",67.275
"743776185353258C",46.368
"548771453719215E",46.368
"810648293614211D",52.447
"848156452885306C",52.447
"242433181037285D",21.397
"88761032085977B",21.397
"699617790605831A",62.394
"941378369091337B",62.394
"62595605596791A",15.871
"832248549196831D",15.871
"409081224708285A",27.07
"108874658588700C",27.07
"600250251485220A",44.275
"980909876637596C",44.275
"630803359246038B",55.358
"622141573415913A",55.358
"395231614920703E",51.874
"472916073556815D",51.874
"420489253641810A",27.719
"34317438812089A",27.719
"760927739296086A",39.393
"155783438540401C",39.393
"343767818723518A",43.799
"528801217094657E",43.799
"63785724845417B",55.538
"839849108020407A",55.538
"837009615285893B",66.566
"541767290083731E",66.566
"135207044204191E",45.676
"635962602821346A",45.676
"145492994717205B",36.357
"365444945669450C",36.357
"417377935066001A",25.608
"646170185371218E",25.608
"65882814200118C",86.539
"9096557982609D",86.539
"487627059929078C",39.903
"111848516345386C",39.903
"264118512753218C",15.475
"148985850628861E",15.475
"153053261938753B",54.694
"144234863810473D",54.694
"921217880395706E",17.707
"513002298219736B",17.707
"691580319800255A",23.646
"213286623542901C",23.646
"242083135879689B",36.164
"936175882744577D",36.164
"482484570176040C",89.458
"951565380267813D",89.458
"618155746585993E",69.09
"11314814676931B",69.09
"722297588703901C",88.588
"519407151116754C",88.588
"971520105780683D",48.149
"177905020096961E",48.149
"423775914217357C",41.107
"915503446656086A",41.107
"714007261161775A",79.983
"146398582230902D",79.983
"160086470032081D",89.708
"922758508373393A",89.708
"509728154676834B",17.426
"54025617517333E",17.426
"53919003952024B",29.27
"674814119222910D",29.27
"831224544132855E",79.509
"560419444534382E",79.509
"619315154735314D",43.013
"225188880403215E",43.013
"90083676787920E",56.069
"478099269013468E",56.069
"284484216963540E",62.69
"271231817663561C",62.69
"955348151313889A",89.592
"826400347714663A",89.592
"643472065938757E",50.765
"363383001062310D",50.765
"595591504878506A",43.682
"748945444557869D",43.682
"279804937714082E",27.85
"325337783257751C",27.85
"981164461824858B",82.519
"450739684496075B",82.519
"473566224628838A",75.958
"231119087444648A",75.958
"130701408108555A",47.105
"206878037222222E",47.105
"954843555177893D",32.823
"372319992578447D",32.823
"667103363592839E",36.761
"260849187102786E",36.761
"452596802959579E",24.02
"331100419822837C",24.02
"792142371486534D",32.397
"214589257698823B",32.397
"612878801752393E",38.562
"748215269514488B",38.562
"363043141244298D",27.763
"812018302538878D",27.763
"114178649598502D",43.338
"841864042344155C",43.338
"627899520702925B",64.419
"304542022705769A",64.419
"513466661046326B",83.873
"747530520749320A",83.873
"299872072514418D",26.238
"137721694963871D",26.238
"110176367001118A",54.475
"582073047232385B",54.475
"437434434813911B",88.284
"510436789039095B",88.284
"493137209695954C",25.196
"102882549294748D",25.196
"294159841384572B",71.461
"337018563169429D",71.461
"429983983720439B",54.212
"103191857925701D",54.212
"277610090138354B",45.505
"537604926637394C",45.505
"298584386016313C",12.491
"520866707643455B",12.491
"904144064664239E",60.831
"827091089456779D",60.831
"338997836531356E",13.95
"512136819481865E",13.95
"138702402880988E",37.679
"68023112088805A",37.679
"715548897975992C",59.042
"971048399332947D",59.042
"493213601820506C",79.524
"630388398154135C",79.524
"388542603527897B",30.135
"263369687180087D",30.135
"793414191398728A",55.702
"841043849792686C",55.702
"794870305046812E",53.616
"669727313274579A",53.616
"622355143882865A",89.295
"312114267902015E",89.295
"827180995104640C",71.675
"173026807202698D",71.675
"241572966633263B",84.408
"66610284824429D",84.408
"797359072780729B",83.681
"456317843713657E",83.681
"52540724585584D",66.294
"546151528324016C",66.294
"158627300551272B",88.365
"229177545015760A",88.365
"350577048689603B",48.92
"838407794845165A",48.92
"263147626344123D",50.646
"545155903203777C",50.646
"274558605711451E",76.995
"331212566236977E",76.995
"151098406647448B",13.019
"205685979961183C",13.019
"779976841098844C",37.215
"91824627778412A",37.215
"379236203158652E",28.403
"638766698500050E",28.403
"140140685343183E",36.976
"185259763306992C",36.976
"570494280001276B",73.992
"675831456596154C",73.992
"601739864703309D",86.442
"535296381991060C",86.442
"772407554750896E",41.978
"9906668123642C",41.978
"995792361789233B",33.943
"437046518228082D",33.943
"546559965222415E",40.419
"202864760943248A",40.419
"833398175632336D",29.53
"763596311031943E",29.53
"596718063719505A",51.074
"746072267321622C",51.074
"844646985783875E",47.16
"79345886714828A",47.16
"432538490921907E",56.497
"181234491018139D",56.497
"29532011857698D",14.944
"317457093322368E",14.944
"984777644911669A",40.694
"582119147341826C",40.694
"910163302609857D",71.265
"421611712860814C",71.265
"464714027648537D",51.624
"938580379209086B",51.624
"292087831309225A",32.046
"730642881746988C",32.046
"594853827893580D",40.799
"879788365577432D",40.799
"658605299895032B",48.747
"503260691691595D",48.747
"28684470750852B",79.775
"205532499292817C",79.775
"530714679277362D",51.476
"191991718135997A",51.476
"665196435838490C",40.866
"809410106484376D",40.866
"944282498165074A",80.446
"469135033190291A",80.446
"826110595022642B",40.374
"118260206348641E",40.374
"76066654278979E",34.876
"200615335470260C",34.876
"299271414052490D",89.405
"800940836956892B",89.405
"551411364740502C",85.311
"249306936456110A",85.311
"669924584135440B",74.241
"603256569400402B",74.241
"837452885465149E",82.969
"378415545459676C",82.969
"149895751385111B",79.189
"754474669574390A",79.189
"120363385759808D",84.742
"581468905521905E",84.742
"811229022687998D",75.051
"870844083470607B",75.051
"459051162570473A",65.986
"403264324546745C",65.986
"283616811383229E",29.934
"450396182580394B",29.934
"391347244788568E",11.301
"93166940238787D",11.301
"927790719671551A",89.833
"866555027161294B",89.833
"768088434183233C",82.448
"369279632327357D",82.448
"923405688393009C",49.402
"628324432739453E",49.402
"213674234057061D",13.672
"890115693181709D",13.672
"407688084921843B",81.491
"785294834670434E",81.491
"106251091164100C",60.614
"228581290130498E",60.614
"382207872030427B",57.928
"243165538109429D",57.928
"659304181274342C",88.781
"500531736376680C",88.781
"457045892244834C",72.397
"884792043340905A",72.397
"408813199457784E",79.754
"496330544658212B",79.754
"477921708214925E",79.301
"381902656717471C",79.301
"191097575099159A",39.82
"175374741016314E",39.82
"583449578536273D",23.514
