8,-124,-82,19
9,62,44,19
0,58,-39,20
1,9,-50,20
2,77,-43,20
3,-27,29,20
4,75,39,20
5,59,45,20
6,-17,-75,20
7,30,97,20
8,-119,-83,20
9,65,40,20
0,56,-33,21
1,16,-44,21
2,79,-37,21
3,-27,29,21
4,83,39,21
5,65,38,21
6,-17,-75,21
7,23,92,21
8,-114,-84,21
9,71,32,21
0,54,-27,22
1,20,-41,22
2,81,-30,22
3,-27,29,22
4,92,39,22
5,65,38,22
6,-9,-79,22
7,23,92,22
8,-109,-85,22
9,75,26,22
0,52,-19,23
1,24,-38,23
2,83,-24,23
3,-30,36,23
4,102,39,23
5,70,32,23
6,-5,-81,23
7,15,86,23
8,-103,-86,23
9,79,20,23
0,51,-16,24
1,30,-33,24
2,84,-21,24
3,-32,41,24
4,110,39,24
5,76,25,24
6,0,-83,24
7,11,83,24
8,-98,-87,24
9,85,12,24
0,49,-8,25
1,37,-28,25
2,87,-14,25
3,-35,48,25
4,119,39,25
5,82,17,25
6,2,-84,25
7,4,78,25
8,-89,-89,25
9,89,7,25
0,48,-4,26
1,43,-23,26
2,89,-10,26
3,-38,57,26
4,127,39,26
5,86,11,26
6,2,-84,26
7,-1,74,26
8,-84,-90,26
9,95,0,26
0,48,-4,27
1,43,-23,27
2,91,-5,27
3,-41,64,27
4,-128,39,27
5,89,7,27
6,2,-84,27
7,-1,74,27
8,-78,-91,27
9,101,-8,27
0,45,5,28
1,43,-23,28
2,91,-5,28
3,-45,72,28
4,-122,39,28
5,93,2,28
6,4,-85,28
7,-8,68,28
8,-74,-92,28
9,106,-14,28
0,42,14,29
1,47,-20,29
2,91,-5,29
3,-48,77,29
4,-114,39,29
5,99,-6,29
6,11,-88,29
7,-13,63,29
8,-67,-94,29
9,106,-14,29
0,42,14,30
1,50,-18,30
2,93,0,30
3,-49,79,30
4,-109,39,30
5,105,-14,30
6,19,-92,30
7,-17,59,30
8,-67,-94,30
9,112,-21,30
0,40,20,31
1,57,-13,31
2,94,2,31
3,-51,83,31
4,-107,39,31
5,105,-14,31
6,21,-93,31
7,-24,53,31
8,-64,-95,31
9,113,-22,31
0,40,20,32
1,57,-13,32
2,97,9,32
3,-54,90,32
4,-104,39,32
5,105,-14,32
6,21,-93,32
7,-28,49,32
8,-58,-97,32
9,120,-28,32
0,37,29,33
1,65,-7,33
2,98,12,33
3,-57,98,33
4,-101,39,33
5,107,-17,33
6,21,-93,33
7,-34,43,33
8,-58,-97,33
9,125,-33,33
0,35,37,34
1,72,-2,34
2,98,12,34
3,-57,98,34
4,-101,39,34
5,111,-22,34
6,28,-96,34
7,-36,41,34
8,-55,-98,34
9,126,-34,34
0,32,46,35
1,76,1,35
2,101,21,35
3,-59,103,35
4,-100,39,35
5,115,-27,35
6,31,-97,35
7,-42,35,35
8,-55,-98,35
9,-125,-41,35
0,30,51,36
1,76,1,36
2,102,24,36
3,-63,112,36
4,-99,39,36
5,119,-32,36
6,39,-99,36
7,-45,32,36
8,-55,-98,36
9,-124,-42,36
0,28,55,37
1,76,1,37
2,105,31,37
3,-67,120,37
4,-94,39,37
5,123,-38,37
6,48,-101,37
7,-51,26,37
8,-51,-99,37
9,-124,-42,37
0,25,62,38
1,84,7,38
2,107,36,38
3,-69,125,38
4,-92,39,38
5,127,-45,38
6,48,-101,38
7,-58,19,38
8,-48,-100,38
9,-122,-44,38
0,23,67,39
1,88,10,39
2,110,42,39
3,-72,-123,39
4,-83,39,39
5,-127,-51,39
6,54,-102,39
7,-59,18,39
8,-48,-100,39
9,-122,-44,39
0,20,76,40
1,91,12,40
2,113,48,40
3,-74,-118,40
4,-79,39,40
5,-123,-60,40
6,54,-102,40
7,-66,12,40
8,-41,-103,40
9,-117,-49,40
0,19,79,41
1,98,16,41
2,117,55,41
3,-77,-110,41
4,-76,39,41
5,-121,-64,41
6,54,-102,41
7,-70,9,41
8,-34,-106,41
9,-111,-55,41
0,16,86,42
1,104,19,42
2,120,60,42
3,-80,-102,42
4,-73,39,42
5,-119,-69,42
6,58,-103,42
7,-70,9,42
8,-27,-109,42
9,-111,-55,42
0,16,86,43
1,111,22,43
2,122,63,43
3,-83,-93,43
4,-71,39,43
5,-115,-77,43
6,64,-104,43
7,-76,5,43
8,-21,-111,43
9,-111,-55,43
0,16,86,44
1,114,23,44
2,125,68,44
3,-84,-89,44
4,-66,39,44
5,-111,-85,44
6,64,-104,44
7,-76,5,44
8,-14,-113,44
9,-105,-62,44
0,15,88,45
1,119,25,45
2,-128,76,45
3,-84,-89,45
4,-65,39,45
5,-110,-87,45
6,71,-105,45
7,-76,5,45
8,-14,-113,45
9,-101,-67,45
0,11,95,46
1,125,28,46
2,-124,85,46
3,-84,-89,46
4,-65,39,46
5,-110,-87,46
6,80,-106,46
7,-84,0,46
8,-7,-115,46
9,-101,-67,46
0,9,98,47
1,-126,31,47
2,-121,93,47
3,-84,-89,47
4,-59,39,47
5,-108,-92,47
6,86,-107,47
7,-88,-3,47
8,0,-117,47
9,-101,-67,47
0,5,105,48
1,-121,34,48
2,-119,100,48
3,-86,-83,48
4,-55,39,48
5,-104,-101,48
6,91,-108,48
7,-94,-7,48
8,4,-118,48
9,-101,-67,48
0,1,112,49
1,-115,37,49
2,-116,108,49
3,-86,-83,49
4,-45,39,49
5,-101,-108,49
6,91,-108,49
7,-98,-10,49
8,11,-120,49
9,-101,-67,49
0,-3,119,50
1,-113,38,50
2,-115,111,50
3,-88,-75,50
4,-44,39,50
5,-97,-116,50
6,100,-109,50
7,-103,-14,50
8,17,-122,50
9,-99,-70,50
0,-4,121,51
1,-113,38,51
2,-112,118,51
3,-89,-69,51
4,-35,39,51
5,-95,-120,51
6,109,-110,51
7,-111,-20,51
8,24,-124,51
9,-99,-70,51
0,-8,-127,52
1,-109,40,52
2,-108,126,52
3,-90,-62,52
4,-25,39,52
5,-94,-122,52
6,115,-111,52
7,-114,-22,52
8,33,-127,52
9,-99,-70,52
0,114,73,1
1,115,-31,1
2,-5,-105,1
3,112,90,1
4,114,2,1
5,30,-126,1
6,122,108,1
7,77,92,1
8,-122,-77,1
9,114,-10,1
0,116,70,2
1,113,-32,2
2,-3,-111,2
3,106,90,2
4,115,-6,2
5,25,-119,2
6,128,104,2
7,80,85,2
8,-119,-71,2
9,112,-13,2
0,117,69,3
1,115,-40,3
2,-4,-117,3
3,102,98,3
4,122,-6,3
5,16,-118,3
6,-123,104,3
7,83,81,3
8,-119,-62,3
9,108,-14,3
0,125,64,4
1,116,-43,4
2,-5,-124,4
3,99,104,4
4,-127,0,4
5,12,-122,4
6,-117,98,4
7,78,73,4
8,-115,-54,4
9,106,-14,4
0,-128,60,5
1,114,-44,5
2,0,-126,5
3,92,102,5
4,128,6,5
5,13,-127,5
6,-120,89,5
7,71,76,5
8,-110,-49,5
9,105,-22,5
0,-120,65,6
1,111,-41,6
2,2,128,6
3,87,110,6
4,123,13,6
5,21,-127,6
6,-120,87,6
7,68,85,6
8,-110,-47,6
9,109,-30,6
0,-114,68,7
1,108,-35,7
2,1,127,7
3,86,119,7
4,124,18,7
5,30,126,7
6,-115,84,7
7,69,87,7
8,-113,-42,7
9,113,-28,7
0,-108,76,8
1,108,-28,8
2,-6,-123,8
3,85,121,8
4,128,25,8
5,37,128,8
6,-111,89,8
7,74,95,8
8,-120,-40,8
9,117,-26,8
0,-104,83,9
1,113,-21,9
2,-6,-119,9
3,80,127,9
4,-121,30,9
5,41,121,9
6,-110,95,9
7,67,101,9
8,-121,-40,9
9,121,-18,9
0,-95,79,10
1,110,-14,10
2,-11,-112,10
3,78,-123,10
4,-116,24,10
5,47,115,10
6,-117,100,10
7,62,105,10
8,-127,-44,10
9,124,-13,10
0,-89,73,11
1,111,-11,11
2,-5,-107,11
3,87,-120,11
4,-111,22,11
5,50,112,11
6,-120,108,11
7,54,103,11
8,125,-50,11
9,-127,-13,11
0,-82,66,12
1,118,-9,12
2,-3,-103,12
3,87,-117,12
4,-113,16,12
5,55,110,12
6,-124,110,12
7,50,94,12
8,126,-53,12
9,-124,-6,12
0,-76,62,13
1,116,-2,13
2,-3,-95,13
3,86,-117,13
4,-112,11,13
5,56,105,13
6,-127,111,13
7,42,92,13
8,121,-56,13
9,-116,-5,13
0,-72,67,14
1,109,5,14
2,-9,-90,14
3,77,-121,14
4,-108,9,14
5,52,96,14
6,128,107,14
7,35,88,14
8,119,-61,14
9,-109,-10,14
0,-71,68,15
1,109,11,15
2,-12,-81,15
3,77,127,15
4,-110,4,15
5,50,93,15
6,125,98,15
7,29,91,15
8,118,-70,15
9,-107,-19,15
0,-68,66,16
1,109,17,16
2,-13,-78,16
3,68,127,16
4,-108,1,16
5,46,91,16
6,119,90,16
7,24,89,16
8,121,-72,16
9,-111,-21,16
0,-68,66,17
1,114,21,17
2,-15,-70,17
3,62,119,17
4,-106,-2,17
5,40,85,17
6,111,93,17
7,18,94,17
8,124,-69,17
9,-111,-22,17
0,-71,59,18
1,118,26,18
2,-14,-62,18
3,59,119,18
4,-100,1,18
5,37,84,18
6,109,98,18
7,18,95,18
8,-126,-74,18
9,-119,-25,18
0,-80,62,19
1,125,25,19
2,-8,-61,19
3,51,117,19
4,-97,9,19
5,31,81,19
6,113,104,19
7,24,99,19
8,-125,-78,19
9,-121,-32,19
0,-82,69,20
1,128,18,20
2,0,-65,20
3,46,111,20
4,-105,15,20
5,34,74,20
6,110,108,20
7,29,106,20
8,-119,-85,20
9,-121,-41,20
0,-90,75,21
1,-126,15,21
2,9,-66,21
3,43,103,21
4,-100,22,21
5,35,71,21
6,117,114,21
7,37,106,21
8,-110,-88,21
9,-113,-44,21
0,-90,83,22
1,-120,16,22
2,12,-63,22
3,42,95,22
4,-95,24,22
5,34,68,22
6,118,117,22
7,40,98,22
8,-102,-88,22
9,-116,-52,22
0,-98,87,23
1,-119,14,23
2,21,-61,23
3,47,94,23
4,-91,19,23
5,36,66,23
6,116,122,23
7,32,92,23
8,-100,-90,23
9,-121,-59,23
0,-102,95,24
1,-120,9,24
2,27,-65,24
3,54,99,24
4,-93,10,24
5,40,64,24
6,124,126,24
7,33,87,24
8,-91,-93,24
9,-121,-64,24
0,-98,102,25
1,128,6,25
2,27,-72,25
3,54,109,25
4,-98,7,25
5,44,66,25
6,-128,122,25
7,28,79,25
8,-83,-96,25
9,-124,-67,25
0,-99,109,26
1,127,-2,26
2,30,-79,26
3,50,109,26
4,-103,5,26
5,46,65,26
6,-122,114,26
7,25,70,26
8,-81,-97,26
9,-121,-76,26
0,-105,110,27
1,122,-4,27
2,28,-88,27
3,50,119,27
4,-108,0,27
5,52,62,27
6,-121,110,27
7,17,69,27
8,-81,-100,27
9,-117,-77,27
0,-106,108,28
1,120,-7,28
2,25,-89,28
3,51,121,28
4,-102,-6,28
5,50,54,28
6,128,104,28
7,14,68,28
8,-77,-102,28
9,-112,-81,28
0,-102,106,29
1,113,-11,29
2,21,-89,29
3,49,-128,29
4,-94,-6,29
5,56,51,29
6,124,105,29
7,15,60,29
8,-71,-109,29
9,-112,-85,29
0,-101,102,30
1,112,-20,30
2,12,-92,30
3,52,-124,30
4,-94,-1,30
5,62,49,30
6,117,110,30
7,23,59,30
8,-67,-117,30
9,-118,-92,30
0,-92,98,31
1,120,-22,31
2,7,-94,31
3,52,-116,31
4,-97,5,31
5,65,49,31
6,111,107,31
7,31,55,31
8,-65,-125,31
9,-123,-97,31
0,-90,96,32
1,127,-15,32
2,9,-102,32
3,56,-113,32
4,-91,11,32
5,69,54,32
6,104,111,32
7,34,53,32
8,-71,-127,32
9,127,-98,32
0,-96,88,33
1,127,-13,33
2,10,-111,33
3,60,-116,33
4,-85,15,33
5,68,55,33
6,95,107,33
7,43,57,33
8,-77,-124,33
9,121,-103,33
0,-105,86,34
1,128,-7,34
2,2,-115,34
3,69,-114,34
4,-76,15,34
5,61,61,34
6,94,100,34
7,44,56,34
8,-78,-123,34
9,123,-109,34
0,-112,84,35
1,-125,-2,35
2,2,-115,35
3,69,-112,35
4,-76,15,35
5,54,59,35
6,89,95,35
7,40,50,35
8,-83,-123,35
9,-124,-109,35
0,-112,84,36
1,-123,4,36
2,-3,-123,36
3,71,-112,36
4,-71,10,36
5,47,55,36
6,88,86,36
7,48,44,36
8,-90,-123,36
9,-121,-100,36
0,-113,86,37
1,-126,12,37
2,-11,-126,37
3,72,-115,37
4,-62,13,37
5,47,45,37
6,91,80,37
7,42,36,37
8,-90,-126,37
9,-114,-98,37
0,-117,94,38
1,123,17,38
2,-17,-121,38
3,76,-120,38
4,-55,19,38
5,45,44,38
6,85,77,38
7,34,40,38
8,-95,-128,38
9,-113,-97,38
0,-115,97,39
1,116,21,39
2,-25,-116,39
3,72,-126,39
4,-50,25,39
5,45,41,39
6,80,85,39
7,33,45,39
8,-98,-126,39
9,-118,-92,39
0,-115,100,40
1,117,27,40
2,-33,-113,40
3,66,127,40
4,-50,31,40
5,47,38,40
6,72,87,40
7,26,48,40
8,-104,-124,40
9,-117,-91,40
0,-121,106,41
1,125,33,41
2,-35,-112,41
3,61,119,41
4,-52,40,41
5,46,37,41
6,63,83,41
7,25,46,41
8,-108,-128,41
9,-113,-84,41
0,-123,105,42
1,128,39,42
2,-41,-115,42
3,60,112,42
4,-52,49,42
5,41,29,42
6,55,80,42
7,27,41,42
8,-113,-128,42
9,-107,-85,42
0,126,101,43
1,128,40,43
2,-46,-122,43
3,63,110,43
4,-49,54,43
5,34,31,43
6,51,89,43
7,29,33,43
8,-120,-121,43
9,-102,-87,43
0,122,106,44
1,121,40,44
2,-49,126,44
3,71,104,44
4,-46,55,44
5,32,39,44
6,57,94,44
7,25,30,44
8,-126,-117,44
9,-94,-83,44
0,123,107,45
1,117,31,45
2,-43,122,45
3,70,99,45
4,-43,63,45
5,30,45,45
6,67,94,45
7,18,26,45
8,-126,-113,45
9,-88,-81,45
0,120,112,46
1,112,33,46
2,-41,118,46
3,70,95,46
4,-48,67,46
5,35,48,46
6,69,89,46
7,10,29,46
8,-119,-108,46
9,-89,-72,46
0,116,117,47
1,114,40,47
2,-48,114,47
3,66,89,47
4,-43,75,47
5,43,54,47
6,77,92,47
7,6,33,47
8,-114,-104,47
9,-94,-68,47
0,115,120,48
1,122,44,48
2,-53,114,48
3,60,86,48
4,-45,82,48
5,43,55,48
6,80,97,48
7,3,32,48
8,-109,-110,48
9,-102,-69,48
0,113,125,49
1,-128,43,49
2,-55,122,49
3,62,81,49
4,-50,81,49
5,43,55,49
6,85,103,49
7,-1,24,49
8,-108,-112,49
9,-107,-74,49
0,121,-127,50
1,-121,42,50
2,-62,-128,50
3,63,79,50
4,-49,73,50
5,38,58,50
6,93,104,50
7,-3,21,50
8,-109,-113,50
9,-106,-81,50
0,-127,-125,51
1,-117,34,51
2,-68,-122,51
3,71,73,51
4,-42,71,51
5,34,62,51
6,99,110,51
7,-4,17,51
8,-111,-111,51
9,-111,-87,51
0,-127,-125,52
1,-113,35,52
2,-72,-119,52
3,74,66,52
4,-39,70,52
5,35,70,52
6,99,115,52
7,-7,13,52
8,-110,-102,52
9,-113,-90,52
0,-125,-127,53
1,-109,36,53
2,-78,-122,53
3,77,62,53
4,-38,65,53
5,34,72,53
6,103,117,53
7,-6,9,53
8,-101,-100,53
9,-119,-98,53
0,-117,-124,54
1,-104,36,54
2,-83,-127,54
3,84,57,54
4,-30,61,54
5,27,77,54
6,100,123,54
7,-11,6,54
8,-98,-100,54
9,-121,-106,54
0,-114,-128,55
1,-99,33,55
2,-85,-128,55
3,89,53,55
4,-24,59,55
5,18,77,55
6,92,-128,55
7,-17,9,55
8,-91,-102,55
9,-123,-107,55
0,-108,-124,56
1,-91,31,56
2,-87,127,56
3,93,50,56
4,-26,52,56
5,16,74,56
6,90,128,56
7,-26,8,56
8,-87,-110,56
9,-121,-112,56
0,-103,-117,57
1,-88,38,57
2,-94,-125,57
3,93,44,57
4,-21,45,57
5,7,78,57
6,85,-121,57
7,-33,14,57
8,-84,-114,57
9,-125,-119,57
0,-97,-119,58
1,-83,36,58
2,-98,-123,58
3,88,42,58
4,-16,44,58
5,7,88,58
6,79,-124,58
7,-41,12,58
8,-81,-116,58
9,-123,-128,58
0,-93,-121,59
1,-75,40,59
2,-106,-127,59
3,86,40,59
4,-15,48,59
5,11,90,59
6,74,128,59
7,-47,15,59
8,-83,-125,59
9,-117,121,59
0,-88,-125,60
1,-70,39,60
2,-111,-128,60
3,77,41,60
4,-19,56,60
5,17,95,60
6,73,122,60
7,-54,14,60
8,-90,-125,60
9,-113,118,60
0,-82,-118,61
1,-63,40,61
2,-118,125,61
3,68,39,61
4,-11,62,61
5,13,102,61
6,67,119,61
7,-62,15,61
8,-98,-123,61
9,-119,110,61
0,-78,-117,62
1,-61,48,62
2,-125,118,62
3,65,41,62
4,-7,62,62
5,11,109,62
6,58,117,62
7,-62,25,62
8,-99,-121,62
9,-125,112,62
0,-71,-116,63
1,-52,50,63
2,-127,112,63
3,64,43,63
4,-4,64,63
5,6,111,63
6,59,108,63
7,-62,25,63
8,-99,-111,63
9,124,115,63
0,-65,-118,64
1,-45,43,64
2,123,107,64
3,56,46,64
4,3,62,64
5,3,120,64
6,67,108,64
7,-70,28,64
8,-104,-106,64
9,120,116,64
0,-58,-125,65
1,-42,36,65
2,121,106,65
3,55,48,65
4,6,65,65
5,6,125,65
6,68,101,65
7,-75,24,65
8,-113,-106,65
9,112,116,65
0,-60,-127,66
1,-35,36,66
2,117,103,66
3,62,53,66
4,11,69,66
5,13,127,66
6,73,101,66
7,-76,22,66
8,-122,-103,66
9,108,119,66
0,-64,-126,67
1,-33,28,67
2,110,110,67
3,68,60,67
4,5,77,67
5,14,-126,67
6,81,101,67
7,-74,13,67
8,-124,-99,67
9,109,121,67
0,-67,-121,68
1,-33,19,68
2,104,113,68
3,72,58,68
4,2,80,68
5,19,-124,68
6,82,104,68
7,-68,6,68
8,125,-103,68
9,117,119,68
0,-74,-124,69
1,-36,10,69
2,104,114,69
3,79,60,69
4,-7,84,69
5,24,-127,69
6,84,107,69
7,-67,6,69
8,128,-110,69
9,117,117,69
0,-81,-120,70
1,-36,1,70
2,113,115,70
3,87,61,70
4,-13,89,70
5,28,-123,70
6,91,107,70
7,-64,5,70
8,-123,-110,70
9,115,112,70
0,-81,-113,71
1,-35,-5,71
2,118,121,71
3,93,62,71
4,-20,96,71
5,37,-126,71
6,97,100,71
7,-59,0,71
8,-115,-116,71
9,120,109,71
0,-80,-113,72
1,-31,-6,72
2,113,126,72
3,97,64,72
4,-24,94,72
5,45,-127,72
6,102,96,72
7,-54,-4,72
8,-114,-115,72
9,121,106,72
0,-77,-109,73
1,-29,-4,73
2,105,-125,73
3,103,57,73
4,-34,94,73
5,47,-121,73
6,108,92,73
7,-50,-4,73
8,-107,-110,73
9,124,105,73
0,-72,-111,74
1,-23,-7,74
2,99,-126,74
3,106,52,74
4,-43,97,74
5,43,-117,74
6,110,92,74
7,-44,-5,74
8,-107,-102,74
9,124,102,74
0,-67,-112,75
1,-22,-15,75
2,99,127,75
3,108,45,75
4,-51,102,75
5,35,-119,75
6,118,88,75
7,-40,-1,75
8,-110,-98,75
9,122,96,75
0,-65,-117,76
1,-16,-15,76
2,99,121,76
3,114,37,76
4,-57,99,76
5,29,-125,76
6,125,84,76
7,-35,-2,76
8,-109,-94,76
9,112,96,76
0,-71,-121,77
1,-8,-21,77
2,99,119,77
3,117,36,77
4,-66,102,77
5,25,-123,77
6,127,84,77
7,-31,-8,77
8,-114,-86,77
9,112,96,77
0,-73,-121,78
1,-4,-27,78
2,104,112,78
3,118,33,78
4,-73,100,78
5,21,-127,78
6,-125,83,78
7,-25,-5,78
8,-112,-81,78
9,110,96,78
0,-77,-124,79
1,0,-36,79
2,112,114,79
3,112,25,79
4,-78,99,79
5,13,-121,79
6,-119,85,79
7,-24,-6,79
8,-120,-76,79
9,110,94,79
0,-86,-122,80
1,-6,-42,80
2,115,116,80
3,104,21,80
4,-80,91,80
5,9,-122,80
6,-115,90,80
7,-17,-8,80
8,-122,-76,80
9,115,90,80
0,-92,-125,81
1,-10,-41,81
2,121,118,81
3,99,28,81
4,-75,87,81
5,3,127,81
6,-112,98,81
7,-9,-7,81
8,-122,-67,81
9,124,88,81
0,-90,124,82
1,-10,-41,82
2,-128,124,82
3,94,29,82
4,-68,93,82
5,-6,-128,82
6,-105,97,82
7,-2,-9,82
8,-119,-59,82
9,124,78,82
0,-96,116,83
1,-11,-42,83
2,-127,128,83
3,89,25,83
4,-65,98,83
5,-13,-121,83
6,-100,103,83
7,-1,-17,83
8,-112,-57,83
9,128,74,83
0,-102,109,84
1,-8,-50,84
2,-119,-123,84
3,84,31,84
4,-65,104,84
5,-15,-119,84
6,-95,108,84
7,3,-17,84
8,-104,-61,84
9,-126,70,84
0,-104,104,85
1,-1,-49,85
2,-115,-115,85
3,76,37,85
4,-57,110,85
5,-21,-121,85
6,-95,111,85
7,3,-9,85
8,-104,-61,85
9,-120,73,85
0,-97,101,86
1,0,-48,86
2,-123,-109,86
3,74,40,86
4,-58,115,86
5,-27,-113,86
6,-101,112,86
7,3,-3,86
8,-98,-67,86
9,-117,68,86
0,-97,94,87
1,4,-45,87
2,-123,-103,87
3,81,46,87
4,-49,118,87
5,-26,-109,87
6,-104,105,87
7,4,5,87
8,-101,-76,87
9,-111,62,87
0,-95,88,88
1,8,-40,88
2,-114,-103,88
3,84,53,88
4,-42,122,88
5,-20,-107,88
6,-107,98,88
7,3,14,88
8,-98,-77,88
9,-105,54,88
0,-98,80,89
1,3,-34,89
2,-112,-95,89
3,83,58,89
4,-43,-126,89
5,-12,-111,89
6,-114,92,89
7,-5,19,89
8,-92,-77,89
9,-97,48,89
0,-103,81,90
1,4,-26,90
2,-116,-94,90
3,81,63,90
4,-34,-122,90
5,-5,-117,90
6,-110,83,90
7,-2,25,90
8,-85,-73,90
9,-91,48,90
0,-111,82,91
1,0,-18,91
2,-120,-92,91
3,87,67,91
4,-36,-116,91
5,1,-122,91
6,-114,81,91
7,5,28,91
8,-75,-73,91
9,-91,38,91
0,-111,83,92
1,1,-11,92
2,-124,-87,92
3,95,62,92
4,-45,-114,92
5,3,-128,92
6,-114,78,92
7,4,33,92
8,-75,-73,92
9,-93,29,92
0,-104,84,93
1,8,-10,93
2,-125,-79,93
3,102,56,93
4,-49,-105,93
5,11,-127,93
6,-115,71,93
7,10,38,93
8,-68,-78,93
9,-96,22,93
0,-101,86,94
1,12,-9,94
2,-126,-70,94
3,102,52,94
4,-50,-101,94
5,11,-123,94
6,-121,71,94
7,15,44,94
8,-70,-86,94
9,-97,15,94
0,-97,91,95
1,17,-2,95
2,-120,-66,95
3,95,47,95
4,-50,-92,95
5,3,-122,95
6,-124,68,95
7,20,48,95
8,-72,-95,95
9,-97,11,95
0,-91,95,96
1,18,-1,96
2,-117,-60,96
3,87,52,96
4,-59,-91,96
5,0,-117,96
6,-127,70,96
7,22,50,96
8,-75,-103,96
9,-96,4,96
0,-88,101,97
1,15,3,97
2,-118,-55,97
3,80,59,97
4,-64,-85,97
5,-4,-118,97
6,-126,73,97
7,27,53,97
8,-76,-106,97
9,-103,-1,97
0,-92,110,98
1,14,12,98
2,-124,-47,98
3,72,53,98
4,-70,-81,98
5,-8,-114,98
6,-118,78,98
7,36,57,98
8,-73,-108,98
9,-100,-8,98
0,-94,117,99
1,9,12,99
2,125,-48,99
3,67,58,99
4,-69,-79,99
5,-14,-111,99
6,-120,83,99
7,45,58,99
8,-73,-113,99
9,-106,-14,99
0,-93,121,100
1,5,7,100
2,121,-53,100
3,64,64,100
4,-62,-75,100
5,-20,-118,100
6,-124,86,100
7,45,61,100
8,-79,-115,100
9,-112,-19,100
0,-65,-70,1
1,50,-35,1
2,6,-42,1
3,-22,-115,1
4,-128,-63,1
5,127,-33,1
6,-97,-56,1
7,-11,-103,1
8,-115,61,1
9,84,-18,1
0,-61,-72,2
1,43,-29,2
2,3,-36,2
3,-30,-119,2
4,-123,-65,2
5,121,-31,2
6,-102,-61,2
7,-5,-108,2
8,-114,55,2
9,83,-9,2
0,-57,-71,3
1,41,-24,3
2,2,-34,3
3,-37,-118,3
4,-123,-71,3
5,118,-31,3
6,-100,-70,3
7,-3,-106,3
8,-110,49,3
9,82,-3,3
0,-49,-73,4
1,39,-22,4
2,-3,-35,4
3,-43,-116,4
4,125,-71,4
5,112,-32,4
6,-104,-79,4
7,-2,-99,4
8,-113,46,4
9,76,-1,4
0,-50,-77,5
1,30,-26,5
