N_individuals,steps,scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,total_crossings,assess_top_sections
100,500,8,15,56,11,104,538,0.422
100,500,8,74,17,23,130,757,0.44
100,500,8,65,20,13,174,894,0.621
100,500,8,22,84,28,132,889,0.433
100,500,8,49,60,31,144,819,0.502
100,500,8,86,56,34,105,874,0.406
100,500,8,44,20,28,132,722,0.547
100,500,8,22,20,28,132,935,0.708
100,500,8,49,44,31,108,840,0.492
100,500,8,42,32,27,171,795,0.619
100,500,8,25,60,31,108,783,0.444
100,500,8,58,86,8,111,625,0.386
100,500,8,27,74,33,159,1054,0.53
100,500,8,63,35,33,122,918,0.455
100,500,8,30,64,11,151,615,0.418
100,500,8,42,40,27,129,847,0.573
100,500,8,49,60,31,108,765,0.461
100,500,8,58,62,8,92,645,0.394
100,500,8,47,78,23,152,742,0.412
100,500,8,71,32,27,129,811,0.435
100,500,8,81,86,8,92,668,0.35
100,500,8,46,55,34,146,898,0.548
100,500,8,42,32,27,129,776,0.544
100,500,8,58,86,8,92,626,0.377
100,500,8,15,56,33,104,837,0.476
100,500,8,46,15,34,116,717,0.55
100,500,8,65,20,11,174,866,0.67
100,500,8,19,55,34,116,898,0.464
100,500,8,44,84,41,159,1136,0.491
100,500,8,61,51,35,91,941,0.426
100,500,8,46,55,34,116,832,0.495
100,500,8,61,69,35,135,936,0.471
100,500,8,13,51,35,135,877,0.448
100,500,8,65,89,31,132,833,0.435
100,500,8,22,20,41,132,1028,0.693
100,500,8,25,44,33,144,916,0.534
100,500,8,61,51,35,135,928,0.514
100,500,8,65,12,31,148,897,0.551
100,500,8,71,40,24,171,737,0.493
100,500,8,11,79,33,127,838,0.449
100,500,8,27,89,31,148,910,0.463
100,500,8,49,60,33,108,830,0.507
100,500,8,15,57,16,126,701,0.387
100,500,8,11,82,33,92,800,0.393
100,500,8,54,51,12,154,606,0.503
100,500,8,65,89,31,148,1018,0.443
100,500,8,42,32,24,129,689,0.531
100,500,8,15,69,16,125,624,0.391
100,500,8,89,79,33,92,754,0.41
100,500,8,54,44,12,179,716,0.609
100,500,8,16,57,16,125,570,0.446
100,500,8,81,62,41,111,1102,0.435
100,500,8,72,51,12,179,718,0.51
100,500,8,11,79,33,92,692,0.421
100,500,8,19,15,14,146,431,0.71
100,500,8,14,59,34,105,856,0.449
100,500,8,15,57,16,125,719,0.388
100,500,8,13,69,19,91,640,0.403
100,500,8,58,86,41,92,867,0.433
100,500,8,54,51,12,179,841,0.539
100,500,8,27,12,6,132,514,0.595
100,500,8,46,55,14,116,602,0.42
100,500,8,89,82,16,127,576,0.398
100,500,8,14,78,34,150,939,0.469
100,500,8,16,69,5,126,553,0.394
100,500,8,61,51,19,135,851,0.452
100,500,8,65,89,6,148,635,0.372
100,500,8,38,13,34,125,740,0.601
100,500,8,72,44,15,154,875,0.478
100,500,8,55,59,34,150,1033,0.473
100,500,8,55,78,7,105,611,0.398
100,500,8,11,79,16,92,652,0.38
100,500,8,15,57,5,125,650,0.383
100,500,8,14,59,34,150,820,0.477
100,500,8,54,51,15,179,780,0.532
100,500,8,14,59,7,150,559,0.435
100,500,8,60,17,28,164,852,0.656
100,500,8,38,42,34,156,914,0.546
100,500,8,55,42,31,125,736,0.508
100,500,8,54,75,9,164,702,0.429
100,500,8,55,13,34,156,931,0.709
100,500,8,55,35,21,138,781,0.526
100,500,8,67,18,9,93,595,0.429
100,500,8,60,75,28,104,652,0.408
100,500,8,38,67,12,136,553,0.429
100,500,8,38,13,31,156,826,0.688
100,500,8,38,13,34,156,683,0.694
100,500,8,60,17,9,104,544,0.526
100,500,8,54,17,28,104,829,0.538
100,500,8,55,68,21,130,652,0.433
100,500,8,44,68,31,138,857,0.461
100,500,8,67,41,9,124,674,0.392
100,500,8,44,35,21,130,805,0.529
100,500,8,38,27,12,129,490,0.51
100,500,8,25,18,9,124,557,0.603
100,500,8,60,17,28,104,755,0.505
100,500,8,25,41,22,93,619,0.446
100,500,8,39,67,12,129,702,0.358
100,500,8,39,27,13,136,692,0.514
100,500,8,55,35,31,130,753,0.563
100,500,8,55,35,21,130,763,0.519
100,500,8,67,18,9,124,680,0.459
100,500,8,67,18,22,124,879,0.433
100,500,8,38,67,12,129,565,0.414
100,500,8,49,21,39,168,952,0.801
100,500,8,38,67,13,129,593,0.411
100,500,8,49,52,39,139,999,0.538
100,500,8,38,21,39,139,925,0.683
100,500,8,38,52,38,168,971,0.563
100,500,8,29,20,41,96,856,0.607
100,500,8,49,21,38,139,942,0.72
100,500,8,49,21,39,139,933,0.75
100,500,8,62,15,34,96,751,0.491
100,500,8,70,27,34,115,900,0.427
100,500,8,29,15,41,153,738,0.817
100,500,8,62,20,41,153,1078,0.66
100,500,8,30,71,16,168,645,0.502
100,500,8,29,20,34,153,793,0.779
100,500,8,81,23,32,115,741,0.422
100,500,8,33,47,8,168,719,0.505
100,500,8,81,30,22,125,695,0.413
100,500,8,29,20,41,153,816,0.737
100,500,8,70,23,34,107,766,0.437
100,500,8,70,27,32,107,810,0.404
100,500,8,81,27,34,107,771,0.423
100,500,8,30,47,16,151,758,0.565
100,500,8,30,71,8,151,707,0.371
100,500,8,33,71,16,151,667,0.424
100,500,8,81,74,22,165,683,0.419
100,500,8,70,27,34,107,881,0.423
100,500,8,84,74,40,125,989,0.451
100,500,8,84,30,22,165,648,0.455
100,500,8,52,53,35,172,1001,0.563
100,500,8,30,71,16,151,730,0.408
100,500,8,81,30,22,165,622,0.508
100,500,8,27,75,27,140,877,0.421
100,500,8,81,30,40,165,1234,0.467
100,500,8,23,67,14,165,676,0.448
100,500,8,52,76,35,154,927,0.464
100,500,8,72,76,33,172,990,0.446
100,500,8,76,51,19,143,638,0.429
100,500,8,81,83,6,140,628,0.376
100,500,8,72,53,35,154,1027,0.468
100,500,8,27,83,27,156,1015,0.398
100,500,8,52,53,35,154,953,0.523
100,500,8,23,45,14,146,707,0.55
100,500,8,52,53,33,154,1024,0.513
100,500,8,81,75,27,156,824,0.425
100,500,8,27,75,6,156,568,0.386
100,500,8,76,49,19,90,647,0.396
100,500,8,24,67,14,146,588,0.423
100,500,8,54,40,39,94,834,0.475
100,500,8,24,45,33,165,706,0.561
100,500,8,27,75,27,156,799,0.456
100,500,8,40,51,19,90,598,0.381
100,500,8,40,49,14,143,675,0.43
100,500,8,23,67,14,146,657,0.443
100,500,8,14,30,23,94,595,0.489
100,500,8,76,51,19,90,646,0.416
100,500,8,23,67,33,146,934,0.484
100,500,8,76,51,14,90,594,0.434
100,500,8,31,43,32,158,915,0.596
100,500,8,67,14,17,158,919,0.544
100,500,8,54,30,39,147,1124,0.59
100,500,8,54,40,23,147,913,0.526
100,500,8,14,40,39,147,920,0.587
100,500,8,31,43,17,159,808,0.543
100,500,8,41,71,36,124,961,0.456
100,500,8,54,40,39,147,1139,0.512
100,500,8,19,74,41,124,1097,0.477
100,500,8,31,14,32,159,670,0.801
100,500,8,36,77,15,173,684,0.425
100,500,8,52,89,8,173,525,0.392
100,500,8,55,11,7,111,535,0.507
100,500,8,67,43,32,159,917,0.422
100,500,8,40,31,30,97,678,0.488
100,500,8,41,71,41,115,1065,0.458
100,500,8,31,43,32,159,870,0.583
100,500,8,50,44,34,111,856,0.494
100,500,8,36,77,8,124,691,0.378
100,500,8,41,74,36,115,941,0.458
100,500,8,50,44,7,104,491,0.424
100,500,8,47,14,8,97,493,0.462
100,500,8,36,89,15,124,706,0.363
100,500,8,19,71,36,115,925,0.43
100,500,8,52,77,15,124,711,0.363
100,500,8,59,87,35,143,842,0.455
100,500,8,41,71,36,115,902,0.498
100,500,8,47,14,30,159,911,0.694
100,500,8,17,47,32,143,750,0.495
100,500,8,36,27,10,141,584,0.527
100,500,8,50,11,34,104,712,0.663
100,500,8,36,77,15,124,673,0.41
100,500,8,47,31,8,159,523,0.507
100,500,8,55,44,34,104,869,0.442
100,500,8,40,47,27,104,711,0.442
100,500,8,40,14,8,159,486,0.689
100,500,8,50,44,34,104,771,0.488
100,500,8,17,47,35,131,891,0.483
100,500,8,47,14,8,159,412,0.655
100,500,8,61,53,34,141,872,0.481
100,500,8,17,87,32,131,979,0.434
100,500,8,61,53,10,125,581,0.413
100,500,8,59,47,32,131,912,0.451
100,500,8,42,11,24,104,620,0.55
100,500,8,49,42,36,126,929,0.544
100,500,8,79,84,10,126,598,0.405
100,500,8,42,11,27,164,819,0.773
100,500,8,17,47,32,131,861,0.489
100,500,8,61,27,34,125,780,0.542
100,500,8,36,53,34,125,901,0.532
100,500,8,42,47,24,164,787,0.565
100,500,8,34,82,33,155,935,0.442
100,500,8,79,42,10,107,576,0.431
100,500,8,47,88,34,155,836,0.451
100,500,8,79,84,36,107,878,0.435
100,500,8,49,73,11,113,630,0.387
100,500,8,61,53,34,125,822,0.432
100,500,8,40,11,24,164,679,0.713
100,500,8,49,84,10,107,557,0.348
100,500,8,42,11,24,164,789,0.824
100,500,8,79,84,10,107,656,0.39
100,500,8,47,82,34,124,945,0.45
100,500,8,47,88,33,124,816,0.453
100,500,8,32,67,35,113,926,0.456
100,500,8,32,67,11,106,542,0.399
100,500,8,34,88,34,124,961,0.443
100,500,8,23,77,18,123,650,0.448
100,500,8,46,37,40,123,849,0.537
100,500,8,75,11,18,128,821,0.476
100,500,8,12,82,21,128,696,0.421
100,500,8,47,88,34,124,902,0.456
100,500,8,32,73,35,106,815,0.42
100,500,8,59,11,13,91,540,0.598
100,500,8,23,37,18,136,822,0.561
100,500,8,49,67,35,106,876,0.443
100,500,8,23,77,40,136,1076,0.522
100,500,8,12,11,21,107,578,0.777
100,500,8,46,77,18,136,798,0.397
100,500,8,12,82,18,107,714,0.399
100,500,8,32,67,35,106,866,0.458
100,500,8,71,45,38,91,850,0.416
100,500,8,71,45,13,143,721,0.416
100,500,8,75,82,21,107,661,0.401
100,500,8,84,86,14,158,672,0.385
100,500,8,23,77,18,136,631,0.448
100,500,8,49,19,38,158,1013,0.76
100,500,8,12,82,21,107,759,0.395
100,500,8,54,52,14,134,636,0.476
100,500,8,71,11,38,143,880,0.577
100,500,8,54,59,22,107,769,0.401
100,500,8,82,45,34,134,775,0.444
100,500,8,84,19,14,154,505,0.489
100,500,8,75,58,17,107,702,0.39
100,500,8,59,45,38,143,1085,0.56
100,500,8,84,86,38,154,1034,0.496
100,500,8,49,86,14,154,605,0.438
100,500,8,82,45,14,124,561,0.463
100,500,8,71,45,38,143,959,0.506
100,500,8,25,67,29,156,799,0.512
100,500,8,62,52,23,156,941,0.464
100,500,8,75,58,22,136,805,0.411
100,500,8,84,86,14,154,619,0.467
100,500,8,82,52,34,124,839,0.406
100,500,8,34,90,23,90,648,0.414
100,500,8,75,59,17,136,637,0.429
100,500,8,54,45,34,124,910,0.491
100,500,8,62,52,29,142,802,0.456
100,500,8,54,58,17,136,723,0.422
100,500,8,42,21,24,141,765,0.647
100,500,8,39,38,39,90,736,0.474
100,500,8,62,67,23,142,725,0.446
100,500,8,78,37,14,106,688,0.408
100,500,8,82,45,34,124,812,0.436
100,500,8,25,52,23,142,808,0.561
100,500,8,75,58,17,136,673,0.398
100,500,8,34,38,23,113,748,0.549
100,500,8,41,29,22,141,813,0.593
100,500,8,61,40,24,147,763,0.509
100,500,8,39,90,23,113,697,0.397
100,500,8,62,52,23,142,792,0.482
100,500,8,42,29,24,145,749,0.591
100,500,8,34,90,39,113,917,0.459
100,500,8,37,27,29,106,789,0.492
100,500,8,57,23,9,147,613,0.564
100,500,8,78,27,14,170,547,0.58
100,500,8,34,90,23,113,768,0.4
100,500,8,41,21,24,145,752,0.645
100,500,8,42,21,22,145,668,0.704
100,500,8,37,37,14,170,653,0.588
100,500,8,61,23,24,92,702,0.481
100,500,8,74,10,33,143,842,0.461
100,500,8,64,79,27,143,907,0.413
100,500,8,42,21,24,145,720,0.688
100,500,8,57,40,24,92,683,0.407
100,500,8,78,37,14,170,597,0.524
100,500,8,78,37,29,170,734,0.466
100,500,8,74,79,33,107,816,0.408
100,500,8,61,40,9,92,583,0.425
100,500,8,74,34,33,127,750,0.412
100,500,8,61,40,24,92,766,0.396
100,500,8,64,10,33,107,933,0.484
100,500,8,71,52,36,127,1051,0.461
100,500,8,74,10,27,107,667,0.43
100,500,8,14,80,12,145,688,0.44
100,500,8,14,85,11,137,743,0.371
100,500,8,74,52,33,135,812,0.457
100,500,8,74,10,33,107,850,0.426
100,500,8,71,34,33,135,944,0.442
100,500,8,28,63,37,145,1167,0.542
100,500,8,46,85,29,144,876,0.424
100,500,8,74,34,36,135,920,0.442
100,500,8,28,63,12,167,765,0.42
100,500,8,74,34,33,135,880,0.407
100,500,8,76,41,11,128,565,0.464
100,500,8,76,41,30,137,782,0.441
100,500,8,28,80,37,167,1110,0.507
100,500,8,69,14,34,125,936,0.424
100,500,8,13,61,7,178,514,0.457
100,500,8,55,36,29,130,821,0.497
100,500,8,14,63,37,167,995,0.489
100,500,8,16,70,11,92,600,0.36
100,500,8,76,85,30,128,763,0.444
100,500,8,28,63,37,167,996,0.517
100,500,8,34,81,20,152,674,0.439
100,500,8,55,36,36,144,887,0.564
100,500,8,14,41,30,128,700,0.6
100,500,8,53,87,34,157,901,0.462
100,500,8,76,41,30,128,797,0.467
100,500,8,53,87,27,125,784,0.403
100,500,8,11,89,7,160,610,0.389
100,500,8,10,58,11,140,722,0.406
100,500,8,55,85,36,130,881,0.435
100,500,8,87,90,38,109,995,0.468
100,500,8,11,89,18,178,688,0.417
100,500,8,24,12,7,146,514,0.626
100,500,8,64,19,20,138,841,0.485
100,500,8,46,36,36,130,945,0.578
100,500,8,53,14,27,157,919,0.62
100,500,8,55,36,36,130,1018,0.522
100,500,8,11,61,18,160,589,0.492
100,500,8,10,58,39,92,742,0.446
100,500,8,69,87,27,157,752,0.451
100,500,8,64,19,6,152,662,0.464
100,500,8,29,55,37,134,1035,0.599
100,500,8,13,89,18,160,816,0.396
100,500,8,53,87,27,157,846,0.421
100,500,8,80,26,17,109,540,0.435
100,500,8,82,52,15,146,727,0.425
100,500,8,80,26,38,165,1021,0.455
100,500,8,69,54,24,97,764,0.404
100,500,8,11,89,18,160,686,0.462
100,500,8,82,52,7,135,536,0.418
100,500,8,73,76,14,114,599,0.432
100,500,8,10,70,39,140,935,0.484
100,500,8,40,75,22,98,688,0.426
100,500,8,64,81,6,138,598,0.381
100,500,8,69,88,26,134,854,0.416
100,500,8,80,90,17,165,664,0.431
100,500,8,56,41,23,97,735,0.418
100,500,8,16,58,39,140,1063,0.489
100,500,8,77,64,26,102,724,0.402
100,500,8,82,12,15,135,484,0.459
100,500,8,74,18,10,114,658,0.453
100,500,8,34,19,6,138,508,0.555
100,500,8,69,88,37,157,1101,0.462
100,500,8,10,58,39,140,940,0.473
100,500,8,87,26,17,165,551,0.497
100,500,8,64,19,6,138,625,0.474
100,500,8,24,52,15,135,712,0.527
100,500,8,69,55,26,157,827,0.451
100,500,8,80,26,17,165,586,0.514
100,500,8,11,52,30,110,740,0.422
100,500,8,82,18,31,98,659,0.423
100,500,8,56,41,24,139,774,0.482
100,500,8,82,52,15,135,708,0.446
100,500,8,74,18,14,137,845,0.496
100,500,8,52,55,17,107,679,0.417
100,500,8,56,54,23,139,819,0.48
100,500,8,29,88,26,157,825,0.464
100,500,8,74,76,10,137,687,0.399
100,500,8,88,28,30,102,850,0.394
100,500,8,82,18,22,164,461,0.529
100,500,8,69,88,26,157,954,0.414
100,500,8,69,41,23,139,971,0.4
100,500,8,73,18,10,137,513,0.472
100,500,8,56,41,23,139,853,0.482
100,500,8,88,28,26,143,638,0.431
100,500,8,74,18,10,137,680,0.507
100,500,8,82,75,31,164,841,0.478
100,500,8,44,12,39,110,776,0.567
100,500,8,90,24,40,178,876,0.507
100,500,8,40,18,31,164,580,0.703
100,500,8,44,12,30,145,677,0.679
100,500,8,67,30,19,129,859,0.442
100,500,8,88,64,30,143,786,0.412
100,500,8,82,18,31,164,689,0.444
100,500,8,66,68,17,152,746,0.41
100,500,8,66,68,36,107,957,0.419
100,500,8,57,14,22,127,778,0.599
100,500,8,46,30,9,178,421,0.625
100,500,8,77,28,30,143,867,0.448
100,500,8,16,39,7,129,529,0.408
100,500,8,88,28,30,143,855,0.402
100,500,8,22,50,22,127,750,0.487
100,500,8,44,52,39,145,1057,0.538
100,500,8,49,89,37,134,901,0.466
100,500,8,46,30,40,152,1001,0.689
100,500,8,11,12,39,145,624,0.673
100,500,8,54,47,15,180,796,0.59
100,500,8,16,39,19,133,514,0.527
100,500,8,44,12,39,145,855,0.658
100,500,8,59,75,40,134,1026,0.481
100,500,8,22,50,22,172,797,0.548
100,500,8,66,55,36,152,935,0.444
100,500,8,46,24,9,152,443,0.58
100,500,8,16,30,7,133,569,0.476
100,500,8,21,55,21,180,750,0.495
100,500,8,37,52,36,143,1007,0.546
100,500,8,52,68,36,152,978,0.448
100,500,8,90,30,9,152,527,0.463
100,500,8,67,39,7,133,654,0.405
100,500,8,67,78,22,143,829,0.404
100,500,8,22,14,22,172,824,0.834
100,500,8,66,68,36,152,961,0.473
100,500,8,46,30,9,152,479,0.489
100,500,8,57,50,22,172,865,0.565
100,500,8,16,39,7,133,617,0.408
100,500,8,59,75,37,164,968,0.483
100,500,8,59,28,36,112,882,0.465
100,500,8,34,83,30,112,735,0.426
100,500,8,44,85,6,109,608,0.355
100,500,8,21,55,15,139,566,0.424
100,500,8,22,50,22,172,797,0.548
100,500,8,33,72,16,177,747,0.438
100,500,8,57,19,27,109,742,0.547
100,500,8,14,56,7,177,579,0.446
100,500,8,48,47,23,99,727,0.407
100,500,8,59,89,40,164,1243,0.496
100,500,8,52,73,18,136,707,0.406
100,500,8,49,75,40,164,1071,0.535
100,500,8,21,47,21,139,642,0.522
100,500,8,61,74,33,99,824,0.404
100,500,8,67,78,36,180,1127,0.502
100,500,8,54,55,21,139,861,0.409
100,500,8,59,75,40,164,1064,0.48
100,500,8,67,52,22,180,943,0.508
100,500,8,33,69,33,152,1023,0.489
100,500,8,37,78,22,180,827,0.473
100,500,8,21,55,21,139,699,0.442
100,500,8,34,83,36,101,821,0.42
100,500,8,77,25,37,136,940,0.44
100,500,8,34,28,30,101,691,0.515
100,500,8,57,19,6,168,428,0.61
100,500,8,67,78,22,180,919,0.466
100,500,8,85,64,17,152,800,0.423
100,500,8,14,56,16,145,601,0.454
100,500,8,59,83,30,101,725,0.407
100,500,8,24,18,21,107,757,0.613
100,500,8,17,78,41,107,918,0.462
100,500,8,61,74,23,142,819,0.404
100,500,8,57,85,27,168,768,0.452
100,500,8,14,72,7,145,616,0.373
100,500,8,29,79,18,101,712,0.372
100,500,8,34,83,30,101,676,0.405
100,500,8,44,19,27,168,656,0.735
100,500,8,77,25,18,140,663,0.457
100,500,8,33,56,7,145,596,0.384
100,500,8,55,51,31,101,814,0.428
100,500,8,57,19,27,168,811,0.641
100,500,8,14,56,7,145,626,0.367
100,500,8,61,47,33,142,766,0.49
