N_individuals,steps,scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,total_crossings,assess_top_sections
100,500,8,70,64,27,168,1026,0.499
100,500,8,28,46,13,107,1075,0.42
100,500,8,56,65,27,161,1125,0.413
100,500,8,89,71,25,173,919,0.456
100,500,8,80,79,42,114,1111,0.459
100,500,8,72,52,25,173,1141,0.469
100,500,8,29,36,30,110,1077,0.509
100,500,8,68,75,30,149,1045,0.473
100,500,8,60,13,29,155,1176,0.555
100,500,8,66,90,19,100,679,0.389
100,500,8,16,30,31,107,791,0.597
100,500,8,70,64,22,168,999,0.433
100,500,8,64,79,42,114,1037,0.488
100,500,8,31,44,28,168,1280,0.524
100,500,8,83,85,31,165,816,0.447
100,500,8,27,77,12,119,761,0.39
100,500,8,84,90,19,100,682,0.371
100,500,8,80,74,42,114,1012,0.456
100,500,8,57,81,27,124,848,0.426
100,500,8,80,83,20,122,681,0.405
100,500,8,66,12,19,100,1030,0.358
100,500,8,28,40,13,130,1164,0.441
100,500,8,56,64,22,168,1015,0.424
100,500,8,77,22,27,149,1128,0.543
100,500,8,29,36,36,110,1008,0.549
100,500,8,51,83,26,140,794,0.398
100,500,8,70,65,22,168,998,0.486
100,500,8,72,71,25,105,843,0.407
100,500,8,16,30,28,107,725,0.568
100,500,8,49,61,26,180,944,0.422
100,500,8,57,81,9,124,792,0.367
100,500,8,68,36,36,110,1121,0.55
100,500,8,29,75,36,110,900,0.454
100,500,8,51,83,22,140,799,0.388
100,500,8,83,73,38,110,857,0.453
100,500,8,83,30,28,107,828,0.475
100,500,8,83,73,21,110,700,0.42
100,500,8,77,81,9,124,675,0.39
100,500,8,16,85,28,107,805,0.396
100,500,8,57,22,9,124,1071,0.382
100,500,8,69,83,38,151,1104,0.476
100,500,8,25,26,31,154,1417,0.711
100,500,8,49,83,22,140,841,0.397
100,500,8,80,79,42,172,1283,0.556
100,500,8,51,61,22,140,1016,0.391
100,500,8,36,64,15,121,839,0.391
100,500,8,66,90,19,97,656,0.37
100,500,8,69,73,21,110,748,0.404
100,500,8,83,83,21,110,673,0.392
100,500,8,53,16,25,130,1052,0.422
100,500,8,70,64,22,161,1052,0.456
100,500,8,36,47,31,171,1360,0.516
100,500,8,25,26,40,154,1691,0.739
100,500,8,58,38,15,95,916,0.373
100,500,8,36,64,14,121,781,0.367
100,500,8,52,67,25,92,755,0.393
100,500,8,79,32,34,144,1149,0.55
100,500,8,36,26,40,154,1725,0.604
100,500,8,29,36,36,149,1451,0.661
100,500,8,25,47,40,154,1438,0.631
100,500,8,58,64,14,121,731,0.379
100,500,8,53,16,36,130,1177,0.521
100,500,8,36,38,14,121,1134,0.392
100,500,8,10,79,34,125,944,0.425
100,500,8,16,30,28,165,981,0.677
100,500,8,79,32,24,144,926,0.462
100,500,8,57,81,9,149,722,0.374
100,500,8,15,20,40,145,1047,0.676
100,500,8,52,16,36,130,1206,0.47
100,500,8,53,67,36,130,1036,0.42
100,500,8,51,83,22,180,932,0.399
100,500,8,28,29,20,122,1234,0.519
100,500,8,10,32,24,144,1087,0.595
100,500,8,83,73,21,151,747,0.467
100,500,8,46,49,40,142,1241,0.473
100,500,8,79,79,24,144,815,0.428
100,500,8,15,20,38,145,1036,0.675
100,500,8,38,13,20,92,1056,0.391
100,500,8,28,29,22,122,1215,0.553
100,500,8,21,37,35,136,1114,0.646
100,500,8,46,20,38,145,1343,0.543
100,500,8,60,88,35,126,996,0.458
100,500,8,15,49,38,145,1110,0.568
100,500,8,38,29,22,122,1192,0.435
100,500,8,25,26,40,171,1679,0.809
100,500,8,28,13,22,122,1450,0.577
100,500,8,36,64,14,95,693,0.378
100,500,8,43,72,35,158,1129,0.446
100,500,8,21,37,40,136,1155,0.623
100,500,8,67,73,35,118,1001,0.459
100,500,8,67,84,19,142,748,0.388
100,500,8,42,23,19,91,1042,0.382
100,500,8,53,16,36,92,965,0.423
100,500,8,25,23,24,108,1168,0.557
100,500,8,60,37,40,136,1405,0.549
100,500,8,25,39,24,154,1380,0.609
100,500,8,43,72,35,158,1129,0.446
100,500,8,21,88,40,136,1017,0.511
100,500,8,67,84,7,142,705,0.369
100,500,8,79,32,24,125,815,0.455
100,500,8,55,37,36,108,1031,0.49
100,500,8,88,17,36,169,820,0.72
100,500,8,25,23,33,108,1202,0.538
100,500,8,67,72,35,158,1258,0.488
100,500,8,42,84,7,142,735,0.351
100,500,8,43,73,35,158,1163,0.448
100,500,8,88,17,17,169,730,0.467
100,500,8,67,23,7,142,1010,0.359
100,500,8,64,38,25,133,934,0.481
100,500,8,67,23,25,95,899,0.4
100,500,8,15,20,38,142,1027,0.695
100,500,8,67,23,23,95,1027,0.376
100,500,8,28,29,22,92,898,0.473
100,500,8,25,23,33,108,1202,0.538
100,500,8,25,39,33,108,1071,0.5
100,500,8,21,45,24,113,928,0.49
100,500,8,55,17,17,169,1415,0.447
100,500,8,21,45,32,113,900,0.526
100,500,8,88,72,32,158,884,0.441
100,500,8,88,37,17,169,790,0.442
100,500,8,64,23,23,95,850,0.388
100,500,8,61,15,26,96,898,0.413
100,500,8,67,38,23,95,840,0.39
100,500,8,87,84,26,112,689,0.441
100,500,8,61,15,32,96,937,0.441
100,500,8,88,45,24,113,798,0.401
100,500,8,21,37,40,126,1100,0.503
100,500,8,30,65,12,143,835,0.38
100,500,8,21,72,24,113,714,0.441
100,500,8,54,18,15,141,1014,0.427
100,500,8,30,65,28,143,1160,0.471
100,500,8,40,39,28,118,1108,0.469
100,500,8,87,15,32,96,777,0.444
100,500,8,40,65,12,143,789,0.388
100,500,8,61,84,32,96,842,0.397
100,500,8,43,72,35,118,988,0.425
100,500,8,45,67,28,92,774,0.375
100,500,8,54,18,28,141,1034,0.449
100,500,8,67,84,7,91,699,0.326
100,500,8,30,39,12,143,1219,0.39
100,500,8,45,18,15,141,1108,0.401
100,500,8,54,67,15,141,882,0.387
100,500,8,41,36,32,179,1539,0.534
100,500,8,39,70,31,129,997,0.419
100,500,8,13,40,9,123,726,0.424
100,500,8,21,50,24,178,978,0.569
100,500,8,41,36,31,179,1396,0.507
100,500,8,25,23,33,154,1666,0.707
100,500,8,39,34,16,134,1331,0.376
100,500,8,39,36,32,179,1784,0.503
100,500,8,21,50,9,178,913,0.538
100,500,8,78,72,15,137,704,0.366
100,500,8,66,48,7,133,804,0.362
100,500,8,88,17,17,108,766,0.385
100,500,8,41,70,32,179,1094,0.476
100,500,8,61,13,6,91,841,0.348
100,500,8,78,72,16,137,846,0.375
100,500,8,25,73,5,171,821,0.414
100,500,8,17,16,24,162,617,0.874
100,500,8,13,50,24,178,1002,0.633
100,500,8,67,23,23,133,1144,0.426
100,500,8,32,19,10,113,1086,0.377
100,500,8,66,48,24,133,959,0.456
100,500,8,21,40,24,178,1135,0.625
100,500,8,39,72,15,137,964,0.404
100,500,8,61,13,10,91,1018,0.367
100,500,8,17,48,7,133,757,0.436
100,500,8,32,13,6,91,935,0.364
100,500,8,78,34,15,137,918,0.373
100,500,8,56,73,5,171,768,0.363
100,500,8,21,45,24,158,870,0.602
100,500,8,66,16,7,133,848,0.347
100,500,8,61,19,6,91,735,0.347
100,500,8,25,48,5,171,907,0.413
100,500,8,69,69,37,121,1024,0.485
100,500,8,61,16,12,142,1130,0.369
100,500,8,38,51,16,137,970,0.436
100,500,8,61,15,32,112,1144,0.416
100,500,8,56,48,35,176,1378,0.619
100,500,8,30,65,12,118,780,0.397
100,500,8,25,73,35,171,1181,0.497
100,500,8,58,69,37,121,981,0.486
100,500,8,54,18,15,92,945,0.389
100,500,8,52,16,12,142,1291,0.447
100,500,8,69,47,37,121,1247,0.484
100,500,8,61,86,12,142,865,0.38
100,500,8,83,51,16,137,897,0.382
100,500,8,58,47,33,125,1075,0.438
100,500,8,19,65,34,145,913,0.506
100,500,8,38,42,16,137,1140,0.414
100,500,8,69,69,33,121,1005,0.444
100,500,8,41,36,32,129,1300,0.449
100,500,8,80,74,29,126,935,0.41
100,500,8,14,65,34,145,1094,0.539
100,500,8,21,50,24,123,936,0.49
100,500,8,19,17,34,145,1371,0.741
100,500,8,52,86,33,174,1135,0.456
100,500,8,78,72,15,134,844,0.372
100,500,8,61,16,33,142,1278,0.622
100,500,8,66,48,7,162,923,0.353
100,500,8,38,60,26,113,938,0.429
100,500,8,61,13,6,113,885,0.371
100,500,8,25,73,5,176,774,0.391
100,500,8,83,74,29,126,889,0.429
100,500,8,16,56,21,168,751,0.523
100,500,8,80,70,29,126,760,0.437
100,500,8,38,51,29,137,1116,0.443
100,500,8,83,42,29,174,826,0.638
100,500,8,35,26,19,112,1217,0.443
100,500,8,76,60,26,113,804,0.398
100,500,8,19,65,15,145,783,0.395
100,500,8,14,17,15,178,721,0.743
100,500,8,15,39,15,180,704,0.685
100,500,8,38,43,26,113,952,0.408
100,500,8,80,74,20,126,673,0.391
100,500,8,85,56,21,168,842,0.395
100,500,8,69,69,37,125,986,0.469
100,500,8,83,70,20,177,832,0.412
100,500,8,61,16,12,174,1226,0.414
100,500,8,38,60,18,113,812,0.393
100,500,8,16,55,21,168,796,0.598
100,500,8,88,26,19,112,743,0.384
100,500,8,76,43,18,130,981,0.407
100,500,8,16,56,10,168,780,0.503
100,500,8,38,51,16,174,1031,0.435
100,500,8,12,80,27,160,948,0.462
100,500,8,85,55,10,116,568,0.379
100,500,8,56,39,15,180,1238,0.395
100,500,8,35,71,19,112,690,0.403
100,500,8,35,26,15,112,1211,0.404
100,500,8,88,71,15,112,730,0.405
100,500,8,45,40,19,131,1074,0.374
100,500,8,15,48,15,180,851,0.585
100,500,8,15,80,27,160,824,0.485
100,500,8,12,52,27,160,869,0.603
100,500,8,86,40,19,131,803,0.381
100,500,8,19,65,34,178,1097,0.541
100,500,8,66,59,32,158,1113,0.525
100,500,8,45,75,19,131,706,0.419
100,500,8,15,39,34,180,909,0.678
100,500,8,56,48,34,166,1218,0.553
100,500,8,15,52,8,175,894,0.47
100,500,8,12,80,8,160,742,0.407
100,500,8,34,66,16,171,1033,0.448
100,500,8,22,65,7,114,717,0.384
100,500,8,45,40,19,131,1074,0.374
100,500,8,86,75,19,173,755,0.419
100,500,8,24,89,13,98,651,0.373
100,500,8,80,74,29,177,949,0.468
100,500,8,72,59,32,158,986,0.518
100,500,8,66,63,32,158,1229,0.504
100,500,8,82,66,16,171,784,0.385
100,500,8,36,65,7,114,710,0.356
100,500,8,38,60,26,130,1023,0.41
100,500,8,34,70,16,171,844,0.402
100,500,8,30,89,13,98,640,0.367
100,500,8,22,60,7,114,741,0.366
100,500,8,24,83,13,98,653,0.394
100,500,8,16,56,21,116,720,0.449
100,500,8,73,59,40,131,1158,0.475
100,500,8,35,26,19,112,1217,0.443
100,500,8,66,59,42,158,1421,0.575
100,500,8,72,63,42,163,1357,0.55
100,500,8,15,39,15,166,953,0.641
100,500,8,57,59,40,131,1154,0.497
100,500,8,73,42,40,131,1156,0.503
100,500,8,12,80,27,175,819,0.409
100,500,8,82,70,31,140,967,0.454
100,500,8,34,66,31,171,1151,0.485
100,500,8,36,60,15,96,830,0.363
100,500,8,45,40,19,173,923,0.439
100,500,8,22,65,15,114,778,0.44
100,500,8,67,53,41,160,1353,0.594
100,500,8,24,89,27,98,694,0.421
100,500,8,30,83,27,158,1080,0.434
100,500,8,51,53,41,160,1526,0.492
100,500,8,58,72,33,95,885,0.431
100,500,8,27,52,8,92,744,0.356
100,500,8,66,59,32,163,1278,0.558
100,500,8,67,43,41,160,1413,0.619
100,500,8,34,66,16,140,1004,0.408
100,500,8,45,84,18,102,655,0.388
100,500,8,22,65,7,96,721,0.372
100,500,8,87,72,33,95,809,0.425
100,500,8,61,70,17,165,893,0.387
100,500,8,24,89,13,158,704,0.378
100,500,8,63,52,8,92,657,0.368
100,500,8,58,40,33,95,952,0.391
100,500,8,73,59,41,131,1112,0.542
100,500,8,27,72,8,92,679,0.352
100,500,8,27,84,18,102,683,0.388
100,500,8,45,73,18,102,745,0.361
100,500,8,57,42,41,160,1824,0.621
100,500,8,55,70,17,165,1012,0.378
100,500,8,61,39,17,165,1224,0.395
100,500,8,67,53,27,160,991,0.515
100,500,8,40,83,37,152,1190,0.427
100,500,8,51,43,27,150,1086,0.448
100,500,8,73,59,40,160,1279,0.53
100,500,8,58,72,29,95,796,0.389
100,500,8,15,83,37,152,1044,0.49
100,500,8,63,68,30,136,952,0.442
100,500,8,87,40,29,152,880,0.419
100,500,8,40,79,37,152,1174,0.475
100,500,8,27,52,34,92,854,0.458
100,500,8,78,68,30,136,925,0.446
100,500,8,45,84,25,102,783,0.392
100,500,8,24,63,29,173,961,0.53
100,500,8,63,54,30,136,1129,0.43
100,500,8,63,72,34,116,953,0.456
100,500,8,50,22,7,94,911,0.371
100,500,8,67,53,41,150,1519,0.585
100,500,8,54,12,10,143,1024,0.402
100,500,8,49,28,9,92,776,0.376
100,500,8,27,73,25,180,1112,0.453
100,500,8,85,63,29,173,950,0.429
100,500,8,19,22,7,94,742,0.423
100,500,8,24,68,29,173,1198,0.513
100,500,8,61,70,33,165,1141,0.537
100,500,8,44,12,10,143,1285,0.418
100,500,8,50,45,7,94,818,0.379
100,500,8,42,28,9,92,1035,0.363
100,500,8,54,43,10,143,893,0.403
100,500,8,58,72,33,152,1071,0.498
100,500,8,68,73,33,118,1087,0.421
100,500,8,49,40,9,92,791,0.373
100,500,8,27,52,8,116,846,0.389
100,500,8,80,76,15,134,707,0.383
100,500,8,55,39,33,138,1178,0.475
100,500,8,45,84,18,180,805,0.389
100,500,8,76,73,33,118,942,0.426
100,500,8,61,70,17,138,969,0.38
100,500,8,82,68,23,172,753,0.433
100,500,8,68,33,33,118,1196,0.518
100,500,8,53,76,15,134,707,0.407
100,500,8,40,83,37,152,1190,0.427
100,500,8,80,53,15,134,811,0.393
100,500,8,63,68,14,136,836,0.373
100,500,8,15,79,37,103,834,0.45
100,500,8,55,68,23,172,922,0.454
100,500,8,78,54,14,120,895,0.36
100,500,8,82,39,23,172,844,0.443
100,500,8,40,83,37,103,1025,0.442
100,500,8,84,62,40,112,1003,0.475
100,500,8,63,68,30,120,891,0.416
100,500,8,24,63,36,173,1323,0.57
100,500,8,26,62,40,112,1080,0.506
100,500,8,85,68,36,151,1009,0.468
100,500,8,50,22,17,94,926,0.366
100,500,8,84,30,40,112,1002,0.492
100,500,8,19,45,17,168,977,0.542
100,500,8,68,89,37,134,997,0.471
100,500,8,24,63,29,151,1012,0.516
100,500,8,50,22,7,168,1102,0.407
100,500,8,54,12,26,143,1037,0.448
100,500,8,54,12,10,178,1321,0.412
100,500,8,49,28,9,180,1060,0.43
100,500,8,44,43,26,178,1380,0.445
100,500,8,40,89,37,134,937,0.47
100,500,8,68,34,37,134,1313,0.58
100,500,8,27,13,30,160,1842,0.767
100,500,8,88,81,11,125,580,0.384
100,500,8,49,28,36,92,912,0.422
100,500,8,57,13,7,113,1015,0.358
100,500,8,68,73,7,118,716,0.369
100,500,8,68,73,33,122,931,0.427
100,500,8,18,49,16,178,801,0.607
100,500,8,35,18,8,100,945,0.403
100,500,8,41,13,30,160,1428,0.525
100,500,8,80,76,15,96,693,0.392
100,500,8,34,81,11,125,576,0.365
100,500,8,27,68,30,160,1192,0.441
100,500,8,15,68,15,115,747,0.391
100,500,8,42,13,7,113,933,0.388
100,500,8,88,67,11,125,789,0.365
100,500,8,42,40,36,180,1448,0.531
100,500,8,57,47,7,113,699,0.339
100,500,8,82,68,23,129,788,0.43
100,500,8,76,33,7,122,893,0.356
100,500,8,57,49,16,178,1152,0.414
100,500,8,16,18,8,100,589,0.465
100,500,8,18,40,16,178,876,0.595
100,500,8,80,76,39,134,1082,0.461
100,500,8,35,31,8,100,961,0.36
100,500,8,51,68,15,115,792,0.372
100,500,8,78,20,30,117,962,0.512
100,500,8,15,32,15,115,741,0.58
100,500,8,38,35,15,147,1103,0.427
100,500,8,78,20,30,117,962,0.512
100,500,8,84,62,40,99,942,0.444
100,500,8,53,53,39,96,967,0.469
100,500,8,78,51,30,117,910,0.431
100,500,8,65,35,15,147,1004,0.383
100,500,8,38,82,15,147,742,0.396
100,500,8,84,76,35,137,1057,0.466
100,500,8,82,68,40,172,1142,0.473
100,500,8,68,89,37,129,997,0.482
100,500,8,44,76,35,137,1047,0.437
100,500,8,55,39,40,129,1329,0.503
100,500,8,84,62,26,112,809,0.373
100,500,8,68,89,7,134,565,0.37
100,500,8,84,26,35,137,940,0.518
100,500,8,27,13,9,160,1790,0.513
100,500,8,86,82,37,117,913,0.438
100,500,8,26,30,26,99,1014,0.5
100,500,8,40,34,7,129,1177,0.376
100,500,8,88,81,18,125,679,0.386
100,500,8,27,13,30,168,1894,0.746
100,500,8,41,68,9,168,857,0.372
100,500,8,88,81,11,150,688,0.411
100,500,8,57,13,7,144,1138,0.366
100,500,8,26,82,37,117,987,0.451
100,500,8,34,67,18,150,1014,0.425
100,500,8,57,13,27,113,1214,0.432
100,500,8,18,49,16,172,691,0.57
100,500,8,86,36,37,117,1020,0.456
100,500,8,35,18,8,143,1183,0.445
100,500,8,18,49,14,178,687,0.557
100,500,8,15,68,15,138,779,0.429
100,500,8,35,18,13,100,1073,0.409
100,500,8,42,47,27,144,1202,0.402
100,500,8,15,68,10,115,714,0.388
100,500,8,57,40,14,172,1136,0.386
100,500,8,39,24,41,171,2042,0.532
100,500,8,78,20,18,117,823,0.384
100,500,8,16,31,13,143,721,0.646
100,500,8,38,35,10,147,1004,0.433
100,500,8,78,20,30,110,951,0.466
100,500,8,51,32,10,138,1153,0.404
100,500,8,38,35,15,168,1160,0.441
100,500,8,84,24,41,171,1199,0.621
100,500,8,78,51,18,110,899,0.38
100,500,8,65,82,10,168,931,0.379
100,500,8,39,80,41,171,1373,0.541
100,500,8,84,76,31,137,808,0.474
100,500,8,47,11,38,118,1377,0.469
100,500,8,84,76,35,97,789,0.423
100,500,8,27,55,17,135,1013,0.451
100,500,8,44,26,31,97,1060,0.407
100,500,8,68,25,8,101,858,0.337
100,500,8,86,82,27,117,727,0.398
100,500,8,46,89,15,90,666,0.378
100,500,8,41,11,38,118,1343,0.562
100,500,8,39,24,18,171,1518,0.441
100,500,8,47,34,38,118,1198,0.488
100,500,8,17,55,17,135,706,0.484
100,500,8,26,36,27,147,1314,0.68
100,500,8,47,11,7,118,1059,0.39
100,500,8,69,25,8,101,798,0.326
100,500,8,27,51,17,135,938,0.449
100,500,8,29,89,15,90,713,0.374
100,500,8,68,17,8,101,888,0.365
100,500,8,84,80,18,166,775,0.386
100,500,8,86,82,37,147,1133,0.479
100,500,8,41,34,7,110,908,0.347
100,500,8,46,61,15,90,812,0.368
100,500,8,54,40,34,122,1073,0.427
100,500,8,27,55,26,135,1093,0.456
100,500,8,17,51,26,133,808,0.475
100,500,8,67,40,34,122,1114,0.566
100,500,8,68,25,30,101,893,0.502
100,500,8,86,38,29,167,872,0.526
100,500,8,54,60,34,122,968,0.424
100,500,8,69,17,30,92,907,0.442
100,500,8,46,89,35,90,765,0.405
100,500,8,59,38,29,167,1166,0.519
100,500,8,39,24,41,166,1868,0.559
100,500,8,54,40,11,122,857,0.37
100,500,8,86,42,29,167,906,0.513
100,500,8,49,21,33,171,1501,0.538
100,500,8,86,38,17,167,840,0.427
100,500,8,29,61,35,109,980,0.436
100,500,8,67,60,11,175,842,0.382
100,500,8,59,42,17,98,890,0.353
100,500,8,49,21,22,171,1156,0.441
100,500,8,47,11,38,110,1144,0.53
100,500,8,24,21,33,171,1918,0.787
100,500,8,87,89,12,110,556,0.396
100,500,8,49,89,33,171,1064,0.471
100,500,8,27,55,17,133,1042,0.436
100,500,8,24,89,22,176,937,0.386
100,500,8,68,25,8,92,784,0.349
100,500,8,87,89,41,110,968,0.471
100,500,8,79,76,12,104,669,0.368
100,500,8,84,64,11,179,824,0.377
100,500,8,46,89,15,109,598,0.4
100,500,8,84,64,26,179,876,0.481
100,500,8,46,25,19,125,1106,0.394
100,500,8,46,25,10,125,1115,0.344
100,500,8,32,30,26,102,1112,0.494
100,500,8,46,83,10,113,804,0.361
100,500,8,79,89,41,110,1005,0.461
100,500,8,87,76,41,110,1060,0.469
100,500,8,32,64,11,179,994,0.394
100,500,8,45,44,26,116,949,0.417
100,500,8,84,30,11,179,671,0.401
100,500,8,81,72,8,179,715,0.385
100,500,8,23,47,7,164,994,0.452
100,500,8,46,25,19,125,1106,0.394
100,500,8,54,40,34,175,1000,0.497
100,500,8,46,83,19,125,682,0.384
100,500,8,83,85,16,93,734,0.379
100,500,8,45,44,37,116,1142,0.467
100,500,8,15,51,6,149,765,0.447
100,500,8,88,44,26,116,774,0.442
100,500,8,45,56,19,144,909,0.385
100,500,8,86,38,29,98,911,0.44
100,500,8,89,72,8,179,725,0.345
100,500,8,45,38,26,116,861,0.436
100,500,8,88,38,37,164,966,0.57
100,500,8,13,47,7,164,682,0.544
100,500,8,81,47,8,179,765,0.378
100,500,8,81,72,26,179,828,0.442
100,500,8,23,38,7,164,1097,0.472
100,500,8,17,85,16,93,707,0.358
100,500,8,61,72,23,136,822,0.399
100,500,8,51,51,6,149,959,0.379
100,500,8,83,24,16,93,779,0.361
100,500,8,15,89,6,149,588,0.393
100,500,8,89,47,26,158,886,0.474
100,500,8,63,43,17,105,912,0.378
100,500,8,87,56,19,144,654,0.431
100,500,8,45,55,19,144,883,0.408
100,500,8,49,21,33,176,1355,0.593
100,500,8,77,72,23,136,925,0.43
100,500,8,61,18,23,136,1072,0.496
100,500,8,68,43,17,105,887,0.399
100,500,8,11,32,34,138,1068,0.593
100,500,8,63,39,17,105,808,0.376
100,500,8,23,47,39,164,1472,0.683
100,500,8,13,38,39,126,1057,0.56
100,500,8,83,85,17,93,652,0.38
100,500,8,17,24,17,119,675,0.618
100,500,8,87,89,41,104,961,0.459
100,500,8,15,51,16,149,708,0.527
100,500,8,51,89,16,136,752,0.388
100,500,8,84,64,11,102,612,0.353
100,500,8,85,32,34,138,1033,0.552
100,500,8,46,25,19,113,1218,0.388
100,500,8,11,39,34,138,1103,0.603
100,500,8,50,25,42,101,1245,0.439
100,500,8,45,44,26,164,1033,0.431
100,500,8,81,72,8,158,818,0.367
100,500,8,89,25,42,101,926,0.498
100,500,8,23,47,7,126,855,0.396
100,500,8,87,55,41,119,1014,0.481
100,500,8,77,18,7,109,819,0.347
100,500,8,45,56,41,144,1332,0.529
100,500,8,50,11,42,101,1206,0.473
100,500,8,61,72,7,136,760,0.389
100,500,8,83,85,16,119,690,0.367
100,500,8,15,51,6,136,669,0.422
100,500,8,45,56,19,119,935,0.373
100,500,8,87,77,41,161,1106,0.476
100,500,8,61,72,23,109,803,0.372
100,500,8,68,39,40,127,1208,0.593
100,500,8,63,57,26,133,976,0.433
100,500,8,63,43,40,105,1142,0.457
100,500,8,63,43,17,127,1024,0.384
100,500,8,85,39,8,128,795,0.35
100,500,8,11,32,8,138,631,0.624
100,500,8,42,68,12,171,877,0.381
100,500,8,20,77,41,161,1216,0.512
100,500,8,33,54,10,120,920,0.396
100,500,8,87,39,41,161,1127,0.621
100,500,8,43,77,25,107,899,0.414
100,500,8,13,57,26,133,845,0.46
100,500,8,11,32,34,128,987,0.573
100,500,8,88,68,12,171,850,0.375
100,500,8,63,71,26,133,864,0.427
100,500,8,71,54,10,120,775,0.356
100,500,8,42,12,12,171,1776,0.425
100,500,8,50,25,41,101,1235,0.471
100,500,8,33,48,10,120,968,0.375
100,500,8,89,11,41,170,1089,0.64
100,500,8,27,77,25,107,872,0.406
100,500,8,49,16,31,165,1171,0.486
100,500,8,43,61,25,107,846,0.405
100,500,8,87,77,27,161,878,0.44
100,500,8,58,41,24,116,987,0.408
100,500,8,20,39,27,148,1058,0.63
100,500,8,13,16,31,165,872,0.836
100,500,8,67,80,20,178,709,0.436
100,500,8,50,25,42,170,1721,0.577
100,500,8,49,59,31,165,1015,0.476
100,500,8,63,57,32,133,968,0.475
100,500,8,13,71,32,91,802,0.409
100,500,8,33,52,19,92,937,0.384
100,500,8,16,41,24,116,759,0.474
100,500,8,30,37,10,171,1428,0.422
100,500,8,58,36,24,116,921,0.4
100,500,8,48,80,20,178,758,0.427
100,500,8,18,27,22,169,740,0.701
100,500,8,67,74,20,178,973,0.421
100,500,8,63,52,19,92,794,0.372
100,500,8,44,23,18,120,1151,0.393
100,500,8,66,37,10,171,1062,0.401
100,500,8,33,57,19,92,831,0.398
100,500,8,30,44,10,171,1368,0.402
100,500,8,87,77,41,148,1225,0.5
100,500,8,42,68,37,171,1198,0.495
100,500,8,88,12,37,179,901,0.755
100,500,8,17,27,22,169,575,0.805
100,500,8,27,10,31,97,1377,0.541
100,500,8,18,69,22,169,740,0.454
100,500,8,63,57,26,91,742,0.398
100,500,8,45,23,18,120,995,0.366
100,500,8,42,68,12,179,1011,0.367
100,500,8,44,52,18,120,884,0.406
100,500,8,33,54,10,94,781,0.384
100,500,8,62,32,27,98,850,0.426
100,500,8,71,48,38,94,983,0.44
100,500,8,53,10,31,97,1008,0.401
100,500,8,33,54,38,120,1063,0.481
100,500,8,27,61,10,123,950,0.387
100,500,8,43,77,10,107,619,0.38
100,500,8,43,77,25,123,817,0.4
100,500,8,27,52,31,97,994,0.442
100,500,8,13,59,13,162,786,0.508
100,500,8,49,16,13,165,1241,0.45
100,500,8,33,32,27,98,1057,0.434
100,500,8,34,86,33,120,866,0.435
100,500,8,16,36,21,123,804,0.544
100,500,8,62,37,27,98,891,0.412
100,500,8,59,77,14,105,688,0.375
100,500,8,58,41,21,116,971,0.406
100,500,8,48,74,20,164,810,0.412
100,500,8,49,16,31,162,1373,0.503
100,500,8,67,80,20,178,709,0.436
100,500,8,43,86,33,120,917,0.423
100,500,8,34,67,33,120,1009,0.452
100,500,8,58,41,24,123,1092,0.44
100,500,8,18,77,14,105,640,0.4
100,500,8,24,40,31,144,1251,0.597
100,500,8,59,88,14,105,690,0.368
100,500,8,24,70,6,159,866,0.4
100,500,8,57,80,11,127,774,0.358
100,500,8,67,80,20,164,707,0.403
100,500,8,33,52,36,92,1119,0.438
100,500,8,63,57,36,149,1126,0.497
100,500,8,33,52,19,149,1181,0.464
100,500,8,49,40,31,144,1284,0.502
100,500,8,30,37,10,140,1180,0.412
100,500,8,82,70,6,159,639,0.363
100,500,8,24,79,31,144,1023,0.45
100,500,8,24,59,6,159,850,0.419
100,500,8,32,80,11,127,765,0.38
100,500,8,62,36,29,177,1298,0.532
100,500,8,57,80,11,127,774,0.358
100,500,8,77,38,6,118,701,0.371
100,500,8,18,27,22,145,672,0.67
100,500,8,66,44,32,140,1210,0.589
100,500,8,24,60,12,105,739,0.386
100,500,8,30,37,32,171,1405,0.605
100,500,8,44,23,18,131,1160,0.413
100,500,8,17,69,21,145,702,0.489
100,500,8,18,27,21,169,860,0.742
100,500,8,27,36,29,177,1517,0.735
100,500,8,46,60,29,106,933,0.403
100,500,8,67,38,6,118,845,0.344
100,500,8,62,62,29,177,1242,0.438
100,500,8,45,52,21,131,980,0.402
100,500,8,77,64,6,118,582,0.361
100,500,8,44,23,21,120,1077,0.365
100,500,8,65,60,12,105,744,0.347
100,500,8,24,78,12,105,810,0.373
100,500,8,32,55,19,119,973,0.419
100,500,8,27,10,31,164,2056,0.753
100,500,8,64,60,29,106,829,0.397
100,500,8,46,49,29,106,950,0.402
100,500,8,62,32,27,114,907,0.44
100,500,8,27,10,37,97,1422,0.506
100,500,8,18,55,19,119,652,0.485
100,500,8,32,90,19,119,702,0.376
100,500,8,69,47,38,129,1180,0.524
100,500,8,53,52,37,164,1268,0.503
100,500,8,34,86,33,111,823,0.418
100,500,8,62,32,35,98,996,0.449
100,500,8,59,77,14,172,730,0.408
100,500,8,34,86,17,120,692,0.386
100,500,8,42,47,38,129,1340,0.513
100,500,8,69,59,38,129,1073,0.46
100,500,8,59,77,11,105,702,0.376
