N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,total_crossings,assess_top_sections
100,500,7056,1600,5372,2,10,18,11,117,912,0.612
100,500,7056,1600,5372,4,10,53,15,152,959,0.484
100,500,7056,1600,5372,1,10,51,15,124,923,0.503
100,500,7056,1600,5372,3,10,16,29,165,449,0.831
100,500,7056,1680,5292,7,10,59,33,90,708,0.415
100,500,7056,1600,5372,2,10,52,10,93,732,0.395
100,500,7056,1600,5372,3,10,33,33,94,761,0.574
100,500,7056,1600,5372,1,10,37,25,143,1556,0.717
100,500,7056,1600,5372,1,10,19,27,106,1468,0.733
100,500,7056,1600,5372,3,10,55,42,137,1115,0.683
100,500,7056,1600,5372,5,10,12,11,94,314,0.484
100,500,7056,1600,5372,4,10,38,23,97,1010,0.39
100,500,7056,1600,5372,4,10,45,35,106,1006,0.435
100,500,7056,1600,5372,3,10,82,37,130,970,0.532
100,500,7056,1600,5372,5,10,29,42,126,906,0.471
100,500,7056,1660,5312,6,10,15,26,114,716,0.515
100,500,7056,1600,5372,5,10,43,32,172,828,0.471
100,500,7056,1680,5292,7,10,26,26,146,211,0.512
100,500,7056,1600,5372,4,10,81,11,92,574,0.382
100,500,7056,1600,5372,1,10,55,33,155,1646,0.682
100,500,7056,1600,5372,2,10,30,40,92,1389,0.531
100,500,7056,1600,5372,4,10,45,5,176,672,0.421
100,500,7056,1660,5312,6,10,67,41,135,1053,0.519
100,500,7056,1600,5372,1,10,33,26,118,1434,0.711
100,500,7056,1600,5372,5,10,45,30,117,716,0.432
100,500,7056,1660,5312,6,10,51,34,150,979,0.487
100,500,7056,1600,5372,3,10,88,6,146,511,0.389
100,500,7056,1600,5372,1,10,32,22,103,1103,0.595
100,500,7056,1600,5372,2,10,61,18,92,736,0.409
100,500,7056,1600,5372,5,10,22,14,177,198,0.616
100,500,7056,1600,5372,4,10,87,34,106,832,0.43
100,500,7056,1600,5372,1,10,11,39,115,2066,0.834
100,500,7056,1600,5372,2,10,50,25,153,1263,0.584
100,500,7056,1600,5372,5,10,52,12,100,470,0.377
100,500,7056,1600,5372,5,10,21,29,160,586,0.459
100,500,7056,1600,5372,5,10,17,31,111,653,0.44
100,500,7056,1600,5372,3,10,75,33,107,763,0.468
100,500,7056,1680,5292,7,10,77,10,121,495,0.388
100,500,7056,1600,5372,5,10,42,7,108,505,0.347
100,500,7056,1600,5372,4,10,23,20,133,1329,0.397
100,500,7056,1600,5372,5,10,16,24,111,479,0.445
100,500,7056,1600,5372,2,10,76,37,179,1380,0.559
100,500,7056,1600,5372,2,10,75,25,132,896,0.454
100,500,7056,1600,5372,2,10,73,14,151,763,0.491
100,500,7056,1600,5372,4,10,34,29,120,1229,0.398
100,500,7056,1600,5372,3,10,71,13,150,496,0.419
100,500,7056,1660,5312,6,10,65,6,124,663,0.388
100,500,7056,1600,5372,2,10,29,38,157,2443,0.592
100,500,7056,1600,5372,2,10,80,19,169,877,0.453
100,500,7056,1600,5372,4,10,83,35,126,967,0.45
100,500,7056,1660,5312,6,10,47,40,93,785,0.413
100,500,7056,1600,5372,2,10,89,21,95,672,0.4
100,500,7056,1600,5372,1,10,42,10,148,927,0.51
100,500,7056,1600,5372,4,10,67,35,138,952,0.476
100,500,7056,1600,5372,1,10,48,38,110,1515,0.657
100,500,7056,1600,5372,2,10,69,38,109,1042,0.488
100,500,7056,1600,5372,5,10,27,18,165,392,0.518
100,500,7056,1660,5312,6,10,72,18,119,725,0.415
100,500,7056,1660,5312,6,10,34,40,130,1059,0.492
100,500,7056,1600,5372,2,10,63,40,128,1372,0.572
100,500,7056,1600,5372,2,10,47,33,125,1454,0.482
100,500,7056,1600,5372,3,10,22,36,111,854,0.745
100,500,7056,1600,5372,4,10,27,23,121,1289,0.4
100,500,7056,1660,5312,6,10,78,21,105,608,0.38
100,500,7056,1600,5372,3,10,35,11,102,374,0.382
100,500,7056,1600,5372,4,10,90,6,170,503,0.408
100,500,7056,1600,5372,5,10,43,32,141,863,0.425
100,500,7056,1600,5372,2,10,23,34,105,1557,0.518
100,500,7056,1600,5372,4,10,77,35,174,1058,0.509
100,500,7056,1600,5372,5,10,17,31,149,692,0.448
100,500,7056,1600,5372,5,10,72,33,122,731,0.44
100,500,7056,1600,5372,2,10,34,20,114,1118,0.563
100,500,7056,1600,5372,4,10,27,19,108,931,0.455
100,500,7056,1600,5372,2,10,30,7,120,653,0.472
100,500,7056,1600,5372,4,10,75,9,110,662,0.375
100,500,7056,1600,5372,2,10,72,11,109,720,0.372
100,500,7056,1660,5312,6,10,29,6,95,529,0.442
100,500,7056,1680,5292,7,10,45,29,168,392,0.523
100,500,7056,1600,5372,3,10,64,6,121,451,0.406
100,500,7056,1660,5312,6,10,72,16,123,569,0.404
100,500,7056,1660,5312,6,10,50,11,149,636,0.453
100,500,7056,1680,5292,7,10,30,28,117,392,0.464
100,500,7056,1600,5372,3,10,90,29,165,774,0.457
100,500,7056,1660,5312,6,10,13,30,171,762,0.478
100,500,7056,1660,5312,6,10,75,15,119,712,0.4
100,500,7056,1600,5372,5,10,46,34,129,795,0.434
100,500,7056,1660,5312,6,10,85,10,168,674,0.42
100,500,7056,1680,5292,7,10,87,14,119,545,0.394
100,500,7056,1680,5292,7,10,28,32,164,267,0.521
100,500,7056,1660,5312,6,10,43,7,162,616,0.516
100,500,7056,1600,5372,1,10,84,13,161,716,0.415
100,500,7056,1600,5372,5,10,60,18,127,552,0.453
100,500,7056,1600,5372,2,10,44,42,138,1799,0.589
100,500,7056,1600,5372,4,10,16,8,129,900,0.606
100,500,7056,1660,5312,6,10,36,22,148,706,0.409
100,500,7056,1680,5292,7,10,44,12,105,543,0.363
100,500,7056,1600,5372,5,10,83,14,175,657,0.414
100,500,7056,1660,5312,6,10,90,34,141,918,0.458
100,500,7056,1600,5372,2,10,58,17,135,956,0.49
100,500,7056,1660,5312,6,10,85,38,104,877,0.449
100,500,7056,1600,5372,2,10,56,12,114,730,0.442
100,500,7056,1600,5372,4,10,48,19,147,1095,0.409
100,500,7056,1660,5312,6,10,73,32,166,960,0.456
100,500,7056,1600,5372,4,10,74,34,132,994,0.431
100,500,7056,1600,5372,3,10,52,38,141,965,0.662
100,500,7056,1600,5372,5,10,48,39,159,973,0.518
100,500,7056,1600,5372,2,10,44,41,133,1776,0.56
100,500,7056,1600,5372,1,10,26,31,177,2526,0.89
100,500,7056,1600,5372,5,10,54,35,124,823,0.435
100,500,7056,1600,5372,1,10,67,17,148,818,0.494
100,500,7056,1600,5372,5,10,39,25,98,569,0.418
100,500,7056,1600,5372,4,10,21,24,169,2060,0.414
100,500,7056,1600,5372,1,10,67,37,134,1310,0.589
100,500,7056,1680,5292,7,10,70,15,90,516,0.426
100,500,7056,1680,5292,7,10,82,41,127,895,0.487
100,500,7056,1660,5312,6,10,62,37,105,857,0.413
100,500,7056,1600,5372,2,10,54,27,161,1422,0.576
100,500,7056,1600,5372,5,10,28,12,146,292,0.425
100,500,7056,1600,5372,2,10,62,6,94,630,0.367
100,500,7056,1600,5372,2,10,30,17,97,968,0.555
100,500,7056,1660,5312,6,10,39,6,150,473,0.529
100,500,7056,1600,5372,5,10,69,24,125,752,0.403
100,500,7056,1600,5372,2,10,36,27,116,1330,0.542
100,500,7056,1680,5292,7,10,74,16,108,505,0.402
100,500,7056,1600,5372,5,10,37,23,173,600,0.442
100,500,7056,1660,5312,6,10,49,40,136,1082,0.458
100,500,7056,1600,5372,4,10,68,39,144,1184,0.474
100,500,7056,1660,5312,6,10,43,29,166,922,0.432
100,500,7056,1600,5372,5,10,78,33,101,723,0.444
100,500,7056,1680,5292,7,10,68,33,137,755,0.465
100,500,7056,1600,5372,1,10,56,31,138,1416,0.645
100,500,7056,1680,5292,7,10,15,32,103,409,0.452
100,500,7056,1600,5372,4,10,13,12,102,791,0.594
100,500,7056,1660,5312,6,10,75,31,101,766,0.424
100,500,7056,1680,5292,7,10,45,17,95,396,0.396
100,500,7056,1600,5372,2,10,46,40,132,1804,0.549
100,500,7056,1660,5312,6,10,84,22,173,809,0.443
100,500,7056,1660,5312,6,10,33,18,132,617,0.499
100,500,7056,1680,5292,7,10,64,10,138,448,0.42
100,500,7056,1600,5372,3,10,23,25,98,521,0.553
100,500,7056,1600,5372,4,10,52,12,129,794,0.445
100,500,7056,1660,5312,6,10,63,26,121,751,0.419
100,500,7056,1600,5372,3,10,27,27,162,389,0.794
100,500,7056,1600,5372,1,10,38,39,160,2248,0.847
100,500,7056,1680,5292,7,10,56,41,123,857,0.483
100,500,7056,1600,5372,4,10,44,30,136,1192,0.425
100,500,7056,1600,5372,3,10,71,31,156,802,0.516
100,500,7056,1600,5372,5,10,31,20,173,499,0.483
100,500,7056,1600,5372,2,10,48,27,130,1216,0.515
100,500,7056,1600,5372,1,10,79,17,91,719,0.377
100,500,7056,1600,5372,1,10,76,33,158,1311,0.601
100,500,7056,1600,5372,5,10,36,13,104,423,0.426
100,500,7056,1600,5372,3,10,33,19,119,317,0.568
100,500,7056,1660,5312,6,10,47,41,128,1048,0.475
100,500,7056,1660,5312,6,10,90,15,106,636,0.368
100,500,7056,1600,5372,3,10,30,25,111,470,0.543
100,500,7056,1600,5372,3,10,25,30,110,697,0.641
100,500,7056,1600,5372,3,10,41,38,111,954,0.627
100,500,7056,1680,5292,7,10,25,9,128,256,0.465
100,500,7056,1660,5312,6,10,73,19,113,634,0.391
100,500,7056,1680,5292,7,10,61,34,177,608,0.508
100,500,7056,1600,5372,5,10,10,29,174,572,0.453
100,500,7056,1660,5312,6,10,34,7,133,490,0.512
100,500,7056,1680,5292,7,10,24,29,160,190,0.505
100,500,7056,1600,5372,4,10,61,9,109,618,0.359
100,500,7056,1660,5312,6,10,64,12,162,612,0.431
100,500,7056,1600,5372,5,10,42,13,128,444,0.43
100,500,7056,1600,5372,2,10,78,40,141,1189,0.526
100,500,7056,1660,5312,6,10,63,26,179,751,0.457
100,500,7056,1600,5372,1,10,42,23,133,1344,0.673
100,500,7056,1660,5312,6,10,87,36,155,1004,0.474
100,500,7056,1600,5372,3,10,36,21,155,298,0.554
100,500,7056,1600,5372,4,10,87,9,113,685,0.388
100,500,7056,1600,5372,5,10,23,28,135,631,0.414
100,500,7056,1660,5312,6,10,88,20,168,689,0.441
100,500,7056,1600,5372,4,10,23,12,154,1021,0.663
100,500,7056,1600,5372,4,10,29,8,110,671,0.459
100,500,7056,1600,5372,3,10,87,20,137,597,0.429
100,500,7056,1600,5372,2,10,41,29,101,1078,0.515
100,500,7056,1600,5372,2,10,88,32,162,884,0.484
100,500,7056,1600,5372,4,10,84,13,176,809,0.413
100,500,7056,1600,5372,4,10,38,15,148,1189,0.528
100,500,7056,1600,5372,1,10,20,19,94,1018,0.581
100,500,7056,1600,5372,4,10,37,22,158,1388,0.432
100,500,7056,1600,5372,1,10,20,31,164,2501,0.9
100,500,7056,1600,5372,3,10,89,34,159,850,0.494
100,500,7056,1600,5372,4,10,19,14,155,1268,0.691
100,500,7056,1600,5372,4,10,47,16,110,760,0.439
100,500,7056,1600,5372,4,10,57,12,170,1120,0.456
100,500,7056,1660,5312,6,10,46,27,178,871,0.495
100,500,7056,1600,5372,1,10,88,12,152,628,0.424
100,500,7056,1660,5312,6,10,47,39,156,997,0.507
100,500,7056,1660,5312,6,10,69,14,138,590,0.425
100,500,7056,1600,5372,2,10,62,20,155,969,0.518
100,500,7056,1600,5372,4,10,78,13,124,671,0.393
100,500,7056,1660,5312,6,10,35,31,153,1001,0.446
100,500,7056,1600,5372,3,10,81,31,169,821,0.505
100,500,7056,1660,5312,6,10,31,25,142,698,0.443
100,500,7056,1680,5292,7,10,27,25,166,115,0.574
100,500,7056,1660,5312,6,10,12,36,95,712,0.433
100,500,7056,1600,5372,1,10,42,7,151,722,0.507
100,500,7056,1600,5372,2,10,32,32,92,1227,0.531
100,500,7056,1600,5372,3,10,87,37,124,895,0.489
100,500,7056,1600,5372,4,10,38,31,129,1095,0.437
100,500,7056,1600,5372,2,10,76,32,146,1204,0.444
100,500,7056,1600,5372,4,10,12,38,115,1627,0.431
100,500,7056,1600,5372,2,10,41,35,154,1963,0.565
100,500,7056,1600,5372,5,10,40,30,121,687,0.422
100,500,7056,1600,5372,5,10,14,35,162,715,0.474
100,500,7056,1600,5372,4,10,12,40,129,2030,0.468
100,500,7056,1660,5312,6,10,53,33,147,905,0.477
100,500,7056,1660,5312,6,10,25,41,133,1007,0.472
100,500,7056,1600,5372,5,10,30,40,110,895,0.454
100,500,7056,1600,5372,5,10,54,23,98,641,0.418
100,500,7056,1600,5372,4,10,51,25,160,1080,0.408
100,500,7056,1600,5372,3,10,72,35,93,775,0.444
100,500,7056,1600,5372,2,10,31,10,116,831,0.501
100,500,7056,1680,5292,7,10,89,29,92,681,0.396
100,500,7056,1660,5312,6,10,72,13,132,695,0.391
100,500,7056,1600,5372,5,10,67,13,159,556,0.451
100,500,7056,1660,5312,6,10,35,26,151,710,0.418
100,500,7056,1600,5372,4,10,54,32,96,966,0.395
100,500,7056,1680,5292,7,10,40,32,102,585,0.412
100,500,7056,1600,5372,3,10,26,24,126,379,0.591
100,500,7056,1660,5312,6,10,46,13,131,699,0.449
100,500,7056,1600,5372,4,10,57,17,168,912,0.439
100,500,7056,1600,5372,2,10,14,34,103,1672,0.598
100,500,7056,1660,5312,6,10,15,11,127,530,0.757
100,500,7056,1660,5312,6,10,57,37,94,852,0.432
100,500,7056,1600,5372,1,10,82,17,165,835,0.424
100,500,7056,1600,5372,3,10,22,28,142,445,0.733
100,500,7056,1600,5372,4,10,89,16,145,790,0.376
100,500,7056,1600,5372,1,10,64,36,164,1705,0.715
100,500,7056,1660,5312,6,10,12,13,129,566,0.795
100,500,7056,1600,5372,4,10,43,33,126,1154,0.434
100,500,7056,1600,5372,4,10,48,36,121,1069,0.434
100,500,7056,1600,5372,3,10,25,41,142,1142,0.887
100,500,7056,1600,5372,4,10,34,32,147,1370,0.461
100,500,7056,1600,5372,1,10,47,29,111,1220,0.651
100,500,7056,1660,5312,6,10,76,39,155,1024,0.492
100,500,7056,1680,5292,7,10,80,13,159,375,0.44
100,500,7056,1600,5372,3,10,22,22,116,354,0.627
100,500,7056,1660,5312,6,10,22,32,122,894,0.443
100,500,7056,1600,5372,3,10,28,41,123,1096,0.781
100,500,7056,1600,5372,4,10,60,21,110,995,0.367
100,500,7056,1600,5372,4,10,84,13,100,694,0.373
100,500,7056,1600,5372,4,10,87,41,106,989,0.429
100,500,7056,1600,5372,4,10,74,41,132,1258,0.487
100,500,7056,1660,5312,6,10,46,34,161,932,0.481
