N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,total_crossings,assess_top_sections
100,500,7056,1600,5372,3,10,63,17,151,420,0.5
100,500,7056,1600,5372,1,10,18,22,161,1810,0.808
100,500,7056,1600,5372,5,10,67,26,124,687,0.421
100,500,7056,1660,5312,6,10,17,34,177,888,0.497
100,500,7056,1600,5372,5,10,75,32,175,964,0.523
100,500,7056,1600,5372,2,10,17,30,145,2117,0.641
100,500,7056,1600,5372,2,10,85,19,105,662,0.369
100,500,7056,1600,5372,5,10,48,21,145,601,0.421
100,500,7056,1600,5372,2,10,62,31,152,1328,0.495
100,500,7056,1600,5372,4,10,18,40,175,2222,0.536
100,500,7056,1600,5372,5,10,52,19,162,576,0.462
100,500,7056,1600,5372,2,10,40,22,153,1273,0.668
100,500,7056,1600,5372,5,10,79,38,139,1024,0.458
100,500,7056,1600,5372,5,10,83,29,178,675,0.468
100,500,7056,1600,5372,4,10,49,35,175,1403,0.469
100,500,7056,1660,5312,6,10,25,34,130,889,0.466
100,500,7056,1600,5372,2,10,46,7,133,612,0.422
100,500,7056,1600,5372,5,10,84,32,94,711,0.415
100,500,7056,1600,5372,3,10,69,33,179,830,0.625
100,500,7056,1600,5372,3,10,58,8,163,347,0.458
100,500,7056,1600,5372,2,10,88,29,139,952,0.434
100,500,7056,1600,5372,4,10,67,24,176,1004,0.435
100,500,7056,1600,5372,2,10,51,11,128,818,0.45
100,500,7056,1600,5372,4,10,51,29,156,1316,0.4
100,500,7056,1600,5372,1,10,23,6,134,694,0.473
100,500,7056,1600,5372,4,10,59,5,94,597,0.34
100,500,7056,1600,5372,4,10,54,19,165,1171,0.4
100,500,7056,1600,5372,1,10,37,7,94,663,0.374
100,500,7056,1600,5372,4,10,62,36,161,1241,0.464
100,500,7056,1660,5312,6,10,49,9,172,568,0.514
100,500,7056,1600,5372,4,10,69,8,98,593,0.368
100,500,7056,1680,5292,7,10,88,29,157,760,0.445
100,500,7056,1600,5372,5,10,39,31,168,724,0.471
100,500,7056,1660,5312,6,10,10,32,110,742,0.456
100,500,7056,1600,5372,5,10,76,27,114,701,0.425
100,500,7056,1600,5372,2,10,75,29,108,1000,0.462
100,500,7056,1600,5372,4,10,61,34,125,1083,0.434
100,500,7056,1600,5372,3,10,33,12,94,400,0.398
100,500,7056,1600,5372,5,10,29,19,167,394,0.497
100,500,7056,1600,5372,2,10,42,38,164,2138,0.595
100,500,7056,1600,5372,4,10,69,6,170,562,0.391
100,500,7056,1600,5372,4,10,25,32,143,1539,0.402
100,500,7056,1600,5372,3,10,28,30,100,688,0.578
100,500,7056,1600,5372,5,10,53,25,147,705,0.441
100,500,7056,1660,5312,6,10,59,33,118,813,0.442
100,500,7056,1600,5372,4,10,77,28,136,876,0.425
100,500,7056,1600,5372,4,10,49,10,128,755,0.433
100,500,7056,1660,5312,6,10,80,25,158,791,0.454
100,500,7056,1600,5372,5,10,63,42,173,1184,0.504
100,500,7056,1600,5372,3,10,46,31,134,679,0.645
100,500,7056,1600,5372,4,10,39,25,176,1773,0.437
100,500,7056,1600,5372,2,10,78,8,99,601,0.381
100,500,7056,1600,5372,5,10,44,21,115,615,0.416
100,500,7056,1600,5372,4,10,78,42,104,917,0.466
100,500,7056,1660,5312,6,10,74,24,135,708,0.412
100,500,7056,1600,5372,3,10,21,34,123,817,0.771
100,500,7056,1660,5312,6,10,86,27,128,844,0.392
100,500,7056,1660,5312,6,10,75,12,151,677,0.381
100,500,7056,1600,5372,5,10,70,28,175,869,0.466
100,500,7056,1660,5312,6,10,76,18,129,660,0.426
100,500,7056,1600,5372,5,10,58,41,103,822,0.466
100,500,7056,1600,5372,4,10,23,30,154,1850,0.409
100,500,7056,1660,5312,6,10,41,30,133,814,0.416
100,500,7056,1660,5312,6,10,12,38,103,732,0.452
100,500,7056,1600,5372,2,10,30,11,123,881,0.552
100,500,7056,1600,5372,4,10,55,34,123,1218,0.452
100,500,7056,1600,5372,2,10,69,28,170,1322,0.49
100,500,7056,1600,5372,2,10,50,9,147,765,0.467
100,500,7056,1600,5372,3,10,83,32,94,678,0.407
100,500,7056,1600,5372,4,10,43,22,146,1223,0.386
100,500,7056,1600,5372,4,10,28,31,140,1540,0.423
100,500,7056,1600,5372,4,10,66,16,152,771,0.425
100,500,7056,1600,5372,5,10,58,40,123,941,0.497
100,500,7056,1600,5372,2,10,23,11,141,875,0.641
100,500,7056,1660,5312,6,10,55,11,105,595,0.444
100,500,7056,1600,5372,4,10,84,17,177,650,0.428
100,500,7056,1600,5372,4,10,24,10,107,696,0.506
100,500,7056,1600,5372,5,10,82,34,163,946,0.462
100,500,7056,1600,5372,2,10,77,27,127,862,0.457
100,500,7056,1600,5372,4,10,75,30,148,1120,0.42
100,500,7056,1660,5312,6,10,65,10,178,609,0.448
100,500,7056,1600,5372,4,10,11,31,141,2080,0.42
100,500,7056,1600,5372,4,10,73,16,131,844,0.393
100,500,7056,1600,5372,3,10,60,16,102,440,0.405
100,500,7056,1600,5372,1,10,51,32,101,1198,0.533
100,500,7056,1660,5312,6,10,21,22,103,614,0.526
100,500,7056,1600,5372,3,10,85,6,96,568,0.38
100,500,7056,1680,5292,7,10,77,35,106,767,0.429
100,500,7056,1600,5372,3,10,65,19,119,636,0.418
100,500,7056,1660,5312,6,10,11,30,171,765,0.459
100,500,7056,1600,5372,3,10,88,23,151,723,0.429
100,500,7056,1660,5312,6,10,60,20,105,732,0.4
100,500,7056,1600,5372,4,10,55,19,132,966,0.419
100,500,7056,1600,5372,1,10,45,30,133,1648,0.696
100,500,7056,1600,5372,3,10,83,41,163,1124,0.613
100,500,7056,1600,5372,2,10,65,22,143,1054,0.501
100,500,7056,1600,5372,4,10,77,22,168,857,0.383
100,500,7056,1600,5372,3,10,48,41,138,1114,0.699
100,500,7056,1600,5372,4,10,44,28,149,1335,0.386
100,500,7056,1600,5372,5,10,39,33,180,839,0.489
100,500,7056,1600,5372,2,10,21,37,92,1436,0.538
100,500,7056,1600,5372,3,10,48,29,143,674,0.639
100,500,7056,1600,5372,5,10,60,32,134,728,0.44
100,500,7056,1660,5312,6,10,54,36,121,894,0.462
100,500,7056,1600,5372,4,10,68,8,115,728,0.352
100,500,7056,1600,5372,2,10,44,11,165,871,0.576
100,500,7056,1600,5372,1,10,64,27,100,1001,0.501
100,500,7056,1680,5292,7,10,26,10,146,142,0.521
100,500,7056,1600,5372,5,10,81,17,178,570,0.421
100,500,7056,1600,5372,1,10,10,41,177,3413,0.958
100,500,7056,1600,5372,2,10,79,25,117,937,0.458
100,500,7056,1660,5312,6,10,53,39,103,821,0.435
100,500,7056,1600,5372,2,10,47,28,128,1240,0.564
100,500,7056,1600,5372,4,10,62,15,179,843,0.434
100,500,7056,1600,5372,3,10,68,19,171,397,0.451
100,500,7056,1680,5292,7,10,73,36,171,870,0.516
100,500,7056,1600,5372,3,10,49,23,145,484,0.539
100,500,7056,1600,5372,3,10,89,40,124,1007,0.491
100,500,7056,1600,5372,3,10,74,23,98,670,0.388
100,500,7056,1600,5372,5,10,10,19,92,407,0.708
100,500,7056,1600,5372,3,10,77,29,154,779,0.48
100,500,7056,1600,5372,4,10,20,27,157,2080,0.384
100,500,7056,1600,5372,4,10,75,35,108,964,0.43
100,500,7056,1660,5312,6,10,10,33,101,706,0.443
100,500,7056,1600,5372,2,10,38,41,145,2053,0.61
100,500,7056,1600,5372,2,10,10,20,135,1366,0.831
100,500,7056,1600,5372,4,10,38,10,167,896,0.579
100,500,7056,1600,5372,5,10,85,8,148,537,0.391
100,500,7056,1600,5372,3,10,76,19,134,646,0.44
100,500,7056,1600,5372,3,10,36,40,112,957,0.689
100,500,7056,1600,5372,2,10,33,15,103,887,0.574
100,500,7056,1660,5312,6,10,82,6,168,617,0.395
100,500,7056,1680,5292,7,10,17,6,159,109,0.541
100,500,7056,1600,5372,2,10,39,18,100,901,0.537
100,500,7056,1660,5312,6,10,68,24,147,699,0.423
100,500,7056,1660,5312,6,10,29,27,157,662,0.464
100,500,7056,1680,5292,7,10,85,37,91,762,0.423
100,500,7056,1600,5372,5,10,65,18,156,671,0.429
100,500,7056,1600,5372,3,10,51,27,117,647,0.558
100,500,7056,1600,5372,2,10,57,6,161,636,0.406
100,500,7056,1600,5372,5,10,52,13,155,382,0.427
100,500,7056,1660,5312,6,10,27,30,107,673,0.425
100,500,7056,1600,5372,2,10,63,30,120,1028,0.472
100,500,7056,1600,5372,4,10,62,23,128,937,0.4
100,500,7056,1600,5372,4,10,60,28,154,1189,0.437
100,500,7056,1660,5312,6,10,85,6,154,624,0.396
100,500,7056,1600,5372,4,10,53,15,91,794,0.387
100,500,7056,1660,5312,6,10,62,24,167,844,0.418
100,500,7056,1600,5372,3,10,13,24,141,235,0.766
100,500,7056,1600,5372,1,10,33,13,134,978,0.584
100,500,7056,1600,5372,1,10,61,18,138,953,0.527
100,500,7056,1600,5372,4,10,46,6,137,640,0.453
100,500,7056,1600,5372,4,10,59,37,168,1198,0.513
100,500,7056,1600,5372,2,10,15,33,144,2345,0.597
100,500,7056,1600,5372,3,10,13,8,144,72,0.722
100,500,7056,1600,5372,2,10,43,15,125,861,0.557
100,500,7056,1600,5372,4,10,74,28,95,798,0.395
100,500,7056,1600,5372,3,10,15,7,168,69,0.667
100,500,7056,1660,5312,6,10,15,25,157,724,0.479
100,500,7056,1600,5372,3,10,39,15,120,380,0.416
100,500,7056,1600,5372,4,10,19,37,119,1500,0.414
100,500,7056,1600,5372,3,10,16,16,155,54,0.741
100,500,7056,1600,5372,5,10,39,24,93,587,0.4
100,500,7056,1600,5372,2,10,33,8,111,766,0.467
100,500,7056,1600,5372,2,10,60,37,121,1283,0.498
100,500,7056,1600,5372,3,10,11,23,159,130,0.8
100,500,7056,1600,5372,3,10,37,19,165,189,0.54
100,500,7056,1600,5372,4,10,10,18,110,1147,0.498
100,500,7056,1680,5292,7,10,26,7,92,454,0.359
100,500,7056,1600,5372,2,10,27,37,176,2687,0.61
100,500,7056,1600,5372,2,10,22,21,180,1618,0.823
100,500,7056,1600,5372,2,10,49,37,119,1488,0.527
100,500,7056,1600,5372,4,10,83,10,158,600,0.387
100,500,7056,1600,5372,2,10,83,41,161,1323,0.545
100,500,7056,1660,5312,6,10,60,8,113,537,0.399
100,500,7056,1600,5372,3,10,14,32,124,682,0.809
100,500,7056,1600,5372,5,10,50,18,179,453,0.43
100,500,7056,1600,5372,2,10,17,41,166,3006,0.633
100,500,7056,1600,5372,1,10,58,5,177,711,0.423
100,500,7056,1660,5312,6,10,45,25,168,761,0.469
100,500,7056,1600,5372,2,10,22,10,97,771,0.499
100,500,7056,1600,5372,3,10,47,25,114,542,0.53
100,500,7056,1600,5372,3,10,32,7,139,263,0.43
100,500,7056,1660,5312,6,10,49,33,110,860,0.434
100,500,7056,1600,5372,3,10,48,33,120,781,0.613
100,500,7056,1600,5372,3,10,25,19,129,250,0.632
100,500,7056,1660,5312,6,10,39,37,152,793,0.483
100,500,7056,1600,5372,2,10,79,20,129,845,0.432
100,500,7056,1600,5372,5,10,89,16,178,674,0.383
100,500,7056,1600,5372,4,10,41,6,135,654,0.456
100,500,7056,1680,5292,7,10,67,16,177,306,0.487
100,500,7056,1600,5372,1,10,69,33,120,1186,0.546
100,500,7056,1600,5372,3,10,57,27,178,506,0.555
100,500,7056,1600,5372,4,10,80,40,127,1041,0.484
100,500,7056,1600,5372,3,10,60,14,164,336,0.455
100,500,7056,1600,5372,4,10,83,18,147,798,0.39
100,500,7056,1680,5292,7,10,89,35,106,827,0.443
100,500,7056,1600,5372,5,10,56,27,153,787,0.427
100,500,7056,1600,5372,3,10,17,14,95,315,0.489
100,500,7056,1600,5372,2,10,21,5,93,634,0.382
100,500,7056,1600,5372,5,10,58,14,173,386,0.464
100,500,7056,1600,5372,3,10,85,23,164,616,0.416
100,500,7056,1600,5372,2,10,70,10,105,644,0.363
100,500,7056,1600,5372,3,10,30,34,109,803,0.666
100,500,7056,1600,5372,3,10,18,29,152,466,0.867
100,500,7056,1600,5372,3,10,66,25,169,540,0.593
100,500,7056,1600,5372,2,10,65,13,117,654,0.419
100,500,7056,1600,5372,3,10,44,18,111,493,0.436
100,500,7056,1680,5292,7,10,11,40,136,414,0.502
100,500,7056,1600,5372,4,10,68,12,131,750,0.384
100,500,7056,1600,5372,5,10,27,12,98,380,0.424
100,500,7056,1660,5312,6,10,72,17,112,516,0.407
100,500,7056,1680,5292,7,10,63,15,156,378,0.466
100,500,7056,1600,5372,5,10,57,22,141,688,0.404
100,500,7056,1600,5372,5,10,41,40,170,799,0.524
100,500,7056,1600,5372,5,10,57,19,93,625,0.37
100,500,7056,1680,5292,7,10,67,28,99,589,0.421
100,500,7056,1600,5372,5,10,51,42,143,980,0.524
100,500,7056,1600,5372,3,10,24,22,91,452,0.52
100,500,7056,1600,5372,3,10,75,40,122,988,0.524
100,500,7056,1660,5312,6,10,35,11,120,605,0.532
100,500,7056,1600,5372,4,10,90,31,171,996,0.442
100,500,7056,1660,5312,6,10,34,25,173,818,0.417
100,500,7056,1600,5372,3,10,87,21,102,713,0.403
100,500,7056,1600,5372,5,10,64,18,124,604,0.412
100,500,7056,1680,5292,7,10,85,19,163,535,0.419
100,500,7056,1600,5372,3,10,71,28,144,785,0.478
100,500,7056,1680,5292,7,10,67,14,165,321,0.505
100,500,7056,1600,5372,4,10,39,34,124,1262,0.446
100,500,7056,1660,5312,6,10,11,28,174,873,0.432
100,500,7056,1600,5372,4,10,73,14,101,694,0.383
100,500,7056,1600,5372,2,10,71,7,90,562,0.388
100,500,7056,1660,5312,6,10,78,36,175,969,0.492
100,500,7056,1600,5372,3,10,55,11,175,321,0.439
100,500,7056,1600,5372,3,10,81,39,92,905,0.475
100,500,7056,1600,5372,5,10,86,34,125,895,0.438
100,500,7056,1600,5372,3,10,72,20,107,600,0.403
100,500,7056,1600,5372,5,10,39,21,151,573,0.461
100,500,7056,1600,5372,4,10,11,26,126,1586,0.429
100,500,7056,1600,5372,2,10,28,10,154,834,0.649
100,500,7056,1680,5292,7,10,73,39,133,914,0.484
100,500,7056,1600,5372,2,10,64,27,145,1173,0.471
100,500,7056,1600,5372,5,10,90,15,158,647,0.399
100,500,7056,1600,5372,2,10,54,41,171,1956,0.596
100,500,7056,1660,5312,6,10,37,42,119,967,0.489
100,500,7056,1600,5372,2,10,75,39,126,1199,0.521
100,500,7056,1600,5372,5,10,42,23,120,668,0.419
100,500,7056,1600,5372,5,10,34,14,112,409,0.421
100,500,7056,1600,5372,4,10,54,18,145,1023,0.425
100,500,7056,1600,5372,3,10,65,19,122,590,0.39
100,500,7056,1600,5372,3,10,31,17,150,193,0.513
100,500,7056,1600,5372,5,10,62,6,146,567,0.393
100,500,7056,1600,5372,5,10,32,20,106,436,0.475
100,500,7056,1600,5372,3,10,35,27,172,361,0.795
100,500,7056,1600,5372,4,10,15,16,165,1521,0.666
100,500,7056,1600,5372,1,10,29,19,99,943,0.576
100,500,7056,1600,5372,5,10,17,40,147,856,0.512
100,500,7056,1600,5372,3,10,61,32,180,824,0.617
100,500,7056,1600,5372,3,10,75,34,107,852,0.506
100,500,7056,1600,5372,3,10,18,35,95,813,0.718
100,500,7056,1600,5372,1,10,54,42,95,1200,0.599
100,500,7056,1600,5372,2,10,42,28,137,1376,0.547
100,500,7056,1600,5372,5,10,59,25,119,695,0.43
100,500,7056,1600,5372,3,10,60,25,153,564,0.589
100,500,7056,1600,5372,5,10,88,5,146,531,0.382
100,500,7056,1600,5372,4,10,30,17,152,1206,0.51
100,500,7056,1600,5372,5,10,58,30,102,722,0.402
100,500,7056,1600,5372,5,10,65,10,113,482,0.394
100,500,7056,1600,5372,5,10,39,41,129,863,0.514
100,500,7056,1600,5372,3,10,87,20,117,680,0.407
100,500,7056,1600,5372,3,10,39,26,107,600,0.558
100,500,7056,1600,5372,5,10,25,26,152,639,0.43
100,500,7056,1600,5372,1,10,47,41,121,1609,0.699
100,500,7056,1660,5312,6,10,30,41,132,1042,0.501
100,500,7056,1600,5372,2,10,65,11,156,683,0.458
100,500,7056,1680,5292,7,10,63,32,106,731,0.416
100,500,7056,1600,5372,5,10,33,19,164,557,0.436
100,500,7056,1600,5372,5,10,72,32,108,792,0.434
100,500,7056,1680,5292,7,10,30,18,117,225,0.458
100,500,7056,1660,5312,6,10,11,27,155,649,0.447
100,500,7056,1680,5292,7,10,36,39,151,592,0.517
100,500,7056,1660,5312,6,10,15,9,152,548,0.759
100,500,7056,1600,5372,5,10,14,35,166,723,0.459
100,500,7056,1600,5372,5,10,59,40,170,1065,0.473
100,500,7056,1600,5372,3,10,86,39,117,983,0.55
100,500,7056,1600,5372,2,10,24,12,130,946,0.648
100,500,7056,1680,5292,7,10,48,5,91,509,0.387
100,500,7056,1600,5372,3,10,69,15,139,500,0.408
100,500,7056,1600,5372,2,10,65,38,144,1511,0.535
100,500,7056,1600,5372,3,10,46,8,172,247,0.466
100,500,7056,1600,5372,4,10,70,28,123,985,0.41
100,500,7056,1600,5372,3,10,62,27,149,624,0.561
100,500,7056,1680,5292,7,10,31,19,102,334,0.467
100,500,7056,1600,5372,5,10,32,25,142,696,0.405
100,500,7056,1600,5372,5,10,84,39,120,915,0.446
100,500,7056,1600,5372,2,10,76,6,166,575,0.365
100,500,7056,1600,5372,1,10,56,17,117,910,0.52
100,500,7056,1600,5372,3,10,62,29,96,609,0.427
100,500,7056,1660,5312,6,10,18,18,163,570,0.712
100,500,7056,1600,5372,5,10,41,35,102,725,0.423
100,500,7056,1600,5372,3,10,79,7,173,519,0.376
100,500,7056,1600,5372,4,10,34,28,166,1528,0.425
100,500,7056,1660,5312,6,10,78,27,172,964,0.427
100,500,7056,1600,5372,3,10,26,36,158,913,0.888
100,500,7056,1600,5372,4,10,29,30,168,1958,0.418
100,500,7056,1660,5312,6,10,86,8,94,572,0.367
100,500,7056,1600,5372,4,10,44,19,137,1041,0.44
100,500,7056,1600,5372,1,10,68,12,120,717,0.379
100,500,7056,1600,5372,3,10,73,33,122,812,0.474
100,500,7056,1600,5372,2,10,71,10,128,576,0.42
100,500,7056,1600,5372,2,10,21,42,172,2990,0.656
100,500,7056,1600,5372,2,10,68,16,108,661,0.425
100,500,7056,1600,5372,2,10,66,32,100,1001,0.456
100,500,7056,1680,5292,7,10,89,27,178,745,0.47
100,500,7056,1600,5372,2,10,17,22,175,1563,0.869
100,500,7056,1680,5292,7,10,62,32,107,671,0.411
100,500,7056,1600,5372,5,10,28,7,153,288,0.458
100,500,7056,1600,5372,5,10,56,17,159,463,0.46
100,500,7056,1600,5372,4,10,11,16,120,1201,0.55
100,500,7056,1600,5372,5,10,11,28,160,617,0.47
100,500,7056,1600,5372,4,10,43,30,139,1443,0.421
100,500,7056,1600,5372,2,10,47,18,123,879,0.578
100,500,7056,1660,5312,6,10,84,29,101,818,0.439
100,500,7056,1600,5372,4,10,29,12,121,812,0.511
100,500,7056,1600,5372,4,10,30,16,115,995,0.497
100,500,7056,1600,5372,2,10,42,26,125,1270,0.557
100,500,7056,1600,5372,2,10,50,22,103,955,0.457
100,500,7056,1600,5372,2,10,60,18,180,959,0.589
100,500,7056,1660,5312,6,10,55,10,132,623,0.419
100,500,7056,1600,5372,4,10,71,39,168,1327,0.507
100,500,7056,1680,5292,7,10,20,30,155,145,0.641
100,500,7056,1600,5372,1,10,50,36,102,1325,0.567
100,500,7056,1660,5312,6,10,86,36,167,1125,0.492
100,500,7056,1660,5312,6,10,35,36,169,820,0.49
100,500,7056,1600,5372,5,10,37,25,93,608,0.411
100,500,7056,1600,5372,2,10,70,15,162,879,0.427
100,500,7056,1600,5372,2,10,81,40,124,1178,0.485
100,500,7056,1600,5372,3,10,63,11,153,389,0.391
100,500,7056,1600,5372,2,10,75,7,149,647,0.399
100,500,7056,1600,5372,4,10,86,14,156,764,0.398
100,500,7056,1660,5312,6,10,78,35,113,926,0.422
100,500,7056,1600,5372,4,10,56,41,170,1445,0.54
100,500,7056,1660,5312,6,10,17,20,176,606,0.733
100,500,7056,1600,5372,5,10,18,28,138,608,0.436
100,500,7056,1660,5312,6,10,16,28,140,762,0.454
100,500,7056,1660,5312,6,10,22,41,113,946,0.477
100,500,7056,1600,5372,5,10,68,34,92,734,0.39
100,500,7056,1680,5292,7,10,51,39,169,752,0.543
100,500,7056,1660,5312,6,10,72,27,144,737,0.417
100,500,7056,1680,5292,7,10,13,15,173,12,1
100,500,7056,1600,5372,3,10,55,42,164,1309,0.751
100,500,7056,1600,5372,5,10,43,40,96,831,0.466
100,500,7056,1600,5372,2,10,60,27,158,1290,0.553
100,500,7056,1600,5372,1,10,39,20,99,950,0.521
100,500,7056,1600,5372,4,10,67,28,167,1129,0.421
100,500,7056,1600,5372,1,10,32,20,140,1263,0.656
100,500,7056,1680,5292,7,10,80,20,153,487,0.425
100,500,7056,1600,5372,3,10,11,27,160,316,0.848
100,500,7056,1600,5372,5,10,67,40,107,783,0.444
100,500,7056,1660,5312,6,10,39,18,93,659,0.452
100,500,7056,1680,5292,7,10,27,8,116,285,0.442
100,500,7056,1600,5372,3,10,61,17,176,298,0.557
100,500,7056,1600,5372,3,10,51,8,161,316,0.389
100,500,7056,1660,5312,6,10,71,35,140,962,0.462
100,500,7056,1600,5372,5,10,58,19,131,611,0.414
100,500,7056,1600,5372,2,10,71,7,125,640,0.389
100,500,7056,1600,5372,3,10,87,8,97,516,0.368
100,500,7056,1600,5372,3,10,36,38,92,782,0.624
100,500,7056,1600,5372,5,10,51,9,116,441,0.381
100,500,7056,1600,5372,4,10,14,10,101,654,0.581
100,500,7056,1600,5372,2,10,21,20,99,1000,0.636
100,500,7056,1600,5372,5,10,83,33,91,726,0.419
100,500,7056,1600,5372,2,10,65,27,153,1203,0.544
100,500,7056,1600,5372,2,10,50,15,171,974,0.628
100,500,7056,1600,5372,4,10,84,15,121,730,0.371
100,500,7056,1600,5372,4,10,25,39,138,1675,0.499
100,500,7056,1600,5372,2,10,13,23,117,1296,0.736
100,500,7056,1680,5292,7,10,57,26,137,455,0.462
100,500,7056,1600,5372,5,10,40,29,112,706,0.405
100,500,7056,1600,5372,2,10,63,31,118,1150,0.462
100,500,7056,1600,5372,4,10,84,41,101,974,0.444
100,500,7056,1600,5372,2,10,38,26,158,1604,0.599
100,500,7056,1600,5372,2,10,81,20,124,776,0.412
100,500,7056,1600,5372,2,10,86,12,119,594,0.372
100,500,7056,1600,5372,4,10,50,21,114,897,0.408
100,500,7056,1600,5372,4,10,57,27,156,1181,0.389
100,500,7056,1600,5372,2,10,73,23,166,1036,0.459
100,500,7056,1600,5372,2,10,69,20,138,889,0.468
100,500,7056,1600,5372,5,10,48,12,124,422,0.422
100,500,7056,1600,5372,1,10,56,15,133,846,0.501
100,500,7056,1600,5372,3,10,27,41,171,1162,0.921
100,500,7056,1660,5312,6,10,26,10,103,518,0.55
100,500,7056,1600,5372,3,10,45,7,166,285,0.449
100,500,7056,1600,5372,5,10,78,14,131,500,0.404
100,500,7056,1600,5372,5,10,36,33,136,733,0.465
100,500,7056,1600,5372,5,10,71,22,178,571,0.44
100,500,7056,1600,5372,3,10,60,23,146,485,0.489
100,500,7056,1660,5312,6,10,40,29,150,676,0.439
100,500,7056,1660,5312,6,10,69,17,105,776,0.381
100,500,7056,1660,5312,6,10,42,16,150,575,0.51
100,500,7056,1600,5372,3,10,88,36,105,828,0.417
100,500,7056,1680,5292,7,10,53,15,123,392,0.411
100,500,7056,1680,5292,7,10,60,11,178,413,0.436
100,500,7056,1600,5372,1,10,19,17,106,1028,0.582
100,500,7056,1600,5372,4,10,51,15,164,1202,0.492
100,500,7056,1600,5372,4,10,39,41,163,1635,0.505
100,500,7056,1600,5372,2,10,11,13,101,864,0.616
100,500,7056,1600,5372,5,10,15,31,102,577,0.43
100,500,7056,1600,5372,3,10,65,27,116,631,0.441
100,500,7056,1600,5372,4,10,27,19,122,1129,0.443
100,500,7056,1660,5312,6,10,19,9,147,553,0.787
100,500,7056,1600,5372,3,10,39,11,128,332,0.446
100,500,7056,1600,5372,2,10,55,11,176,866,0.537
100,500,7056,1660,5312,6,10,42,21,111,717,0.425
100,500,7056,1600,5372,1,10,16,21,112,1339,0.683
100,500,7056,1660,5312,6,10,29,8,152,538,0.628
100,500,7056,1680,5292,7,10,70,17,106,526,0.416
100,500,7056,1600,5372,5,10,30,25,138,655,0.424
100,500,7056,1600,5372,4,10,79,34,137,975,0.44
100,500,7056,1660,5312,6,10,63,34,97,714,0.419
100,500,7056,1600,5372,2,10,14,7,129,792,0.552
100,500,7056,1600,5372,1,10,24,19,133,1341,0.673
100,500,7056,1600,5372,5,10,18,23,105,509,0.473
100,500,7056,1600,5372,4,10,72,39,162,1173,0.511
100,500,7056,1600,5372,1,10,47,33,166,2040,0.782
100,500,7056,1680,5292,7,10,12,11,111,162,0.556
100,500,7056,1600,5372,2,10,62,11,96,719,0.359
100,500,7056,1600,5372,4,10,87,33,144,933,0.453
100,500,7056,1600,5372,3,10,35,39,141,1122,0.809
100,500,7056,1600,5372,3,10,18,16,148,95,0.6
100,500,7056,1600,5372,3,10,35,6,118,445,0.373
100,500,7056,1600,5372,4,10,88,15,112,756,0.385
100,500,7056,1600,5372,4,10,23,7,160,851,0.606
100,500,7056,1600,5372,3,10,31,19,160,160,0.644
100,500,7056,1680,5292,7,10,47,24,153,383,0.457
100,500,7056,1600,5372,3,10,61,17,158,416,0.416
100,500,7056,1600,5372,1,10,12,41,144,2739,0.916
100,500,7056,1600,5372,3,10,77,14,174,547,0.413
100,500,7056,1600,5372,5,10,52,21,97,491,0.409
100,500,7056,1600,5372,5,10,18,14,164,162,0.648
100,500,7056,1600,5372,3,10,42,30,100,660,0.564
100,500,7056,1600,5372,2,10,66,22,100,783,0.45
100,500,7056,1600,5372,2,10,45,25,93,992,0.476
100,500,7056,1600,5372,4,10,65,30,145,995,0.442
100,500,7056,1600,5372,5,10,12,18,110,411,0.637
100,500,7056,1600,5372,3,10,44,16,164,205,0.473
100,500,7056,1600,5372,2,10,35,22,150,1411,0.695
100,500,7056,1600,5372,5,10,67,40,169,1094,0.529
100,500,7056,1600,5372,3,10,78,31,104,782,0.405
100,500,7056,1600,5372,2,10,38,18,179,1247,0.775
100,500,7056,1600,5372,5,10,48,19,176,442,0.423
100,500,7056,1600,5372,4,10,45,9,171,830,0.558
100,500,7056,1600,5372,5,10,88,14,135,567,0.404
100,500,7056,1600,5372,4,10,20,32,93,1177,0.376
100,500,7056,1680,5292,7,10,29,8,130,272,0.5
100,500,7056,1660,5312,6,10,34,13,174,658,0.602
100,500,7056,1600,5372,3,10,56,39,98,879,0.531
100,500,7056,1600,5372,3,10,18,37,118,880,0.813
100,500,7056,1600,5372,5,10,69,23,98,588,0.401
100,500,7056,1660,5312,6,10,69,14,130,571,0.422
100,500,7056,1680,5292,7,10,53,19,109,460,0.398
100,500,7056,1600,5372,3,10,44,23,156,346,0.639
100,500,7056,1660,5312,6,10,29,26,165,594,0.487
100,500,7056,1600,5372,1,10,67,8,121,823,0.356
100,500,7056,1600,5372,3,10,69,15,141,491,0.399
100,500,7056,1600,5372,4,10,49,37,149,1268,0.466
100,500,7056,1600,5372,1,10,76,8,164,801,0.404
100,500,7056,1600,5372,3,10,77,36,125,943,0.509
100,500,7056,1600,5372,4,10,32,31,166,1592,0.492
100,500,7056,1600,5372,3,10,87,32,171,972,0.477
100,500,7056,1600,5372,3,10,72,6,151,528,0.383
100,500,7056,1600,5372,2,10,28,6,152,683,0.546
100,500,7056,1600,5372,1,10,34,38,130,1991,0.771
100,500,7056,1600,5372,5,10,88,20,132,631,0.391
100,500,7056,1680,5292,7,10,19,37,96,517,0.435
100,500,7056,1600,5372,2,10,31,9,124,755,0.495
