run_id,N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,mean_hab_neighbors,total_crossings,assess_top_sections
360680432757201A,100,500,7056,5449,1523,8,79.876,0.787,35.347,165.484,5.9523809523809526,1101,0.49
360680432757201A,100,500,7056,3824,3148,8,52.438,0.397,13.779,110.13,4.273809523809524,637,0.46
360680432757201A,100,500,7056,2299,4673,8,29.19,0.869,13.804,175.904,2.4166666666666665,642,0.43
360680432757201A,100,500,7056,5050,1922,8,73.753,0.617,22.088,106.192,5.9523809523809526,832,0.379
360680432757201A,100,500,7056,4047,2925,8,55.353,0.563,23.498,155.694,4.488095238095238,843,0.495
360680432757201A,100,500,7056,4421,2551,8,62.43,0.733,16.059,90.479,5.095238095238095,727,0.367
360680432757201A,100,500,7056,4500,2472,8,65.112,0.471,6.108,179.522,5.095238095238095,758,0.389
360680432757201A,100,500,7056,1960,5012,8,24.211,0.398,27.294,161.445,1.880952380952381,729,0.545
360680432757201A,100,500,7056,4053,2919,8,56.276,0.238,16.043,163.908,4.488095238095238,1075,0.529
360680432757201A,100,500,7056,2299,4673,8,29.556,0.449,31.069,155.532,2.4166666666666665,746,0.492
360680432757201A,100,500,7056,4075,2897,8,57.82,0.506,41.297,99.34,4.488095238095238,1039,0.447
360680432757201A,100,500,7056,4887,2085,8,70.328,0.274,28.491,117.808,5.9523809523809526,1323,0.429
360680432757201A,100,500,7056,1468,5504,8,16.028,0.839,41.714,141.066,1.880952380952381,1159,0.512
360680432757201A,100,500,7056,953,6019,8,10.93,0.428,34.742,121.193,1.4166666666666667,1004,0.449
360680432757201A,100,500,7056,1474,5498,8,17.841,0.432,6.5,108.131,1.880952380952381,571,0.417
360680432757201A,100,500,7056,3683,3289,8,50.214,0.66,33.862,156.011,4.273809523809524,1155,0.431
360680432757201A,100,500,7056,3031,3941,8,39.68,0.661,29.385,163.882,3.0238095238095237,767,0.476
360680432757201A,100,500,7056,5808,1164,8,83.81,0.122,19.517,164.417,5.9523809523809526,1190,0.371
360680432757201A,100,500,7056,5924,1048,8,84.879,0.664,33.101,116.52,5.9523809523809526,921,0.421
360680432757201A,100,500,7056,3498,3474,8,47.785,0.151,9.511,115.316,3.761904761904762,690,0.522
360680432757201A,100,500,7056,4785,2187,8,68.75,0.102,31.471,149.497,5.9523809523809526,1821,0.44
360680432757201A,100,500,7056,5745,1227,8,82.322,0.343,22.636,101.926,5.9523809523809526,954,0.385
360680432757201A,100,500,7056,4075,2897,8,57.346,0.59,9.783,165.772,4.488095238095238,670,0.451
360680432757201A,100,500,7056,1474,5498,8,17.221,0.361,20.531,109.923,1.880952380952381,713,0.478
360680432757201A,100,500,7056,3242,3730,8,43.06,0.295,37.228,110.505,3.4523809523809526,992,0.446
360680432757201A,100,500,7056,4785,2187,8,68.839,0.575,36.702,150.991,5.9523809523809526,1314,0.508
360680432757201A,100,500,7056,4421,2551,8,62.71,0.655,14.157,114.168,5.095238095238095,662,0.403
360680432757201A,100,500,7056,2894,4078,8,38.48,0.758,29.441,95.361,3.0238095238095237,799,0.406
360680432757201A,100,500,7056,4926,2046,8,71.901,0.299,31.746,98.152,5.9523809523809526,1142,0.419
360680432757201A,100,500,7056,3031,3941,8,39.512,0.477,7.342,117.698,3.0238095238095237,663,0.412
360680432757201A,100,500,7056,1121,5851,8,12.438,0.599,20.984,138.831,1.7380952380952381,703,0.394
360680432757201A,100,500,7056,4207,2765,8,60.467,0.153,38.199,124.585,5.095238095238095,1412,0.482
360680432757201A,100,500,7056,4500,2472,8,65.946,0.623,21.629,148.352,5.095238095238095,914,0.408
360680432757201A,100,500,7056,3185,3787,8,42.153,0.133,37.026,111.634,3.4523809523809526,959,0.43
360680432757201A,100,500,7056,2244,4728,8,28.036,0.47,14.781,123.655,2.4166666666666665,685,0.432
360680432757201A,100,500,7056,3683,3289,8,50.93,0.295,26.966,142.836,4.273809523809524,1099,0.504
360680432757201A,100,500,7056,4188,2784,8,59.528,0.254,28.474,100.528,5.095238095238095,1059,0.415
360680432757201A,100,500,7056,2244,4728,8,28.788,0.162,5.017,167.198,2.4166666666666665,589,0.623
360680432757201A,100,500,7056,5808,1164,8,83.576,0.843,19.022,162.949,5.9523809523809526,834,0.426
360680432757201A,100,500,7056,3185,3787,8,42.889,0.455,18.855,115.287,3.4523809523809526,761,0.39
360680432757201A,100,500,7056,3563,3409,8,48.67,0.587,34.259,146.192,3.761904761904762,1075,0.442
360680432757201A,100,500,7056,2124,4848,8,26.149,0.892,10.955,125.128,2.4166666666666665,640,0.409
360680432757201A,100,500,7056,4207,2765,8,60.412,0.274,24.053,157.592,5.095238095238095,1487,0.438
360680432757201A,100,500,7056,4047,2925,8,55.97,0.406,28.612,141.895,4.488095238095238,1222,0.407
360680432757201A,100,500,7056,2299,4673,8,29.659,0.871,18.211,95.52,2.4166666666666665,605,0.377
360680432757201A,100,500,7056,4047,2925,8,55.86,0.413,39.417,103.111,4.488095238095238,1101,0.434
360680432757201A,100,500,7056,4075,2897,8,57.474,0.854,35.34,121.365,4.488095238095238,867,0.445
360680432757201A,100,500,7056,4926,2046,8,71.527,0.642,13.749,175.005,5.9523809523809526,914,0.399
360680432757201A,100,500,7056,2169,4803,8,27.243,0.803,12.822,134.188,2.4166666666666665,714,0.409
360680432757201A,100,500,7056,4887,2085,8,70.447,0.768,33.778,131.2,5.9523809523809526,1007,0.432
360680432757201A,100,500,7056,2124,4848,8,26.174,0.492,18.244,102.027,2.4166666666666665,689,0.414
360680432757201A,100,500,7056,4075,2897,8,57.662,0.527,14.949,173.725,4.488095238095238,1206,0.441
360680432757201A,100,500,7056,4926,2046,8,71.283,0.649,30.714,127.549,5.9523809523809526,1134,0.453
360680432757201A,100,500,7056,4477,2495,8,64.404,0.517,26.364,117.192,5.095238095238095,1020,0.436
360680432757201A,100,500,7056,4421,2551,8,62.304,0.268,12.669,167.014,5.095238095238095,1050,0.441
360680432757201A,100,500,7056,1903,5069,8,23.965,0.303,28.977,171.146,1.880952380952381,672,0.688
360680432757201A,100,500,7056,6086,886,8,86.48,0.296,33.559,169.055,5.9523809523809526,1318,0.517
360680432757201A,100,500,7056,4025,2947,8,54.28,0.315,28.19,94.904,4.273809523809524,884,0.41
360680432757201A,100,500,7056,2039,4933,8,25.321,0.704,24.158,178.5,1.880952380952381,722,0.514
360680432757201A,100,500,7056,4207,2765,8,60.264,0.534,36.775,162.868,5.095238095238095,1445,0.534
360680432757201A,100,500,7056,4500,2472,8,65.428,0.487,35.011,101.871,5.095238095238095,978,0.473
360680432757201A,100,500,7056,4047,2925,8,55.403,0.48,21.144,170.311,4.488095238095238,999,0.468
360680432757201A,100,500,7056,6007,965,8,85.944,0.134,19.785,142.105,5.9523809523809526,1061,0.396
360680432757201A,100,500,7056,5588,1384,8,81.467,0.448,16.326,155.775,5.9523809523809526,1063,0.36
360680432757201A,100,500,7056,4887,2085,8,70.265,0.552,33.478,138.941,5.9523809523809526,1164,0.437
360680432757201A,100,500,7056,6190,782,8,88.791,0.522,5.583,147.044,5.9523809523809526,682,0.339
360680432757201A,100,500,7056,5588,1384,8,81.028,0.688,16.927,154.065,5.9523809523809526,623,0.404
360680432757201A,100,500,7056,1960,5012,8,24.983,0.695,29.667,161.61,1.880952380952381,971,0.434
360680432757201A,100,500,7056,1439,5533,8,15.008,0.772,13.821,90.974,1.880952380952381,663,0.379
360680432757201A,100,500,7056,2244,4728,8,28.969,0.702,14.611,171.571,2.4166666666666665,652,0.422
360680432757201A,100,500,7056,1271,5701,8,14.253,0.722,33.973,132.28,1.880952380952381,891,0.481
360680432757201A,100,500,7056,4685,2287,8,66.354,0.839,10.64,125.576,5.916666666666667,711,0.38
360680432757201A,100,500,7056,3584,3388,8,49.069,0.703,5.424,131.646,3.761904761904762,582,0.381
360680432757201A,100,500,7056,4751,2221,8,67.557,0.289,5.698,139.302,5.916666666666667,767,0.34
360680432757201A,100,500,7056,6217,755,8,89.94,0.806,22.523,118.226,5.9523809523809526,641,0.409
360680432757201A,100,500,7056,1616,5356,8,18.776,0.664,36.686,108.435,1.880952380952381,895,0.43
360680432757201A,100,500,7056,1439,5533,8,15.344,0.683,33.786,104.954,1.880952380952381,927,0.42
360680432757201A,100,500,7056,4785,2187,8,68.127,0.608,13.39,144.489,5.9523809523809526,917,0.374
360680432757201A,100,500,7056,1800,5172,8,22.227,0.307,8.991,96.844,1.880952380952381,621,0.454
360680432757201A,100,500,7056,5449,1523,8,79.336,0.351,35.391,140.327,5.9523809523809526,1478,0.454
360680432757201A,100,500,7056,3287,3685,8,44.314,0.245,15.163,95.613,3.511904761904762,626,0.497
360680432757201A,100,500,7056,2374,4598,8,31.643,0.569,17.541,103.66,2.4166666666666665,640,0.38
360680432757201A,100,500,7056,3738,3234,8,51.325,0.839,39.609,126.226,4.273809523809524,1064,0.451
360680432757201A,100,500,7056,2571,4401,8,33.477,0.141,9.676,166.08,2.4166666666666665,465,0.729
360680432757201A,100,500,7056,2169,4803,8,27.035,0.593,40.162,133.013,2.4166666666666665,1064,0.474
360680432757201A,100,500,7056,5506,1466,8,80.538,0.223,34.509,151.637,5.9523809523809526,1423,0.466
360680432757201A,100,500,7056,4805,2167,8,69.018,0.457,24.607,138.243,5.9523809523809526,1282,0.417
360680432757201A,100,500,7056,4166,2806,8,58.676,0.393,30.433,148.421,5.095238095238095,1422,0.485
360680432757201A,100,500,7056,1739,5233,8,20.75,0.17,28.436,103.046,1.880952380952381,685,0.577
360680432757201A,100,500,7056,5808,1164,8,83.292,0.78,20.826,102.955,5.9523809523809526,867,0.371
360680432757201A,100,500,7056,5745,1227,8,82.307,0.323,24.576,151.261,5.9523809523809526,1150,0.378
360680432757201A,100,500,7056,2571,4401,8,33.072,0.64,16.639,93.083,2.4166666666666665,644,0.374
360680432757201A,100,500,7056,5155,1817,8,75.322,0.549,20.368,160.43,5.9523809523809526,1070,0.396
360680432757201A,100,500,7056,3584,3388,8,49.26,0.14,23.263,129.027,3.761904761904762,1103,0.559
360680432757201A,100,500,7056,5588,1384,8,81.665,0.484,41.792,142.972,5.9523809523809526,1192,0.533
360680432757201A,100,500,7056,3411,3561,8,46.004,0.597,9.595,164.904,3.619047619047619,636,0.414
360680432757201A,100,500,7056,3824,3148,8,52.532,0.523,33.845,151.709,4.273809523809524,1109,0.46
360680432757201A,100,500,7056,4188,2784,8,59.066,0.191,27.076,129.667,5.095238095238095,1448,0.484
360680432757201A,100,500,7056,2299,4673,8,29.206,0.591,34.186,151.418,2.4166666666666665,984,0.434
360680432757201A,100,500,7056,2571,4401,8,33.288,0.4,33.575,125.189,2.4166666666666665,924,0.448
360680432757201A,100,500,7056,1234,5738,8,13.491,0.776,16.152,119.35,1.7380952380952381,645,0.414
360680432757201A,100,500,7056,4289,2683,8,61.691,0.158,31.174,127.484,5.095238095238095,1279,0.482
360680432757201A,100,500,7056,3287,3685,8,44.693,0.776,32.098,106.377,3.511904761904762,717,0.478
360680432757201A,100,500,7056,2697,4275,8,35.373,0.854,8.877,151.362,2.4166666666666665,617,0.384
360680432757201A,100,500,7056,4075,2897,8,57.425,0.223,9.045,146.157,4.488095238095238,845,0.478
360680432757201A,100,500,7056,5808,1164,8,83.102,0.356,36.1,144.706,5.9523809523809526,1224,0.462
360680432757201A,100,500,7056,1756,5216,8,21.254,0.736,40.559,114.221,1.880952380952381,893,0.476
360680432757201A,100,500,7056,4053,2919,8,56.075,0.138,38.852,176.888,4.488095238095238,1927,0.475
360680432757201A,100,500,7056,3329,3643,8,45.776,0.638,25.133,124.767,3.511904761904762,825,0.401
360680432757201A,100,500,7056,3242,3730,8,43.222,0.383,7.909,162.813,3.4523809523809526,740,0.573
360680432757201A,100,500,7056,1903,5069,8,23.76,0.183,12.99,110.028,1.880952380952381,596,0.602
360680432757201A,100,500,7056,2571,4401,8,33.547,0.624,36.203,102.641,2.4166666666666665,814,0.452
360680432757201A,100,500,7056,1234,5738,8,13.035,0.751,11.436,138.183,1.7380952380952381,571,0.398
360680432757201A,100,500,7056,4075,2897,8,57.175,0.652,12.745,150.838,4.488095238095238,728,0.431
360680432757201A,100,500,7056,2124,4848,8,26.401,0.436,41.36,90.617,2.4166666666666665,977,0.461
360680432757201A,100,500,7056,6190,782,8,88.08,0.639,36.222,158.214,5.9523809523809526,1106,0.493
360680432757201A,100,500,7056,6217,755,8,89.046,0.33,31.413,165.949,5.9523809523809526,1216,0.477
360680432757201A,100,500,7056,2308,4664,8,30.037,0.229,27.704,132.238,2.4166666666666665,713,0.456
360680432757201A,100,500,7056,4025,2947,8,54.946,0.514,17.059,98.618,4.273809523809524,783,0.397
360680432757201A,100,500,7056,1105,5867,8,11.046,0.54,27.611,166.525,1.4166666666666667,732,0.449
360680432757201A,100,500,7056,5588,1384,8,81.328,0.582,21.801,118.279,5.9523809523809526,847,0.4
360680432757201A,100,500,7056,6007,965,8,85.461,0.523,34.565,92.664,5.9523809523809526,863,0.429
360680432757201A,100,500,7056,2374,4598,8,31.591,0.647,12.794,99.27,2.4166666666666665,581,0.373
360680432757201A,100,500,7056,4805,2167,8,69.565,0.764,10.517,166.933,5.9523809523809526,667,0.378
360680432757201A,100,500,7056,1105,5867,8,11.769,0.319,21.303,152.024,1.4166666666666667,680,0.585
360680432757201A,100,500,7056,6190,782,8,88.478,0.138,27.632,175.823,5.9523809523809526,1131,0.426
360680432757201A,100,500,7056,1439,5533,8,15.958,0.322,37.278,113.19,1.880952380952381,1025,0.487
360680432757201A,100,500,7056,3738,3234,8,51.041,0.511,31.98,101.497,4.273809523809524,868,0.404
360680432757201A,100,500,7056,1706,5266,8,19.574,0.681,38.941,140.667,1.880952380952381,1222,0.489
360680432757201A,100,500,7056,3917,3055,8,53.911,0.604,37.397,144.905,4.273809523809524,1344,0.458
360680432757201A,100,500,7056,5745,1227,8,82.382,0.497,25.322,139.788,5.9523809523809526,963,0.412
360680432757201A,100,500,7056,5588,1384,8,81.815,0.516,11.882,126.05,5.9523809523809526,796,0.381
360680432757201A,100,500,7056,6007,965,8,85.095,0.533,35.359,151.104,5.9523809523809526,1179,0.464
360680432757201A,100,500,7056,2571,4401,8,33.004,0.187,5.338,146.359,2.4166666666666665,667,0.592
360680432757201A,100,500,7056,5808,1164,8,83.403,0.291,10.048,154.184,5.9523809523809526,861,0.388
360680432757201A,100,500,7056,2124,4848,8,26.755,0.563,34.098,177.381,2.4166666666666665,1005,0.469
360680432757201A,100,500,7056,2622,4350,8,34.976,0.621,39.672,144.937,2.4166666666666665,1063,0.512
360680432757201A,100,500,7056,4207,2765,8,60.943,0.559,15.614,146.538,5.095238095238095,947,0.42
360680432757201A,100,500,7056,2457,4515,8,32.892,0.536,11.724,167.41,2.4166666666666665,576,0.46
360680432757201A,100,500,7056,5924,1048,8,84.329,0.729,38.904,100.078,5.9523809523809526,877,0.46
360680432757201A,100,500,7056,2244,4728,8,28.582,0.136,36.452,104.203,2.4166666666666665,900,0.458
360680432757201A,100,500,7056,2894,4078,8,38.116,0.468,27.904,107.568,3.0238095238095237,784,0.441
360680432757201A,100,500,7056,6086,886,8,86.566,0.861,16.793,160.391,5.9523809523809526,735,0.407
360680432757201A,100,500,7056,4477,2495,8,64.306,0.834,9.063,160.942,5.095238095238095,609,0.394
360680432757201A,100,500,7056,2697,4275,8,35.222,0.886,31.302,148.012,2.4166666666666665,835,0.465
360680432757201A,100,500,7056,3166,3806,8,41.836,0.848,39.508,140.75,3.4523809523809526,1139,0.472
360680432757201A,100,500,7056,5506,1466,8,80.306,0.342,31.948,109.697,5.9523809523809526,988,0.408
360680432757201A,100,500,7056,2697,4275,8,35.333,0.263,32.539,119.007,2.4166666666666665,895,0.472
360680432757201A,100,500,7056,2697,4275,8,35.098,0.683,21.959,118.724,2.4166666666666665,727,0.415
360680432757201A,100,500,7056,4469,2503,8,63.605,0.391,21.603,104.428,5.095238095238095,880,0.406
360680432757201A,100,500,7056,953,6019,8,10.533,0.798,6.759,177.556,1.4166666666666667,640,0.373
360680432757201A,100,500,7056,6007,965,8,85.408,0.285,40.348,145.6,5.9523809523809526,1443,0.489
360680432757201A,100,500,7056,1903,5069,8,23.874,0.106,30.155,107.994,1.880952380952381,618,0.701
360680432757201A,100,500,7056,5588,1384,8,81.262,0.54,27.335,101.15,5.9523809523809526,867,0.42
360680432757201A,100,500,7056,1234,5738,8,13.597,0.474,31.167,97.365,1.7380952380952381,773,0.424
360680432757201A,100,500,7056,4421,2551,8,62.514,0.16,5.178,120.246,5.095238095238095,727,0.406
360680432757201A,100,500,7056,1271,5701,8,14.809,0.361,5.727,163.494,1.880952380952381,667,0.564
360680432757201A,100,500,7056,5745,1227,8,82.214,0.698,39.206,129.906,5.9523809523809526,1111,0.471
360680432757201A,100,500,7056,3563,3409,8,48.568,0.571,35.086,132.112,3.761904761904762,1143,0.461
360680432757201A,100,500,7056,3683,3289,8,50.756,0.837,14.759,134.478,4.273809523809524,611,0.411
360680432757201A,100,500,7056,1105,5867,8,11.302,0.387,18.149,120.307,1.4166666666666667,639,0.482
360680432757201A,100,500,7056,4469,2503,8,63.903,0.748,12.429,161.131,5.095238095238095,656,0.428
360680432757201A,100,500,7056,4477,2495,8,64.089,0.67,16.436,123.541,5.095238095238095,734,0.405
360680432757201A,100,500,7056,4785,2187,8,68.617,0.484,25.988,159.385,5.9523809523809526,1337,0.417
360680432757201A,100,500,7056,3738,3234,8,51.831,0.124,13.604,165.472,4.273809523809524,915,0.62
360680432757201A,100,500,7056,4053,2919,8,56.215,0.872,39.804,162.344,4.488095238095238,1172,0.515
360680432757201A,100,500,7056,3185,3787,8,42.802,0.444,14.834,109.786,3.4523809523809526,651,0.387
360680432757201A,100,500,7056,4926,2046,8,71.225,0.3,26.136,124.63,5.9523809523809526,1415,0.398
360680432757201A,100,500,7056,4188,2784,8,59.851,0.239,33.325,154.022,5.095238095238095,1676,0.463
360680432757201A,100,500,7056,1105,5867,8,11.6,0.592,40.59,171.098,1.4166666666666667,1323,0.539
360680432757201A,100,500,7056,1739,5233,8,20.482,0.309,17.472,167.532,1.880952380952381,605,0.638
360680432757201A,100,500,7056,1234,5738,8,13.06,0.688,31.442,172.581,1.7380952380952381,932,0.458
360680432757201A,100,500,7056,1756,5216,8,21.965,0.822,41.074,110.382,1.880952380952381,973,0.472
360680432757201A,100,500,7056,1271,5701,8,14.776,0.206,7.563,157.163,1.880952380952381,756,0.687
360680432757201A,100,500,7056,3113,3859,8,40.92,0.697,36.269,141.672,3.0238095238095237,1034,0.471
360680432757201A,100,500,7056,5924,1048,8,84.306,0.655,28.902,137.673,5.9523809523809526,965,0.419
360680432757201A,100,500,7056,3683,3289,8,50.322,0.269,11.821,94.922,4.273809523809524,740,0.436
360680432757201A,100,500,7056,5924,1048,8,84.27,0.124,39.272,172.519,5.9523809523809526,1545,0.522
360680432757201A,100,500,7056,2806,4166,8,36.233,0.11,15.345,150.014,3.0238095238095237,567,0.663
360680432757201A,100,500,7056,4469,2503,8,63.476,0.434,30.832,95.978,5.095238095238095,797,0.43
360680432757201A,100,500,7056,6007,965,8,85.971,0.749,34.015,168.348,5.9523809523809526,1055,0.497
360680432757201A,100,500,7056,3031,3941,8,39.415,0.364,20.212,170.402,3.0238095238095237,522,0.552
360680432757201A,100,500,7056,4469,2503,8,63.693,0.144,32.763,138.663,5.095238095238095,1320,0.565
360680432757201A,100,500,7056,1800,5172,8,22.8,0.31,8.666,121.722,1.880952380952381,566,0.505
360680432757201A,100,500,7056,4025,2947,8,54.15,0.106,8.317,162.028,4.273809523809524,816,0.504
360680432757201A,100,500,7056,6118,854,8,87.672,0.597,15.685,93.737,5.9523809523809526,749,0.348
360680432757201A,100,500,7056,4469,2503,8,63.953,0.305,21.989,132.526,5.095238095238095,1078,0.437
360680432757201A,100,500,7056,4685,2287,8,66.404,0.478,10.406,159.302,5.916666666666667,998,0.356
360680432757201A,100,500,7056,1800,5172,8,22.901,0.722,33.498,148.974,1.880952380952381,958,0.467
360680432757201A,100,500,7056,1121,5851,8,12.758,0.505,37.265,91.136,1.7380952380952381,887,0.434
360680432757201A,100,500,7056,4421,2551,8,62.469,0.176,41.87,92.128,5.095238095238095,1073,0.44
360680432757201A,100,500,7056,5924,1048,8,84.648,0.504,11.772,134.658,5.9523809523809526,780,0.373
360680432757201A,100,500,7056,1960,5012,8,24.994,0.73,37.656,150.158,1.880952380952381,1034,0.467
360680432757201A,100,500,7056,1903,5069,8,23.07,0.74,17.435,120.282,1.880952380952381,696,0.394
360680432757201A,100,500,7056,1474,5498,8,17.75,0.478,32.491,156.11,1.880952380952381,941,0.552
360680432757201A,100,500,7056,4926,2046,8,71.654,0.194,38.554,114.375,5.9523809523809526,1459,0.475
360680432757201A,100,500,7056,4289,2683,8,61.276,0.51,29.949,142.442,5.095238095238095,1063,0.499
360680432757201A,100,500,7056,3185,3787,8,42.574,0.772,37.445,112.262,3.4523809523809526,904,0.438
360680432757201A,100,500,7056,2697,4275,8,35.974,0.578,23.71,179.053,2.4166666666666665,591,0.47
360680432757201A,100,500,7056,4477,2495,8,64.892,0.271,38.461,90.648,5.095238095238095,998,0.45
360680432757201A,100,500,7056,1439,5533,8,15.186,0.626,10.137,164.723,1.880952380952381,761,0.473
360680432757201A,100,500,7056,2806,4166,8,36.887,0.895,29.118,143.069,3.0238095238095237,793,0.465
360680432757201A,100,500,7056,4188,2784,8,59.882,0.775,5.204,155.28,5.095238095238095,621,0.401
360680432757201A,100,500,7056,1474,5498,8,17.392,0.439,41.5,160.234,1.880952380952381,1156,0.544
360680432757201A,100,500,7056,1706,5266,8,19.752,0.472,37.118,103.231,1.880952380952381,844,0.428
360680432757201A,100,500,7056,2374,4598,8,31.605,0.761,28.113,132.243,2.4166666666666665,888,0.422
360680432757201A,100,500,7056,4188,2784,8,59.131,0.228,36.074,130.612,5.095238095238095,1626,0.466
360680432757201A,100,500,7056,2894,4078,8,38.579,0.614,38.909,119.255,3.0238095238095237,1067,0.445
360680432757201A,100,500,7056,3824,3148,8,52.081,0.504,35.685,174.91,4.273809523809524,1361,0.511
360680432757201A,100,500,7056,4289,2683,8,61.122,0.541,28.048,135.378,5.095238095238095,1023,0.415
360680432757201A,100,500,7056,3031,3941,8,39.308,0.835,32.292,157.531,3.0238095238095237,1035,0.476
360680432757201A,100,500,7056,1439,5533,8,15.438,0.215,18.447,140.431,1.880952380952381,625,0.699
360680432757201A,100,500,7056,4421,2551,8,62.726,0.685,29.297,152.337,5.095238095238095,1052,0.423
360680432757201A,100,500,7056,4926,2046,8,71.006,0.552,22.007,119.509,5.9523809523809526,1075,0.4
360680432757201A,100,500,7056,1756,5216,8,21.748,0.234,30.141,140.108,1.880952380952381,721,0.614
360680432757201A,100,500,7056,4477,2495,8,64.908,0.791,12.02,128.405,5.095238095238095,576,0.378
360680432757201A,100,500,7056,2622,4350,8,34.327,0.815,10.169,148.222,2.4166666666666665,686,0.414
360680432757201A,100,500,7056,4047,2925,8,55.903,0.53,22.811,137.063,4.488095238095238,949,0.432
360680432757201A,100,500,7056,5155,1817,8,75.27,0.601,32.216,119.037,5.9523809523809526,1140,0.417
360680432757201A,100,500,7056,5449,1523,8,79.502,0.759,12.196,169.52,5.9523809523809526,786,0.389
360680432757201A,100,500,7056,3329,3643,8,45.603,0.686,26.435,152.217,3.511904761904762,958,0.449
360680432757201A,100,500,7056,4751,2221,8,67.53,0.284,34.87,107.334,5.916666666666667,1203,0.414
360680432757201A,100,500,7056,6007,965,8,85.005,0.561,7.599,168.963,5.9523809523809526,797,0.375
360680432757201A,100,500,7056,5326,1646,8,78.546,0.814,28.064,172.395,5.9523809523809526,940,0.451
360680432757201A,100,500,7056,5173,1799,8,76.579,0.154,7.882,125.131,5.9523809523809526,722,0.382
360680432757201A,100,500,7056,3917,3055,8,53.647,0.409,33.579,170.75,4.273809523809524,1366,0.488
360680432757201A,100,500,7056,4289,2683,8,61.07,0.259,30.725,143.295,5.095238095238095,1490,0.54
360680432757201A,100,500,7056,3411,3561,8,46.451,0.7,37.588,125.094,3.619047619047619,1048,0.455
360680432757201A,100,500,7056,5449,1523,8,79.69,0.789,21.826,119.869,5.9523809523809526,732,0.376
360680432757201A,100,500,7056,3287,3685,8,44.293,0.571,15.644,123.008,3.511904761904762,703,0.393
360680432757201A,100,500,7056,4993,1979,8,72.363,0.357,31.093,143.816,5.9523809523809526,1446,0.447
360680432757201A,100,500,7056,4469,2503,8,63.367,0.824,13.097,144.143,5.095238095238095,697,0.383
360680432757201A,100,500,7056,3031,3941,8,39.959,0.239,34.789,113.607,3.0238095238095237,838,0.457
360680432757201A,100,500,7056,3185,3787,8,42.486,0.692,38.345,177.271,3.4523809523809526,1346,0.51
360680432757201A,100,500,7056,6190,782,8,88.254,0.511,20.312,165.521,5.9523809523809526,973,0.395
360680432757201A,100,500,7056,4685,2287,8,66.628,0.765,10.322,105.437,5.916666666666667,657,0.342
360680432757201A,100,500,7056,1439,5533,8,15.063,0.832,14.96,155.905,1.880952380952381,783,0.388
360680432757201A,100,500,7056,3287,3685,8,44.08,0.863,8.604,175.663,3.511904761904762,594,0.407
360680432757201A,100,500,7056,1474,5498,8,17.51,0.262,11.321,173.987,1.880952380952381,616,0.756
360680432757201A,100,500,7056,4500,2472,8,65.383,0.433,5.969,133.99,5.095238095238095,582,0.412
360680432757201A,100,500,7056,3824,3148,8,52.28,0.428,29.155,101.611,4.273809523809524,856,0.408
360680432757201A,100,500,7056,1756,5216,8,21.481,0.273,9.017,152.007,1.880952380952381,562,0.655
360680432757201A,100,500,7056,6086,886,8,86.962,0.158,34.303,143.662,5.9523809523809526,1231,0.457
360680432757201A,100,500,7056,6007,965,8,85.05,0.311,39.549,110.839,5.9523809523809526,1025,0.488
360680432757201A,100,500,7056,3584,3388,8,49.521,0.685,24.359,137.871,3.761904761904762,805,0.404
360680432757201A,100,500,7056,5137,1835,8,74.229,0.85,37.837,129.046,5.9523809523809526,1065,0.469
360680432757201A,100,500,7056,4993,1979,8,72.604,0.706,19.952,110.803,5.9523809523809526,723,0.402
360680432757201A,100,500,7056,1468,5504,8,16.297,0.369,11.786,103.853,1.880952380952381,654,0.459
360680432757201A,100,500,7056,1739,5233,8,20.8,0.442,24.128,111.317,1.880952380952381,684,0.488
360680432757201A,100,500,7056,1739,5233,8,20.288,0.258,8.23,102.414,1.880952380952381,617,0.543
360680432757201A,100,500,7056,1756,5216,8,21.498,0.646,40.859,174.669,1.880952380952381,1206,0.531
360680432757201A,100,500,7056,4421,2551,8,62.793,0.219,29.186,155.91,5.095238095238095,1220,0.53
360680432757201A,100,500,7056,2457,4515,8,32.155,0.383,6.535,149.157,2.4166666666666665,652,0.494
360680432757201A,100,500,7056,5155,1817,8,75.075,0.402,19.567,136.274,5.9523809523809526,1105,0.384
360680432757201A,100,500,7056,3584,3388,8,49.556,0.883,35.823,119.833,3.761904761904762,867,0.439
360680432757201A,100,500,7056,2308,4664,8,30.497,0.382,22.893,143.096,2.4166666666666665,697,0.461
360680432757201A,100,500,7056,4805,2167,8,69.371,0.496,8.758,132.131,5.9523809523809526,818,0.346
360680432757201A,100,500,7056,1474,5498,8,17.124,0.256,15.589,157.029,1.880952380952381,634,0.656
360680432757201A,100,500,7056,2299,4673,8,29.755,0.131,26.527,113.476,2.4166666666666665,799,0.539
360680432757201A,100,500,7056,2039,4933,8,25.93,0.119,36.743,145.398,1.880952380952381,761,0.673
360680432757201A,100,500,7056,2697,4275,8,35.903,0.395,26.507,142.947,2.4166666666666665,743,0.478
360680432757201A,100,500,7056,2308,4664,8,30.983,0.17,28.225,109.983,2.4166666666666665,790,0.499
360680432757201A,100,500,7056,5050,1922,8,73.618,0.897,22.424,163.575,5.9523809523809526,875,0.433
