run_id,N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,mean_hab_neighbors,total_crossings,assess_top_sections
360680432757201A,100,500,7056,2299,4673,8,29.292,0.224,35.037,139.471,2.4166666666666665,841,0.467
360680432757201A,100,500,7056,5588,1384,8,81.512,0.533,33.129,103.123,5.9523809523809526,912,0.39
360680432757201A,100,500,7056,4075,2897,8,57.937,0.898,21.511,117.024,4.488095238095238,635,0.394
360680432757201A,100,500,7056,4993,1979,8,72.612,0.69,19.913,174.748,5.9523809523809526,1104,0.388
360680432757201A,100,500,7056,3917,3055,8,53.914,0.693,37.728,120.175,4.273809523809524,984,0.439
360680432757201A,100,500,7056,3917,3055,8,53.995,0.126,21.571,159.704,4.273809523809524,1468,0.547
360680432757201A,100,500,7056,2571,4401,8,33.28,0.447,32.498,108.111,2.4166666666666665,880,0.44
360680432757201A,100,500,7056,5588,1384,8,81.544,0.381,26.231,119.205,5.9523809523809526,985,0.392
360680432757201A,100,500,7056,4047,2925,8,55.343,0.413,20.548,121.871,4.488095238095238,886,0.466
360680432757201A,100,500,7056,2374,4598,8,31.67,0.893,8.11,112.497,2.4166666666666665,519,0.383
360680432757201A,100,500,7056,4469,2503,8,63.633,0.639,10.6,129.693,5.095238095238095,707,0.399
360680432757201A,100,500,7056,5449,1523,8,79.074,0.581,37.324,108.813,5.9523809523809526,1074,0.446
360680432757201A,100,500,7056,3584,3388,8,49.488,0.479,22.493,92.282,3.761904761904762,701,0.449
360680432757201A,100,500,7056,5745,1227,8,82.877,0.593,17.324,142.957,5.9523809523809526,943,0.374
360680432757201A,100,500,7056,2169,4803,8,27.675,0.523,13.628,176.038,2.4166666666666665,597,0.503
360680432757201A,100,500,7056,1903,5069,8,23.809,0.742,30.905,134.814,1.880952380952381,896,0.43
360680432757201A,100,500,7056,1468,5504,8,16.248,0.628,18.213,122.118,1.880952380952381,724,0.431
360680432757201A,100,500,7056,4926,2046,8,71.955,0.481,9.42,141.998,5.9523809523809526,841,0.346
360680432757201A,100,500,7056,5173,1799,8,76.839,0.411,9.291,145.834,5.9523809523809526,901,0.352
360680432757201A,100,500,7056,1121,5851,8,12.144,0.563,17.059,120.442,1.7380952380952381,719,0.385
360680432757201A,100,500,7056,4207,2765,8,60.937,0.262,6.192,176.744,5.095238095238095,826,0.433
360680432757201A,100,500,7056,4421,2551,8,62.813,0.721,23.313,96.267,5.095238095238095,721,0.411
360680432757201A,100,500,7056,1439,5533,8,15.491,0.789,9.519,152.401,1.880952380952381,593,0.447
360680432757201A,100,500,7056,2457,4515,8,32.549,0.26,29.679,103.743,2.4166666666666665,791,0.472
360680432757201A,100,500,7056,4993,1979,8,72.872,0.418,29.318,124.548,5.9523809523809526,1096,0.412
360680432757201A,100,500,7056,4053,2919,8,56.066,0.314,11.162,114.613,4.488095238095238,815,0.421
360680432757201A,100,500,7056,5137,1835,8,74.261,0.634,11.587,144.842,5.9523809523809526,864,0.354
360680432757201A,100,500,7056,2374,4598,8,31.894,0.581,32.873,129.661,2.4166666666666665,1029,0.437
360680432757201A,100,500,7056,3683,3289,8,50.533,0.723,8.901,120.67,4.273809523809524,635,0.362
360680432757201A,100,500,7056,3917,3055,8,53.594,0.877,17.013,135.264,4.273809523809524,643,0.392
360680432757201A,100,500,7056,2826,4146,8,37.705,0.546,39.121,126.872,3.0238095238095237,1201,0.466
360680432757201A,100,500,7056,6190,782,8,88.388,0.77,40.603,123.058,5.9523809523809526,1076,0.467
360680432757201A,100,500,7056,3185,3787,8,42.242,0.722,24.048,151.203,3.4523809523809526,786,0.427
360680432757201A,100,500,7056,5449,1523,8,79.649,0.261,5.281,172.381,5.9523809523809526,815,0.36
360680432757201A,100,500,7056,3824,3148,8,52.688,0.691,13.321,153.56,4.273809523809524,678,0.429
360680432757201A,100,500,7056,4805,2167,8,69.802,0.857,7.98,91.079,5.9523809523809526,638,0.379
360680432757201A,100,500,7056,6118,854,8,87.466,0.458,5.984,100.168,5.9523809523809526,706,0.329
360680432757201A,100,500,7056,3683,3289,8,50.694,0.638,32.636,111.361,4.273809523809524,1014,0.41
360680432757201A,100,500,7056,1960,5012,8,24.978,0.275,36.243,143.05,1.880952380952381,811,0.612
360680432757201A,100,500,7056,3584,3388,8,49.369,0.222,5.573,163.973,3.761904761904762,711,0.482
360680432757201A,100,500,7056,4993,1979,8,72.197,0.836,17.248,175.782,5.9523809523809526,905,0.394
360680432757201A,100,500,7056,2124,4848,8,26.324,0.892,33.537,95.09,2.4166666666666665,842,0.41
360680432757201A,100,500,7056,1616,5356,8,18.523,0.782,26.362,167.401,1.880952380952381,930,0.469
360680432757201A,100,500,7056,5449,1523,8,79.481,0.735,36.645,158.505,5.9523809523809526,1056,0.515
360680432757201A,100,500,7056,1800,5172,8,22.682,0.507,16.727,90.572,1.880952380952381,539,0.429
360680432757201A,100,500,7056,6190,782,8,88.598,0.779,27.175,158.119,5.9523809523809526,806,0.452
360680432757201A,100,500,7056,1121,5851,8,12.444,0.329,17.909,174.133,1.7380952380952381,623,0.676
360680432757201A,100,500,7056,1474,5498,8,17.885,0.204,40.707,146.571,1.880952380952381,1031,0.649
360680432757201A,100,500,7056,1234,5738,8,13.138,0.262,17.497,157.101,1.7380952380952381,634,0.752
360680432757201A,100,500,7056,2244,4728,8,28.588,0.44,34.354,132.614,2.4166666666666665,1031,0.45
360680432757201A,100,500,7056,3498,3474,8,47.509,0.853,25.391,105.081,3.761904761904762,793,0.405
360680432757201A,100,500,7056,3738,3234,8,51.568,0.607,17.166,137.677,4.273809523809524,769,0.417
360680432757201A,100,500,7056,6007,965,8,85.506,0.226,28.388,104.531,5.9523809523809526,810,0.406
360680432757201A,100,500,7056,5506,1466,8,80.998,0.579,19.365,125.718,5.9523809523809526,970,0.409
360680432757201A,100,500,7056,2697,4275,8,35.56,0.143,34.593,128.63,2.4166666666666665,829,0.511
360680432757201A,100,500,7056,3584,3388,8,49.949,0.139,10.425,167.292,3.761904761904762,959,0.575
360680432757201A,100,500,7056,5588,1384,8,81.731,0.503,8.724,109.241,5.9523809523809526,744,0.339
360680432757201A,100,500,7056,1468,5504,8,16.602,0.286,29.998,140.366,1.880952380952381,776,0.664
360680432757201A,100,500,7056,2894,4078,8,38.302,0.63,41.738,153.699,3.0238095238095237,1123,0.512
360680432757201A,100,500,7056,1234,5738,8,13.613,0.803,18.465,146.151,1.7380952380952381,713,0.404
360680432757201A,100,500,7056,2894,4078,8,38.367,0.728,30.98,104.965,3.0238095238095237,880,0.411
360680432757201A,100,500,7056,3185,3787,8,42.376,0.897,15.572,150.544,3.4523809523809526,589,0.445
360680432757201A,100,500,7056,4887,2085,8,70.56,0.832,29.889,110.979,5.9523809523809526,818,0.396
360680432757201A,100,500,7056,3917,3055,8,53.422,0.554,13.772,110.675,4.273809523809524,793,0.42
360680432757201A,100,500,7056,1105,5867,8,11.148,0.796,9.358,94.319,1.4166666666666667,617,0.37
360680432757201A,100,500,7056,4207,2765,8,60.624,0.246,37.552,98.426,5.095238095238095,1261,0.439
360680432757201A,100,500,7056,3824,3148,8,52.476,0.283,36.761,99.686,4.273809523809524,962,0.424
360680432757201A,100,500,7056,3563,3409,8,48.595,0.7,37.662,173.254,3.761904761904762,1249,0.472
360680432757201A,100,500,7056,3287,3685,8,44.345,0.511,13.195,113.837,3.511904761904762,645,0.417
360680432757201A,100,500,7056,2299,4673,8,29.636,0.797,35.372,154.847,2.4166666666666665,887,0.505
360680432757201A,100,500,7056,3185,3787,8,42.922,0.702,27.949,138.423,3.4523809523809526,791,0.434
360680432757201A,100,500,7056,4166,2806,8,58.256,0.114,13.026,179.688,5.095238095238095,1129,0.448
360680432757201A,100,500,7056,4500,2472,8,65.585,0.705,26.484,152.933,5.095238095238095,996,0.423
360680432757201A,100,500,7056,4047,2925,8,55.019,0.218,39.929,141.016,4.488095238095238,1513,0.481
360680432757201A,100,500,7056,4075,2897,8,57.992,0.416,9.476,175.542,4.488095238095238,781,0.456
360680432757201A,100,500,7056,3917,3055,8,53.006,0.693,18.381,147.123,4.273809523809524,799,0.449
360680432757201A,100,500,7056,1903,5069,8,23.263,0.848,12.531,148.739,1.880952380952381,632,0.399
360680432757201A,100,500,7056,4785,2187,8,68.974,0.216,23.272,128.282,5.9523809523809526,1348,0.373
360680432757201A,100,500,7056,3738,3234,8,51.082,0.166,30.424,129.832,4.273809523809524,1278,0.483
360680432757201A,100,500,7056,1706,5266,8,19.261,0.818,32.617,168.735,1.880952380952381,1094,0.47
360680432757201A,100,500,7056,4993,1979,8,72.671,0.426,5.682,176.194,5.9523809523809526,796,0.354
360680432757201A,100,500,7056,1706,5266,8,19.647,0.521,11.359,171.626,1.880952380952381,555,0.468
360680432757201A,100,500,7056,4685,2287,8,66.715,0.557,24.042,154.007,5.916666666666667,1293,0.415
360680432757201A,100,500,7056,4207,2765,8,60.121,0.363,21.984,159.525,5.095238095238095,1348,0.466
360680432757201A,100,500,7056,3584,3388,8,49.445,0.59,24.922,160.933,3.761904761904762,890,0.501
360680432757201A,100,500,7056,4685,2287,8,66.588,0.847,14.533,157.225,5.916666666666667,738,0.382
360680432757201A,100,500,7056,6118,854,8,87.28,0.254,21.555,173.576,5.9523809523809526,1062,0.412
360680432757201A,100,500,7056,6118,854,8,87.154,0.112,25.135,128.546,5.9523809523809526,1000,0.397
360680432757201A,100,500,7056,6190,782,8,88.568,0.741,23.145,156.372,5.9523809523809526,855,0.388
360680432757201A,100,500,7056,1960,5012,8,24.852,0.844,11.685,114.911,1.880952380952381,543,0.378
360680432757201A,100,500,7056,2697,4275,8,35.96,0.106,36.728,94.218,2.4166666666666665,772,0.477
360680432757201A,100,500,7056,6086,886,8,86.184,0.15,28.571,120.901,5.9523809523809526,1091,0.402
360680432757201A,100,500,7056,3411,3561,8,46.142,0.543,39.472,97.578,3.619047619047619,977,0.445
360680432757201A,100,500,7056,3917,3055,8,53.717,0.599,26.003,93.703,4.273809523809524,802,0.392
360680432757201A,100,500,7056,5449,1523,8,79.049,0.557,25.598,164.279,5.9523809523809526,989,0.41
360680432757201A,100,500,7056,6007,965,8,85.848,0.596,22.527,119.938,5.9523809523809526,865,0.403
360680432757201A,100,500,7056,4188,2784,8,59.865,0.703,37.494,149.526,5.095238095238095,1251,0.539
360680432757201A,100,500,7056,3185,3787,8,42.865,0.607,40.87,104.649,3.4523809523809526,994,0.441
360680432757201A,100,500,7056,4047,2925,8,55.261,0.6,8.967,175.764,4.488095238095238,764,0.444
360680432757201A,100,500,7056,3738,3234,8,51.106,0.546,17.92,152.541,4.273809523809524,848,0.438
360680432757201A,100,500,7056,4207,2765,8,60.18,0.599,38.085,139.998,5.095238095238095,1336,0.48
360680432757201A,100,500,7056,4805,2167,8,69.225,0.34,20.701,109.004,5.9523809523809526,1109,0.365
360680432757201A,100,500,7056,1474,5498,8,17.821,0.294,27.675,162.615,1.880952380952381,760,0.683
360680432757201A,100,500,7056,4805,2167,8,69.333,0.263,13.599,165.348,5.9523809523809526,1143,0.394
360680432757201A,100,500,7056,1960,5012,8,24.93,0.193,31.82,130.199,1.880952380952381,762,0.634
360680432757201A,100,500,7056,2244,4728,8,28.467,0.283,15.012,176.595,2.4166666666666665,474,0.654
360680432757201A,100,500,7056,2124,4848,8,26.723,0.528,38.865,154.482,2.4166666666666665,1316,0.487
360680432757201A,100,500,7056,2457,4515,8,32.196,0.529,36.745,117.4,2.4166666666666665,962,0.439
360680432757201A,100,500,7056,3824,3148,8,52.295,0.603,37.299,175.683,4.273809523809524,1048,0.504
360680432757201A,100,500,7056,4785,2187,8,68.577,0.806,36.403,170.639,5.9523809523809526,1152,0.536
360680432757201A,100,500,7056,6007,965,8,85.973,0.678,27.933,136.244,5.9523809523809526,942,0.39
360680432757201A,100,500,7056,2697,4275,8,35.168,0.89,14.942,107.694,2.4166666666666665,729,0.368
360680432757201A,100,500,7056,2826,4146,8,37.806,0.524,23.032,105.123,3.0238095238095237,685,0.406
360680432757201A,100,500,7056,3329,3643,8,45.13,0.626,16.383,139.018,3.511904761904762,725,0.404
360680432757201A,100,500,7056,1468,5504,8,16.828,0.463,40.944,119.248,1.880952380952381,1088,0.481
360680432757201A,100,500,7056,2169,4803,8,27.374,0.175,29.985,162.32,2.4166666666666665,949,0.533
360680432757201A,100,500,7056,4751,2221,8,67.094,0.568,13.062,142.904,5.916666666666667,845,0.374
360680432757201A,100,500,7056,1800,5172,8,22.366,0.701,18.869,133.949,1.880952380952381,745,0.426
360680432757201A,100,500,7056,3031,3941,8,39.952,0.587,15.028,174.952,3.0238095238095237,736,0.461
360680432757201A,100,500,7056,2039,4933,8,25.339,0.145,11.03,179.361,1.880952380952381,612,0.889
360680432757201A,100,500,7056,2826,4146,8,37.561,0.267,28.558,109.648,3.0238095238095237,811,0.46
360680432757201A,100,500,7056,4500,2472,8,65.775,0.552,26.547,120.242,5.095238095238095,914,0.425
360680432757201A,100,500,7056,1616,5356,8,18.627,0.52,29.214,91.946,1.880952380952381,666,0.437
360680432757201A,100,500,7056,5155,1817,8,75.47,0.729,37.979,146.182,5.9523809523809526,1125,0.493
360680432757201A,100,500,7056,6007,965,8,85.007,0.23,33.986,167.382,5.9523809523809526,1439,0.511
360680432757201A,100,500,7056,3498,3474,8,47.077,0.438,33.484,103.26,3.761904761904762,1053,0.414
360680432757201A,100,500,7056,3584,3388,8,49.87,0.71,37.085,154.605,3.761904761904762,1077,0.487
360680432757201A,100,500,7056,2894,4078,8,38.998,0.232,30.876,136.146,3.0238095238095237,877,0.566
360680432757201A,100,500,7056,1903,5069,8,23.727,0.716,25.727,173.357,1.880952380952381,817,0.525
360680432757201A,100,500,7056,4685,2287,8,66.124,0.57,18.483,108.156,5.916666666666667,915,0.365
360680432757201A,100,500,7056,4166,2806,8,58.93,0.599,5.655,175.598,5.095238095238095,647,0.4
360680432757201A,100,500,7056,3683,3289,8,50.351,0.652,11.207,97.287,4.273809523809524,557,0.406
360680432757201A,100,500,7056,5248,1724,8,77.539,0.457,38.132,144.96,5.9523809523809526,1345,0.468
360680432757201A,100,500,7056,3031,3941,8,39.192,0.775,10.823,116.563,3.0238095238095237,543,0.4
360680432757201A,100,500,7056,1756,5216,8,21.89,0.655,21.071,92.484,1.880952380952381,637,0.391
360680432757201A,100,500,7056,1271,5701,8,14.961,0.18,28.547,91.864,1.880952380952381,855,0.587
360680432757201A,100,500,7056,1756,5216,8,21.471,0.398,22.42,115.766,1.880952380952381,710,0.477
360680432757201A,100,500,7056,4207,2765,8,60.276,0.856,36.065,172.361,5.095238095238095,1047,0.528
360680432757201A,100,500,7056,4421,2551,8,62.767,0.611,33.012,119.358,5.095238095238095,976,0.502
360680432757201A,100,500,7056,3287,3685,8,44.608,0.597,8.687,166.802,3.511904761904762,576,0.431
360680432757201A,100,500,7056,6007,965,8,85.929,0.389,22.684,99.651,5.9523809523809526,929,0.349
360680432757201A,100,500,7056,3166,3806,8,41.589,0.888,41.057,112.431,3.4523809523809526,995,0.467
360680432757201A,100,500,7056,2806,4166,8,36.4,0.127,34.949,120.487,3.0238095238095237,836,0.523
360680432757201A,100,500,7056,2806,4166,8,36.876,0.777,13.962,100.76,3.0238095238095237,630,0.365
360680432757201A,100,500,7056,1756,5216,8,21.359,0.483,35.226,167.159,1.880952380952381,835,0.515
360680432757201A,100,500,7056,1439,5533,8,15.022,0.146,14.403,99.786,1.880952380952381,704,0.618
360680432757201A,100,500,7056,2169,4803,8,27.322,0.677,40.264,144.137,2.4166666666666665,1307,0.47
360680432757201A,100,500,7056,2826,4146,8,37.351,0.795,6.287,127.205,3.0238095238095237,670,0.373
360680432757201A,100,500,7056,6190,782,8,88.688,0.729,8.404,154.695,5.9523809523809526,602,0.372
360680432757201A,100,500,7056,2622,4350,8,34.818,0.644,35.538,129.152,2.4166666666666665,923,0.493
360680432757201A,100,500,7056,1756,5216,8,21.788,0.609,23.47,98.875,1.880952380952381,768,0.401
360680432757201A,100,500,7056,1439,5533,8,15.872,0.236,30.736,128.254,1.880952380952381,790,0.647
360680432757201A,100,500,7056,3563,3409,8,48.819,0.655,34.707,132.938,3.761904761904762,937,0.463
360680432757201A,100,500,7056,4469,2503,8,63.252,0.43,9.636,160.621,5.095238095238095,825,0.392
360680432757201A,100,500,7056,4805,2167,8,69.481,0.496,39.57,152.396,5.9523809523809526,1448,0.506
360680432757201A,100,500,7056,5588,1384,8,81.174,0.188,5.248,123.492,5.9523809523809526,711,0.345
360680432757201A,100,500,7056,4751,2221,8,67.785,0.698,32.205,131.98,5.916666666666667,1150,0.441
360680432757201A,100,500,7056,4785,2187,8,68.494,0.443,22.352,147.284,5.9523809523809526,1320,0.402
360680432757201A,100,500,7056,4469,2503,8,63.125,0.285,16.595,156.917,5.095238095238095,989,0.471
360680432757201A,100,500,7056,2374,4598,8,31.292,0.712,31.721,95.799,2.4166666666666665,878,0.407
360680432757201A,100,500,7056,3824,3148,8,52.824,0.851,32.064,142.282,4.273809523809524,895,0.463
360680432757201A,100,500,7056,3824,3148,8,52.256,0.48,25.849,119.968,4.273809523809524,1021,0.445
360680432757201A,100,500,7056,1234,5738,8,13.07,0.739,12.212,111.458,1.7380952380952381,576,0.411
822317163162502B,100,500,7056,3252,3720,8,43,0.2,26.2,137.902,3.5357142857142856,1248,0.509
360680432757201A,100,500,7056,1468,5504,8,16.005,0.189,31.91,104.772,1.880952380952381,778,0.602
360680432757201A,100,500,7056,4477,2495,8,64.651,0.56,30.105,122.285,5.095238095238095,1033,0.425
360680432757201A,100,500,7056,3185,3787,8,42.55,0.358,37.362,99.869,3.4523809523809526,958,0.421
360680432757201A,100,500,7056,2374,4598,8,31.57,0.635,9.686,133.855,2.4166666666666665,613,0.374
360680432757201A,100,500,7056,3563,3409,8,48.739,0.245,8.481,96.849,3.761904761904762,681,0.433
360680432757201A,100,500,7056,4685,2287,8,66.069,0.307,16.415,154.123,5.916666666666667,1343,0.358
360680432757201A,100,500,7056,3563,3409,8,48.098,0.889,12.375,168.655,3.761904761904762,692,0.423
360680432757201A,100,500,7056,6086,886,8,86.539,0.429,41.514,166.237,5.9523809523809526,1258,0.565
360680432757201A,100,500,7056,6190,782,8,88.788,0.782,24.511,113.661,5.9523809523809526,780,0.377
360680432757201A,100,500,7056,3166,3806,8,41.615,0.355,32.936,173.664,3.4523809523809526,1185,0.451
360680432757201A,100,500,7056,4025,2947,8,54.106,0.27,30.043,122.503,4.273809523809524,1052,0.428
360680432757201A,100,500,7056,6190,782,8,88.741,0.149,21.531,105.912,5.9523809523809526,869,0.366
360680432757201A,100,500,7056,2697,4275,8,35.453,0.74,35.584,176.459,2.4166666666666665,946,0.461
360680432757201A,100,500,7056,3329,3643,8,45.364,0.534,18.94,115.874,3.511904761904762,760,0.397
360680432757201A,100,500,7056,1903,5069,8,23.05,0.597,18.717,133.704,1.880952380952381,631,0.442
360680432757201A,100,500,7056,3113,3859,8,40.589,0.8,29.788,111.829,3.0238095238095237,786,0.398
360680432757201A,100,500,7056,2299,4673,8,29.948,0.126,40.299,122.212,2.4166666666666665,967,0.474
360680432757201A,100,500,7056,4805,2167,8,69.072,0.683,31.85,128.911,5.9523809523809526,1113,0.424
360680432757201A,100,500,7056,1468,5504,8,16.322,0.705,18.364,160.148,1.880952380952381,649,0.43
360680432757201A,100,500,7056,2299,4673,8,29.39,0.791,6.955,169.77,2.4166666666666665,532,0.357
360680432757201A,100,500,7056,1234,5738,8,13.953,0.139,10.238,174.23,1.7380952380952381,656,0.864
360680432757201A,100,500,7056,2457,4515,8,32.746,0.646,25.527,139.128,2.4166666666666665,899,0.417
360680432757201A,100,500,7056,4477,2495,8,64.072,0.457,34.093,93.906,5.095238095238095,801,0.438
360680432757201A,100,500,7056,4993,1979,8,72.387,0.384,41.461,138.415,5.9523809523809526,1680,0.523
360680432757201A,100,500,7056,3242,3730,8,43.165,0.852,14.584,126.253,3.4523809523809526,606,0.384
360680432757201A,100,500,7056,4477,2495,8,64.807,0.523,15.649,90.103,5.095238095238095,663,0.385
360680432757201A,100,500,7056,2457,4515,8,32.07,0.448,28.409,158.001,2.4166666666666665,850,0.489
360680432757201A,100,500,7056,5506,1466,8,80.357,0.469,16.901,138.1,5.9523809523809526,968,0.381
360680432757201A,100,500,7056,4477,2495,8,64.258,0.231,22.164,170.055,5.095238095238095,1490,0.485
360680432757201A,100,500,7056,4751,2221,8,67.158,0.327,6.346,133.149,5.916666666666667,716,0.334
360680432757201A,100,500,7056,5449,1523,8,79.77,0.386,27.884,110.107,5.9523809523809526,1000,0.395
360680432757201A,100,500,7056,6118,854,8,87.886,0.365,31.533,140.687,5.9523809523809526,1110,0.437
360680432757201A,100,500,7056,1739,5233,8,20.38,0.578,39.107,177.539,1.880952380952381,1095,0.512
360680432757201A,100,500,7056,3738,3234,8,51.531,0.394,27.134,104.274,4.273809523809524,993,0.38
360680432757201A,100,500,7056,4926,2046,8,71.663,0.141,21.833,140.868,5.9523809523809526,1522,0.376
360680432757201A,100,500,7056,2374,4598,8,31.937,0.617,12.301,148.81,2.4166666666666665,602,0.444
360680432757201A,100,500,7056,1474,5498,8,17.278,0.456,38.429,91.662,1.880952380952381,962,0.452
360680432757201A,100,500,7056,2622,4350,8,34.03,0.58,10.116,139.05,2.4166666666666665,540,0.426
360680432757201A,100,500,7056,3185,3787,8,42.77,0.697,8.85,96.403,3.4523809523809526,624,0.37
360680432757201A,100,500,7056,2039,4933,8,25.154,0.164,41.888,117.571,1.880952380952381,1106,0.491
360680432757201A,100,500,7056,6217,755,8,89.983,0.551,21.336,143.629,5.9523809523809526,779,0.39
360680432757201A,100,500,7056,4289,2683,8,61.799,0.272,15.332,123.197,5.095238095238095,973,0.415
360680432757201A,100,500,7056,1234,5738,8,13.426,0.601,32.593,146.825,1.7380952380952381,970,0.465
360680432757201A,100,500,7056,4887,2085,8,70.095,0.198,16.686,92.899,5.9523809523809526,963,0.344
360680432757201A,100,500,7056,4188,2784,8,59.988,0.577,14.443,115.627,5.095238095238095,853,0.388
360680432757201A,100,500,7056,5449,1523,8,79.459,0.77,10.158,95.192,5.9523809523809526,677,0.357
360680432757201A,100,500,7056,2244,4728,8,28.439,0.741,20.793,137.254,2.4166666666666665,663,0.397
360680432757201A,100,500,7056,4926,2046,8,71.005,0.808,9.444,106.98,5.9523809523809526,592,0.375
360680432757201A,100,500,7056,1105,5867,8,11.084,0.827,33.053,138.711,1.4166666666666667,981,0.479
360680432757201A,100,500,7056,5506,1466,8,80.86,0.767,33.511,123.469,5.9523809523809526,925,0.449
360680432757201A,100,500,7056,2457,4515,8,32.713,0.454,13.179,112.712,2.4166666666666665,595,0.442
360680432757201A,100,500,7056,4188,2784,8,59.304,0.667,25.221,95.973,5.095238095238095,812,0.394
360680432757201A,100,500,7056,3287,3685,8,44.961,0.563,21.268,164.789,3.511904761904762,747,0.428
360680432757201A,100,500,7056,6086,886,8,86.765,0.667,25.64,122.527,5.9523809523809526,878,0.401
360680432757201A,100,500,7056,6086,886,8,86.034,0.618,24.558,148.35,5.9523809523809526,938,0.43
360680432757201A,100,500,7056,4477,2495,8,64.081,0.297,8.559,139.853,5.095238095238095,688,0.41
360680432757201A,100,500,7056,4421,2551,8,62.416,0.256,15.794,132.451,5.095238095238095,974,0.443
360680432757201A,100,500,7056,5173,1799,8,76.34,0.476,12.067,112.859,5.9523809523809526,794,0.355
360680432757201A,100,500,7056,3411,3561,8,46.373,0.187,31.566,109.678,3.619047619047619,957,0.411
360680432757201A,100,500,7056,4926,2046,8,71.113,0.534,37.237,179.649,5.9523809523809526,1591,0.532
360680432757201A,100,500,7056,5173,1799,8,76.629,0.874,34.428,97.744,5.9523809523809526,879,0.405
360680432757201A,100,500,7056,3329,3643,8,45.48,0.372,23.132,104.118,3.511904761904762,778,0.406
360680432757201A,100,500,7056,5248,1724,8,77.991,0.212,7.414,134.535,5.9523809523809526,754,0.371
360680432757201A,100,500,7056,3329,3643,8,45.712,0.44,10.09,111.144,3.511904761904762,754,0.399
360680432757201A,100,500,7056,6118,854,8,87.38,0.441,29.772,102.279,5.9523809523809526,945,0.4
360680432757201A,100,500,7056,4887,2085,8,70.57,0.261,34.348,114.185,5.9523809523809526,1269,0.463
360680432757201A,100,500,7056,5449,1523,8,79.095,0.105,37.862,116.808,5.9523809523809526,1389,0.448
360680432757201A,100,500,7056,1234,5738,8,13.796,0.822,23.588,124.281,1.7380952380952381,763,0.396
360680432757201A,100,500,7056,2826,4146,8,37.535,0.829,34.47,179.297,3.0238095238095237,1226,0.49
360680432757201A,100,500,7056,3113,3859,8,40.181,0.286,31.629,99.775,3.0238095238095237,812,0.415
360680432757201A,100,500,7056,1474,5498,8,17.42,0.153,41.66,127.24,1.880952380952381,984,0.634
360680432757201A,100,500,7056,1121,5851,8,12.101,0.585,41.418,166.177,1.7380952380952381,1144,0.564
360680432757201A,100,500,7056,2039,4933,8,25.496,0.121,28.453,100.945,1.880952380952381,640,0.63
360680432757201A,100,500,7056,1439,5533,8,15.133,0.335,35.132,106.396,1.880952380952381,965,0.478
360680432757201A,100,500,7056,3185,3787,8,42.511,0.105,33.465,147.884,3.4523809523809526,909,0.51
360680432757201A,100,500,7056,4785,2187,8,68.805,0.492,16.511,135.567,5.9523809523809526,1113,0.367
360680432757201A,100,500,7056,4075,2897,8,57.204,0.565,33.862,170.143,4.488095238095238,1248,0.475
360680432757201A,100,500,7056,1706,5266,8,19.304,0.323,39.306,108.956,1.880952380952381,1020,0.528
360680432757201A,100,500,7056,4166,2806,8,58.057,0.373,5.928,171.374,5.095238095238095,864,0.377
360680432757201A,100,500,7056,1468,5504,8,16.45,0.151,30.61,127.958,1.880952380952381,784,0.705
360680432757201A,100,500,7056,2697,4275,8,35.011,0.356,26.033,155.972,2.4166666666666665,607,0.478
360680432757201A,100,500,7056,2697,4275,8,35.598,0.235,13.681,141.525,2.4166666666666665,503,0.571
360680432757201A,100,500,7056,6007,965,8,85.773,0.746,23.937,145.961,5.9523809523809526,815,0.398
360680432757201A,100,500,7056,5588,1384,8,81.663,0.39,14.099,139.52,5.9523809523809526,995,0.383
360680432757201A,100,500,7056,2894,4078,8,38.438,0.691,26.866,134.09,3.0238095238095237,760,0.425
360680432757201A,100,500,7056,1756,5216,8,21.237,0.516,35.927,97.509,1.880952380952381,796,0.435
360680432757201A,100,500,7056,3329,3643,8,45.463,0.346,26.437,114.965,3.511904761904762,948,0.414
360680432757201A,100,500,7056,2374,4598,8,31.882,0.342,22.014,144.718,2.4166666666666665,690,0.478
360680432757201A,100,500,7056,3584,3388,8,49.976,0.891,24.899,132.307,3.761904761904762,817,0.395
360680432757201A,100,500,7056,5808,1164,8,83.983,0.826,35.597,121.705,5.9523809523809526,914,0.423
360680432757201A,100,500,7056,4887,2085,8,70.304,0.596,38.764,146.512,5.9523809523809526,1383,0.523
360680432757201A,100,500,7056,1960,5012,8,24.259,0.793,40.899,173.504,1.880952380952381,1291,0.529
360680432757201A,100,500,7056,4685,2287,8,66.558,0.594,30.269,95.392,5.916666666666667,950,0.398
360680432757201A,100,500,7056,6190,782,8,88.229,0.764,8.99,91.736,5.9523809523809526,601,0.358
360680432757201A,100,500,7056,1474,5498,8,17.693,0.583,26.804,127.452,1.880952380952381,769,0.482
360680432757201A,100,500,7056,1474,5498,8,17.001,0.495,8.163,150.289,1.880952380952381,611,0.504
360680432757201A,100,500,7056,5745,1227,8,82.971,0.638,31.039,129.971,5.9523809523809526,911,0.427
360680432757201A,100,500,7056,1121,5851,8,12.839,0.477,29.066,159.252,1.7380952380952381,1065,0.573
360680432757201A,100,500,7056,2299,4673,8,29.912,0.186,13.792,166.434,2.4166666666666665,472,0.667
