"","[run number]","proportion_of_habitat","matrix_permeability","perceptual_range","vision_angle","random-seed","[step]","total_crossings","assess_top_sections","siminputrow"
"2493",1,87,18,9,96,1560180808,499,604,0.404,2493
"2494",1,27,33,26,100,1560180808,499,637,0.593,2494
"2495",1,36,39,11,90,1560180808,499,570,0.453,2495
"2496",1,30,16,6,94,1560180808,499,538,0.478,2496
"2497",1,11,50,33,154,1560180808,499,599,0.501,2497
"2498",1,13,45,24,151,1560180808,499,559,0.494,2498
"2499",1,38,21,37,93,1560180808,499,701,0.536,2499
"2500",1,56,52,15,120,1560180808,499,576,0.483,2500
"2501",1,42,31,37,146,1560180808,499,609,0.711,2501
"2502",1,24,20,9,98,1560180808,499,413,0.436,2502
"2503",1,54,61,40,173,1560180808,499,1012,0.582,2503
"2504",1,79,36,14,110,1560180808,499,618,0.443,2504
"2505",1,15,77,8,106,1560180808,499,558,0.371,2505
"2506",1,63,14,28,147,1560180808,499,1013,0.484,2506
"2507",1,61,75,39,154,1560180808,499,1154,0.496,2507
"2508",1,80,74,34,158,1560180808,499,909,0.462,2508
"2509",1,27,42,21,166,1560180808,499,720,0.713,2509
"2510",1,38,23,37,103,1560180808,499,638,0.516,2510
"2511",1,41,73,12,151,1560180808,499,569,0.42,2511
"2512",1,19,53,12,132,1560180808,499,515,0.4,2512
"2513",1,74,54,6,92,1560180808,499,598,0.36,2513
"2514",1,12,77,37,110,1560180808,499,868,0.476,2514
"2515",1,20,15,12,172,1560180808,499,112,0.813,2515
"2516",1,32,62,28,90,1560180808,499,653,0.392,2516
"2517",1,86,70,33,124,1560180808,499,827,0.449,2517
"2518",1,41,18,39,164,1560180808,499,630,0.797,2518
"2519",1,36,12,41,177,1560180808,499,631,0.761,2519
"2520",1,33,85,16,103,1560180808,499,588,0.413,2520
"2521",1,75,20,35,160,1560180808,499,599,0.528,2521
"2522",1,59,20,32,174,1560180808,499,963,0.555,2522
"2523",1,22,68,32,133,1560180808,499,700,0.466,2523
"2524",1,54,55,31,138,1560180808,499,795,0.516,2524
"2525",1,71,26,25,90,1560180808,499,618,0.484,2525
"2526",1,40,47,26,178,1560180808,499,634,0.749,2526
"2527",1,20,62,12,144,1560180808,499,507,0.434,2527
"2528",1,37,58,34,150,1560180808,499,734,0.548,2528
"2529",1,52,19,32,103,1560180808,499,714,0.506,2529
"2530",1,76,28,33,156,1560180808,499,750,0.483,2530
"2531",1,48,76,26,142,1560180808,499,697,0.456,2531
"2532",1,25,43,14,131,1560180808,499,360,0.486,2532
"2533",1,46,82,40,111,1560180808,499,884,0.48,2533
"2534",1,39,62,39,108,1560180808,499,790,0.466,2534
"2535",1,51,73,34,175,1560180808,499,694,0.486,2535
"2536",1,32,32,10,131,1560180808,499,533,0.66,2536
"2537",1,50,88,24,103,1560180808,499,660,0.37,2537
"2538",1,38,54,6,103,1560180808,499,532,0.402,2538
"2539",1,84,77,21,107,1560180808,499,703,0.366,2539
"2540",1,59,29,28,132,1560180808,499,824,0.498,2540
"2541",1,79,26,20,148,1560180808,499,657,0.513,2541
"2542",1,83,38,22,96,1560180808,499,638,0.423,2542
"2543",1,43,19,25,120,1560180808,499,485,0.685,2543
"2544",1,72,58,31,138,1560180808,499,862,0.481,2544
"2545",1,70,80,5,114,1560180808,499,610,0.357,2545
"2546",1,37,22,42,109,1560180808,499,725,0.556,2546
"2547",1,39,17,21,142,1560180808,499,581,0.795,2547
"2548",1,46,34,23,180,1560180808,499,483,0.82,2548
"2549",1,57,48,39,118,1560180808,499,1016,0.484,2549
"2550",1,11,65,23,164,1560180808,499,579,0.47,2550
"2551",1,87,86,39,96,1560180808,499,911,0.442,2551
"2552",1,54,78,17,156,1560180808,499,566,0.424,2552
"2553",1,31,25,9,130,1560180808,499,496,0.621,2553
"2554",1,54,16,31,120,1560180808,499,869,0.505,2554
"2555",1,52,56,38,162,1560180808,499,998,0.581,2555
"2556",1,16,70,7,150,1560180808,499,538,0.379,2556
"2557",1,49,41,30,165,1560180808,499,544,0.697,2557
"2558",1,79,39,16,173,1560180808,499,576,0.549,2558
"2559",1,75,44,10,115,1560180808,499,617,0.412,2559
"2560",1,43,49,5,123,1560180808,499,547,0.391,2560
"2561",1,83,46,25,153,1560180808,499,573,0.506,2561
"2562",1,32,10,18,138,1560180808,499,401,0.771,2562
"2563",1,33,19,28,138,1560180808,499,545,0.774,2563
"2564",1,68,60,21,165,1560180808,499,775,0.43,2564
"2565",1,41,48,30,168,1560180808,499,627,0.657,2565
"2566",1,84,53,32,99,1560180808,499,738,0.42,2566
"2567",1,43,39,19,140,1560180808,499,430,0.616,2567
"2568",1,27,31,37,135,1560180808,499,928,0.668,2568
"2569",1,58,76,41,148,1560180808,499,1201,0.54,2569
"2570",1,15,43,6,146,1560180808,499,488,0.385,2570
"2571",1,58,59,29,101,1560180808,499,732,0.422,2571
"2572",1,44,52,23,143,1560180808,499,490,0.571,2572
"2573",1,47,64,21,160,1560180808,499,465,0.495,2573
"2574",1,21,50,37,133,1560180808,499,727,0.58,2574
"2575",1,42,29,20,90,1560180808,499,558,0.53,2575
"2576",1,73,70,27,137,1560180808,499,633,0.404,2576
"2577",1,48,77,7,150,1560180808,499,461,0.436,2577
"2578",1,12,50,27,136,1560180808,499,635,0.458,2578
"2579",1,66,33,30,133,1560180808,499,920,0.415,2579
"2580",1,50,40,13,129,1560180808,499,506,0.603,2580
"2581",1,11,46,11,135,1560180808,499,435,0.384,2581
"2582",1,30,50,40,132,1560180808,499,972,0.603,2582
"2583",1,57,43,30,139,1560180808,499,780,0.495,2583
"2584",1,45,79,24,153,1560180808,499,640,0.448,2584
"2585",1,63,12,24,163,1560180808,499,956,0.509,2585
"2586",1,47,45,32,135,1560180808,499,578,0.542,2586
"2587",1,65,13,31,179,1560180808,499,1054,0.576,2587
"2588",1,10,34,23,143,1560180808,499,496,0.544,2588
"2589",1,80,69,34,139,1560180808,499,870,0.447,2589
"2590",1,47,43,33,100,1560180808,499,649,0.519,2590
"2591",1,25,10,34,132,1560180808,499,454,0.749,2591
"2592",1,29,51,33,164,1560180808,499,874,0.614,2592
"2593",1,70,61,14,106,1560180808,499,560,0.459,2593
"2594",1,38,10,14,121,1560180808,499,335,0.791,2594
"2595",1,49,37,7,121,1560180808,499,458,0.485,2595
"2596",1,74,69,33,138,1560180808,499,829,0.438,2596
"2597",1,38,71,30,165,1560180808,499,795,0.503,2597
"2598",1,84,53,34,171,1560180808,499,785,0.506,2598
"2599",1,59,62,33,92,1560180808,499,844,0.403,2599
"2600",1,85,68,29,94,1560180808,499,729,0.401,2600
"2601",1,64,31,34,118,1560180808,499,900,0.423,2601
"2602",1,41,11,39,174,1560180808,499,756,0.889,2602
"2603",1,47,26,16,142,1560180808,499,448,0.79,2603
"2604",1,18,83,28,141,1560180808,499,850,0.465,2604
"2605",1,85,11,41,125,1560180808,499,862,0.516,2605
"2606",1,12,88,24,123,1560180808,499,828,0.4,2606
"2607",1,80,74,16,157,1560180808,499,731,0.41,2607
"2608",1,84,75,32,131,1560180808,499,830,0.416,2608
"2609",1,89,79,36,162,1560180808,499,915,0.528,2609
"2610",1,14,82,18,166,1560180808,499,648,0.4,2610
"2611",1,55,51,31,173,1560180808,499,958,0.529,2611
"2612",1,51,25,13,170,1560180808,499,391,0.918,2612
"2613",1,32,34,8,176,1560180808,499,478,0.705,2613
"2614",1,73,87,17,99,1560180808,499,627,0.38,2614
"2615",1,74,38,25,142,1560180808,499,649,0.508,2615
"2616",1,40,49,28,95,1560180808,499,608,0.462,2616
"2617",1,11,54,19,169,1560180808,499,622,0.521,2617
"2618",1,73,84,8,175,1560180808,499,398,0.487,2618
"2619",1,86,37,33,145,1560180808,499,936,0.457,2619
"2620",1,41,23,40,175,1560180808,499,808,0.77,2620
"2621",1,49,57,20,139,1560180808,499,448,0.487,2621
"2622",1,84,27,41,154,1560180808,499,969,0.52,2622
"2623",1,51,81,28,169,1560180808,499,709,0.451,2623
"2624",1,58,90,23,154,1560180808,499,716,0.434,2624
"2625",1,43,69,10,143,1560180808,499,491,0.45,2625
"2626",1,85,33,5,174,1560180808,499,634,0.394,2626
"2627",1,61,80,21,165,1560180808,499,690,0.425,2627
"2628",1,12,38,36,163,1560180808,499,752,0.563,2628
"2629",1,12,80,18,150,1560180808,499,589,0.384,2629
"2630",1,11,27,38,147,1560180808,499,785,0.561,2630
"2631",1,89,41,21,120,1560180808,499,638,0.473,2631
"2632",1,78,86,25,108,1560180808,499,761,0.396,2632
"2633",1,70,88,9,95,1560180808,499,574,0.362,2633
"2634",1,65,47,9,140,1560180808,499,605,0.496,2634
"2635",1,30,54,41,109,1560180808,499,921,0.452,2635
"2636",1,74,51,28,142,1560180808,499,612,0.446,2636
"2637",1,64,28,33,107,1560180808,499,913,0.401,2637
"2638",1,51,50,38,97,1560180808,499,652,0.42,2638
"2639",1,57,17,36,105,1560180808,499,903,0.449,2639
"2640",1,88,49,41,142,1560180808,499,912,0.556,2640
"2641",1,87,43,30,135,1560180808,499,854,0.425,2641
"2642",1,38,32,24,146,1560180808,499,574,0.702,2642
"2643",1,43,86,16,140,1560180808,499,679,0.436,2643
"2644",1,83,41,25,154,1560180808,499,629,0.464,2644
"2645",1,15,53,20,118,1560180808,499,530,0.428,2645
"2646",1,63,66,29,164,1560180808,499,924,0.443,2646
"2647",1,35,28,38,162,1560180808,499,693,0.711,2647
"2648",1,49,89,6,119,1560180808,499,693,0.352,2648
"2649",1,51,59,11,97,1560180808,499,572,0.425,2649
"2650",1,78,41,22,153,1560180808,499,681,0.436,2650
"2651",1,23,24,35,126,1560180808,499,547,0.662,2651
"2652",1,28,61,16,123,1560180808,499,503,0.459,2652
"2653",1,36,73,31,103,1560180808,499,665,0.418,2653
"2654",1,31,51,8,123,1560180808,499,656,0.418,2654
"2655",1,30,22,21,123,1560180808,499,626,0.666,2655
"2656",1,67,65,33,177,1560180808,499,718,0.485,2656
"2657",1,44,56,7,114,1560180808,499,587,0.395,2657
"2658",1,82,37,28,138,1560180808,499,679,0.426,2658
"2659",1,42,89,36,96,1560180808,499,899,0.43,2659
"2660",1,74,79,28,130,1560180808,499,705,0.423,2660
"2661",1,75,89,21,114,1560180808,499,673,0.423,2661
"2662",1,28,72,10,113,1560180808,499,596,0.416,2662
"2663",1,27,64,11,91,1560180808,499,624,0.359,2663
"2664",1,61,40,15,173,1560180808,499,812,0.532,2664
"2665",1,44,11,34,144,1560180808,499,633,0.886,2665
"2666",1,77,27,13,108,1560180808,499,547,0.477,2666
"2667",1,41,28,5,175,1560180808,499,425,0.654,2667
"2668",1,56,49,5,145,1560180808,499,540,0.415,2668
"2669",1,56,69,27,136,1560180808,499,709,0.426,2669
"2670",1,32,40,27,116,1560180808,499,653,0.511,2670
"2671",1,22,13,28,99,1560180808,499,457,0.648,2671
"2672",1,56,28,11,98,1560180808,499,558,0.511,2672
"2673",1,73,80,35,153,1560180808,499,1079,0.461,2673
"2674",1,51,54,16,170,1560180808,499,595,0.576,2674
"2675",1,57,63,18,165,1560180808,499,596,0.438,2675
"2676",1,69,38,33,160,1560180808,499,1064,0.509,2676
"2677",1,84,44,27,172,1560180808,499,733,0.465,2677
"2678",1,55,65,10,104,1560180808,499,569,0.409,2678
"2679",1,35,32,8,143,1560180808,499,441,0.583,2679
"2680",1,64,14,32,117,1560180808,499,929,0.409,2680
"2681",1,41,67,24,174,1560180808,499,613,0.535,2681
"2682",1,27,45,20,112,1560180808,499,528,0.506,2682
"2683",1,56,90,27,159,1560180808,499,762,0.424,2683
"2684",1,83,34,32,152,1560180808,499,763,0.476,2684
"2685",1,58,68,29,172,1560180808,499,855,0.458,2685
"2686",1,61,35,22,98,1560180808,499,624,0.405,2686
"2687",1,59,11,20,134,1560180808,499,684,0.591,2687
"2688",1,53,82,32,151,1560180808,499,858,0.451,2688
"2689",1,46,65,38,106,1560180808,499,828,0.458,2689
"2690",1,35,79,17,167,1560180808,499,660,0.479,2690
"2691",1,10,90,30,145,1560180808,499,897,0.43,2691
"2692",1,30,28,22,97,1560180808,499,677,0.564,2692
"2693",1,58,47,16,165,1560180808,499,585,0.523,2693
"2694",1,55,16,22,170,1560180808,499,793,0.609,2694
"2695",1,82,40,14,105,1560180808,499,581,0.415,2695
"2696",1,70,35,21,179,1560180808,499,524,0.531,2696
"2697",1,46,22,41,151,1560180808,499,659,0.731,2697
"2698",1,68,51,22,151,1560180808,499,1024,0.417,2698
"2699",1,48,56,12,151,1560180808,499,499,0.533,2699
"2700",1,48,42,27,120,1560180808,499,577,0.513,2700
"2701",1,16,19,8,178,1560180808,499,126,0.635,2701
"2702",1,74,20,15,129,1560180808,499,615,0.537,2702
"2703",1,60,35,21,93,1560180808,499,745,0.4,2703
"2704",1,14,48,15,174,1560180808,499,361,0.501,2704
"2705",1,25,71,18,154,1560180808,499,488,0.422,2705
"2706",1,19,31,6,153,1560180808,499,421,0.42,2706
"2707",1,12,64,31,166,1560180808,499,845,0.514,2707
"2708",1,76,43,36,159,1560180808,499,794,0.485,2708
"2709",1,72,11,18,108,1560180808,499,565,0.496,2709
"2710",1,59,47,15,140,1560180808,499,639,0.471,2710
"2711",1,35,69,6,127,1560180808,499,496,0.385,2711
"2712",1,13,12,12,149,1560180808,499,170,0.547,2712
"2713",1,37,44,33,141,1560180808,499,566,0.578,2713
"2714",1,23,68,6,150,1560180808,499,605,0.397,2714
"2715",1,35,18,39,108,1560180808,499,610,0.548,2715
"2716",1,60,29,26,113,1560180808,499,731,0.451,2716
"2717",1,23,85,22,117,1560180808,499,664,0.395,2717
"2718",1,59,71,15,138,1560180808,499,611,0.432,2718
"2719",1,40,32,38,101,1560180808,499,662,0.505,2719
"2720",1,21,62,41,157,1560180808,499,1038,0.547,2720
"2721",1,50,31,9,147,1560180808,499,385,0.634,2721
"2722",1,25,47,38,147,1560180808,499,748,0.571,2722
"2723",1,62,77,24,152,1560180808,499,788,0.397,2723
"2724",1,38,54,37,180,1560180808,499,793,0.59,2724
"2725",1,28,47,20,172,1560180808,499,650,0.72,2725
"2726",1,50,63,28,131,1560180808,499,561,0.554,2726
"2727",1,15,42,22,105,1560180808,499,584,0.42,2727
"2728",1,16,78,18,101,1560180808,499,564,0.39,2728
"2729",1,69,33,32,151,1560180808,499,867,0.469,2729
"2730",1,87,65,25,103,1560180808,499,762,0.43,2730
"2731",1,53,20,36,139,1560180808,499,925,0.534,2731
"2732",1,67,79,28,114,1560180808,499,790,0.422,2732
"2733",1,88,43,39,134,1560180808,499,871,0.522,2733
"2734",1,78,50,15,141,1560180808,499,664,0.434,2734
"2735",1,33,62,15,104,1560180808,499,585,0.439,2735
"2736",1,56,29,10,145,1560180808,499,513,0.608,2736
"2737",1,44,76,13,120,1560180808,499,487,0.388,2737
"2738",1,61,59,27,165,1560180808,499,828,0.442,2738
"2739",1,37,87,37,149,1560180808,499,958,0.461,2739
"2740",1,79,17,35,140,1560180808,499,872,0.538,2740
"2741",1,49,28,29,131,1560180808,499,437,0.604,2741
"2742",1,79,73,9,105,1560180808,499,619,0.386,2742
"2743",1,55,32,20,92,1560180808,499,572,0.481,2743
"2744",1,24,58,17,108,1560180808,499,554,0.408,2744
"2745",1,71,12,15,110,1560180808,499,539,0.586,2745
"2746",1,36,52,27,175,1560180808,499,737,0.658,2746
"2747",1,68,27,25,139,1560180808,499,913,0.45,2747
"2748",1,60,10,13,154,1560180808,499,481,0.721,2748
"2749",1,10,53,16,126,1560180808,499,606,0.396,2749
"2750",1,21,54,7,160,1560180808,499,473,0.402,2750
"2751",1,80,68,40,164,1560180808,499,1059,0.524,2751
"2752",1,35,21,21,164,1560180808,499,470,0.855,2752
"2753",1,31,51,18,113,1560180808,499,617,0.421,2753
"2754",1,77,54,21,102,1560180808,499,630,0.402,2754
"2755",1,53,44,16,126,1560180808,499,734,0.488,2755
"2756",1,25,84,10,148,1560180808,499,585,0.373,2756
"2757",1,48,50,15,172,1560180808,499,389,0.679,2757
"2758",1,60,76,24,96,1560180808,499,642,0.388,2758
"2759",1,87,49,35,144,1560180808,499,888,0.502,2759
"2760",1,44,14,32,122,1560180808,499,498,0.735,2760
"2761",1,16,15,35,134,1560180808,499,483,0.59,2761
"2762",1,61,43,6,102,1560180808,499,585,0.412,2762
"2763",1,62,11,27,98,1560180808,499,792,0.395,2763
"2764",1,19,73,31,135,1560180808,499,799,0.504,2764
"2765",1,52,40,21,169,1560180808,499,778,0.564,2765
"2766",1,52,19,13,104,1560180808,499,486,0.584,2766
"2767",1,63,39,25,138,1560180808,499,731,0.492,2767
"2768",1,67,35,19,168,1560180808,499,716,0.525,2768
"2769",1,39,64,23,163,1560180808,499,589,0.518,2769
"2770",1,67,18,10,111,1560180808,499,571,0.508,2770
"2771",1,73,74,27,101,1560180808,499,776,0.409,2771
"2772",1,45,28,36,147,1560180808,499,549,0.663,2772
"2773",1,16,53,12,95,1560180808,499,502,0.39,2773
"2774",1,72,84,27,117,1560180808,499,703,0.464,2774
"2775",1,33,47,37,155,1560180808,499,799,0.617,2775
"2776",1,18,74,19,172,1560180808,499,702,0.496,2776
"2777",1,43,35,29,154,1560180808,499,549,0.601,2777
"2778",1,29,54,38,171,1560180808,499,963,0.612,2778
"2779",1,86,21,5,139,1560180808,499,533,0.392,2779
"2780",1,80,59,42,96,1560180808,499,1005,0.454,2780
"2781",1,18,28,30,147,1560180808,499,707,0.644,2781
"2782",1,84,56,17,93,1560180808,499,549,0.373,2782
"2783",1,33,65,31,152,1560180808,499,733,0.503,2783
"2784",1,61,41,18,106,1560180808,499,691,0.417,2784
"2785",1,33,24,18,131,1560180808,499,543,0.786,2785
"2786",1,78,70,15,103,1560180808,499,714,0.377,2786
"2787",1,62,61,34,94,1560180808,499,781,0.417,2787
"2788",1,38,26,33,112,1560180808,499,553,0.57,2788
"2789",1,79,29,30,90,1560180808,499,735,0.412,2789
"2790",1,72,41,26,167,1560180808,499,640,0.455,2790
"2791",1,14,74,21,177,1560180808,499,578,0.438,2791
"2792",1,42,49,25,152,1560180808,499,640,0.567,2792
"2793",1,26,70,41,167,1560180808,499,1117,0.59,2793
"2794",1,88,61,27,97,1560180808,499,674,0.393,2794
"2795",1,23,24,38,126,1560180808,499,593,0.636,2795
"2796",1,22,52,34,140,1560180808,499,663,0.538,2796
"2797",1,80,30,29,153,1560180808,499,796,0.514,2797
"2798",1,42,30,34,149,1560180808,499,535,0.684,2798
"2799",1,17,35,9,146,1560180808,499,309,0.46,2799
"2800",1,63,88,35,132,1560180808,499,852,0.46,2800
"2801",1,51,36,31,167,1560180808,499,486,0.628,2801
"2802",1,38,17,25,148,1560180808,499,428,0.822,2802
"2803",1,50,40,25,124,1560180808,499,454,0.577,2803
"2804",1,80,41,13,176,1560180808,499,520,0.477,2804
"2805",1,73,80,29,105,1560180808,499,749,0.398,2805
"2806",1,34,21,24,118,1560180808,499,570,0.691,2806
"2807",1,62,83,38,101,1560180808,499,800,0.454,2807
"2808",1,10,63,38,165,1560180808,499,977,0.523,2808
"2809",1,79,68,17,176,1560180808,499,620,0.453,2809
"2810",1,36,62,29,105,1560180808,499,624,0.481,2810
"2811",1,12,14,10,92,1560180808,499,424,0.401,2811
"2812",1,38,51,7,161,1560180808,499,626,0.5,2812
"2813",1,70,11,37,133,1560180808,499,1008,0.479,2813
"2814",1,62,87,11,156,1560180808,499,690,0.367,2814
"2815",1,85,55,22,95,1560180808,499,678,0.398,2815
"2816",1,85,18,13,148,1560180808,499,515,0.501,2816
"2817",1,12,11,20,179,1560180808,499,128,0.727,2817
"2818",1,87,47,16,155,1560180808,499,728,0.455,2818
"2819",1,61,12,17,101,1560180808,499,555,0.506,2819
"2820",1,47,29,25,112,1560180808,499,526,0.589,2820
"2821",1,88,49,20,119,1560180808,499,644,0.41,2821
"2822",1,31,86,34,128,1560180808,499,805,0.478,2822
"2823",1,31,22,15,162,1560180808,499,670,0.86,2823
"2824",1,53,67,27,174,1560180808,499,847,0.447,2824
"2825",1,32,55,30,125,1560180808,499,710,0.544,2825
"2826",1,56,86,36,107,1560180808,499,849,0.443,2826
"2827",1,90,14,38,125,1560180808,499,853,0.512,2827
"2828",1,55,47,29,113,1560180808,499,840,0.473,2828
"2829",1,67,58,27,141,1560180808,499,853,0.434,2829
"2830",1,71,44,31,124,1560180808,499,774,0.437,2830
"2831",1,20,83,33,114,1560180808,499,887,0.449,2831
"2832",1,52,85,35,117,1560180808,499,855,0.471,2832
"2833",1,87,40,13,97,1560180808,499,482,0.396,2833
"2834",1,74,75,17,118,1560180808,499,669,0.381,2834
"2835",1,27,86,32,108,1560180808,499,794,0.418,2835
"2836",1,66,90,41,109,1560180808,499,879,0.431,2836
"2837",1,57,29,10,145,1560180808,499,624,0.62,2837
"2838",1,62,55,32,142,1560180808,499,1017,0.413,2838
"2839",1,50,51,26,96,1560180808,499,564,0.454,2839
"2840",1,40,19,35,100,1560180808,499,584,0.635,2840
"2841",1,23,31,34,116,1560180808,499,692,0.62,2841
"2842",1,48,27,15,108,1560180808,499,399,0.549,2842
"2843",1,60,81,11,146,1560180808,499,604,0.396,2843
"2844",1,44,86,40,93,1560180808,499,836,0.455,2844
"2845",1,48,27,7,116,1560180808,499,467,0.456,2845
"2846",1,26,54,29,170,1560180808,499,722,0.654,2846
"2847",1,60,83,21,160,1560180808,499,839,0.448,2847
"2848",1,84,75,6,95,1560180808,499,517,0.387,2848
"2849",1,46,47,27,96,1560180808,499,598,0.433,2849
"2850",1,28,84,36,176,1560180808,499,959,0.501,2850
"2851",1,80,65,21,172,1560180808,499,650,0.505,2851
"2852",1,59,39,23,124,1560180808,499,653,0.472,2852
"2853",1,28,24,6,166,1560180808,499,416,0.651,2853
"2854",1,24,35,41,148,1560180808,499,854,0.667,2854
"2855",1,75,50,9,137,1560180808,499,624,0.431,2855
"2856",1,78,69,7,170,1560180808,499,584,0.459,2856
"2857",1,39,52,8,167,1560180808,499,527,0.543,2857
"2858",1,46,27,8,101,1560180808,499,449,0.465,2858
"2859",1,72,42,17,133,1560180808,499,661,0.451,2859
"2860",1,54,44,38,165,1560180808,499,1090,0.596,2860
"2861",1,37,68,29,99,1560180808,499,669,0.404,2861
"2862",1,16,43,6,96,1560180808,499,522,0.375,2862
"2863",1,16,78,30,104,1560180808,499,739,0.39,2863
"2864",1,33,71,41,148,1560180808,499,1145,0.504,2864
"2865",1,28,37,27,102,1560180808,499,620,0.563,2865
"2866",1,60,29,15,151,1560180808,499,640,0.57,2866
"2867",1,12,75,28,138,1560180808,499,693,0.426,2867
"2868",1,33,84,23,166,1560180808,499,669,0.489,2868
"2869",1,78,32,36,115,1560180808,499,936,0.469,2869
"2870",1,16,15,38,174,1560180808,499,373,0.684,2870
"2871",1,85,85,29,104,1560180808,499,693,0.404,2871
"2872",1,52,13,26,153,1560180808,499,796,0.676,2872
"2873",1,61,54,5,148,1560180808,499,606,0.436,2873
"2874",1,10,72,37,137,1560180808,499,870,0.493,2874
"2875",1,23,73,28,160,1560180808,499,629,0.477,2875
"2876",1,37,63,16,169,1560180808,499,526,0.504,2876
"2877",1,71,23,41,102,1560180808,499,932,0.456,2877
"2878",1,40,69,22,166,1560180808,499,594,0.554,2878
"2879",1,53,54,16,157,1560180808,499,660,0.498,2879
"2880",1,73,35,11,115,1560180808,499,536,0.414,2880
"2881",1,11,44,24,104,1560180808,499,624,0.413,2881
"2882",1,41,11,34,132,1560180808,499,658,0.774,2882
"2883",1,20,42,40,173,1560180808,499,950,0.672,2883
"2884",1,67,84,26,129,1560180808,499,738,0.411,2884
"2885",1,58,45,28,112,1560180808,499,745,0.432,2885
"2886",1,25,29,32,128,1560180808,499,603,0.625,2886
"2887",1,40,33,32,134,1560180808,499,665,0.582,2887
"2888",1,29,85,6,148,1560180808,499,627,0.383,2888
"2889",1,13,76,7,120,1560180808,499,591,0.362,2889
"2890",1,66,30,19,106,1560180808,499,625,0.451,2890
"2891",1,38,59,18,104,1560180808,499,558,0.43,2891
"2892",1,71,48,18,153,1560180808,499,662,0.456,2892
"2893",1,74,56,25,120,1560180808,499,682,0.412,2893
"2894",1,41,22,41,157,1560180808,499,686,0.672,2894
"2895",1,57,34,31,146,1560180808,499,876,0.537,2895
"2896",1,35,22,31,99,1560180808,499,604,0.578,2896
"2897",1,62,28,41,95,1560180808,499,935,0.436,2897
"2898",1,68,59,40,126,1560180808,499,941,0.444,2898
"2899",1,80,37,13,117,1560180808,499,587,0.421,2899
"2900",1,88,85,19,106,1560180808,499,600,0.387,2900
"2901",1,64,28,20,159,1560180808,499,739,0.568,2901
"2902",1,83,76,36,101,1560180808,499,810,0.428,2902
"2903",1,43,46,24,175,1560180808,499,564,0.668,2903
"2904",1,38,41,28,128,1560180808,499,522,0.58,2904
"2905",1,41,76,42,114,1560180808,499,869,0.467,2905
"2906",1,78,25,27,99,1560180808,499,732,0.41,2906
"2907",1,79,76,8,157,1560180808,499,645,0.436,2907
"2908",1,56,68,22,159,1560180808,499,630,0.451,2908
"2909",1,19,15,27,101,1560180808,499,542,0.565,2909
"2910",1,72,60,31,161,1560180808,499,880,0.436,2910
"2911",1,69,62,10,112,1560180808,499,543,0.401,2911
"2912",1,42,77,42,172,1560180808,499,1199,0.534,2912
"2913",1,13,10,6,98,1560180808,499,392,0.401,2913
"2914",1,89,64,34,98,1560180808,499,756,0.423,2914
"2915",1,78,83,15,122,1560180808,499,664,0.364,2915
"2916",1,61,27,37,118,1560180808,499,1005,0.436,2916
"2917",1,88,59,8,143,1560180808,499,599,0.449,2917
"2918",1,61,50,27,100,1560180808,499,716,0.402,2918
"2919",1,48,83,16,99,1560180808,499,599,0.386,2919
"2920",1,40,16,16,133,1560180808,499,470,0.823,2920
"2921",1,21,35,14,157,1560180808,499,377,0.599,2921
"2922",1,24,59,21,160,1560180808,499,476,0.58,2922
"2923",1,90,37,38,119,1560180808,499,946,0.469,2923
"2924",1,77,76,21,110,1560180808,499,589,0.441,2924
"2925",1,82,21,41,167,1560180808,499,1003,0.54,2925
"2926",1,85,80,29,117,1560180808,499,743,0.431,2926
"2927",1,39,84,22,125,1560180808,499,605,0.45,2927
"2928",1,31,59,35,115,1560180808,499,777,0.459,2928
"2929",1,52,50,12,124,1560180808,499,605,0.451,2929
"2930",1,23,76,39,167,1560180808,499,970,0.543,2930
"2931",1,11,56,41,141,1560180808,499,1022,0.511,2931
"2932",1,32,41,12,157,1560180808,499,483,0.671,2932
"2933",1,19,67,25,149,1560180808,499,725,0.461,2933
"2934",1,74,44,41,135,1560180808,499,866,0.467,2934
"2935",1,63,65,38,91,1560180808,499,889,0.42,2935
"2936",1,19,21,20,121,1560180808,499,449,0.617,2936
"2937",1,72,67,18,137,1560180808,499,638,0.415,2937
"2938",1,11,76,7,149,1560180808,499,472,0.4,2938
"2939",1,29,82,10,176,1560180808,499,599,0.474,2939
"2940",1,59,83,31,156,1560180808,499,1113,0.426,2940
"2941",1,67,83,30,133,1560180808,499,863,0.435,2941
"2942",1,69,19,40,169,1560180808,499,1240,0.499,2942
"2943",1,37,38,7,97,1560180808,499,478,0.381,2943
"2944",1,58,37,8,143,1560180808,499,523,0.476,2944
"2945",1,22,39,38,148,1560180808,499,691,0.698,2945
"2946",1,77,16,35,158,1560180808,499,651,0.562,2946
"2947",1,31,31,6,120,1560180808,499,527,0.524,2947
"2948",1,20,68,24,180,1560180808,499,650,0.471,2948
"2949",1,34,70,27,162,1560180808,499,692,0.513,2949
"2950",1,81,89,12,96,1560180808,499,590,0.359,2950
"2951",1,68,23,8,106,1560180808,499,562,0.399,2951
"2952",1,22,18,17,116,1560180808,499,332,0.533,2952
"2953",1,20,43,32,178,1560180808,499,785,0.654,2953
"2954",1,19,74,5,134,1560180808,499,672,0.36,2954
"2955",1,15,42,16,166,1560180808,499,438,0.411,2955
