run-id,N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_habitat_random,perceptual-range,matrix-permeability,mean_hab_neighbors,total_crossings,assess-top-sections
4317,100,1000,7056,2270,4702,random,30,10,0.8,1.3928571428571428,1119,0.385
5223,100,1000,7056,1692,5280,random,30,20,0.6,1.1428571428571428,1418,0.501
8682,100,1000,7056,2210,4762,random,30,5,0.9,2.857142857142857,1333,0.336
8627,100,1000,7056,1867,5105,random,30,10,0.9,1.619047619047619,1320,0.361
6805,100,1000,7056,2097,4875,random,30,15,0.8,1.9285714285714286,1604,0.423
9862,100,1000,7056,2419,4553,random,30,20,0.7,1.1547619047619047,1246,0.453
6494,100,1000,7056,2151,4821,random,30,5,1,1.0595238095238095,1339,0.366
9605,100,1000,7056,2312,4660,random,30,10,1,2.9285714285714284,1263,0.375
6160,100,1000,7056,1972,5000,random,30,15,0.9,1.0833333333333333,1517,0.411
2468,100,1000,7056,1997,4975,random,30,20,0.8,1.369047619047619,1354,0.398
1215,100,1000,7056,3439,3533,random,50,5,0.1,3.7976190476190474,1657,0.506
4277,100,1000,7056,3153,3819,random,50,10,0.1,2.8214285714285716,1178,0.77
5877,100,1000,7056,1989,4983,random,30,15,1,2.869047619047619,1374,0.385
2829,100,1000,7056,2649,4323,random,30,20,0.9,1.4285714285714286,1556,0.406
6994,100,1000,7056,3607,3365,random,50,5,0.2,2.9404761904761907,1178,0.597
3320,100,1000,7056,3281,3691,random,50,15,0.1,2.4404761904761907,574,0.807
1363,100,1000,7056,2151,4821,random,30,20,1,2.9642857142857144,1512,0.399
4851,100,1000,7056,3549,3423,random,50,10,0.2,2.7857142857142856,715,0.709
1774,100,1000,7056,3442,3530,random,50,5,0.3,3.6547619047619047,1502,0.525
7349,100,1000,7056,3609,3363,random,50,10,0.3,3.7142857142857144,1260,0.531
5273,100,1000,7056,3691,3281,random,50,20,0.1,4.059523809523809,2171,0.736
8315,100,1000,7056,3471,3501,random,50,15,0.2,2.0833333333333335,214,0.617
1445,100,1000,7056,3392,3580,random,50,5,0.4,2.9523809523809526,1320,0.497
7581,100,1000,7056,3367,3605,random,50,10,0.4,3.357142857142857,1881,0.525
8829,100,1000,7056,3774,3198,random,50,15,0.3,2.3095238095238093,945,0.875
8776,100,1000,7056,3480,3492,random,50,20,0.2,3.0595238095238093,1052,0.87
6412,100,1000,7056,3170,3802,random,50,5,0.5,4.166666666666667,1595,0.419
8524,100,1000,7056,3230,3742,random,50,10,0.5,1.1785714285714286,412,0.556
2218,100,1000,7056,3510,3462,random,50,15,0.4,2.0714285714285716,1220,0.748
2229,100,1000,7056,3546,3426,random,50,20,0.3,3.3452380952380953,647,0.645
7134,100,1000,7056,3175,3797,random,50,5,0.6,2.0833333333333335,1056,0.421
3687,100,1000,7056,3526,3446,random,50,15,0.5,2.869047619047619,1601,0.676
1890,100,1000,7056,3147,3825,random,50,10,0.6,3.9404761904761907,1773,0.479
7805,100,1000,7056,3479,3493,random,50,20,0.4,2.6904761904761907,1175,0.618
6510,100,1000,7056,3263,3709,random,50,5,0.7,2.857142857142857,1167,0.374
5477,100,1000,7056,3379,3593,random,50,10,0.7,2.2857142857142856,1089,0.387
4178,100,1000,7056,3207,3765,random,50,15,0.6,2.5833333333333335,1777,0.476
9806,100,1000,7056,4061,2911,random,50,20,0.5,3.642857142857143,1346,0.538
4733,100,1000,7056,3576,3396,random,50,5,0.8,2.761904761904762,1275,0.408
2238,100,1000,7056,3450,3522,random,50,10,0.8,2.5476190476190474,1393,0.37
5775,100,1000,7056,3508,3464,random,50,15,0.7,3.1904761904761907,1785,0.479
1752,100,1000,7056,3364,3608,random,50,20,0.6,1.9404761904761905,1650,0.582
6403,100,1000,7056,3598,3374,random,50,5,0.9,2.9166666666666665,1145,0.35
7954,100,1000,7056,3561,3411,random,50,10,0.9,4.023809523809524,1499,0.367
4727,100,1000,7056,3433,3539,random,50,15,0.8,2.75,1353,0.441
9530,100,1000,7056,3619,3353,random,50,20,0.7,3.261904761904762,1407,0.499
7212,100,1000,7056,3729,3243,random,50,5,1,3.4761904761904763,1307,0.35
5696,100,1000,7056,3485,3487,random,50,10,1,3.2261904761904763,1022,0.379
1423,100,1000,7056,3369,3603,random,50,15,0.9,3.2976190476190474,1084,0.391
7548,100,1000,7056,3224,3748,random,50,20,0.8,2.7023809523809526,1414,0.475
2575,100,1000,7056,4791,2181,random,70,5,0.1,3.5357142857142856,817,0.562
3763,100,1000,7056,5296,1676,random,70,10,0.1,4.023809523809524,1134,0.689
1324,100,1000,7056,3405,3567,random,50,15,1,2.8452380952380953,1357,0.365
6441,100,1000,7056,3243,3729,random,50,20,0.9,2.107142857142857,1221,0.45
7076,100,1000,7056,4697,2275,random,70,5,0.2,4.2023809523809526,1332,0.475
7807,100,1000,7056,3645,3327,random,50,20,1,4.380952380952381,1566,0.412
6542,100,1000,7056,4969,2003,random,70,15,0.1,3.9166666666666665,713,0.718
7104,100,1000,7056,4891,2081,random,70,10,0.2,4.845238095238095,1004,0.528
3829,100,1000,7056,4515,2457,random,70,5,0.3,4.761904761904762,1740,0.38
7126,100,1000,7056,4618,2354,random,70,10,0.3,5.2023809523809526,2051,0.402
5905,100,1000,7056,4886,2086,random,70,15,0.2,5.023809523809524,1697,0.511
9433,100,1000,7056,5016,1956,random,70,20,0.1,4.726190476190476,2858,0.664
9033,100,1000,7056,4807,2165,random,70,5,0.4,5.285714285714286,1700,0.367
9450,100,1000,7056,4872,2100,random,70,10,0.4,3.9761904761904763,1105,0.553
4606,100,1000,7056,4758,2214,random,70,15,0.3,3.6904761904761907,1392,0.634
4815,100,1000,7056,4823,2149,random,70,20,0.2,4.416666666666667,1044,0.65
3543,100,1000,7056,4830,2142,random,70,5,0.5,4.285714285714286,1416,0.406
8355,100,1000,7056,5044,1928,random,70,10,0.5,2.7023809523809526,828,0.559
1970,100,1000,7056,4780,2192,random,70,15,0.4,4.976190476190476,1998,0.471
6627,100,1000,7056,5270,1702,random,70,20,0.3,5.2023809523809526,1305,0.51
6221,100,1000,7056,4832,2140,random,70,5,0.6,4.142857142857143,1144,0.398
4483,100,1000,7056,4886,2086,random,70,15,0.5,3.1904761904761907,902,0.633
7059,100,1000,7056,4818,2154,random,70,20,0.4,4.380952380952381,913,0.515
4689,100,1000,7056,4809,2163,random,70,10,0.6,3.9761904761904763,1165,0.46
3647,100,1000,7056,5012,1960,random,70,5,0.7,2.75,1147,0.381
1422,100,1000,7056,4712,2260,random,70,10,0.7,4.476190476190476,1567,0.408
1151,100,1000,7056,4907,2065,random,70,15,0.6,5.321428571428571,1909,0.453
6171,100,1000,7056,4719,2253,random,70,20,0.5,5.011904761904762,2358,0.472
1328,100,1000,7056,4659,2313,random,70,5,0.8,4.2023809523809526,1055,0.37
5600,100,1000,7056,5135,1837,random,70,15,0.7,4.523809523809524,1587,0.458
4801,100,1000,7056,4936,2036,random,70,20,0.6,4.261904761904762,2120,0.524
5773,100,1000,7056,5086,1886,random,70,10,0.8,4.273809523809524,1305,0.388
6356,100,1000,7056,5176,1796,random,70,5,0.9,4.976190476190476,1387,0.337
3583,100,1000,7056,5187,1785,random,70,10,0.9,3.619047619047619,1271,0.357
2594,100,1000,7056,4843,2129,random,70,15,0.8,3.9761904761904763,1493,0.413
6119,100,1000,7056,4898,2074,random,70,20,0.7,5.273809523809524,2069,0.399
4232,100,1000,7056,5011,1961,random,70,5,1,4.2023809523809526,1196,0.378
7307,100,1000,7056,4682,2290,random,70,10,1,3.988095238095238,1130,0.362
1114,100,1000,7056,4556,2416,random,70,15,0.9,4.738095238095238,1297,0.389
4278,100,1000,7056,4979,1993,random,70,20,0.8,2.761904761904762,1331,0.432
9872,100,1000,7056,6274,698,random,90,5,0.1,5.404761904761905,1291,0.366
9364,100,1000,7056,6265,707,random,90,10,0.1,5.523809523809524,1565,0.439
1065,100,1000,7056,4745,2227,random,70,15,1,3.3333333333333335,1622,0.364
1505,100,1000,7056,5085,1887,random,70,20,0.9,5.25,1804,0.401
9944,100,1000,7056,6275,697,random,90,5,0.2,5.595238095238095,1246,0.384
4604,100,1000,7056,6209,763,random,90,15,0.1,4.380952380952381,885,0.679
4036,100,1000,7056,6307,665,random,90,10,0.2,5.630952380952381,1409,0.379
2448,100,1000,7056,4738,2234,random,70,20,1,4.059523809523809,1679,0.402
7046,100,1000,7056,6155,817,random,90,5,0.3,4.916666666666667,1041,0.423
8824,100,1000,7056,6381,591,random,90,10,0.3,5.7023809523809526,1616,0.434
9968,100,1000,7056,6480,492,random,90,15,0.2,5.9523809523809526,1151,0.416
4736,100,1000,7056,6307,665,random,90,20,0.1,5.880952380952381,1569,0.491
1449,100,1000,7056,6287,685,random,90,5,0.4,5.9523809523809526,1441,0.339
4750,100,1000,7056,6139,833,random,90,10,0.4,5.9523809523809526,1655,0.338
7033,100,1000,7056,6448,524,random,90,15,0.3,4.773809523809524,1112,0.528
7064,100,1000,7056,6247,725,random,90,20,0.2,4.845238095238095,1365,0.645
2300,100,1000,7056,6105,867,random,90,5,0.5,5.880952380952381,1550,0.336
2599,100,1000,7056,6128,844,random,90,10,0.5,5.416666666666667,1394,0.42
7331,100,1000,7056,6312,660,random,90,15,0.4,5.238095238095238,1306,0.442
2633,100,1000,7056,6382,590,random,90,20,0.3,5.273809523809524,1271,0.566
5008,100,1000,7056,6301,671,random,90,5,0.6,5.309523809523809,1234,0.349
1566,100,1000,7056,6056,916,random,90,10,0.6,4.738095238095238,1366,0.415
5501,100,1000,7056,6163,809,random,90,15,0.5,5.333333333333333,1525,0.406
6872,100,1000,7056,6109,863,random,90,20,0.4,4.7023809523809526,1833,0.514
1773,100,1000,7056,6394,578,random,90,5,0.7,5.809523809523809,1281,0.343
2838,100,1000,7056,6422,550,random,90,10,0.7,5.416666666666667,1380,0.385
7309,100,1000,7056,6097,875,random,90,15,0.6,4.988095238095238,1211,0.41
2472,100,1000,7056,6422,550,random,90,20,0.5,5.916666666666667,1753,0.419
8351,100,1000,7056,6281,691,random,90,5,0.8,4.809523809523809,1297,0.348
6850,100,1000,7056,6187,785,random,90,10,0.8,5.357142857142857,1390,0.347
1891,100,1000,7056,6340,632,random,90,15,0.7,5.488095238095238,1455,0.413
8278,100,1000,7056,6407,565,random,90,20,0.6,5.7976190476190474,1658,0.432
9533,100,1000,7056,6456,516,random,90,5,0.9,5.9523809523809526,1261,0.354
6897,100,1000,7056,6454,518,random,90,10,0.9,5.916666666666667,1231,0.35
2952,100,1000,7056,6641,331,random,90,15,0.8,5.809523809523809,1377,0.403
6850,100,1000,7056,6311,661,random,90,20,0.7,5.190476190476191,1528,0.406
1178,100,1000,7056,6104,868,random,90,5,1,5.095238095238095,1319,0.328
8108,100,1000,7056,6520,452,random,90,10,1,5.9523809523809526,1479,0.348
4699,100,1000,7056,6100,872,random,90,15,0.9,4.773809523809524,1446,0.377
9177,100,1000,7056,6325,647,random,90,20,0.8,5.9523809523809526,1956,0.391
7398,100,1000,7056,692,6280,random,10,5,0.1,0,374,0.444
4584,100,1000,7056,974,5998,random,10,10,0.1,0.42857142857142855,375,0.651
5317,100,1000,7056,6076,896,random,90,15,1,5.9523809523809526,1319,0.386
2569,100,1000,7056,6267,705,random,90,20,0.9,5.273809523809524,1709,0.422
8171,100,1000,7056,651,6321,random,10,5,0.2,0.4523809523809524,928,0.539
5043,100,1000,7056,719,6253,random,10,10,0.2,0.8095238095238095,1170,0.815
9285,100,1000,7056,740,6232,random,10,15,0.1,0.42857142857142855,1818,0.87
9991,100,1000,7056,6125,847,random,90,20,1,5.9523809523809526,1542,0.427
1455,100,1000,7056,648,6324,random,10,5,0.3,0.10714285714285714,1010,0.418
6208,100,1000,7056,614,6358,random,10,10,0.3,1.1785714285714286,1716,0.766
2061,100,1000,7056,766,6206,random,10,20,0.1,0.20238095238095238,173,0.711
3853,100,1000,7056,651,6321,random,10,15,0.2,0.6190476190476191,1426,0.767
3447,100,1000,7056,648,6324,random,10,5,0.4,1.4404761904761905,1593,0.533
5719,100,1000,7056,597,6375,random,10,10,0.4,0.25,1404,0.506
1781,100,1000,7056,720,6252,random,10,20,0.2,0.2857142857142857,338,0.633
6657,100,1000,7056,851,6121,random,10,15,0.3,0.6071428571428571,1793,0.743
3495,100,1000,7056,575,6397,random,10,5,0.5,0.07142857142857142,1047,0.369
2847,100,1000,7056,608,6364,random,10,10,0.5,0.6428571428571429,1418,0.549
9592,100,1000,7056,606,6366,random,10,20,0.3,0.7142857142857143,1973,0.69
5891,100,1000,7056,633,6339,random,10,15,0.4,1.1785714285714286,2458,0.667
6842,100,1000,7056,684,6288,random,10,5,0.6,0,888,0.369
9205,100,1000,7056,829,6143,random,10,10,0.6,0.14285714285714285,951,0.379
5708,100,1000,7056,803,6169,random,10,15,0.5,0.8095238095238095,1456,0.638
9642,100,1000,7056,897,6075,random,10,20,0.4,1.1428571428571428,2118,0.657
4121,100,1000,7056,749,6223,random,10,5,0.7,0.6785714285714286,1508,0.353
8828,100,1000,7056,611,6361,random,10,10,0.7,0,1174,0.347
5239,100,1000,7056,547,6425,random,10,15,0.6,0.8333333333333334,1407,0.46
6306,100,1000,7056,702,6270,random,10,20,0.5,0.07142857142857142,958,0.496
1261,100,1000,7056,670,6302,random,10,5,0.8,0.35714285714285715,1173,0.353
2175,100,1000,7056,704,6268,random,10,10,0.8,0,1187,0.372
8137,100,1000,7056,646,6326,random,10,20,0.6,0,1576,0.419
5670,100,1000,7056,556,6416,random,10,15,0.7,0.5595238095238095,1223,0.388
8373,100,1000,7056,470,6502,random,10,5,0.9,0.32142857142857145,1238,0.352
6902,100,1000,7056,921,6051,random,10,10,0.9,1.5,1393,0.363
6717,100,1000,7056,440,6532,random,10,15,0.8,0.32142857142857145,1607,0.428
9760,100,1000,7056,750,6222,random,10,20,0.7,0.21428571428571427,1525,0.409
5885,100,1000,7056,722,6250,random,10,5,1,0.5714285714285714,1129,0.337
8186,100,1000,7056,584,6388,random,10,10,1,1.5119047619047619,1210,0.345
7781,100,1000,7056,615,6357,random,10,15,0.9,0.21428571428571427,1520,0.389
6865,100,1000,7056,574,6398,random,10,20,0.8,0.5833333333333334,1617,0.401
1986,100,1000,7056,2171,4801,random,30,5,0.1,1.2261904761904763,887,0.893
9218,100,1000,7056,1951,5021,random,30,10,0.1,1.8928571428571428,1276,0.839
3539,100,1000,7056,620,6352,random,10,15,1,0.7380952380952381,1515,0.368
6559,100,1000,7056,586,6386,random,10,20,0.9,0.4642857142857143,1583,0.428
7646,100,1000,7056,1918,5054,random,30,5,0.2,1.1785714285714286,877,0.692
6953,100,1000,7056,2201,4771,random,30,15,0.1,0.4642857142857143,257,0.942
7905,100,1000,7056,2038,4934,random,30,10,0.2,1.5119047619047619,1724,0.664
7869,100,1000,7056,720,6252,random,10,20,1,1.2380952380952381,1503,0.405
6966,100,1000,7056,1820,5152,random,30,5,0.3,0.9523809523809523,986,0.646
6213,100,1000,7056,2305,4667,random,30,10,0.3,1.6904761904761905,1231,0.812
8972,100,1000,7056,2052,4920,random,30,20,0.1,2.3452380952380953,483,0.905
6576,100,1000,7056,1959,5013,random,30,15,0.2,0.34523809523809523,236,0.835
2487,100,1000,7056,1729,5243,random,30,5,0.4,1.369047619047619,1192,0.613
6080,100,1000,7056,2171,4801,random,30,10,0.4,1.5119047619047619,997,0.594
7567,100,1000,7056,1852,5120,random,30,20,0.2,1.4047619047619047,790,0.689
1928,100,1000,7056,1918,5054,random,30,15,0.3,1.3928571428571428,1220,0.655
1560,100,1000,7056,2389,4583,random,30,5,0.5,2.3214285714285716,1347,0.474
5802,100,1000,7056,2107,4865,random,30,10,0.5,2.607142857142857,1812,0.611
8896,100,1000,7056,1782,5190,random,30,20,0.3,2.8452380952380953,2497,0.568
8664,100,1000,7056,2160,4812,random,30,15,0.4,2.011904761904762,1408,0.473
6123,100,1000,7056,1971,5001,random,30,5,0.6,0.8214285714285714,1178,0.402
8284,100,1000,7056,2172,4800,random,30,10,0.6,2.511904761904762,1588,0.504
8939,100,1000,7056,2101,4871,random,30,15,0.5,0.32142857142857145,1137,0.507
8029,100,1000,7056,1824,5148,random,30,20,0.4,2.1785714285714284,716,0.679
7444,100,1000,7056,1999,4973,random,30,5,0.7,2.9642857142857144,1342,0.392
1706,100,1000,7056,2286,4686,random,30,10,0.7,2.2261904761904763,1443,0.475
8437,100,1000,7056,2277,4695,random,30,15,0.6,1.1428571428571428,855,0.489
1725,100,1000,7056,2113,4859,random,30,20,0.5,0.8095238095238095,795,0.668
2085,100,1000,7056,1786,5186,random,30,5,0.8,2.9047619047619047,1390,0.388
5509,100,1000,7056,1870,5102,random,30,10,0.8,1.4285714285714286,1060,0.432
9510,100,1000,7056,2159,4813,random,30,15,0.7,1.7619047619047619,1814,0.493
3847,100,1000,7056,2355,4617,random,30,20,0.6,3.9523809523809526,2413,0.501
5869,100,1000,7056,2079,4893,random,30,5,0.9,1.1904761904761905,878,0.356
8794,100,1000,7056,2134,4838,random,30,10,0.9,1.1547619047619047,1309,0.38
3841,100,1000,7056,2548,4424,random,30,20,0.7,3.380952380952381,2261,0.49
7018,100,1000,7056,1893,5079,random,30,15,0.8,1.1904761904761905,1360,0.372
3630,100,1000,7056,2301,4671,random,30,5,1,1.1547619047619047,1303,0.368
4358,100,1000,7056,2213,4759,random,30,10,1,0.5714285714285714,1254,0.344
1210,100,1000,7056,2272,4700,random,30,15,0.9,1.9642857142857142,1317,0.386
7075,100,1000,7056,2194,4778,random,30,20,0.8,2.0714285714285716,1638,0.463
4801,100,1000,7056,3336,3636,random,50,5,0.1,3.1547619047619047,1064,0.605
9847,100,1000,7056,3454,3518,random,50,10,0.1,3.511904761904762,1283,0.698
5149,100,1000,7056,1928,5044,random,30,15,1,0.9761904761904762,1257,0.378
7399,100,1000,7056,1983,4989,random,30,20,0.9,2.107142857142857,1494,0.398
7966,100,1000,7056,3329,3643,random,50,5,0.2,2.607142857142857,1206,0.614
5415,100,1000,7056,2059,4913,random,30,20,1,2.1547619047619047,1628,0.408
5780,100,1000,7056,3918,3054,random,50,10,0.2,4.214285714285714,1422,0.65
5068,100,1000,7056,3871,3101,random,50,15,0.1,3.5833333333333335,1900,0.702
8150,100,1000,7056,3453,3519,random,50,5,0.3,3.988095238095238,1531,0.448
6972,100,1000,7056,3807,3165,random,50,10,0.3,1.5,508,0.679
1234,100,1000,7056,3219,3753,random,50,20,0.1,2.75,4968,0.756
3695,100,1000,7056,3629,3343,random,50,15,0.2,2.107142857142857,950,0.719
3980,100,1000,7056,3490,3482,random,50,5,0.4,4.119047619047619,1521,0.416
6323,100,1000,7056,3306,3666,random,50,15,0.3,3.4285714285714284,1927,0.728
9932,100,1000,7056,3747,3225,random,50,10,0.4,1.7619047619047619,650,0.745
8090,100,1000,7056,3234,3738,random,50,20,0.2,3.5952380952380953,1268,0.438
8719,100,1000,7056,3636,3336,random,50,5,0.5,2.8452380952380953,1445,0.417
3046,100,1000,7056,3479,3493,random,50,10,0.5,1.0595238095238095,618,0.526
2448,100,1000,7056,3576,3396,random,50,15,0.4,3.8095238095238093,1896,0.645
7429,100,1000,7056,3344,3628,random,50,20,0.3,4.630952380952381,2381,0.523
5219,100,1000,7056,3366,3606,random,50,5,0.6,3.369047619047619,1233,0.415
9129,100,1000,7056,3423,3549,random,50,15,0.5,2.5833333333333335,1436,0.485
2016,100,1000,7056,3372,3600,random,50,10,0.6,3.0476190476190474,1729,0.485
5814,100,1000,7056,3829,3143,random,50,20,0.4,4.023809523809524,1629,0.709
6370,100,1000,7056,3530,3442,random,50,5,0.7,3.7023809523809526,1403,0.373
4945,100,1000,7056,3664,3308,random,50,10,0.7,3.1547619047619047,1110,0.411
4882,100,1000,7056,3424,3548,random,50,15,0.6,1.4642857142857142,844,0.435
9855,100,1000,7056,3505,3467,random,50,20,0.5,1.5476190476190477,873,0.58
9088,100,1000,7056,3743,3229,random,50,5,0.8,1.7261904761904763,986,0.367
7901,100,1000,7056,3806,3166,random,50,10,0.8,2.7261904761904763,1276,0.428
8196,100,1000,7056,3358,3614,random,50,15,0.7,2.857142857142857,1338,0.436
6678,100,1000,7056,3315,3657,random,50,20,0.6,3.1785714285714284,2049,0.482
3068,100,1000,7056,4274,2698,random,50,5,0.9,3.6904761904761907,1107,0.349
5126,100,1000,7056,3854,3118,random,50,10,0.9,3.5952380952380953,1197,0.349
8359,100,1000,7056,3950,3022,random,50,15,0.8,1.1785714285714286,1060,0.428
6842,100,1000,7056,3637,3335,random,50,20,0.7,3.6904761904761907,1933,0.479
2356,100,1000,7056,3780,3192,random,50,5,1,2.2261904761904763,1272,0.327
3283,100,1000,7056,3480,3492,random,50,10,1,4.345238095238095,1510,0.368
5836,100,1000,7056,3486,3486,random,50,15,0.9,3.5,1498,0.42
7442,100,1000,7056,3188,3784,random,50,20,0.8,1.2619047619047619,1152,0.442
6142,100,1000,7056,4723,2249,random,70,5,0.1,3.0952380952380953,910,0.663
2984,100,1000,7056,4822,2150,random,70,10,0.1,3.392857142857143,1021,0.779
8414,100,1000,7056,3497,3475,random,50,15,1,4.261904761904762,1324,0.358
3778,100,1000,7056,3270,3702,random,50,20,0.9,2.7738095238095237,1662,0.41
3599,100,1000,7056,4999,1973,random,70,5,0.2,4.511904761904762,1238,0.446
8977,100,1000,7056,4879,2093,random,70,10,0.2,3.9523809523809526,1002,0.537
9073,100,1000,7056,4777,2195,random,70,15,0.1,3.2738095238095237,1111,0.719
3896,100,1000,7056,3532,3440,random,50,20,1,2.4047619047619047,1621,0.405
9187,100,1000,7056,5254,1718,random,70,5,0.3,5.916666666666667,1662,0.328
6448,100,1000,7056,4967,2005,random,70,10,0.3,3.488095238095238,1180,0.61
9967,100,1000,7056,4885,2087,random,70,15,0.2,3.9761904761904763,954,0.704
8539,100,1000,7056,4547,2425,random,70,20,0.1,4.440476190476191,1591,0.568
1782,100,1000,7056,4812,2160,random,70,5,0.4,3.4166666666666665,1069,0.498
5195,100,1000,7056,5070,1902,random,70,10,0.4,3.6785714285714284,810,0.535
