N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,total_crossings,assess_top_sections
100,500,7056,3828,3144,8,58,38,35,167,429,0.599
100,500,7056,5707,1265,8,82,41,37,100,892,0.413
100,500,7056,6151,821,8,87,77,39,150,1127,0.512
100,500,7056,1662,5310,8,21,58,21,115,570,0.379
100,500,7056,1614,5358,8,20,38,30,128,544,0.494
100,500,7056,984,5988,8,12,42,6,94,515,0.371
100,500,7056,6024,948,8,86,68,28,142,866,0.45
100,500,7056,3055,3917,8,44,36,38,174,483,0.656
100,500,7056,2702,4270,8,38,17,20,113,480,0.535
100,500,7056,4448,2524,8,65,62,17,103,535,0.406
100,500,7056,6188,784,8,88,72,13,103,604,0.384
100,500,7056,4953,2019,8,70,27,31,140,728,0.624
100,500,7056,3078,3894,8,47,31,32,156,450,0.651
100,500,7056,4227,2745,8,62,42,25,119,552,0.496
100,500,7056,2736,4236,8,39,20,29,137,439,0.585
100,500,7056,2138,4834,8,30,44,20,94,518,0.419
100,500,7056,4075,2897,8,60,84,28,167,782,0.426
100,500,7056,5707,1265,8,82,49,6,176,623,0.441
100,500,7056,5163,1809,8,74,56,15,160,510,0.467
100,500,7056,3326,3646,8,50,42,19,115,442,0.466
100,500,7056,5397,1575,8,78,17,34,145,902,0.521
100,500,7056,1546,5426,8,19,42,8,167,333,0.393
100,500,7056,3274,3698,8,49,75,26,139,614,0.435
100,500,7056,3427,3545,8,52,80,19,107,682,0.391
100,500,7056,2605,4367,8,36,68,36,142,824,0.527
100,500,7056,3117,3855,8,48,77,19,104,580,0.381
100,500,7056,4914,2058,8,69,57,11,136,480,0.463
100,500,7056,5687,1285,8,81,16,6,109,643,0.401
100,500,7056,2411,4561,8,34,50,27,110,666,0.41
100,500,7056,5687,1285,8,81,65,25,116,737,0.4
100,500,7056,6314,658,8,90,54,12,179,805,0.419
100,500,7056,2372,4600,8,33,61,29,133,689,0.441
100,500,7056,2138,4834,8,30,82,7,180,649,0.351
100,500,7056,4914,2058,8,69,33,31,118,738,0.489
100,500,7056,5364,1608,8,77,53,23,177,666,0.416
100,500,7056,2011,4961,8,28,39,20,166,502,0.486
100,500,7056,3117,3855,8,48,47,25,155,488,0.611
100,500,7056,1060,5912,8,13,50,22,141,502,0.402
100,500,7056,3714,3258,8,56,67,25,179,522,0.481
100,500,7056,6234,738,8,89,75,19,168,683,0.422
100,500,7056,3828,3144,8,58,60,35,160,666,0.48
100,500,7056,5687,1285,8,81,72,5,148,627,0.396
100,500,7056,2011,4961,8,28,80,18,126,642,0.405
100,500,7056,5248,1724,8,75,15,32,166,834,0.64
100,500,7056,3714,3258,8,56,46,37,125,539,0.532
100,500,7056,2702,4270,8,38,12,14,112,463,0.631
100,500,7056,4301,2671,8,63,19,41,143,611,0.609
100,500,7056,1136,5836,8,14,30,37,98,641,0.392
100,500,7056,4075,2897,8,60,81,13,176,650,0.42
100,500,7056,2863,4109,8,42,28,41,124,737,0.627
100,500,7056,4953,2019,8,70,26,18,140,535,0.579
100,500,7056,4743,2229,8,67,34,34,129,700,0.534
100,500,7056,4792,2180,8,68,33,16,166,558,0.568
100,500,7056,1829,5143,8,24,19,33,101,585,0.494
100,500,7056,3427,3545,8,52,14,18,136,333,0.595
100,500,7056,3064,3908,8,45,14,9,104,399,0.617
100,500,7056,1614,5358,8,20,12,21,171,191,0.691
100,500,7056,5321,1651,8,76,79,30,129,794,0.411
100,500,7056,984,5988,8,12,19,9,154,374,0.492
100,500,7056,3326,3646,8,50,32,19,104,386,0.469
100,500,7056,5063,1909,8,72,40,39,151,867,0.603
100,500,7056,886,6086,8,10,36,25,115,454,0.482
100,500,7056,2372,4600,8,33,62,33,105,652,0.431
100,500,7056,4448,2524,8,65,44,39,172,620,0.569
100,500,7056,2412,4560,8,35,50,30,131,568,0.477
100,500,7056,3064,3908,8,45,83,26,161,696,0.445
100,500,7056,5163,1809,8,74,60,20,97,641,0.407
100,500,7056,1778,5194,8,23,87,39,174,1012,0.512
100,500,7056,5964,1008,8,85,82,25,123,746,0.418
100,500,7056,3326,3646,8,50,70,18,103,607,0.369
100,500,7056,1361,5611,8,17,75,22,131,611,0.417
100,500,7056,3612,3360,8,55,27,14,174,191,0.67
100,500,7056,2114,4858,8,29,18,36,125,621,0.631
100,500,7056,3064,3908,8,45,89,22,138,683,0.438
100,500,7056,2412,4560,8,35,41,37,149,654,0.56
100,500,7056,2372,4600,8,33,18,5,95,498,0.468
100,500,7056,5364,1608,8,77,26,19,135,659,0.431
100,500,7056,5707,1265,8,82,16,36,139,975,0.539
100,500,7056,3973,2999,8,59,50,9,167,360,0.556
100,500,7056,3055,3917,8,44,28,30,160,343,0.618
100,500,7056,2832,4140,8,41,44,23,158,476,0.563
100,500,7056,3503,3469,8,53,81,37,117,799,0.481
100,500,7056,4075,2897,8,60,71,18,119,643,0.387
100,500,7056,3274,3698,8,49,44,25,123,410,0.5
100,500,7056,4135,2837,8,61,83,9,117,581,0.36
100,500,7056,4743,2229,8,67,63,33,135,914,0.499
100,500,7056,5687,1285,8,81,49,36,172,1053,0.531
100,500,7056,4914,2058,8,69,59,19,99,522,0.383
100,500,7056,2114,4858,8,29,85,35,101,811,0.432
100,500,7056,2114,4858,8,29,37,41,102,835,0.496
100,500,7056,6188,784,8,88,61,39,165,1062,0.531
100,500,7056,1721,5251,8,22,54,15,150,517,0.443
100,500,7056,2671,4301,8,37,65,15,172,494,0.488
100,500,7056,1982,4990,8,27,58,40,115,809,0.472
100,500,7056,5753,1219,8,83,31,26,157,790,0.513
100,500,7056,5588,1384,8,80,60,29,125,826,0.436
100,500,7056,2702,4270,8,38,50,19,149,561,0.451
100,500,7056,6188,784,8,88,55,23,179,826,0.45
100,500,7056,2372,4600,8,33,75,16,138,595,0.418
100,500,7056,3503,3469,8,53,47,27,118,556,0.498
100,500,7056,3064,3908,8,45,40,31,95,572,0.448
100,500,7056,3828,3144,8,58,86,22,155,592,0.419
100,500,7056,3117,3855,8,48,78,16,171,530,0.453
100,500,7056,3427,3545,8,52,66,42,178,1085,0.578
100,500,7056,984,5988,8,12,62,11,172,483,0.424
100,500,7056,1060,5912,8,13,72,8,154,534,0.393
100,500,7056,4743,2229,8,67,49,37,143,941,0.522
100,500,7056,953,6019,8,11,85,27,161,700,0.443
100,500,7056,5321,1651,8,76,22,30,105,809,0.457
100,500,7056,6024,948,8,86,78,8,162,763,0.36
100,500,7056,3274,3698,8,49,73,8,142,585,0.381
100,500,7056,2372,4600,8,33,72,27,94,699,0.358
100,500,7056,3828,3144,8,58,30,24,110,412,0.493
100,500,7056,2372,4600,8,33,59,12,178,442,0.455
100,500,7056,1889,5083,8,25,26,9,111,506,0.441
100,500,7056,4075,2897,8,60,19,40,152,593,0.631
100,500,7056,3503,3469,8,53,63,11,156,452,0.414
100,500,7056,2011,4961,8,28,30,41,102,794,0.524
100,500,7056,5138,1834,8,73,72,36,153,913,0.48
100,500,7056,1927,5045,8,26,75,36,124,955,0.493
100,500,7056,3763,3209,8,57,79,13,158,450,0.416
100,500,7056,2736,4236,8,39,36,31,166,494,0.676
100,500,7056,5588,1384,8,80,73,8,155,541,0.442
100,500,7056,3763,3209,8,57,59,34,112,629,0.455
100,500,7056,4135,2837,8,61,50,32,131,659,0.483
100,500,7056,2114,4858,8,29,45,16,98,601,0.379
100,500,7056,2114,4858,8,29,87,29,136,733,0.458
100,500,7056,984,5988,8,12,84,14,95,549,0.384
100,500,7056,2863,4109,8,42,26,21,100,457,0.49
100,500,7056,5364,1608,8,77,43,40,171,1086,0.663
100,500,7056,5138,1834,8,73,23,40,147,927,0.573
100,500,7056,6234,738,8,89,63,7,112,631,0.366
100,500,7056,3076,3896,8,46,25,34,136,448,0.609
100,500,7056,6314,658,8,90,19,9,145,688,0.442
100,500,7056,3064,3908,8,45,84,39,105,824,0.449
100,500,7056,3763,3209,8,57,13,16,129,284,0.616
100,500,7056,3714,3258,8,56,17,40,164,250,0.652
100,500,7056,2782,4190,8,40,39,26,167,443,0.576
100,500,7056,1546,5426,8,19,14,6,125,265,0.491
100,500,7056,3326,3646,8,50,24,5,140,413,0.552
100,500,7056,3055,3917,8,44,54,34,151,759,0.534
100,500,7056,5397,1575,8,78,10,14,170,506,0.567
100,500,7056,2412,4560,8,35,85,40,180,1088,0.547
100,500,7056,2605,4367,8,36,28,14,145,361,0.562
100,500,7056,1662,5310,8,21,12,6,174,387,0.783
100,500,7056,6024,948,8,86,86,32,117,789,0.433
100,500,7056,2296,4676,8,32,21,24,125,399,0.471
100,500,7056,3012,3960,8,43,11,35,121,393,0.695
100,500,7056,1546,5426,8,19,66,31,155,631,0.463
100,500,7056,1614,5358,8,20,34,19,113,459,0.447
100,500,7056,2863,4109,8,42,54,36,126,730,0.471
100,500,7056,953,6019,8,11,71,17,115,546,0.385
100,500,7056,984,5988,8,12,82,18,115,702,0.38
100,500,7056,2863,4109,8,42,28,25,167,429,0.653
100,500,7056,4624,2348,8,66,45,30,129,591,0.482
100,500,7056,6151,821,8,87,85,35,120,948,0.445
100,500,7056,953,6019,8,11,32,30,165,411,0.511
100,500,7056,3714,3258,8,56,18,40,132,406,0.631
100,500,7056,3503,3469,8,53,37,15,111,439,0.456
100,500,7056,1778,5194,8,23,56,19,109,601,0.381
100,500,7056,4075,2897,8,60,33,27,179,405,0.63
100,500,7056,1539,5433,8,18,88,14,101,688,0.395
100,500,7056,3535,3437,8,54,53,30,120,576,0.488
100,500,7056,1889,5083,8,25,16,32,126,528,0.608
100,500,7056,1829,5143,8,24,31,6,97,645,0.388
100,500,7056,5364,1608,8,77,78,7,123,483,0.373
100,500,7056,3503,3469,8,53,64,12,92,563,0.394
100,500,7056,1927,5045,8,26,79,17,154,601,0.384
100,500,7056,984,5988,8,12,27,33,129,488,0.482
100,500,7056,4075,2897,8,60,74,36,123,777,0.489
100,500,7056,1982,4990,8,27,33,13,129,478,0.519
100,500,7056,3427,3545,8,52,36,7,134,393,0.578
100,500,7056,1546,5426,8,19,64,33,165,731,0.461
100,500,7056,5397,1575,8,78,69,36,98,778,0.427
100,500,7056,3612,3360,8,55,14,8,136,315,0.692
100,500,7056,3055,3917,8,44,12,19,160,279,0.81
100,500,7056,5964,1008,8,85,54,9,166,716,0.378
100,500,7056,3714,3258,8,56,22,26,179,187,0.636
100,500,7056,6151,821,8,87,86,36,159,1034,0.486
100,500,7056,1331,5641,8,16,23,30,92,485,0.472
100,500,7056,4792,2180,8,68,57,30,144,859,0.506
100,500,7056,1662,5310,8,21,23,42,146,726,0.567
100,500,7056,1662,5310,8,21,75,24,140,785,0.403
100,500,7056,2832,4140,8,41,37,33,149,573,0.607
100,500,7056,4624,2348,8,66,62,10,92,477,0.39
100,500,7056,4135,2837,8,61,56,15,114,560,0.457
100,500,7056,4990,1982,8,71,68,31,106,753,0.444
100,500,7056,1361,5611,8,17,78,10,117,596,0.386
100,500,7056,5321,1651,8,76,19,10,130,471,0.488
100,500,7056,2671,4301,8,37,70,25,107,623,0.408
100,500,7056,5447,1525,8,79,56,13,170,632,0.413
100,500,7056,2782,4190,8,40,41,26,145,510,0.529
100,500,7056,3274,3698,8,49,49,31,174,521,0.568
100,500,7056,3117,3855,8,48,84,41,94,913,0.449
100,500,7056,2170,4802,8,31,39,40,155,970,0.657
100,500,7056,2605,4367,8,36,60,25,94,566,0.405
100,500,7056,1256,5716,8,15,20,41,171,362,0.569
100,500,7056,4135,2837,8,61,52,20,156,387,0.561
100,500,7056,3078,3894,8,47,50,24,96,687,0.41
100,500,7056,6024,948,8,86,80,22,135,790,0.392
100,500,7056,6024,948,8,86,74,17,94,625,0.397
100,500,7056,1546,5426,8,19,81,38,172,992,0.525
100,500,7056,5707,1265,8,82,12,28,119,851,0.496
100,500,7056,1778,5194,8,23,60,32,173,755,0.478
100,500,7056,4301,2671,8,63,89,17,132,659,0.366
100,500,7056,4301,2671,8,63,78,7,130,564,0.372
100,500,7056,886,6086,8,10,23,15,168,270,0.533
100,500,7056,5397,1575,8,78,58,27,122,654,0.41
100,500,7056,953,6019,8,11,16,40,157,299,0.572
100,500,7056,3503,3469,8,53,47,39,148,652,0.54
100,500,7056,4914,2058,8,69,25,29,169,565,0.639
100,500,7056,5447,1525,8,79,17,13,170,625,0.483
100,500,7056,6188,784,8,88,79,30,151,898,0.425
100,500,7056,1982,4990,8,27,84,14,96,687,0.373
100,500,7056,2736,4236,8,39,25,26,156,455,0.642
100,500,7056,3117,3855,8,48,47,25,95,561,0.401
100,500,7056,4953,2019,8,70,41,40,116,903,0.554
100,500,7056,4914,2058,8,69,79,12,135,585,0.388
100,500,7056,2702,4270,8,38,47,22,125,607,0.498
100,500,7056,4301,2671,8,63,28,15,136,398,0.59
100,500,7056,3503,3469,8,53,74,25,166,566,0.443
100,500,7056,4953,2019,8,70,38,39,100,744,0.519
100,500,7056,6151,821,8,87,90,29,120,828,0.411
100,500,7056,1256,5716,8,15,14,14,156,141,0.702
100,500,7056,3763,3209,8,57,54,20,162,407,0.499
100,500,7056,2782,4190,8,40,32,23,156,390,0.544
100,500,7056,2863,4109,8,42,71,32,167,731,0.454
100,500,7056,2411,4561,8,34,88,5,159,559,0.422
100,500,7056,2702,4270,8,38,82,7,120,514,0.362
100,500,7056,4135,2837,8,61,68,36,106,696,0.468
100,500,7056,5707,1265,8,82,16,14,147,627,0.51
100,500,7056,2736,4236,8,39,53,24,173,637,0.581
100,500,7056,6024,948,8,86,89,16,111,575,0.393
100,500,7056,5248,1724,8,75,65,16,136,674,0.444
100,500,7056,3427,3545,8,52,69,13,147,562,0.422
100,500,7056,4227,2745,8,62,22,37,155,527,0.56
100,500,7056,4792,2180,8,68,78,38,94,799,0.436
100,500,7056,4914,2058,8,69,34,22,176,484,0.566
100,500,7056,4448,2524,8,65,52,42,148,897,0.54
100,500,7056,3326,3646,8,50,81,26,117,667,0.417
100,500,7056,4743,2229,8,67,39,25,152,628,0.589
100,500,7056,3117,3855,8,48,72,29,125,711,0.429
100,500,7056,1614,5358,8,20,72,29,146,726,0.419
100,500,7056,3274,3698,8,49,29,24,98,430,0.526
100,500,7056,4075,2897,8,60,26,18,138,385,0.577
100,500,7056,5964,1008,8,85,65,40,109,1012,0.46
100,500,7056,4624,2348,8,66,12,13,102,355,0.53
100,500,7056,4301,2671,8,63,42,32,169,474,0.546
100,500,7056,2138,4834,8,30,15,12,171,272,0.757
100,500,7056,4301,2671,8,63,18,13,177,259,0.784
100,500,7056,1546,5426,8,19,33,34,137,402,0.545
100,500,7056,2372,4600,8,33,60,15,101,548,0.369
100,500,7056,4227,2745,8,62,43,12,150,351,0.553
100,500,7056,3714,3258,8,56,76,41,117,974,0.463
100,500,7056,1662,5310,8,21,41,24,152,552,0.435
100,500,7056,4792,2180,8,68,13,30,135,649,0.562
100,500,7056,1829,5143,8,24,12,21,179,190,0.653
100,500,7056,3427,3545,8,52,70,28,137,606,0.452
100,500,7056,5707,1265,8,82,78,25,168,793,0.462
100,500,7056,6151,821,8,87,57,26,126,730,0.418
100,500,7056,4953,2019,8,70,79,19,133,653,0.389
100,500,7056,4914,2058,8,69,85,6,119,637,0.344
100,500,7056,1539,5433,8,18,72,23,109,587,0.387
100,500,7056,1889,5083,8,25,69,10,160,475,0.442
100,500,7056,953,6019,8,11,66,9,136,521,0.367
100,500,7056,3076,3896,8,46,80,11,104,600,0.388
100,500,7056,2671,4301,8,37,27,16,137,441,0.605
100,500,7056,3064,3908,8,45,26,15,115,401,0.581
100,500,7056,4227,2745,8,62,27,30,124,509,0.511
100,500,7056,1721,5251,8,22,49,38,92,711,0.436
100,500,7056,3427,3545,8,52,76,9,91,549,0.397
100,500,7056,1889,5083,8,25,33,9,144,548,0.489
100,500,7056,984,5988,8,12,35,13,124,435,0.366
100,500,7056,3427,3545,8,52,22,23,114,440,0.532
100,500,7056,6314,658,8,90,79,22,163,812,0.424
100,500,7056,4135,2837,8,61,46,35,92,635,0.452
100,500,7056,3117,3855,8,48,73,36,91,710,0.397
100,500,7056,4624,2348,8,66,61,36,178,796,0.539
100,500,7056,4366,2606,8,64,71,37,93,793,0.41
100,500,7056,4990,1982,8,71,30,6,114,538,0.442
100,500,7056,1136,5836,8,14,64,39,131,910,0.449
100,500,7056,4792,2180,8,68,68,26,174,703,0.468
100,500,7056,4624,2348,8,66,59,8,149,544,0.428
100,500,7056,1662,5310,8,21,55,31,127,816,0.439
100,500,7056,6234,738,8,89,23,9,154,682,0.397
100,500,7056,3973,2999,8,59,68,21,100,647,0.397
100,500,7056,3012,3960,8,43,27,38,157,547,0.678
100,500,7056,2702,4270,8,38,16,33,93,566,0.53
100,500,7056,6188,784,8,88,26,25,141,846,0.414
100,500,7056,1546,5426,8,19,50,32,122,541,0.453
100,500,7056,4366,2606,8,64,45,15,159,411,0.613
100,500,7056,2863,4109,8,42,60,37,178,789,0.551
100,500,7056,5063,1909,8,72,31,27,177,589,0.528
100,500,7056,2411,4561,8,34,53,26,142,667,0.45
100,500,7056,3409,3563,8,51,59,39,120,877,0.514
100,500,7056,3055,3917,8,44,55,26,98,647,0.408
100,500,7056,3612,3360,8,55,37,39,122,617,0.559
100,500,7056,1361,5611,8,17,48,10,173,364,0.42
100,500,7056,5964,1008,8,85,86,33,170,963,0.474
100,500,7056,3274,3698,8,49,87,16,159,543,0.396
100,500,7056,1721,5251,8,22,51,8,172,602,0.46
100,500,7056,6314,658,8,90,57,25,111,741,0.409
100,500,7056,1927,5045,8,26,85,18,150,592,0.414
100,500,7056,5138,1834,8,73,60,38,143,1018,0.473
100,500,7056,3055,3917,8,44,59,24,123,570,0.461
100,500,7056,1331,5641,8,16,60,17,178,434,0.449
100,500,7056,3535,3437,8,54,68,19,121,631,0.437
100,500,7056,3503,3469,8,53,66,7,169,427,0.422
100,500,7056,5753,1219,8,83,21,16,116,674,0.411
100,500,7056,1136,5836,8,14,70,8,143,607,0.389
100,500,7056,4792,2180,8,68,13,33,109,695,0.545
100,500,7056,5364,1608,8,77,15,21,102,748,0.43
100,500,7056,6024,948,8,86,87,24,136,772,0.391
100,500,7056,3427,3545,8,52,52,36,90,730,0.447
100,500,7056,5138,1834,8,73,69,28,102,755,0.405
100,500,7056,3828,3144,8,58,39,29,94,518,0.402
100,500,7056,5397,1575,8,78,63,19,164,696,0.414
100,500,7056,1662,5310,8,21,20,39,179,445,0.708
100,500,7056,3714,3258,8,56,54,33,138,547,0.477
100,500,7056,3763,3209,8,57,75,5,103,511,0.37
100,500,7056,4792,2180,8,68,56,6,172,449,0.45
100,500,7056,6188,784,8,88,85,21,140,642,0.405
100,500,7056,1889,5083,8,25,66,37,100,836,0.428
100,500,7056,2412,4560,8,35,22,41,178,546,0.683
100,500,7056,4301,2671,8,63,74,41,111,948,0.45
100,500,7056,6234,738,8,89,18,10,146,601,0.394
100,500,7056,1136,5836,8,14,31,9,161,299,0.498
100,500,7056,1256,5716,8,15,34,33,117,514,0.494
100,500,7056,2671,4301,8,37,72,37,161,943,0.499
100,500,7056,2863,4109,8,42,14,30,117,447,0.644
100,500,7056,5687,1285,8,81,35,24,137,706,0.466
100,500,7056,2412,4560,8,35,25,27,161,467,0.51
100,500,7056,1256,5716,8,15,80,28,91,662,0.397
100,500,7056,3064,3908,8,45,66,16,121,542,0.445
100,500,7056,2138,4834,8,30,27,30,96,597,0.429
100,500,7056,1829,5143,8,24,45,23,119,597,0.437
100,500,7056,1614,5358,8,20,62,16,133,656,0.434
100,500,7056,953,6019,8,11,45,12,163,378,0.437
100,500,7056,6151,821,8,87,75,36,137,955,0.447
100,500,7056,3117,3855,8,48,70,23,94,617,0.392
100,500,7056,2863,4109,8,42,37,5,122,470,0.487
100,500,7056,3973,2999,8,59,26,24,90,520,0.488
100,500,7056,5753,1219,8,83,61,24,168,824,0.455
100,500,7056,3055,3917,8,44,46,32,135,608,0.528
100,500,7056,3055,3917,8,44,82,24,160,726,0.446
100,500,7056,1256,5716,8,15,46,24,159,471,0.493
100,500,7056,1662,5310,8,21,53,14,93,650,0.42
100,500,7056,5364,1608,8,77,70,30,96,766,0.419
100,500,7056,2170,4802,8,31,21,40,106,768,0.559
100,500,7056,1546,5426,8,19,58,37,138,756,0.45
100,500,7056,3012,3960,8,43,69,31,159,649,0.465
100,500,7056,6024,948,8,86,64,34,102,932,0.421
100,500,7056,3064,3908,8,45,33,25,171,323,0.601
100,500,7056,5588,1384,8,80,28,19,92,682,0.402
100,500,7056,5364,1608,8,77,23,15,117,653,0.421
100,500,7056,4990,1982,8,71,37,19,110,605,0.458
100,500,7056,2411,4561,8,34,39,16,128,406,0.493
100,500,7056,5753,1219,8,83,68,39,111,925,0.443
100,500,7056,2170,4802,8,31,88,17,172,782,0.425
100,500,7056,2114,4858,8,29,32,22,138,475,0.531
100,500,7056,1889,5083,8,25,70,20,93,597,0.379
100,500,7056,5321,1651,8,76,31,18,109,663,0.409
100,500,7056,4366,2606,8,64,66,19,138,568,0.389
100,500,7056,4075,2897,8,60,44,23,158,426,0.587
100,500,7056,2170,4802,8,31,78,22,148,728,0.418
100,500,7056,6024,948,8,86,78,28,104,745,0.444
100,500,7056,2702,4270,8,38,77,14,168,518,0.417
100,500,7056,4792,2180,8,68,16,24,143,577,0.582
100,500,7056,2671,4301,8,37,60,23,97,531,0.412
100,500,7056,4227,2745,8,62,27,24,176,406,0.714
100,500,7056,4448,2524,8,65,19,10,170,245,0.812
100,500,7056,1721,5251,8,22,56,30,133,731,0.468
100,500,7056,5753,1219,8,83,57,10,98,583,0.374
100,500,7056,3055,3917,8,44,33,18,169,326,0.638
100,500,7056,3503,3469,8,53,26,32,126,404,0.557
100,500,7056,1546,5426,8,19,90,7,176,684,0.408
100,500,7056,6234,738,8,89,17,34,132,954,0.471
100,500,7056,1614,5358,8,20,52,12,129,502,0.462
100,500,7056,2412,4560,8,35,84,11,151,569,0.38
100,500,7056,2296,4676,8,32,26,30,125,555,0.548
100,500,7056,2411,4561,8,34,57,21,169,431,0.485
100,500,7056,5588,1384,8,80,38,23,137,747,0.479
100,500,7056,3714,3258,8,56,13,13,135,229,0.751
100,500,7056,3117,3855,8,48,42,41,130,643,0.588
100,500,7056,1136,5836,8,14,86,31,147,766,0.428
100,500,7056,2138,4834,8,30,14,14,129,407,0.59
100,500,7056,5849,1123,8,84,65,22,175,744,0.445
100,500,7056,5397,1575,8,78,62,24,104,706,0.387
100,500,7056,4743,2229,8,67,37,6,164,440,0.482
100,500,7056,5964,1008,8,85,49,41,123,1095,0.495
100,500,7056,5364,1608,8,77,44,7,161,517,0.47
100,500,7056,5707,1265,8,82,21,28,162,808,0.551
100,500,7056,6151,821,8,87,54,17,94,720,0.407
100,500,7056,5849,1123,8,84,77,23,157,812,0.422
100,500,7056,3064,3908,8,45,87,12,159,726,0.382
100,500,7056,1060,5912,8,13,50,30,124,539,0.44
100,500,7056,4953,2019,8,70,14,31,147,682,0.641
100,500,7056,3409,3563,8,51,28,12,158,248,0.673
100,500,7056,1361,5611,8,17,31,14,107,412,0.415
100,500,7056,2702,4270,8,38,52,8,135,576,0.486
100,500,7056,1829,5143,8,24,89,21,167,689,0.406
100,500,7056,2736,4236,8,39,33,17,174,398,0.543
100,500,7056,6234,738,8,89,58,12,116,574,0.422
100,500,7056,3427,3545,8,52,29,39,109,703,0.516
100,500,7056,4366,2606,8,64,83,10,90,676,0.365
100,500,7056,3326,3646,8,50,86,32,119,716,0.453
100,500,7056,2138,4834,8,30,19,21,148,365,0.586
100,500,7056,2782,4190,8,40,17,32,156,335,0.725
100,500,7056,3503,3469,8,53,30,12,126,355,0.549
100,500,7056,2138,4834,8,30,21,35,164,552,0.676
100,500,7056,3064,3908,8,45,15,18,131,315,0.676
100,500,7056,2736,4236,8,39,58,29,99,710,0.413
100,500,7056,1546,5426,8,19,78,21,156,639,0.41
100,500,7056,3117,3855,8,48,62,25,158,541,0.488
100,500,7056,5063,1909,8,72,24,41,152,1062,0.624
100,500,7056,1136,5836,8,14,76,26,168,659,0.437
100,500,7056,4448,2524,8,65,25,12,112,371,0.588
100,500,7056,2114,4858,8,29,34,22,111,612,0.461
100,500,7056,1927,5045,8,26,19,18,135,461,0.551
100,500,7056,4366,2606,8,64,63,14,170,402,0.47
100,500,7056,5138,1834,8,73,53,23,173,617,0.494
100,500,7056,1829,5143,8,24,77,26,145,569,0.445
100,500,7056,2011,4961,8,28,69,35,94,693,0.449
100,500,7056,4366,2606,8,64,48,11,102,440,0.461
100,500,7056,3427,3545,8,52,63,35,98,673,0.45
100,500,7056,2832,4140,8,41,84,42,129,1018,0.526
100,500,7056,2372,4600,8,33,36,37,113,708,0.545
100,500,7056,4301,2671,8,63,19,8,151,385,0.756
100,500,7056,4301,2671,8,63,55,35,124,664,0.518
100,500,7056,4135,2837,8,61,25,31,171,445,0.607
100,500,7056,2011,4961,8,28,48,30,144,634,0.473
100,500,7056,5753,1219,8,83,66,35,140,1032,0.462
100,500,7056,5138,1834,8,73,29,38,117,910,0.511
100,500,7056,1829,5143,8,24,18,10,162,351,0.641
100,500,7056,1256,5716,8,15,48,23,122,552,0.442
100,500,7056,1778,5194,8,23,76,38,94,838,0.42
100,500,7056,2296,4676,8,32,21,18,98,432,0.514
100,500,7056,3409,3563,8,51,72,19,102,612,0.407
100,500,7056,3409,3563,8,51,80,35,110,801,0.458
100,500,7056,5849,1123,8,84,65,6,141,601,0.386
100,500,7056,1546,5426,8,19,30,39,127,461,0.462
100,500,7056,4743,2229,8,67,19,31,141,705,0.601
100,500,7056,2412,4560,8,35,41,14,109,523,0.388
100,500,7056,2296,4676,8,32,11,25,142,295,0.59
100,500,7056,5707,1265,8,82,44,35,120,850,0.474
100,500,7056,2863,4109,8,42,10,40,170,310,0.729
100,500,7056,4448,2524,8,65,51,30,170,500,0.54
100,500,7056,1614,5358,8,20,82,12,133,670,0.419
100,500,7056,3117,3855,8,48,48,30,140,522,0.506
100,500,7056,2671,4301,8,37,14,12,166,274,0.792
100,500,7056,4135,2837,8,61,16,36,169,483,0.621
100,500,7056,5163,1809,8,74,67,16,176,670,0.427
100,500,7056,1614,5358,8,20,43,35,123,609,0.532
100,500,7056,984,5988,8,12,43,29,96,612,0.426
100,500,7056,2170,4802,8,31,52,13,93,666,0.396
100,500,7056,2114,4858,8,29,24,34,154,647,0.708
100,500,7056,2372,4600,8,33,35,31,92,622,0.426
100,500,7056,3076,3896,8,46,77,41,128,972,0.47
100,500,7056,2702,4270,8,38,34,32,122,608,0.518
100,500,7056,1721,5251,8,22,58,35,157,732,0.51
100,500,7056,2702,4270,8,38,40,12,149,428,0.498
100,500,7056,3612,3360,8,55,73,19,171,568,0.414
100,500,7056,1546,5426,8,19,18,23,146,150,0.74
100,500,7056,6234,738,8,89,17,8,124,684,0.395
100,500,7056,2170,4802,8,31,70,33,112,780,0.45
100,500,7056,1662,5310,8,21,56,8,154,551,0.428
100,500,7056,2138,4834,8,30,78,33,166,718,0.461
100,500,7056,3117,3855,8,48,76,21,98,625,0.41
100,500,7056,2114,4858,8,29,26,14,128,421,0.537
100,500,7056,2170,4802,8,31,61,6,169,670,0.421
100,500,7056,1889,5083,8,25,67,36,180,964,0.545
100,500,7056,3326,3646,8,50,53,29,153,466,0.511
100,500,7056,1256,5716,8,15,47,12,149,425,0.428
100,500,7056,2671,4301,8,37,39,37,154,652,0.655
100,500,7056,3117,3855,8,48,71,30,159,637,0.443
100,500,7056,5248,1724,8,75,39,39,129,898,0.578
100,500,7056,2114,4858,8,29,21,30,114,510,0.522
100,500,7056,2411,4561,8,34,43,22,112,504,0.435
100,500,7056,3714,3258,8,56,85,10,163,678,0.412
100,500,7056,5321,1651,8,76,10,20,129,657,0.429
100,500,7056,5753,1219,8,83,51,30,94,748,0.402
