N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,total_crossings,assess_top_sections
100,500,7056,1927,5045,8,26,64,5,147,643,0.389
100,500,7056,2296,4676,8,32,12,16,157,241,0.718
100,500,7056,4990,1982,8,71,66,15,157,586,0.497
100,500,7056,5397,1575,8,78,31,19,116,647,0.4
100,500,7056,4953,2019,8,70,73,24,119,678,0.412
100,500,7056,3828,3144,8,58,87,35,170,1017,0.495
100,500,7056,3117,3855,8,48,69,6,115,512,0.396
100,500,7056,5753,1219,8,83,43,29,151,865,0.486
100,500,7056,4953,2019,8,70,20,28,91,625,0.453
100,500,7056,2011,4961,8,28,80,7,136,553,0.396
100,500,7056,1982,4990,8,27,34,15,133,518,0.595
100,500,7056,2170,4802,8,31,16,15,142,364,0.679
100,500,7056,1829,5143,8,24,72,39,168,1008,0.5
100,500,7056,1331,5641,8,16,36,9,146,397,0.443
100,500,7056,5753,1219,8,83,61,36,149,1026,0.483
100,500,7056,1829,5143,8,24,45,11,136,520,0.435
100,500,7056,1256,5716,8,15,89,11,151,759,0.397
100,500,7056,3064,3908,8,45,31,36,119,659,0.52
100,500,7056,1256,5716,8,15,21,38,141,405,0.585
100,500,7056,2412,4560,8,35,81,22,163,619,0.435
100,500,7056,4953,2019,8,70,22,35,114,738,0.556
100,500,7056,5964,1008,8,85,22,37,154,1281,0.584
100,500,7056,1256,5716,8,15,64,40,91,713,0.424
100,500,7056,3274,3698,8,49,46,25,97,589,0.436
100,500,7056,2411,4561,8,34,81,26,111,682,0.397
100,500,7056,3828,3144,8,58,57,25,175,480,0.475
100,500,7056,5707,1265,8,82,49,31,170,976,0.516
100,500,7056,6151,821,8,87,44,8,91,580,0.383
100,500,7056,1662,5310,8,21,17,10,130,439,0.588
100,500,7056,1614,5358,8,20,49,14,161,470,0.43
100,500,7056,984,5988,8,12,46,28,113,655,0.403
100,500,7056,6024,948,8,86,90,16,144,694,0.386
100,500,7056,3055,3917,8,44,66,6,146,497,0.384
100,500,7056,2702,4270,8,38,55,30,130,667,0.504
100,500,7056,4448,2524,8,65,50,25,138,548,0.493
100,500,7056,6188,784,8,88,14,21,153,796,0.457
100,500,7056,4953,2019,8,70,57,22,126,533,0.456
100,500,7056,3078,3894,8,47,78,11,117,606,0.353
100,500,7056,4227,2745,8,62,34,27,97,601,0.454
100,500,7056,2736,4236,8,39,37,32,106,555,0.51
100,500,7056,2138,4834,8,30,17,7,153,413,0.61
100,500,7056,4075,2897,8,60,72,40,144,935,0.517
100,500,7056,5707,1265,8,82,88,19,122,592,0.404
100,500,7056,5163,1809,8,74,53,18,114,640,0.442
100,500,7056,3326,3646,8,50,11,7,145,305,0.744
100,500,7056,5397,1575,8,78,49,13,130,643,0.414
100,500,7056,1546,5426,8,19,33,17,116,323,0.427
100,500,7056,3274,3698,8,49,41,38,102,586,0.497
100,500,7056,3427,3545,8,52,86,26,98,744,0.425
100,500,7056,2605,4367,8,36,18,27,108,475,0.478
100,500,7056,3117,3855,8,48,28,14,129,324,0.586
100,500,7056,4914,2058,8,69,46,41,145,1053,0.602
100,500,7056,5687,1285,8,81,74,5,139,659,0.399
100,500,7056,2411,4561,8,34,60,33,176,600,0.517
100,500,7056,5687,1285,8,81,66,35,150,889,0.492
100,500,7056,6314,658,8,90,89,32,108,881,0.432
100,500,7056,2372,4600,8,33,79,23,133,555,0.418
100,500,7056,2138,4834,8,30,62,12,162,558,0.455
100,500,7056,4914,2058,8,69,48,6,103,536,0.369
100,500,7056,5364,1608,8,77,47,17,137,653,0.38
100,500,7056,2011,4961,8,28,80,25,156,741,0.439
100,500,7056,3117,3855,8,48,58,15,163,537,0.529
100,500,7056,1060,5912,8,13,75,35,120,798,0.425
100,500,7056,3714,3258,8,56,59,31,153,695,0.488
100,500,7056,6234,738,8,89,27,15,141,723,0.444
100,500,7056,3828,3144,8,58,16,9,107,326,0.693
100,500,7056,5687,1285,8,81,86,19,106,735,0.404
100,500,7056,2011,4961,8,28,82,31,120,809,0.419
100,500,7056,5248,1724,8,75,62,26,95,623,0.39
100,500,7056,3714,3258,8,56,55,40,154,785,0.587
100,500,7056,2702,4270,8,38,59,24,139,597,0.469
100,500,7056,4301,2671,8,63,15,33,145,446,0.626
100,500,7056,1136,5836,8,14,46,18,123,443,0.456
100,500,7056,4075,2897,8,60,30,23,135,441,0.567
100,500,7056,2863,4109,8,42,84,6,100,541,0.412
100,500,7056,4953,2019,8,70,46,20,133,673,0.462
100,500,7056,4743,2229,8,67,86,16,113,730,0.381
100,500,7056,4792,2180,8,68,81,30,160,827,0.449
100,500,7056,1829,5143,8,24,32,29,90,641,0.441
100,500,7056,3427,3545,8,52,49,10,165,388,0.5
100,500,7056,3064,3908,8,45,73,15,118,535,0.385
100,500,7056,1614,5358,8,20,46,17,98,513,0.405
100,500,7056,5321,1651,8,76,49,7,180,623,0.448
100,500,7056,984,5988,8,12,53,17,122,561,0.387
100,500,7056,3326,3646,8,50,83,35,100,770,0.431
100,500,7056,5063,1909,8,72,65,24,131,680,0.46
100,500,7056,886,6086,8,10,10,30,168,147,0.891
100,500,7056,2372,4600,8,33,72,37,142,1034,0.53
100,500,7056,4448,2524,8,65,40,38,91,715,0.474
100,500,7056,2412,4560,8,35,27,10,119,472,0.549
100,500,7056,3064,3908,8,45,11,11,148,288,0.76
100,500,7056,5163,1809,8,74,48,6,168,559,0.456
100,500,7056,1778,5194,8,23,83,33,136,884,0.434
100,500,7056,5964,1008,8,85,32,9,163,665,0.406
100,500,7056,3326,3646,8,50,53,41,126,670,0.54
100,500,7056,1361,5611,8,17,12,27,106,343,0.615
100,500,7056,3612,3360,8,55,62,29,130,575,0.443
100,500,7056,2114,4858,8,29,71,6,161,563,0.387
100,500,7056,3064,3908,8,45,26,25,174,384,0.682
100,500,7056,2412,4560,8,35,88,39,136,1021,0.531
100,500,7056,2372,4600,8,33,67,41,90,812,0.441
100,500,7056,5364,1608,8,77,34,8,157,524,0.485
100,500,7056,5707,1265,8,82,44,8,136,671,0.429
100,500,7056,3973,2999,8,59,51,14,138,434,0.53
100,500,7056,3055,3917,8,44,11,23,152,323,0.746
100,500,7056,2832,4140,8,41,13,21,112,431,0.573
100,500,7056,3503,3469,8,53,51,30,119,617,0.441
100,500,7056,4075,2897,8,60,67,16,114,500,0.404
100,500,7056,3274,3698,8,49,78,10,99,542,0.371
100,500,7056,4135,2837,8,61,89,10,104,560,0.363
100,500,7056,4743,2229,8,67,64,39,175,1137,0.558
100,500,7056,5687,1285,8,81,15,15,120,574,0.455
100,500,7056,4914,2058,8,69,84,27,157,890,0.425
100,500,7056,2114,4858,8,29,13,22,158,282,0.677
100,500,7056,2114,4858,8,29,52,24,114,585,0.415
100,500,7056,6188,784,8,88,58,41,116,924,0.477
100,500,7056,1721,5251,8,22,65,39,118,930,0.484
100,500,7056,2671,4301,8,37,82,40,143,1007,0.536
100,500,7056,1982,4990,8,27,47,38,124,832,0.469
100,500,7056,5753,1219,8,83,82,36,149,1009,0.497
100,500,7056,5588,1384,8,80,84,10,119,607,0.386
100,500,7056,2702,4270,8,38,47,18,102,582,0.405
100,500,7056,6188,784,8,88,58,16,175,784,0.416
100,500,7056,2372,4600,8,33,70,41,94,875,0.49
100,500,7056,3503,3469,8,53,83,19,134,699,0.405
100,500,7056,3064,3908,8,45,25,40,124,454,0.626
100,500,7056,3828,3144,8,58,21,10,178,162,0.833
100,500,7056,3117,3855,8,48,81,9,91,648,0.37
100,500,7056,3427,3545,8,52,78,24,140,715,0.411
100,500,7056,984,5988,8,12,86,21,125,652,0.374
100,500,7056,1060,5912,8,13,69,36,139,888,0.477
100,500,7056,4743,2229,8,67,11,30,160,617,0.658
100,500,7056,953,6019,8,11,85,11,92,593,0.391
100,500,7056,5321,1651,8,76,49,12,131,658,0.383
100,500,7056,6024,948,8,86,58,36,137,1073,0.453
100,500,7056,3274,3698,8,49,86,35,144,884,0.473
100,500,7056,2372,4600,8,33,79,35,158,819,0.475
100,500,7056,3828,3144,8,58,63,36,178,778,0.51
100,500,7056,2372,4600,8,33,56,36,115,741,0.475
100,500,7056,1889,5083,8,25,23,30,124,596,0.56
100,500,7056,4075,2897,8,60,30,32,167,469,0.584
100,500,7056,3503,3469,8,53,86,19,97,633,0.382
100,500,7056,2011,4961,8,28,36,24,170,531,0.527
100,500,7056,5138,1834,8,73,70,18,128,625,0.402
100,500,7056,1927,5045,8,26,33,35,150,680,0.581
100,500,7056,3763,3209,8,57,23,38,104,454,0.489
100,500,7056,2736,4236,8,39,24,8,143,483,0.611
100,500,7056,5588,1384,8,80,79,19,107,577,0.39
100,500,7056,3763,3209,8,57,27,20,97,379,0.491
100,500,7056,4135,2837,8,61,22,41,105,680,0.516
100,500,7056,2114,4858,8,29,43,18,158,548,0.465
100,500,7056,2114,4858,8,29,22,16,158,338,0.521
100,500,7056,984,5988,8,12,25,15,141,358,0.598
100,500,7056,2863,4109,8,42,78,14,110,710,0.375
100,500,7056,5364,1608,8,77,44,39,106,965,0.496
100,500,7056,5138,1834,8,73,40,8,158,607,0.488
100,500,7056,6234,738,8,89,25,12,174,649,0.411
100,500,7056,3076,3896,8,46,43,36,107,684,0.458
100,500,7056,6314,658,8,90,16,7,156,551,0.419
100,500,7056,3064,3908,8,45,50,6,102,462,0.416
100,500,7056,3763,3209,8,57,53,19,138,402,0.44
100,500,7056,3714,3258,8,56,72,6,120,587,0.354
100,500,7056,2782,4190,8,40,34,8,91,514,0.436
100,500,7056,1546,5426,8,19,81,18,178,519,0.418
100,500,7056,3326,3646,8,50,31,16,155,316,0.614
100,500,7056,3055,3917,8,44,19,41,109,618,0.581
100,500,7056,5397,1575,8,78,69,33,98,768,0.47
100,500,7056,2412,4560,8,35,32,25,137,446,0.5
100,500,7056,2605,4367,8,36,72,39,136,923,0.493
100,500,7056,1662,5310,8,21,69,39,103,816,0.449
100,500,7056,6024,948,8,86,72,31,153,912,0.445
100,500,7056,2296,4676,8,32,74,22,155,534,0.436
100,500,7056,3012,3960,8,43,89,28,151,817,0.433
100,500,7056,1546,5426,8,19,66,18,133,535,0.417
100,500,7056,1614,5358,8,20,72,31,112,714,0.423
100,500,7056,2863,4109,8,42,53,18,152,438,0.47
100,500,7056,953,6019,8,11,40,12,152,383,0.42
100,500,7056,984,5988,8,12,53,34,92,733,0.435
100,500,7056,2863,4109,8,42,88,32,143,873,0.446
100,500,7056,4624,2348,8,66,70,33,92,679,0.421
100,500,7056,6151,821,8,87,24,30,110,925,0.428
100,500,7056,953,6019,8,11,79,6,166,577,0.374
100,500,7056,3714,3258,8,56,59,17,160,494,0.468
100,500,7056,3503,3469,8,53,75,42,170,1079,0.526
100,500,7056,1778,5194,8,23,39,33,135,711,0.48
100,500,7056,4075,2897,8,60,58,34,164,649,0.515
100,500,7056,1539,5433,8,18,52,28,168,446,0.48
100,500,7056,3535,3437,8,54,55,14,120,504,0.456
100,500,7056,1889,5083,8,25,74,15,134,537,0.412
100,500,7056,1829,5143,8,24,83,6,131,678,0.376
100,500,7056,5364,1608,8,77,18,13,156,548,0.529
100,500,7056,3503,3469,8,53,52,13,100,540,0.413
100,500,7056,1927,5045,8,26,62,15,174,366,0.467
100,500,7056,984,5988,8,12,53,25,176,541,0.438
100,500,7056,4075,2897,8,60,32,24,143,528,0.553
100,500,7056,1982,4990,8,27,62,31,103,707,0.436
100,500,7056,3427,3545,8,52,43,25,117,502,0.45
100,500,7056,1546,5426,8,19,11,15,148,135,0.674
100,500,7056,5397,1575,8,78,88,5,96,673,0.358
100,500,7056,3612,3360,8,55,56,26,138,511,0.444
100,500,7056,3055,3917,8,44,41,21,110,502,0.438
100,500,7056,5964,1008,8,85,70,11,127,604,0.371
100,500,7056,3714,3258,8,56,57,26,112,630,0.413
100,500,7056,6151,821,8,87,40,22,93,697,0.407
100,500,7056,1331,5641,8,16,11,6,96,410,0.407
100,500,7056,4792,2180,8,68,60,32,123,746,0.457
100,500,7056,1662,5310,8,21,84,42,108,971,0.456
100,500,7056,1662,5310,8,21,38,37,124,748,0.465
100,500,7056,2832,4140,8,41,23,40,151,602,0.621
100,500,7056,4624,2348,8,66,68,41,107,923,0.444
100,500,7056,4135,2837,8,61,49,38,178,773,0.618
100,500,7056,4990,1982,8,71,79,20,105,611,0.396
100,500,7056,1361,5611,8,17,15,33,132,263,0.681
100,500,7056,5321,1651,8,76,41,22,146,755,0.461
100,500,7056,2671,4301,8,37,87,13,139,618,0.408
100,500,7056,5447,1525,8,79,64,7,164,516,0.465
100,500,7056,2782,4190,8,40,87,34,126,831,0.458
100,500,7056,3274,3698,8,49,89,13,132,552,0.397
100,500,7056,3117,3855,8,48,78,29,164,644,0.506
100,500,7056,2170,4802,8,31,24,13,120,418,0.498
100,500,7056,2605,4367,8,36,51,24,141,487,0.425
100,500,7056,1256,5716,8,15,85,26,94,689,0.406
100,500,7056,4135,2837,8,61,18,11,94,415,0.612
100,500,7056,3078,3894,8,47,83,34,127,835,0.459
100,500,7056,6024,948,8,86,72,42,131,1125,0.52
100,500,7056,6024,948,8,86,23,14,107,670,0.385
100,500,7056,1546,5426,8,19,20,18,166,131,0.641
100,500,7056,5707,1265,8,82,41,8,122,574,0.413
100,500,7056,1778,5194,8,23,39,39,134,886,0.505
100,500,7056,4301,2671,8,63,35,38,94,654,0.448
100,500,7056,4301,2671,8,63,35,18,94,512,0.43
100,500,7056,886,6086,8,10,15,13,180,95,0.768
100,500,7056,5397,1575,8,78,62,20,136,748,0.389
100,500,7056,953,6019,8,11,41,40,98,656,0.462
100,500,7056,3503,3469,8,53,17,7,97,464,0.504
100,500,7056,4914,2058,8,69,18,23,151,420,0.59
100,500,7056,5447,1525,8,79,67,14,95,673,0.376
100,500,7056,6188,784,8,88,65,12,130,626,0.404
100,500,7056,1982,4990,8,27,20,8,112,426,0.493
100,500,7056,2736,4236,8,39,48,32,171,543,0.56
100,500,7056,3117,3855,8,48,60,31,158,626,0.474
100,500,7056,4953,2019,8,70,56,26,136,699,0.413
100,500,7056,4914,2058,8,69,79,17,131,644,0.384
100,500,7056,2702,4270,8,38,41,28,119,592,0.498
100,500,7056,4301,2671,8,63,62,40,132,824,0.499
100,500,7056,3503,3469,8,53,14,39,115,535,0.606
100,500,7056,4953,2019,8,70,51,24,106,695,0.44
100,500,7056,6151,821,8,87,54,36,122,923,0.478
100,500,7056,1256,5716,8,15,68,12,113,614,0.389
100,500,7056,3763,3209,8,57,58,5,174,404,0.473
100,500,7056,2782,4190,8,40,86,23,157,787,0.428
100,500,7056,2863,4109,8,42,63,41,120,917,0.473
100,500,7056,2411,4561,8,34,86,11,164,632,0.381
100,500,7056,2702,4270,8,38,55,26,123,632,0.438
100,500,7056,4135,2837,8,61,53,7,139,471,0.423
100,500,7056,5707,1265,8,82,67,27,142,884,0.414
100,500,7056,2736,4236,8,39,53,19,123,622,0.418
100,500,7056,6024,948,8,86,12,28,166,975,0.524
100,500,7056,5248,1724,8,75,53,27,164,904,0.496
100,500,7056,3427,3545,8,52,68,7,164,422,0.441
100,500,7056,4227,2745,8,62,80,8,118,499,0.395
100,500,7056,4792,2180,8,68,12,34,159,766,0.695
100,500,7056,4914,2058,8,69,45,33,155,813,0.582
100,500,7056,4448,2524,8,65,12,10,163,354,0.862
100,500,7056,3326,3646,8,50,76,25,93,604,0.409
100,500,7056,4743,2229,8,67,40,23,99,561,0.467
100,500,7056,3117,3855,8,48,59,22,144,501,0.495
100,500,7056,1614,5358,8,20,20,32,139,378,0.701
100,500,7056,3274,3698,8,49,61,30,95,646,0.402
100,500,7056,4075,2897,8,60,49,28,174,604,0.583
100,500,7056,5964,1008,8,85,37,36,104,866,0.497
100,500,7056,4624,2348,8,66,20,27,174,417,0.614
100,500,7056,4301,2671,8,63,50,31,104,643,0.428
100,500,7056,2138,4834,8,30,61,25,154,596,0.453
100,500,7056,4301,2671,8,63,35,8,128,528,0.5
100,500,7056,1546,5426,8,19,57,28,133,480,0.477
100,500,7056,2372,4600,8,33,30,41,143,721,0.667
100,500,7056,4227,2745,8,62,86,18,167,635,0.414
100,500,7056,3714,3258,8,56,53,14,123,448,0.462
100,500,7056,1662,5310,8,21,64,41,173,1048,0.556
100,500,7056,4792,2180,8,68,73,35,113,736,0.478
100,500,7056,1829,5143,8,24,90,18,112,647,0.403
100,500,7056,3427,3545,8,52,36,34,113,579,0.509
100,500,7056,5707,1265,8,82,13,36,150,1071,0.596
100,500,7056,6151,821,8,87,54,8,112,700,0.38
100,500,7056,4953,2019,8,70,79,31,155,886,0.484
100,500,7056,4914,2058,8,69,71,13,164,497,0.427
100,500,7056,1539,5433,8,18,52,40,106,773,0.464
100,500,7056,1889,5083,8,25,88,33,90,743,0.402
100,500,7056,953,6019,8,11,38,18,122,442,0.421
100,500,7056,3076,3896,8,46,81,22,154,568,0.408
100,500,7056,2671,4301,8,37,31,41,91,696,0.45
100,500,7056,3064,3908,8,45,63,11,93,525,0.419
100,500,7056,4227,2745,8,62,26,24,150,355,0.71
100,500,7056,1721,5251,8,22,85,42,137,1148,0.492
100,500,7056,3427,3545,8,52,49,10,134,416,0.519
100,500,7056,1889,5083,8,25,28,12,167,319,0.655
100,500,7056,984,5988,8,12,26,12,176,328,0.482
100,500,7056,3427,3545,8,52,20,13,154,319,0.696
100,500,7056,6314,658,8,90,29,27,161,980,0.438
100,500,7056,4135,2837,8,61,32,10,123,416,0.615
100,500,7056,3117,3855,8,48,17,34,179,326,0.712
100,500,7056,4624,2348,8,66,22,10,163,293,0.652
100,500,7056,4366,2606,8,64,41,28,112,615,0.485
100,500,7056,4990,1982,8,71,70,41,144,1136,0.55
100,500,7056,1136,5836,8,14,23,29,95,426,0.437
100,500,7056,4792,2180,8,68,31,33,161,670,0.552
100,500,7056,4624,2348,8,66,77,30,171,763,0.455
100,500,7056,1662,5310,8,21,37,9,155,410,0.512
100,500,7056,6234,738,8,89,13,15,96,598,0.391
100,500,7056,3973,2999,8,59,50,26,168,556,0.579
100,500,7056,3012,3960,8,43,11,40,109,573,0.672
100,500,7056,2702,4270,8,38,50,20,164,577,0.475
100,500,7056,6188,784,8,88,44,21,175,720,0.465
100,500,7056,1546,5426,8,19,39,6,98,535,0.368
100,500,7056,4366,2606,8,64,19,27,164,378,0.741
100,500,7056,2863,4109,8,42,53,20,117,514,0.477
100,500,7056,5063,1909,8,72,84,35,110,905,0.438
100,500,7056,2411,4561,8,34,42,13,91,590,0.417
100,500,7056,3409,3563,8,51,32,12,172,269,0.643
100,500,7056,3055,3917,8,44,84,29,160,721,0.459
100,500,7056,3612,3360,8,55,68,17,93,575,0.363
100,500,7056,1361,5611,8,17,13,16,178,114,0.658
100,500,7056,5964,1008,8,85,31,40,169,1096,0.549
100,500,7056,3274,3698,8,49,14,26,140,250,0.736
100,500,7056,1721,5251,8,22,33,40,122,804,0.53
100,500,7056,6314,658,8,90,63,35,135,888,0.464
100,500,7056,1927,5045,8,26,15,12,100,537,0.547
100,500,7056,5138,1834,8,73,35,28,125,765,0.478
100,500,7056,3055,3917,8,44,25,29,128,415,0.627
100,500,7056,1331,5641,8,16,19,39,119,414,0.669
100,500,7056,3535,3437,8,54,46,14,97,543,0.444
100,500,7056,3503,3469,8,53,19,29,177,250,0.624
100,500,7056,5753,1219,8,83,29,26,172,741,0.537
100,500,7056,1136,5836,8,14,73,26,110,741,0.399
100,500,7056,4792,2180,8,68,13,8,121,475,0.575
100,500,7056,5364,1608,8,77,57,40,119,1011,0.473
100,500,7056,6024,948,8,86,25,20,142,870,0.428
100,500,7056,3427,3545,8,52,74,32,115,820,0.421
100,500,7056,5138,1834,8,73,88,26,104,708,0.418
100,500,7056,3828,3144,8,58,66,36,173,723,0.508
100,500,7056,5397,1575,8,78,82,28,104,715,0.42
100,500,7056,1662,5310,8,21,60,39,95,768,0.445
100,500,7056,3714,3258,8,56,53,22,149,520,0.435
100,500,7056,3763,3209,8,57,21,9,162,243,0.7
100,500,7056,4792,2180,8,68,56,35,174,880,0.563
100,500,7056,6188,784,8,88,60,38,133,1020,0.461
100,500,7056,1889,5083,8,25,13,15,137,373,0.718
100,500,7056,2412,4560,8,35,57,30,109,643,0.414
100,500,7056,4301,2671,8,63,20,28,134,456,0.572
100,500,7056,6234,738,8,89,49,37,174,1072,0.511
100,500,7056,1136,5836,8,14,24,40,96,621,0.444
100,500,7056,1256,5716,8,15,74,40,168,994,0.53
100,500,7056,2671,4301,8,37,30,14,137,443,0.555
100,500,7056,2863,4109,8,42,78,34,126,850,0.452
100,500,7056,5687,1285,8,81,21,5,95,615,0.408
100,500,7056,2412,4560,8,35,60,31,105,663,0.459
100,500,7056,1256,5716,8,15,17,18,174,101,0.733
100,500,7056,3064,3908,8,45,21,14,175,227,0.758
100,500,7056,2138,4834,8,30,76,28,156,741,0.43
100,500,7056,1829,5143,8,24,28,32,103,645,0.46
100,500,7056,1614,5358,8,20,42,10,98,462,0.448
100,500,7056,953,6019,8,11,43,29,90,650,0.408
100,500,7056,6151,821,8,87,50,23,124,836,0.429
100,500,7056,3117,3855,8,48,22,34,108,519,0.539
100,500,7056,2863,4109,8,42,45,29,175,508,0.63
100,500,7056,3973,2999,8,59,28,23,150,336,0.664
100,500,7056,5753,1219,8,83,22,22,121,780,0.438
100,500,7056,3055,3917,8,44,27,24,118,412,0.502
100,500,7056,3055,3917,8,44,50,41,129,754,0.565
100,500,7056,1256,5716,8,15,48,36,121,637,0.48
100,500,7056,1662,5310,8,21,54,21,144,521,0.443
100,500,7056,5364,1608,8,77,12,26,117,750,0.491
100,500,7056,2170,4802,8,31,12,11,132,422,0.692
100,500,7056,1546,5426,8,19,64,6,142,551,0.383
100,500,7056,3012,3960,8,43,61,7,103,657,0.388
100,500,7056,6024,948,8,86,21,31,115,980,0.45
100,500,7056,3064,3908,8,45,88,30,173,910,0.42
100,500,7056,5588,1384,8,80,60,40,160,1089,0.541
100,500,7056,5364,1608,8,77,75,29,92,744,0.411
100,500,7056,4990,1982,8,71,71,8,167,570,0.414
100,500,7056,2411,4561,8,34,27,9,119,454,0.509
100,500,7056,5753,1219,8,83,47,7,139,712,0.396
100,500,7056,2170,4802,8,31,85,27,179,823,0.461
100,500,7056,2114,4858,8,29,79,31,166,792,0.482
100,500,7056,1889,5083,8,25,83,19,128,605,0.382
100,500,7056,5321,1651,8,76,44,21,153,605,0.45
100,500,7056,4366,2606,8,64,35,36,108,685,0.447
100,500,7056,4075,2897,8,60,72,21,175,517,0.476
100,500,7056,2170,4802,8,31,63,22,180,560,0.441
100,500,7056,6024,948,8,86,20,13,106,622,0.392
100,500,7056,2702,4270,8,38,34,18,170,399,0.617
100,500,7056,4792,2180,8,68,84,6,98,582,0.376
100,500,7056,2671,4301,8,37,67,5,127,506,0.377
100,500,7056,4227,2745,8,62,89,23,164,778,0.418
100,500,7056,4448,2524,8,65,29,13,151,360,0.608
100,500,7056,1721,5251,8,22,59,8,147,476,0.418
100,500,7056,5753,1219,8,83,21,23,135,777,0.45
100,500,7056,3055,3917,8,44,59,7,170,362,0.508
100,500,7056,3503,3469,8,53,69,18,177,553,0.486
100,500,7056,1546,5426,8,19,38,30,146,412,0.439
100,500,7056,6234,738,8,89,46,33,146,1041,0.453
100,500,7056,1614,5358,8,20,76,35,91,726,0.397
100,500,7056,2412,4560,8,35,72,29,147,691,0.449
100,500,7056,2296,4676,8,32,60,24,177,551,0.47
100,500,7056,2411,4561,8,34,45,22,162,494,0.577
100,500,7056,5588,1384,8,80,66,21,100,644,0.402
100,500,7056,3714,3258,8,56,69,30,124,650,0.418
100,500,7056,3117,3855,8,48,23,7,138,348,0.598
100,500,7056,1136,5836,8,14,39,22,171,380,0.484
100,500,7056,2138,4834,8,30,29,30,149,589,0.562
100,500,7056,5849,1123,8,84,48,33,117,932,0.429
100,500,7056,5397,1575,8,78,85,15,156,631,0.39
100,500,7056,4743,2229,8,67,76,27,156,812,0.441
100,500,7056,5964,1008,8,85,86,19,179,735,0.419
100,500,7056,5364,1608,8,77,18,21,126,727,0.473
100,500,7056,5707,1265,8,82,33,26,167,761,0.495
100,500,7056,6151,821,8,87,84,42,120,1050,0.49
100,500,7056,5849,1123,8,84,68,11,159,659,0.395
100,500,7056,3064,3908,8,45,15,17,161,257,0.821
100,500,7056,1060,5912,8,13,33,12,141,418,0.402
100,500,7056,4953,2019,8,70,39,6,103,494,0.437
100,500,7056,3409,3563,8,51,20,14,166,231,0.736
100,500,7056,1361,5611,8,17,75,32,160,837,0.444
100,500,7056,2702,4270,8,38,28,32,130,494,0.553
100,500,7056,1829,5143,8,24,24,13,120,531,0.499
100,500,7056,2736,4236,8,39,20,35,93,500,0.552
100,500,7056,6234,738,8,89,45,34,171,980,0.514
100,500,7056,3427,3545,8,52,86,15,114,679,0.384
100,500,7056,4366,2606,8,64,68,35,131,843,0.498
100,500,7056,3326,3646,8,50,61,41,130,870,0.529
100,500,7056,2138,4834,8,30,76,14,135,598,0.396
100,500,7056,2782,4190,8,40,74,28,122,711,0.415
100,500,7056,3503,3469,8,53,36,17,99,495,0.446
100,500,7056,2138,4834,8,30,18,18,147,390,0.618
100,500,7056,3064,3908,8,45,88,23,149,609,0.42
100,500,7056,2736,4236,8,39,75,17,146,591,0.409
100,500,7056,1546,5426,8,19,81,29,121,665,0.433
100,500,7056,3117,3855,8,48,78,5,101,495,0.38
100,500,7056,5063,1909,8,72,60,17,174,575,0.492
100,500,7056,1136,5836,8,14,81,18,96,602,0.412
100,500,7056,4448,2524,8,65,12,17,176,202,0.817
100,500,7056,2114,4858,8,29,36,6,115,543,0.414
100,500,7056,1927,5045,8,26,34,17,115,543,0.473
100,500,7056,4366,2606,8,64,70,22,180,447,0.535
100,500,7056,5138,1834,8,73,32,15,97,605,0.436
100,500,7056,1829,5143,8,24,81,26,159,688,0.451
100,500,7056,2011,4961,8,28,11,27,116,579,0.553
100,500,7056,4366,2606,8,64,31,34,142,605,0.567
100,500,7056,3427,3545,8,52,32,33,102,543,0.486
100,500,7056,2832,4140,8,41,59,21,117,489,0.429
100,500,7056,2372,4600,8,33,22,34,128,566,0.546
100,500,7056,4301,2671,8,63,65,35,153,790,0.485
100,500,7056,4301,2671,8,63,62,14,101,501,0.403
100,500,7056,4135,2837,8,61,52,19,151,513,0.505
100,500,7056,2011,4961,8,28,71,10,98,629,0.358
100,500,7056,5753,1219,8,83,53,7,122,655,0.394
100,500,7056,5138,1834,8,73,58,36,134,928,0.457
100,500,7056,1829,5143,8,24,19,38,171,619,0.567
100,500,7056,1256,5716,8,15,62,12,144,451,0.406
100,500,7056,1778,5194,8,23,79,9,173,463,0.389
100,500,7056,2296,4676,8,32,27,26,136,371,0.561
100,500,7056,3409,3563,8,51,82,30,108,728,0.415
100,500,7056,3409,3563,8,51,51,24,126,519,0.426
100,500,7056,5849,1123,8,84,62,25,146,944,0.444
100,500,7056,1546,5426,8,19,34,10,147,321,0.43
100,500,7056,4743,2229,8,67,11,26,97,579,0.501
100,500,7056,2412,4560,8,35,18,22,159,307,0.508
100,500,7056,2296,4676,8,32,65,19,140,692,0.425
100,500,7056,5707,1265,8,82,62,22,130,714,0.423
100,500,7056,2863,4109,8,42,48,10,111,492,0.429
100,500,7056,4448,2524,8,65,90,14,145,692,0.384
100,500,7056,1614,5358,8,20,47,29,95,637,0.425
100,500,7056,3117,3855,8,48,83,37,108,790,0.459
100,500,7056,2671,4301,8,37,71,9,154,638,0.423
100,500,7056,4135,2837,8,61,77,34,108,754,0.444
100,500,7056,5163,1809,8,74,46,11,112,513,0.458
100,500,7056,1614,5358,8,20,84,19,175,748,0.392
100,500,7056,984,5988,8,12,69,15,105,588,0.383
100,500,7056,2170,4802,8,31,68,30,108,714,0.399
