run_id,N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,mean_hab_neighbors,total_crossings,assess_top_sections
119493766559167B,100,500,7056,4742,2230,8,67.892,0.33,7.168,130.133,3.6904761904761907,497,0.443
110117184514015C,100,500,7056,4792,2180,8,67.892,0.33,7.168,130.133,5.690476190476191,798,0.37
71711824606641C,100,500,7056,2985,3987,8,47.666,0.268,7.016,164.915,2.3095238095238093,429,0.643
466972291935754C,100,500,7056,3457,3515,8,47.666,0.268,7.016,164.915,3.4523809523809526,804,0.536
586567575176750B,100,500,7056,3670,3302,8,56.167,0.354,16.558,162.109,3.1904761904761907,769,0.615
613103354959988E,100,500,7056,3618,3354,8,56.167,0.354,16.558,162.109,3.9047619047619047,884,0.41
193793495699996A,100,500,7056,2105,4867,8,29.636,0.701,5.742,120.546,0.9285714285714286,559,0.374
883815878596467C,100,500,7056,1965,5007,8,29.636,0.701,5.742,120.546,0.9047619047619048,586,0.391
421147628223317D,100,500,7056,5998,974,8,83.134,0.201,5.385,151.087,4.464285714285714,530,0.417
392375541309840C,100,500,7056,5653,1319,8,83.134,0.201,5.385,151.087,4.511904761904762,565,0.434
422948146853467C,100,500,7056,2639,4333,8,33.837,0.275,18.241,175.425,2.238095238095238,623,0.854
531467149438113C,100,500,7056,2033,4939,8,33.837,0.275,18.241,175.425,0.7023809523809523,250,0.64
499520616956257E,100,500,7056,3417,3555,8,46.283,0.548,13.02,110.896,3.857142857142857,662,0.406
559742196222654A,100,500,7056,3025,3947,8,46.283,0.548,13.02,110.896,3.9047619047619047,720,0.367
586704042698269B,100,500,7056,5752,1220,8,77.148,0.378,17.907,124.727,5.9523809523809526,772,0.39
696105579970174A,100,500,7056,5554,1418,8,77.148,0.378,17.907,124.727,3.738095238095238,502,0.574
186236384054017E,100,500,7056,772,6200,8,10.438,0.746,11.62,151.994,1.25,657,0.452
423015121070720D,100,500,7056,627,6345,8,10.438,0.746,11.62,151.994,1.4880952380952381,759,0.372
227857071682461C,100,500,7056,1147,5825,8,15.238,0.447,8.237,101.138,0.75,638,0.373
990339763169971E,100,500,7056,798,6174,8,15.238,0.447,8.237,101.138,1.9285714285714286,751,0.443
110121546827314C,100,500,7056,1280,5692,8,18.106,0.358,15.02,161.841,0.8214285714285714,483,0.507
231669904440343D,100,500,7056,1615,5357,8,18.106,0.358,15.02,161.841,1,532,0.652
440113727217236A,100,500,7056,3102,3870,8,51.535,0.733,17.86,152.139,2.880952380952381,705,0.374
236836916527146C,100,500,7056,3746,3226,8,51.535,0.733,17.86,152.139,2.5833333333333335,756,0.439
925984334927513B,100,500,7056,2717,4255,8,43.221,0.452,6.781,105.636,1.9285714285714286,558,0.427
412210069808407E,100,500,7056,2868,4104,8,43.221,0.452,6.781,105.636,1.2976190476190477,503,0.419
643996535560716E,100,500,7056,1521,5451,8,19.582,0.41,17.514,160.055,0.9285714285714286,504,0.607
61214680222057D,100,500,7056,1207,5765,8,19.582,0.41,17.514,160.055,1.5714285714285714,971,0.609
359834750943208E,100,500,7056,3806,3166,8,52.409,0.144,17.13,111.338,3.1904761904761907,458,0.448
146310567772831E,100,500,7056,3355,3617,8,52.409,0.144,17.13,111.338,3.119047619047619,681,0.543
859429140867030B,100,500,7056,5151,1821,8,72.21,0.637,11.579,171.978,4.2976190476190474,613,0.418
894121771737050D,100,500,7056,5321,1651,8,72.21,0.637,11.579,171.978,4.083333333333333,528,0.424
273652358048626E,100,500,7056,2375,4597,8,33.08,0.119,9.127,153.685,3.3333333333333335,1154,0.586
560277419353038C,100,500,7056,2593,4379,8,33.08,0.119,9.127,153.685,1.2976190476190477,417,0.878
95847416358109E,100,500,7056,2865,4107,8,38.438,0.379,8.527,144.027,1.6666666666666667,554,0.652
609146087578739B,100,500,7056,3126,3846,8,38.438,0.379,8.527,144.027,2.869047619047619,619,0.507
862819623927767E,100,500,7056,5942,1030,8,84.54,0.842,15.057,166.61,5.059523809523809,670,0.442
427479516142358E,100,500,7056,5793,1179,8,84.54,0.842,15.057,166.61,5.642857142857143,828,0.408
381325261426298C,100,500,7056,3542,3430,8,54.721,0.168,12.668,159.797,4.392857142857143,891,0.547
604979137344931C,100,500,7056,3405,3567,8,54.721,0.168,12.668,159.797,1.75,220,0.782
346680922263134C,100,500,7056,3912,3060,8,63.741,0.795,11.74,144.509,3.988095238095238,711,0.402
459750152014895A,100,500,7056,4455,2517,8,63.741,0.795,11.74,144.509,5.511904761904762,768,0.392
28166121897985B,100,500,7056,2246,4726,8,30.239,0.475,17.17,112.4,3.107142857142857,733,0.467
920361557175921C,100,500,7056,2278,4694,8,30.239,0.475,17.17,112.4,0.14285714285714285,437,0.442
522757259481210D,100,500,7056,4847,2125,8,68.321,0.896,6.59,109.118,4.023809523809524,600,0.382
165992732688824D,100,500,7056,4797,2175,8,68.321,0.896,6.59,109.118,2.1547619047619047,575,0.37
948933082763781C,100,500,7056,2270,4702,8,29.706,0.106,10.382,165.439,1,231,0.801
487448217916054C,100,500,7056,1816,5156,8,29.706,0.106,10.382,165.439,1.119047619047619,545,0.908
791398999253579E,100,500,7056,1446,5526,8,21.225,0.139,8.601,177.619,1.5,619,0.792
975572220984170E,100,500,7056,1534,5438,8,21.225,0.139,8.601,177.619,1.6071428571428572,661,0.781
246667089977794B,100,500,7056,2124,4848,8,36.423,0.571,16.45,98.333,1.4761904761904763,626,0.379
903382141931057E,100,500,7056,2718,4254,8,36.423,0.571,16.45,98.333,1.1071428571428572,598,0.462
101201838295556D,100,500,7056,6139,833,8,87.227,0.263,9.097,110.41,5.9523809523809526,678,0.364
998921288879167D,100,500,7056,6381,591,8,87.227,0.263,9.097,110.41,5.083333333333333,621,0.422
889991047219999D,100,500,7056,6013,959,8,86.737,0.232,10.075,125.641,5.595238095238095,627,0.365
420213631930220C,100,500,7056,5920,1052,8,86.737,0.232,10.075,125.641,5.9523809523809526,816,0.358
912627408265928C,100,500,7056,3807,3165,8,51.103,0.451,17.183,143.274,1.6071428571428572,429,0.667
709251850513697A,100,500,7056,3591,3381,8,51.103,0.451,17.183,143.274,1.1785714285714286,373,0.635
487904974525135C,100,500,7056,5854,1118,8,81.348,0.252,10.843,131.277,4.345238095238095,688,0.469
458998658322705C,100,500,7056,5737,1235,8,81.348,0.252,10.843,131.277,4.7976190476190474,591,0.477
388534199219227D,100,500,7056,3758,3214,8,52.385,0.521,18.338,167.742,2.380952380952381,583,0.69
453524921031469E,100,500,7056,3853,3119,8,52.385,0.521,18.338,167.742,4.583333333333333,1194,0.423
814926520229340B,100,500,7056,6029,943,8,85.052,0.557,16.197,98.051,5.9523809523809526,773,0.366
859168345907568A,100,500,7056,5908,1064,8,85.052,0.557,16.197,98.051,4.059523809523809,546,0.438
52897278060079A,100,500,7056,3628,3344,8,53.63,0.11,17.95,170.027,2.630952380952381,507,0.943
150720690509838A,100,500,7056,3639,3333,8,53.63,0.11,17.95,170.027,3.988095238095238,1252,0.677
31032802735454C,100,500,7056,3531,3441,8,53.573,0.164,7.23,127.856,2.9166666666666665,586,0.549
471432242144657A,100,500,7056,3776,3196,8,53.573,0.164,7.23,127.856,2.7857142857142856,540,0.593
3805128610413B,100,500,7056,5136,1836,8,76.256,0.523,14.732,141.771,3.8333333333333335,574,0.486
895553799468759B,100,500,7056,5419,1553,8,76.256,0.523,14.732,141.771,3.8095238095238093,467,0.428
514152045668350A,100,500,7056,5592,1380,8,80.511,0.163,13.943,90.975,4.238095238095238,589,0.433
506039387488405B,100,500,7056,5701,1271,8,80.511,0.163,13.943,90.975,4.119047619047619,531,0.441
60798922024882C,100,500,7056,1631,5341,8,23.983,0.601,10.735,138.496,2.0714285714285716,707,0.421
482152899513881B,100,500,7056,1885,5087,8,23.983,0.601,10.735,138.496,1.6071428571428572,666,0.413
82667361672455E,100,500,7056,4688,2284,8,71.877,0.608,15.526,166.986,5.0476190476190474,801,0.395
89264215609530E,100,500,7056,5240,1732,8,71.877,0.608,15.526,166.986,4.095238095238095,541,0.466
584548015594214A,100,500,7056,1298,5674,8,18.644,0.186,5.22,125.442,1.869047619047619,808,0.54
51029059951778E,100,500,7056,1452,5520,8,18.644,0.186,5.22,125.442,0.35714285714285715,443,0.433
291697467503802A,100,500,7056,1139,5833,8,18.848,0.324,11.473,151.79,0.5,457,0.516
542967443997753A,100,500,7056,1066,5906,8,18.848,0.324,11.473,151.79,1.75,807,0.646
462344902130436C,100,500,7056,5809,1163,8,77.566,0.136,5.772,92.63,5.880952380952381,643,0.39
931640096595655D,100,500,7056,5529,1443,8,77.566,0.136,5.772,92.63,4.714285714285714,581,0.413
68896953627864E,100,500,7056,4904,2068,8,72.394,0.547,6.529,105.282,4.642857142857143,509,0.405
755139224197447E,100,500,7056,5035,1937,8,72.394,0.547,6.529,105.282,4.619047619047619,592,0.372
42969071038964B,100,500,7056,5902,1070,8,89.488,0.195,14.353,109.419,5,726,0.421
337898232266227D,100,500,7056,6278,694,8,89.488,0.195,14.353,109.419,5.9523809523809526,678,0.385
339331629503307C,100,500,7056,1269,5703,8,19.873,0.885,11.532,170.435,1.6547619047619047,813,0.399
367333752955994E,100,500,7056,1458,5514,8,19.873,0.885,11.532,170.435,0.07142857142857142,507,0.45
478904261451806E,100,500,7056,2282,4690,8,29.551,0.697,6.325,107.805,1.8928571428571428,564,0.376
768036266728537E,100,500,7056,2512,4460,8,29.551,0.697,6.325,107.805,2.9285714285714284,673,0.388
904028679648594E,100,500,7056,1545,5427,8,20.887,0.321,10.882,169.273,1.7261904761904763,541,0.739
491847255881305E,100,500,7056,1098,5874,8,20.887,0.321,10.882,169.273,0.10714285714285714,308,0.406
795645956372132C,100,500,7056,4543,2429,8,65.01,0.278,5.814,163.633,3.0476190476190474,526,0.559
691769936818214B,100,500,7056,4442,2530,8,65.01,0.278,5.814,163.633,3.392857142857143,503,0.517
465521185254074E,100,500,7056,5572,1400,8,77.331,0.775,11.566,115.972,4.166666666666667,674,0.364
371667334915483E,100,500,7056,5489,1483,8,77.331,0.775,11.566,115.972,5.345238095238095,715,0.368
879470857060664D,100,500,7056,4866,2106,8,71.191,0.777,13.619,170.282,2.9404761904761907,563,0.433
347220837840259E,100,500,7056,4874,2098,8,71.191,0.777,13.619,170.282,3.1904761904761907,540,0.419
739899539531715D,100,500,7056,6011,961,8,84.656,0.108,7.938,114.099,5.130952380952381,558,0.391
507051503912230B,100,500,7056,5951,1021,8,84.656,0.108,7.938,114.099,4.916666666666667,587,0.431
148549738467629E,100,500,7056,2101,4871,8,33.153,0.227,14.333,123.235,3.3095238095238093,883,0.488
961830870166239D,100,500,7056,2068,4904,8,33.153,0.227,14.333,123.235,1.5,500,0.59
838446078348188C,100,500,7056,3060,3912,8,39.818,0.336,17.682,164.768,1.7023809523809523,269,0.736
755264809605336C,100,500,7056,2655,4317,8,39.818,0.336,17.682,164.768,1.7738095238095237,407,0.703
208774683231771E,100,500,7056,3210,3762,8,44.589,0.529,7.57,94.086,2.619047619047619,580,0.388
417226695926346C,100,500,7056,3369,3603,8,44.589,0.529,7.57,94.086,1.1904761904761905,553,0.351
193143403927281E,100,500,7056,1885,5087,8,21.54,0.446,11.165,97.951,1.7976190476190477,580,0.395
609431024645383E,100,500,7056,1245,5727,8,21.54,0.446,11.165,97.951,1.2857142857142858,521,0.455
802570863853487E,100,500,7056,2313,4659,8,38.175,0.334,15.143,137.647,1.7142857142857142,545,0.594
176989923526425D,100,500,7056,2639,4333,8,38.175,0.334,15.143,137.647,3.7261904761904763,1059,0.559
702488898997430E,100,500,7056,3808,3164,8,54.44,0.43,11.553,118.641,4.345238095238095,694,0.395
432703794631092B,100,500,7056,3750,3222,8,54.44,0.43,11.553,118.641,3.3333333333333335,675,0.382
840257731248820E,100,500,7056,2228,4744,8,29.49,0.872,19.233,156.738,0.20238095238095238,484,0.411
545497345036505D,100,500,7056,1855,5117,8,29.49,0.872,19.233,156.738,1.75,654,0.405
250731955174067C,100,500,7056,1389,5583,8,17.647,0.406,7.744,113.921,0.7142857142857143,535,0.415
506398940790247C,100,500,7056,1250,5722,8,17.647,0.406,7.744,113.921,0.5714285714285714,580,0.383
317007569693364B,100,500,7056,5597,1375,8,76.905,0.536,13.981,147.896,4.9523809523809526,575,0.424
451560481821459C,100,500,7056,5435,1537,8,76.905,0.536,13.981,147.896,4.523809523809524,657,0.451
426601591523964E,100,500,7056,5798,1174,8,80.073,0.131,13.795,113.436,4.988095238095238,609,0.447
709941107668810E,100,500,7056,5591,1381,8,80.073,0.131,13.795,113.436,5.238095238095238,766,0.419
341603333543801E,100,500,7056,5076,1896,8,74.978,0.295,17.918,97.877,5.559523809523809,909,0.378
912016472676338B,100,500,7056,5078,1894,8,74.978,0.295,17.918,97.877,3.5833333333333335,660,0.432
72195505069803A,100,500,7056,6274,698,8,87.033,0.327,18.65,168.459,4.273809523809524,488,0.471
887333796095381E,100,500,7056,5826,1146,8,87.033,0.327,18.65,168.459,5.238095238095238,701,0.441
95210395098735C,100,500,7056,693,6279,8,13.418,0.871,11.773,147.261,1.1904761904761905,760,0.404
250365856216107A,100,500,7056,840,6132,8,13.418,0.871,11.773,147.261,2.0357142857142856,684,0.398
890293857269453C,100,500,7056,3010,3962,8,46.138,0.21,19.198,154.089,0.8690476190476191,291,0.67
336269069905566A,100,500,7056,3092,3880,8,46.138,0.21,19.198,154.089,2.6547619047619047,755,0.816
826278412069031B,100,500,7056,5413,1559,8,81.688,0.515,14.412,175.324,5.7023809523809526,852,0.401
269335645271844B,100,500,7056,5904,1068,8,81.688,0.515,14.412,175.324,4.595238095238095,604,0.439
572058567677110D,100,500,7056,1079,5893,8,14.846,0.437,10.199,111.429,0.32142857142857145,501,0.423
62612210043395A,100,500,7056,1244,5728,8,14.846,0.437,10.199,111.429,0.9642857142857143,663,0.422
509187668038674B,100,500,7056,790,6182,8,12.491,0.206,5.6,170.89,0.6428571428571429,406,0.564
415000144588017C,100,500,7056,871,6101,8,12.491,0.206,5.6,170.89,0.19047619047619047,355,0.504
57173469411288C,100,500,7056,5570,1402,8,83.632,0.257,12.7,167.304,3.6666666666666665,545,0.622
146589157601871D,100,500,7056,5826,1146,8,83.632,0.257,12.7,167.304,5.523809523809524,649,0.455
471135554822592A,100,500,7056,2801,4171,8,45.801,0.592,18.823,168.236,2.261904761904762,578,0.467
338549202898374D,100,500,7056,3105,3867,8,45.801,0.592,18.823,168.236,1.2857142857142858,526,0.464
776073334898260E,100,500,7056,3685,3287,8,51.967,0.658,19.393,92.964,2.8214285714285716,644,0.384
686932673285161A,100,500,7056,3873,3099,8,51.967,0.658,19.393,92.964,2.857142857142857,709,0.386
58417869592185C,100,500,7056,1479,5493,8,21.802,0.427,14.69,91.224,0.10714285714285714,478,0.408
957898993822061A,100,500,7056,1605,5367,8,21.802,0.427,14.69,91.224,1.880952380952381,587,0.422
648372330125136A,100,500,7056,3057,3915,8,43.621,0.753,19.181,110.994,1.4523809523809523,646,0.393
33641330511191A,100,500,7056,2970,4002,8,43.621,0.753,19.181,110.994,2.5833333333333335,672,0.409
557754814621476C,100,500,7056,2068,4904,8,32.87,0.575,18.135,122.014,1.7857142857142858,744,0.461
534738882688303E,100,500,7056,2221,4751,8,32.87,0.575,18.135,122.014,1.4285714285714286,608,0.505
124418246402263C,100,500,7056,4698,2274,8,66.407,0.554,10.642,111.585,4.678571428571429,815,0.39
231510770189698C,100,500,7056,4909,2063,8,66.407,0.554,10.642,111.585,3.619047619047619,600,0.398
452910736803790E,100,500,7056,1027,5945,8,11.724,0.219,5.291,126.082,0.9285714285714286,624,0.492
629500099792049C,100,500,7056,1006,5966,8,11.724,0.219,5.291,126.082,0.6071428571428571,560,0.455
171516258114302A,100,500,7056,3720,3252,8,52.892,0.135,6.619,179.792,3.7142857142857144,688,0.523
938080412167668A,100,500,7056,3784,3188,8,52.892,0.135,6.619,179.792,2.1904761904761907,280,0.714
553165442580276D,100,500,7056,5334,1638,8,70.501,0.508,12.91,115.137,4.773809523809524,664,0.392
556595562072793C,100,500,7056,5093,1879,8,70.501,0.508,12.91,115.137,5.607142857142857,726,0.38
30668935288981A,100,500,7056,6231,741,8,87.849,0.463,12.293,96.235,4.9523809523809526,593,0.374
917002085651262E,100,500,7056,6129,843,8,87.849,0.463,12.293,96.235,5.345238095238095,623,0.398
485278743195536E,100,500,7056,5566,1406,8,78.413,0.554,7.087,143.789,5.166666666666667,577,0.44
118365550539260B,100,500,7056,5711,1261,8,78.413,0.554,7.087,143.789,4.4523809523809526,553,0.412
737499559697535C,100,500,7056,3156,3816,8,41.728,0.613,16.124,164.038,2.1547619047619047,637,0.471
577659761892627E,100,500,7056,3237,3735,8,41.728,0.613,16.124,164.038,5.0476190476190474,994,0.442
547297164584312A,100,500,7056,6400,572,8,89.906,0.673,11.109,103.218,5.7023809523809526,622,0.381
120717840176399A,100,500,7056,6241,731,8,89.906,0.673,11.109,103.218,5.345238095238095,600,0.377
379573431030277B,100,500,7056,1930,5042,8,25.375,0.874,13.407,106.428,1.1785714285714286,632,0.354
995181202612085A,100,500,7056,1803,5169,8,25.375,0.874,13.407,106.428,2.1666666666666665,648,0.383
720508192693163C,100,500,7056,4481,2491,8,61.68,0.353,13.822,153.876,3.261904761904762,518,0.531
23019551012245D,100,500,7056,4037,2935,8,61.68,0.353,13.822,153.876,3.130952380952381,623,0.657
280405641005721C,100,500,7056,5600,1372,8,80.749,0.611,14.243,153.945,4.273809523809524,637,0.441
748104315622716B,100,500,7056,5726,1246,8,80.749,0.611,14.243,153.945,5.4523809523809526,631,0.406
430614303460556B,100,500,7056,1679,5293,8,26.082,0.151,13.188,166.439,1.0357142857142858,369,0.743
608037415927981E,100,500,7056,1906,5066,8,26.082,0.151,13.188,166.439,2.75,1531,0.583
801201558145112B,100,500,7056,2683,4289,8,37.923,0.524,15.439,90.627,2.5238095238095237,593,0.363
496362995612088E,100,500,7056,2755,4217,8,37.923,0.524,15.439,90.627,1.2142857142857142,456,0.445
96473836211872C,100,500,7056,2379,4593,8,34.055,0.844,10.599,161.818,1.3928571428571428,641,0.413
325783021759468E,100,500,7056,2431,4541,8,34.055,0.844,10.599,161.818,0.3333333333333333,627,0.381
932097593072616E,100,500,7056,4563,2409,8,65.839,0.294,5.977,94.854,4.011904761904762,679,0.408
413111708491840E,100,500,7056,4467,2505,8,65.839,0.294,5.977,94.854,2.9047619047619047,525,0.415
207119975781148E,100,500,7056,3863,3109,8,57.509,0.283,17.023,163.75,3.369047619047619,604,0.618
990233980439660D,100,500,7056,4189,2783,8,57.509,0.283,17.023,163.75,3.4404761904761907,547,0.519
289223603454802B,100,500,7056,2336,4636,8,30.934,0.781,12.786,114.414,0.9642857142857143,573,0.365
332440395675685D,100,500,7056,1774,5198,8,30.934,0.781,12.786,114.414,0.9404761904761905,573,0.407
897018115233488A,100,500,7056,5990,982,8,83.395,0.619,7.596,99.229,5.7976190476190474,646,0.365
78065926414745E,100,500,7056,5933,1039,8,83.395,0.619,7.596,99.229,5.273809523809524,645,0.369
458988143357136B,100,500,7056,4426,2546,8,59.108,0.18,15.89,91.283,4.595238095238095,721,0.408
307869643733396B,100,500,7056,4016,2956,8,59.108,0.18,15.89,91.283,3.7857142857142856,666,0.425
824332045649355D,100,500,7056,5629,1343,8,82.672,0.372,10.155,103.139,5.2023809523809526,660,0.382
189964007875017A,100,500,7056,6012,960,8,82.672,0.372,10.155,103.139,4.333333333333333,558,0.423
906656472605985C,100,500,7056,3850,3122,8,51.324,0.355,18.717,113.262,3.3452380952380953,610,0.416
602688889081970D,100,500,7056,3467,3505,8,51.324,0.355,18.717,113.262,1.0714285714285714,365,0.463
598545585622350C,100,500,7056,4471,2501,8,60.89,0.221,19.712,176.67,4.357142857142857,531,0.539
834157885951881E,100,500,7056,4261,2711,8,60.89,0.221,19.712,176.67,2.9642857142857144,459,0.732
69758794116675D,100,500,7056,6282,690,8,88.703,0.459,10.284,159.261,5.9523809523809526,707,0.354
340225612292246D,100,500,7056,6312,660,8,88.703,0.459,10.284,159.261,5.238095238095238,637,0.413
70202309452422C,100,500,7056,1761,5211,8,22.692,0.296,10.795,114.719,1.3928571428571428,565,0.471
86891575887590C,100,500,7056,1609,5363,8,22.692,0.296,10.795,114.719,1.7619047619047619,655,0.464
747008311292520A,100,500,7056,1920,5052,8,36.481,0.534,5.159,103.817,1.1547619047619047,567,0.427
83432036299323A,100,500,7056,2649,4323,8,36.481,0.534,5.159,103.817,2.7142857142857144,659,0.392
46578101714506C,100,500,7056,774,6198,8,13.351,0.163,13.428,167.958,1.0119047619047619,841,0.743
899908432008593D,100,500,7056,906,6066,8,13.351,0.163,13.428,167.958,0.6785714285714286,356,0.739
333415199381546D,100,500,7056,2526,4446,8,33.891,0.376,16.537,152.777,2.2023809523809526,565,0.531
792109580446589E,100,500,7056,2575,4397,8,33.891,0.376,16.537,152.777,0.6071428571428571,260,0.692
975653473926800B,100,500,7056,3711,3261,8,56.326,0.305,9.907,177.111,2.142857142857143,364,0.714
64551347566891D,100,500,7056,3777,3195,8,56.326,0.305,9.907,177.111,3.880952380952381,833,0.541
191056274096046B,100,500,7056,1901,5071,8,33.564,0.52,15.62,128.733,1.75,737,0.488
439729418414057D,100,500,7056,2070,4902,8,33.564,0.52,15.62,128.733,2.607142857142857,933,0.446
929132458502477D,100,500,7056,4976,1996,8,69.442,0.699,7.104,133.95,2.9761904761904763,596,0.379
460590169425529E,100,500,7056,4792,2180,8,69.442,0.699,7.104,133.95,4.130952380952381,531,0.388
701839626611053D,100,500,7056,1036,5936,8,13.034,0.114,11.25,135.409,1.0238095238095237,566,0.83
501265551935873A,100,500,7056,1085,5887,8,13.034,0.114,11.25,135.409,0.5357142857142857,257,0.708
196697219510810C,100,500,7056,4270,2702,8,58.573,0.515,14.786,99.705,3.9166666666666665,655,0.398
531413901512944E,100,500,7056,4025,2947,8,58.573,0.515,14.786,99.705,3.0476190476190474,651,0.396
168660233239259A,100,500,7056,2626,4346,8,41.082,0.211,6.837,112.8,2.511904761904762,647,0.471
835822969621419E,100,500,7056,2852,4120,8,41.082,0.211,6.837,112.8,2.1904761904761907,537,0.555
986309915549781A,100,500,7056,4630,2342,8,71.675,0.439,13.066,123.475,3.2976190476190474,557,0.445
193809495007200A,100,500,7056,4666,2306,8,71.675,0.439,13.066,123.475,4.595238095238095,651,0.393
259903715759835B,100,500,7056,5336,1636,8,82.096,0.758,19.477,128.065,3.880952380952381,592,0.432
412319188654121A,100,500,7056,5633,1339,8,82.096,0.758,19.477,128.065,3.0595238095238093,570,0.423
402617258291048A,100,500,7056,2330,4642,8,32.591,0.695,17.151,153.247,2.0476190476190474,832,0.43
730052525963053A,100,500,7056,2172,4800,8,32.591,0.695,17.151,153.247,1.7380952380952381,580,0.417
468399065017291E,100,500,7056,3669,3303,8,47.881,0.398,8.815,151.341,3.9166666666666665,846,0.415
135538792357206D,100,500,7056,3387,3585,8,47.881,0.398,8.815,151.341,2.4047619047619047,652,0.567
487094842618700A,100,500,7056,5669,1303,8,83.865,0.388,16.228,152.837,4.916666666666667,703,0.461
660750559704096C,100,500,7056,5767,1205,8,83.865,0.388,16.228,152.837,4.238095238095238,551,0.463
595584365130255C,100,500,7056,6059,913,8,89.788,0.825,12.405,134.941,5.845238095238095,676,0.371
632254852795607D,100,500,7056,6238,734,8,89.788,0.825,12.405,134.941,5.9523809523809526,662,0.375
95675115448448B,100,500,7056,4391,2581,8,66.707,0.481,7.42,150.429,2.5476190476190474,467,0.54
791544532002366A,100,500,7056,4704,2268,8,66.707,0.481,7.42,150.429,2.488095238095238,477,0.484
498085570588394C,100,500,7056,5930,1042,8,84.233,0.642,16.303,122.297,4.309523809523809,524,0.41
934083911294794D,100,500,7056,5791,1181,8,84.233,0.642,16.303,122.297,4.619047619047619,628,0.439
7434580620791C,100,500,7056,4637,2335,8,68.417,0.588,5.836,166.373,4.119047619047619,514,0.469
532209844205047A,100,500,7056,5078,1894,8,68.417,0.588,5.836,166.373,3.4047619047619047,601,0.416
6332610200932E,100,500,7056,4219,2753,8,62.712,0.525,13.148,111.655,3.7261904761904763,638,0.39
714510811786606B,100,500,7056,4283,2689,8,62.712,0.525,13.148,111.655,4.821428571428571,692,0.409
965245118596447E,100,500,7056,2467,4505,8,31.617,0.167,12.773,118.046,0.9880952380952381,302,0.616
177964552839001B,100,500,7056,1845,5127,8,31.617,0.167,12.773,118.046,1.3214285714285714,595,0.585
494216887552984A,100,500,7056,6235,737,8,88.751,0.496,18.07,107.248,5.380952380952381,621,0.383
389668324536635D,100,500,7056,6199,773,8,88.751,0.496,18.07,107.248,4.345238095238095,578,0.382
182047028662989D,100,500,7056,1984,4988,8,23.626,0.179,17.091,91.687,1.25,748,0.54
322831130690379D,100,500,7056,1465,5507,8,23.626,0.179,17.091,91.687,0.6071428571428571,565,0.588
664829989189691A,100,500,7056,5698,1274,8,82.356,0.632,12.943,132.164,5.666666666666667,764,0.401
554969650935017C,100,500,7056,5893,1079,8,82.356,0.632,12.943,132.164,4.035714285714286,672,0.403
375433881595857C,100,500,7056,3435,3537,8,50.296,0.888,14.926,155.035,3.9285714285714284,668,0.437
288193407420803D,100,500,7056,2903,4069,8,50.296,0.888,14.926,155.035,1.9047619047619047,717,0.4
408865416878302B,100,500,7056,5034,1938,8,72.952,0.182,17.899,152.724,3.75,579,0.532
486738948105430C,100,500,7056,5063,1909,8,72.952,0.182,17.899,152.724,3.0952380952380953,318,0.632
916410953269366C,100,500,7056,3064,3908,8,43.079,0.112,12.647,129.421,2.4047619047619047,472,0.667
195054934766334D,100,500,7056,3273,3699,8,43.079,0.112,12.647,129.421,2.130952380952381,382,0.644
612902102938320A,100,500,7056,2930,4042,8,42.954,0.8,16.626,172.179,2.6785714285714284,670,0.455
113745677022904C,100,500,7056,3048,3924,8,42.954,0.8,16.626,172.179,1.9047619047619047,681,0.493
771694912668162A,100,500,7056,3323,3649,8,52.491,0.678,16.744,173.275,4.416666666666667,830,0.406
9098691502611E,100,500,7056,3439,3533,8,52.491,0.678,16.744,173.275,2.0476190476190474,433,0.51
898251983349777B,100,500,7056,1433,5539,8,21.5,0.28,6.644,134.367,0.8928571428571429,434,0.535
473006601772703B,100,500,7056,1717,5255,8,21.5,0.28,6.644,134.367,1.7738095238095237,755,0.542
165069588234456D,100,500,7056,4263,2709,8,60.697,0.763,13.323,146.065,3.5357142857142856,663,0.392
552553556625451E,100,500,7056,4422,2550,8,60.697,0.763,13.323,146.065,4.559523809523809,564,0.39
335631667451521B,100,500,7056,6257,715,8,88.592,0.51,8.494,91.125,4.988095238095238,658,0.36
928374449950984D,100,500,7056,6219,753,8,88.592,0.51,8.494,91.125,5.773809523809524,585,0.371
102575985186827B,100,500,7056,1091,5881,8,15.845,0.715,12.39,108.477,0,522,0.379
987146035271826D,100,500,7056,1064,5908,8,15.845,0.715,12.39,108.477,1.4761904761904763,736,0.389
498242486610222B,100,500,7056,5091,1881,8,68.904,0.547,8.995,174.582,3.8095238095238093,580,0.478
654918642308655B,100,500,7056,4457,2515,8,68.904,0.547,8.995,174.582,4.309523809523809,765,0.365
462223176494959E,100,500,7056,5536,1436,8,77.604,0.749,19.762,148.812,4.559523809523809,644,0.432
613024396244161D,100,500,7056,5567,1405,8,77.604,0.749,19.762,148.812,4.904761904761905,767,0.411
786658126487368A,100,500,7056,2014,4958,8,28.602,0.212,15.219,135.237,3.1904761904761907,1282,0.541
474783443819063E,100,500,7056,1705,5267,8,28.602,0.212,15.219,135.237,1.9642857142857142,1045,0.554
256263701838228E,100,500,7056,1653,5319,8,25.445,0.176,10.519,135.68,0.16666666666666666,217,0.553
938110223712381E,100,500,7056,1990,4982,8,25.445,0.176,10.519,135.68,2.011904761904762,728,0.673
