"","[run number]","matrix_permeability","perceptual_range","vision_angle","scenario","random-seed","[step]","total_crossings","assess_top_sections","siminputrow"
"13862",1,79,38,127,2,-741671208,499,1243,0.475,13862
"13863",1,14,36,149,7,-741671208,499,307,0.482,13863
"13864",1,69,26,103,5,-741671208,499,677,0.402,13864
"13865",1,33,27,91,2,-741671208,499,1134,0.499,13865
"13866",1,85,17,177,3,-741671208,499,506,0.417,13866
"13867",1,83,25,119,3,-741671208,499,631,0.41,13867
"13868",1,28,18,100,3,-741671208,499,439,0.472,13868
"13869",1,89,8,174,5,-741671208,499,504,0.446,13869
"13870",1,33,15,159,2,-741671208,499,1055,0.7,13870
"13871",1,43,34,93,3,-741671208,499,753,0.531,13871
"13872",1,34,31,138,6,-741671208,499,757,0.456,13872
"13873",1,37,37,173,1,-741671208,499,2219,0.854,13873
"13874",1,65,32,109,4,-741671208,499,945,0.406,13874
"13875",1,86,37,116,1,-741671208,499,979,0.516,13875
"13876",1,58,33,110,7,-741671208,499,691,0.457,13876
"13877",1,27,12,97,5,-741671208,499,366,0.418,13877
"13878",1,24,25,123,2,-741671208,499,1311,0.65,13878
"13879",1,40,34,129,5,-741671208,499,772,0.437,13879
"13880",1,13,10,158,3,-741671208,499,42,0.714,13880
"13881",1,67,12,131,1,-741671208,499,803,0.443,13881
"13882",1,60,25,138,4,-741671208,499,1064,0.409,13882
"13883",1,68,23,122,2,-741671208,499,904,0.465,13883
"13884",1,30,26,120,5,-741671208,499,651,0.412,13884
"13885",1,51,11,157,6,-741671208,499,585,0.496,13885
"13886",1,67,19,132,4,-741671208,499,882,0.359,13886
"13887",1,54,37,144,5,-741671208,499,848,0.507,13887
"13888",1,32,16,116,6,-741671208,499,662,0.498,13888
"13889",1,89,7,128,1,-741671208,499,549,0.368,13889
"13890",1,31,25,161,1,-741671208,499,1847,0.807,13890
"13891",1,67,35,109,6,-741671208,499,813,0.45,13891
"13892",1,18,41,142,4,-741671208,499,1957,0.514,13892
"13893",1,39,15,150,1,-741671208,499,1086,0.634,13893
"13894",1,79,38,122,5,-741671208,499,867,0.475,13894
"13895",1,43,41,91,3,-741671208,499,902,0.59,13895
"13896",1,15,19,136,3,-741671208,499,183,0.585,13896
"13897",1,33,17,149,7,-741671208,499,155,0.484,13897
"13898",1,63,23,136,3,-741671208,499,552,0.466,13898
"13899",1,44,32,162,6,-741671208,499,875,0.443,13899
"13900",1,87,28,161,7,-741671208,499,695,0.44,13900
"13901",1,87,26,172,4,-741671208,499,809,0.457,13901
"13902",1,68,36,172,2,-741671208,499,1668,0.542,13902
"13903",1,61,15,146,4,-741671208,499,798,0.426,13903
"13904",1,83,41,106,5,-741671208,499,898,0.489,13904
"13905",1,15,8,122,5,-741671208,499,230,0.443,13905
"13906",1,57,39,137,2,-741671208,499,1538,0.538,13906
"13907",1,18,40,162,5,-741671208,499,974,0.525,13907
"13908",1,77,11,92,3,-741671208,499,513,0.378,13908
"13909",1,20,22,142,3,-741671208,499,248,0.637,13909
"13910",1,41,18,173,2,-741671208,499,1208,0.651,13910
"13911",1,39,14,123,3,-741671208,499,257,0.463,13911
"13912",1,21,19,96,7,-741671208,499,243,0.486,13912
"13913",1,20,34,113,5,-741671208,499,709,0.416,13913
"13914",1,79,32,170,5,-741671208,499,885,0.49,13914
"13915",1,24,37,152,2,-741671208,499,2376,0.587,13915
"13916",1,63,11,155,6,-741671208,499,547,0.43,13916
"13917",1,19,35,132,3,-741671208,499,855,0.829,13917
"13918",1,89,9,108,4,-741671208,499,599,0.361,13918
"13919",1,58,33,122,7,-741671208,499,657,0.432,13919
"13920",1,14,9,150,6,-741671208,499,537,0.836,13920
"13921",1,24,33,102,6,-741671208,499,758,0.412,13921
"13922",1,55,32,100,4,-741671208,499,914,0.391,13922
"13923",1,63,9,104,5,-741671208,499,475,0.387,13923
"13924",1,53,18,119,2,-741671208,499,858,0.506,13924
"13925",1,87,35,102,6,-741671208,499,871,0.421,13925
"13926",1,35,34,161,6,-741671208,499,894,0.477,13926
"13927",1,73,41,119,3,-741671208,499,1007,0.554,13927
"13928",1,77,30,114,5,-741671208,499,819,0.414,13928
"13929",1,67,28,95,5,-741671208,499,664,0.396,13929
"13930",1,83,20,156,5,-741671208,499,734,0.386,13930
"13931",1,87,12,94,1,-741671208,499,690,0.367,13931
"13932",1,28,24,158,4,-741671208,499,1763,0.401,13932
"13933",1,61,40,102,3,-741671208,499,948,0.572,13933
"13934",1,59,41,142,6,-741671208,499,1034,0.507,13934
"13935",1,79,14,131,6,-741671208,499,635,0.387,13935
"13936",1,68,28,177,2,-741671208,499,1400,0.511,13936
"13937",1,61,8,177,3,-741671208,499,409,0.411,13937
"13938",1,54,29,109,3,-741671208,499,649,0.516,13938
"13939",1,20,6,140,1,-741671208,499,668,0.533,13939
"13940",1,29,24,111,7,-741671208,499,310,0.435,13940
"13941",1,74,29,173,6,-741671208,499,873,0.487,13941
"13942",1,42,42,155,2,-741671208,499,2087,0.581,13942
"13943",1,66,23,165,4,-741671208,499,938,0.417,13943
"13944",1,27,39,103,5,-741671208,499,861,0.416,13944
"13945",1,13,36,104,6,-741671208,499,731,0.44,13945
"13946",1,73,30,145,7,-741671208,499,775,0.439,13946
"13947",1,33,36,113,2,-741671208,499,1769,0.525,13947
"13948",1,12,6,176,3,-741671208,499,46,0.717,13948
"13949",1,55,34,148,3,-741671208,499,913,0.59,13949
"13950",1,25,38,126,4,-741671208,499,1456,0.47,13950
"13951",1,51,15,164,5,-741671208,499,461,0.445,13951
"13952",1,37,31,106,7,-741671208,499,519,0.441,13952
"13953",1,29,19,150,5,-741671208,499,407,0.489,13953
"13954",1,59,30,114,6,-741671208,499,821,0.412,13954
"13955",1,47,8,143,4,-741671208,499,626,0.481,13955
"13956",1,73,9,145,6,-741671208,499,634,0.416,13956
"13957",1,23,31,139,5,-741671208,499,702,0.466,13957
"13958",1,60,36,151,3,-741671208,499,1008,0.653,13958
"13959",1,62,26,100,6,-741671208,499,728,0.394,13959
"13960",1,18,17,120,7,-741671208,499,143,0.524,13960
"13961",1,78,17,154,6,-741671208,499,643,0.439,13961
"13962",1,11,39,154,5,-741671208,499,863,0.458,13962
"13963",1,20,33,142,6,-741671208,499,757,0.457,13963
"13964",1,82,26,142,6,-741671208,499,704,0.405,13964
"13965",1,25,21,145,6,-741671208,499,603,0.547,13965
"13966",1,67,10,99,6,-741671208,499,584,0.389,13966
"13967",1,75,12,178,2,-741671208,499,765,0.463,13967
"13968",1,80,29,108,4,-741671208,499,710,0.418,13968
"13969",1,69,31,93,2,-741671208,499,945,0.414,13969
"13970",1,74,27,143,2,-741671208,499,1090,0.456,13970
"13971",1,42,8,112,4,-741671208,499,687,0.451,13971
"13972",1,49,5,166,4,-741671208,499,713,0.454,13972
"13973",1,43,15,179,6,-741671208,499,704,0.49,13973
"13974",1,81,37,157,5,-741671208,499,972,0.483,13974
"13975",1,86,23,152,5,-741671208,499,808,0.401,13975
"13976",1,90,28,96,3,-741671208,499,761,0.394,13976
"13977",1,21,8,160,3,-741671208,499,150,0.56,13977
"13978",1,28,37,177,2,-741671208,499,2587,0.63,13978
"13979",1,56,17,136,6,-741671208,499,583,0.437,13979
"13980",1,84,39,157,3,-741671208,499,1049,0.565,13980
"13981",1,44,28,126,6,-741671208,499,708,0.41,13981
"13982",1,15,12,112,5,-741671208,499,301,0.498,13982
"13983",1,76,32,95,3,-741671208,499,754,0.416,13983
"13984",1,15,34,120,4,-741671208,499,1553,0.423,13984
"13985",1,74,37,159,3,-741671208,499,895,0.599,13985
"13986",1,48,37,143,3,-741671208,499,962,0.667,13986
"13987",1,40,41,167,4,-741671208,499,1596,0.529,13987
"13988",1,72,7,103,5,-741671208,499,442,0.367,13988
"13989",1,31,29,107,4,-741671208,499,1123,0.396,13989
"13990",1,23,27,130,5,-741671208,499,647,0.425,13990
"13991",1,33,40,113,4,-741671208,499,1306,0.443,13991
"13992",1,83,21,150,3,-741671208,499,635,0.436,13992
"13993",1,28,7,113,6,-741671208,499,539,0.503,13993
"13994",1,59,8,178,3,-741671208,499,292,0.466,13994
"13995",1,26,28,156,4,-741671208,499,1623,0.385,13995
"13996",1,45,27,144,4,-741671208,499,1262,0.408,13996
"13997",1,64,24,151,5,-741671208,499,651,0.453,13997
"13998",1,68,8,149,4,-741671208,499,577,0.421,13998
"13999",1,23,34,157,5,-741671208,499,794,0.477,13999
"14000",1,83,8,106,3,-741671208,499,621,0.372,14000
"14001",1,64,10,174,5,-741671208,499,473,0.402,14001
"14002",1,89,26,160,3,-741671208,499,754,0.411,14002
"14003",1,48,20,133,6,-741671208,499,682,0.428,14003
"14004",1,81,27,153,1,-741671208,499,1055,0.494,14004
"14005",1,26,24,154,4,-741671208,499,1692,0.395,14005
"14006",1,30,11,106,5,-741671208,499,344,0.404,14006
"14007",1,68,28,158,2,-741671208,499,1213,0.458,14007
"14008",1,62,7,171,5,-741671208,499,529,0.416,14008
"14009",1,21,41,94,2,-741671208,499,1702,0.53,14009
"14010",1,65,7,114,3,-741671208,499,596,0.378,14010
"14011",1,62,31,105,4,-741671208,499,926,0.404,14011
"14012",1,12,19,112,2,-741671208,499,1129,0.732,14012
"14013",1,15,20,147,1,-741671208,499,1542,0.748,14013
"14014",1,84,23,115,3,-741671208,499,593,0.4,14014
"14015",1,17,6,149,6,-741671208,499,585,0.627,14015
"14016",1,72,19,167,7,-741671208,499,420,0.429,14016
"14017",1,71,36,130,2,-741671208,499,1222,0.488,14017
"14018",1,62,24,137,5,-741671208,499,755,0.409,14018
"14019",1,55,26,173,4,-741671208,499,1273,0.432,14019
"14020",1,76,42,107,2,-741671208,499,1110,0.487,14020
"14021",1,80,5,142,1,-741671208,499,729,0.364,14021
"14022",1,16,19,118,3,-741671208,499,251,0.57,14022
"14023",1,27,31,128,2,-741671208,499,1721,0.577,14023
"14024",1,81,28,116,6,-741671208,499,778,0.386,14024
"14025",1,68,37,100,1,-741671208,499,1119,0.514,14025
"14026",1,70,19,155,7,-741671208,499,505,0.434,14026
"14027",1,28,9,159,7,-741671208,499,163,0.509,14027
"14028",1,61,32,127,4,-741671208,499,1065,0.432,14028
"14029",1,90,11,101,5,-741671208,499,633,0.381,14029
"14030",1,43,26,155,4,-741671208,499,1296,0.394,14030
"14031",1,39,33,116,2,-741671208,499,1501,0.505,14031
"14032",1,36,30,124,4,-741671208,499,1199,0.412,14032
"14033",1,12,36,111,5,-741671208,499,687,0.432,14033
"14034",1,32,7,145,2,-741671208,499,724,0.521,14034
"14035",1,52,25,108,3,-741671208,499,539,0.455,14035
"14036",1,72,17,114,5,-741671208,499,566,0.394,14036
"14037",1,61,20,161,4,-741671208,499,1000,0.436,14037
"14038",1,38,10,103,5,-741671208,499,397,0.413,14038
"14039",1,47,40,146,6,-741671208,499,1077,0.487,14039
"14040",1,55,40,104,7,-741671208,499,811,0.455,14040
"14041",1,49,31,134,5,-741671208,499,770,0.447,14041
"14042",1,78,18,137,1,-741671208,499,851,0.429,14042
"14043",1,65,17,172,1,-741671208,499,985,0.59,14043
"14044",1,12,27,142,7,-741671208,499,130,0.592,14044
"14045",1,39,18,117,6,-741671208,499,590,0.432,14045
"14046",1,47,41,117,2,-741671208,499,1615,0.539,14046
"14047",1,26,27,97,5,-741671208,499,569,0.395,14047
"14048",1,16,24,91,3,-741671208,499,467,0.576,14048
"14049",1,16,30,135,4,-741671208,499,1608,0.42,14049
"14050",1,63,40,108,7,-741671208,499,805,0.457,14050
"14051",1,16,36,179,5,-741671208,499,722,0.536,14051
"14052",1,57,39,158,3,-741671208,499,998,0.709,14052
"14053",1,11,31,114,6,-741671208,499,719,0.435,14053
"14054",1,63,30,158,4,-741671208,499,1154,0.406,14054
"14055",1,80,23,180,3,-741671208,499,565,0.481,14055
"14056",1,84,24,150,3,-741671208,499,648,0.46,14056
"14057",1,32,20,171,6,-741671208,499,629,0.536,14057
"14058",1,45,36,159,3,-741671208,499,1079,0.715,14058
"14059",1,31,36,168,6,-741671208,499,834,0.505,14059
"14060",1,35,10,126,7,-741671208,499,327,0.456,14060
"14061",1,28,19,101,5,-741671208,499,451,0.448,14061
"14062",1,14,12,116,5,-741671208,499,247,0.51,14062
"14063",1,37,6,102,5,-741671208,499,533,0.368,14063
"14064",1,88,37,153,4,-741671208,499,1029,0.495,14064
"14065",1,71,42,158,6,-741671208,499,1076,0.545,14065
"14066",1,34,26,135,4,-741671208,499,1286,0.383,14066
"14067",1,51,10,134,4,-741671208,499,791,0.458,14067
"14068",1,53,22,161,5,-741671208,499,571,0.466,14068
"14069",1,44,28,109,5,-741671208,499,680,0.419,14069
"14070",1,17,29,134,2,-741671208,499,1761,0.668,14070
"14071",1,62,13,93,4,-741671208,499,696,0.424,14071
"14072",1,62,27,171,7,-741671208,499,596,0.435,14072
"14073",1,21,39,112,4,-741671208,499,1380,0.427,14073
"14074",1,27,25,152,3,-741671208,499,364,0.714,14074
"14075",1,18,28,165,2,-741671208,499,2135,0.696,14075
"14076",1,52,34,96,5,-741671208,499,707,0.414,14076
"14077",1,30,25,122,2,-741671208,499,1398,0.597,14077
"14078",1,36,23,111,5,-741671208,499,608,0.418,14078
"14079",1,44,27,148,3,-741671208,499,448,0.616,14079
"14080",1,86,15,110,7,-741671208,499,598,0.406,14080
"14081",1,89,34,168,3,-741671208,499,902,0.527,14081
"14082",1,62,17,173,2,-741671208,499,1087,0.562,14082
"14083",1,76,16,114,3,-741671208,499,564,0.42,14083
"14084",1,24,29,107,1,-741671208,499,1523,0.726,14084
"14085",1,16,11,108,7,-741671208,499,230,0.465,14085
"14086",1,70,28,144,4,-741671208,499,951,0.372,14086
"14087",1,77,27,135,3,-741671208,499,748,0.433,14087
"14088",1,35,8,102,6,-741671208,499,520,0.465,14088
"14089",1,32,5,178,4,-741671208,499,604,0.536,14089
"14090",1,81,21,139,3,-741671208,499,531,0.426,14090
"14091",1,36,30,124,7,-741671208,499,499,0.457,14091
"14092",1,44,35,95,3,-741671208,499,737,0.554,14092
"14093",1,10,9,178,4,-741671208,499,1275,0.758,14093
"14094",1,14,30,133,4,-741671208,499,1778,0.4,14094
"14095",1,58,10,167,6,-741671208,499,577,0.475,14095
"14096",1,30,30,170,1,-741671208,499,2358,0.874,14096
"14097",1,79,26,154,2,-741671208,499,1030,0.454,14097
"14098",1,54,42,179,5,-741671208,499,1193,0.56,14098
"14099",1,47,39,180,1,-741671208,499,2390,0.84,14099
"14100",1,15,35,117,2,-741671208,499,1900,0.578,14100
"14101",1,56,21,175,2,-741671208,499,1281,0.571,14101
"14102",1,20,10,108,1,-741671208,499,815,0.531,14102
"14103",1,64,19,133,4,-741671208,499,871,0.426,14103
"14104",1,64,26,160,2,-741671208,499,1359,0.486,14104
"14105",1,60,12,147,2,-741671208,499,794,0.491,14105
"14106",1,67,18,119,2,-741671208,499,725,0.447,14106
"14107",1,71,32,100,4,-741671208,499,864,0.41,14107
"14108",1,53,36,117,1,-741671208,499,1447,0.628,14108
"14109",1,44,29,162,3,-741671208,499,563,0.636,14109
"14110",1,57,9,132,4,-741671208,499,699,0.423,14110
"14111",1,79,20,176,4,-741671208,499,857,0.405,14111
"14112",1,46,39,168,4,-741671208,499,1582,0.496,14112
"14113",1,63,31,171,5,-741671208,499,879,0.46,14113
"14114",1,79,21,115,2,-741671208,499,727,0.396,14114
"14115",1,68,9,142,3,-741671208,499,477,0.373,14115
"14116",1,81,20,94,4,-741671208,499,688,0.382,14116
"14117",1,30,9,148,4,-741671208,499,755,0.591,14117
"14118",1,73,9,171,5,-741671208,499,422,0.431,14118
"14119",1,64,22,147,2,-741671208,499,996,0.481,14119
"14120",1,38,7,158,5,-741671208,499,278,0.453,14120
"14121",1,36,29,140,3,-741671208,499,548,0.695,14121
"14122",1,51,21,152,7,-741671208,499,276,0.522,14122
"14123",1,58,35,92,3,-741671208,499,777,0.465,14123
"14124",1,57,18,108,4,-741671208,499,884,0.383,14124
"14125",1,13,37,95,4,-741671208,499,1282,0.406,14125
"14126",1,72,18,97,1,-741671208,499,756,0.39,14126
"14127",1,27,8,107,5,-741671208,499,409,0.377,14127
"14128",1,89,23,179,1,-741671208,499,920,0.473,14128
"14129",1,62,40,103,1,-741671208,499,1245,0.557,14129
"14130",1,36,5,135,2,-741671208,499,637,0.433,14130
"14131",1,50,42,92,7,-741671208,499,845,0.459,14131
"14132",1,64,23,174,3,-741671208,499,382,0.492,14132
"14133",1,80,25,110,1,-741671208,499,863,0.403,14133
"14134",1,84,22,171,4,-741671208,499,917,0.403,14134
"14135",1,84,34,97,6,-741671208,499,737,0.421,14135
"14136",1,29,28,119,1,-741671208,499,1624,0.742,14136
"14137",1,29,10,172,1,-741671208,499,917,0.571,14137
"14138",1,60,19,94,3,-741671208,499,496,0.395,14138
"14139",1,19,12,125,7,-741671208,499,156,0.513,14139
"14140",1,52,6,159,2,-741671208,499,593,0.39,14140
"14141",1,40,31,119,1,-741671208,499,1500,0.69,14141
"14142",1,26,22,167,1,-741671208,499,1671,0.814,14142
"14143",1,34,31,175,1,-741671208,499,2312,0.864,14143
"14144",1,87,25,116,3,-741671208,499,665,0.405,14144
"14145",1,64,6,173,6,-741671208,499,529,0.422,14145
"14146",1,40,15,99,6,-741671208,499,608,0.47,14146
"14147",1,59,14,109,1,-741671208,499,715,0.411,14147
"14148",1,36,13,93,3,-741671208,499,422,0.386,14148
"14149",1,71,11,131,4,-741671208,499,604,0.407,14149
"14150",1,11,17,171,6,-741671208,499,587,0.874,14150
"14151",1,72,28,129,6,-741671208,499,706,0.428,14151
"14152",1,88,9,143,3,-741671208,499,546,0.392,14152
"14153",1,44,37,132,2,-741671208,499,1540,0.514,14153
"14154",1,71,25,123,2,-741671208,499,986,0.459,14154
"14155",1,71,9,160,2,-741671208,499,539,0.41,14155
"14156",1,35,7,102,1,-741671208,499,634,0.397,14156
"14157",1,71,38,111,1,-741671208,499,1133,0.539,14157
"14158",1,13,16,147,5,-741671208,499,265,0.642,14158
"14159",1,77,22,98,5,-741671208,499,679,0.398,14159
"14160",1,21,37,177,1,-741671208,499,2925,0.935,14160
"14161",1,18,29,104,3,-741671208,499,621,0.668,14161
"14162",1,51,36,156,3,-741671208,499,947,0.722,14162
"14163",1,65,20,132,5,-741671208,499,645,0.391,14163
"14164",1,78,5,153,5,-741671208,499,447,0.365,14164
"14165",1,74,10,90,4,-741671208,499,565,0.382,14165
"14166",1,45,8,161,2,-741671208,499,777,0.483,14166
"14167",1,14,26,166,4,-741671208,499,2316,0.399,14167
"14168",1,90,30,119,7,-741671208,499,753,0.42,14168
"14169",1,71,26,154,4,-741671208,499,1038,0.416,14169
"14170",1,33,35,126,3,-741671208,499,898,0.724,14170
"14171",1,21,39,135,6,-741671208,499,1073,0.501,14171
"14172",1,16,10,153,2,-741671208,499,950,0.658,14172
"14173",1,22,21,139,2,-741671208,499,1378,0.731,14173
"14174",1,24,33,173,4,-741671208,499,1859,0.46,14174
"14175",1,18,31,142,3,-741671208,499,667,0.838,14175
"14176",1,89,12,124,4,-741671208,499,672,0.353,14176
"14177",1,78,27,174,4,-741671208,499,997,0.449,14177
"14178",1,39,26,156,2,-741671208,499,1494,0.635,14178
"14179",1,22,41,155,1,-741671208,499,2709,0.906,14179
"14180",1,29,30,99,4,-741671208,499,950,0.389,14180
"14181",1,55,30,144,6,-741671208,499,751,0.427,14181
"14182",1,62,27,161,6,-741671208,499,759,0.444,14182
"14183",1,18,13,126,7,-741671208,499,135,0.578,14183
"14184",1,68,35,103,6,-741671208,499,823,0.437,14184
"14185",1,89,13,136,6,-741671208,499,676,0.393,14185
"14186",1,45,8,173,3,-741671208,499,224,0.491,14186
"14187",1,78,19,163,2,-741671208,499,864,0.453,14187
"14188",1,39,7,107,5,-741671208,499,405,0.43,14188
"14189",1,10,29,99,5,-741671208,499,576,0.448,14189
"14190",1,79,21,133,6,-741671208,499,683,0.376,14190
"14191",1,34,6,117,3,-741671208,499,427,0.417,14191
"14192",1,42,18,163,5,-741671208,499,443,0.467,14192
"14193",1,42,26,103,4,-741671208,499,1053,0.379,14193
"14194",1,37,27,116,5,-741671208,499,566,0.433,14194
"14195",1,81,28,167,4,-741671208,499,899,0.44,14195
"14196",1,84,28,149,4,-741671208,499,890,0.431,14196
"14197",1,24,29,123,2,-741671208,499,1488,0.585,14197
"14198",1,23,37,123,6,-741671208,499,866,0.457,14198
"14199",1,89,9,150,3,-741671208,499,618,0.393,14199
"14200",1,50,39,92,7,-741671208,499,758,0.449,14200
"14201",1,23,11,91,2,-741671208,499,774,0.438,14201
"14202",1,58,40,178,6,-741671208,499,1089,0.537,14202
"14203",1,84,31,122,2,-741671208,499,922,0.438,14203
"14204",1,63,15,166,2,-741671208,499,935,0.484,14204
"14205",1,23,14,109,4,-741671208,499,882,0.559,14205
"14206",1,54,40,173,3,-741671208,499,1166,0.781,14206
"14207",1,76,9,104,5,-741671208,499,537,0.363,14207
"14208",1,77,40,143,5,-741671208,499,1114,0.492,14208
"14209",1,60,23,97,1,-741671208,499,935,0.471,14209
"14210",1,77,33,130,2,-741671208,499,1066,0.457,14210
"14211",1,58,6,177,7,-741671208,499,347,0.467,14211
"14212",1,54,20,149,3,-741671208,499,308,0.529,14212
"14213",1,51,36,109,4,-741671208,499,983,0.423,14213
"14214",1,62,41,99,4,-741671208,499,885,0.464,14214
"14215",1,42,24,162,2,-741671208,499,1536,0.628,14215
"14216",1,24,7,173,5,-741671208,499,188,0.5,14216
"14217",1,60,6,118,3,-741671208,499,547,0.369,14217
"14218",1,54,12,141,3,-741671208,499,406,0.399,14218
"14219",1,68,38,116,1,-741671208,499,1189,0.548,14219
"14220",1,38,34,100,4,-741671208,499,986,0.425,14220
"14221",1,23,25,117,2,-741671208,499,1369,0.657,14221
"14222",1,16,18,163,4,-741671208,499,1717,0.565,14222
"14223",1,27,28,107,5,-741671208,499,620,0.389,14223
"14224",1,87,11,106,6,-741671208,499,621,0.375,14224
"14225",1,43,33,107,7,-741671208,499,552,0.442,14225
"14226",1,79,7,108,6,-741671208,499,569,0.383,14226
"14227",1,86,42,104,2,-741671208,499,1135,0.47,14227
"14228",1,56,24,110,5,-741671208,499,774,0.393,14228
"14229",1,79,6,142,6,-741671208,499,572,0.395,14229
"14230",1,67,39,173,1,-741671208,499,1673,0.706,14230
"14231",1,21,38,148,3,-741671208,499,1030,0.898,14231
"14232",1,48,19,140,4,-741671208,499,1105,0.419,14232
"14233",1,34,39,136,1,-741671208,499,2081,0.811,14233
"14234",1,81,6,105,4,-741671208,499,605,0.364,14234
"14235",1,85,15,166,3,-741671208,499,467,0.42,14235
"14236",1,85,33,98,2,-741671208,499,949,0.439,14236
"14237",1,27,21,148,2,-741671208,499,1303,0.752,14237
"14238",1,81,16,145,6,-741671208,499,635,0.398,14238
"14239",1,48,7,132,5,-741671208,499,475,0.394,14239
"14240",1,54,35,102,3,-741671208,499,846,0.491,14240
"14241",1,78,19,153,6,-741671208,499,720,0.392,14241
"14242",1,88,16,105,7,-741671208,499,588,0.388,14242
"14243",1,22,33,95,3,-741671208,499,775,0.612,14243
"14244",1,18,26,174,5,-741671208,499,671,0.437,14244
"14245",1,77,9,100,5,-741671208,499,564,0.385,14245
"14246",1,89,27,93,3,-741671208,499,621,0.396,14246
"14247",1,85,30,161,2,-741671208,499,1046,0.461,14247
"14248",1,48,12,149,3,-741671208,499,325,0.465,14248
"14249",1,14,21,145,2,-741671208,499,1394,0.823,14249
"14250",1,36,18,177,6,-741671208,499,631,0.529,14250
"14251",1,36,36,121,5,-741671208,499,808,0.448,14251
"14252",1,90,15,173,3,-741671208,499,563,0.393,14252
"14253",1,76,41,118,1,-741671208,499,1305,0.585,14253
"14254",1,45,21,128,1,-741671208,499,1151,0.582,14254
"14255",1,89,41,155,7,-741671208,499,1014,0.509,14255
"14256",1,83,13,103,7,-741671208,499,625,0.387,14256
"14257",1,47,13,103,5,-741671208,499,493,0.398,14257
"14258",1,78,6,147,5,-741671208,499,634,0.366,14258
"14259",1,83,12,111,1,-741671208,499,636,0.39,14259
"14260",1,64,32,91,3,-741671208,499,702,0.469,14260
"14261",1,46,30,91,5,-741671208,499,633,0.393,14261
"14262",1,44,6,137,4,-741671208,499,643,0.442,14262
"14263",1,74,9,134,5,-741671208,499,644,0.39,14263
"14264",1,22,22,138,6,-741671208,499,629,0.514,14264
"14265",1,21,32,117,3,-741671208,499,749,0.738,14265
"14266",1,18,41,129,5,-741671208,499,843,0.489,14266
"14267",1,88,20,164,5,-741671208,499,704,0.419,14267
"14268",1,11,37,166,3,-741671208,499,986,0.966,14268
"14269",1,32,31,130,6,-741671208,499,811,0.416,14269
"14270",1,65,27,147,1,-741671208,499,1333,0.578,14270
"14271",1,36,37,172,7,-741671208,499,512,0.492,14271
"14272",1,19,26,136,6,-741671208,499,625,0.451,14272
"14273",1,69,33,164,5,-741671208,499,831,0.487,14273
"14274",1,29,34,98,6,-741671208,499,720,0.413,14274
"14275",1,30,28,149,3,-741671208,499,474,0.662,14275
"14276",1,23,25,153,6,-741671208,499,588,0.493,14276
"14277",1,10,6,93,4,-741671208,499,619,0.498,14277
"14278",1,80,31,139,4,-741671208,499,840,0.43,14278
"14279",1,44,8,117,4,-741671208,499,635,0.452,14279
"14280",1,42,23,141,2,-741671208,499,1348,0.593,14280
"14281",1,83,38,94,5,-741671208,499,842,0.439,14281
"14282",1,71,21,113,7,-741671208,499,601,0.401,14282
"14283",1,71,25,98,3,-741671208,499,597,0.387,14283
"14284",1,43,28,128,2,-741671208,499,1369,0.554,14284
"14285",1,49,6,91,6,-741671208,499,568,0.379,14285
"14286",1,29,15,162,5,-741671208,499,289,0.522,14286
"14287",1,24,41,152,4,-741671208,499,1777,0.506,14287
"14288",1,38,27,161,6,-741671208,499,791,0.434,14288
"14289",1,22,10,118,3,-741671208,499,219,0.479,14289
"14290",1,36,37,120,3,-741671208,499,890,0.702,14290
"14291",1,10,18,123,7,-741671208,499,55,0.745,14291
"14292",1,78,41,168,2,-741671208,499,1496,0.549,14292
"14293",1,33,7,138,5,-741671208,499,333,0.408,14293
"14294",1,62,23,164,2,-741671208,499,1268,0.509,14294
"14295",1,61,13,91,3,-741671208,499,509,0.385,14295
"14296",1,55,20,108,2,-741671208,499,777,0.481,14296
"14297",1,72,17,96,4,-741671208,499,687,0.384,14297
"14298",1,31,29,124,1,-741671208,499,1676,0.745,14298
"14299",1,34,10,136,3,-741671208,499,243,0.477,14299
"14300",1,26,41,114,4,-741671208,499,1504,0.456,14300
"14301",1,79,13,158,6,-741671208,499,612,0.392,14301
"14302",1,12,18,92,6,-741671208,499,561,0.715,14302
"14303",1,25,16,119,7,-741671208,499,197,0.503,14303
"14304",1,23,17,172,6,-741671208,499,623,0.689,14304
"14305",1,47,6,159,4,-741671208,499,808,0.472,14305
"14306",1,62,27,142,3,-741671208,499,593,0.501,14306
"14307",1,64,28,114,4,-741671208,499,916,0.388,14307
"14308",1,10,16,148,1,-741671208,499,1277,0.714,14308
"14309",1,35,19,98,5,-741671208,499,484,0.43,14309
"14310",1,41,18,100,5,-741671208,499,512,0.412,14310
"14311",1,38,40,140,5,-741671208,499,995,0.512,14311
"14312",1,14,28,105,6,-741671208,499,638,0.492,14312
"14313",1,13,30,141,1,-741671208,499,2167,0.863,14313
"14314",1,14,21,171,5,-741671208,499,349,0.564,14314
"14315",1,60,33,153,2,-741671208,499,1576,0.48,14315
"14316",1,87,39,148,6,-741671208,499,1109,0.483,14316
"14317",1,54,30,143,3,-741671208,499,709,0.54,14317
"14318",1,81,11,102,3,-741671208,499,556,0.385,14318
"14319",1,84,39,164,5,-741671208,499,941,0.504,14319
"14320",1,53,7,105,4,-741671208,499,617,0.386,14320
"14321",1,41,21,120,2,-741671208,499,1094,0.562,14321
