"","[run number]","matrix_permeability","perceptual_range","vision_angle","scenario","random-seed","[step]","total_crossings","assess_top_sections","siminputrow"
"55103",1,51,37,117,2,-741671208,499,1527,0.504,55103
"55104",1,81,26,157,1,-741671208,499,1065,0.513,55104
"55105",1,53,12,103,3,-741671208,499,470,0.419,55105
"55106",1,70,28,90,4,-741671208,499,831,0.396,55106
"55107",1,39,29,147,3,-741671208,499,534,0.682,55107
"55108",1,39,7,95,7,-741671208,499,475,0.381,55108
"55109",1,45,7,153,6,-741671208,499,575,0.464,55109
"55110",1,24,17,101,7,-741671208,499,226,0.491,55110
"55111",1,62,37,127,7,-741671208,499,773,0.466,55111
"55112",1,35,8,160,5,-741671208,499,279,0.409,55112
"55113",1,49,22,117,5,-741671208,499,565,0.402,55113
"55114",1,63,31,132,6,-741671208,499,860,0.431,55114
"55115",1,32,32,161,6,-741671208,499,895,0.43,55115
"55116",1,17,9,139,3,-741671208,499,113,0.637,55116
"55117",1,29,26,91,2,-741671208,499,1162,0.533,55117
"55118",1,82,24,122,5,-741671208,499,695,0.414,55118
"55119",1,14,31,148,7,-741671208,499,186,0.5,55119
"55120",1,39,13,127,4,-741671208,499,858,0.497,55120
"55121",1,87,13,119,3,-741671208,499,562,0.4,55121
"55122",1,51,13,137,6,-741671208,499,591,0.43,55122
"55123",1,87,37,126,5,-741671208,499,900,0.473,55123
"55124",1,41,11,168,6,-741671208,499,455,0.558,55124
"55125",1,42,34,106,5,-741671208,499,746,0.412,55125
"55126",1,35,23,161,5,-741671208,499,587,0.431,55126
"55127",1,78,33,179,4,-741671208,499,1083,0.453,55127
"55128",1,35,38,168,4,-741671208,499,1650,0.492,55128
"55129",1,43,29,159,3,-741671208,499,587,0.675,55129
"55130",1,20,23,141,5,-741671208,499,431,0.487,55130
"55131",1,82,7,136,7,-741671208,499,530,0.374,55131
"55132",1,11,42,131,2,-741671208,499,2525,0.629,55132
"55133",1,90,18,166,2,-741671208,499,844,0.449,55133
"55134",1,69,20,106,2,-741671208,499,834,0.428,55134
"55135",1,70,20,122,5,-741671208,499,607,0.369,55135
"55136",1,84,5,95,5,-741671208,499,609,0.369,55136
"55137",1,85,34,177,5,-741671208,499,1114,0.473,55137
"55138",1,23,29,96,2,-741671208,499,1296,0.545,55138
"55139",1,26,34,115,3,-741671208,499,780,0.769,55139
"55140",1,74,29,159,4,-741671208,499,1084,0.42,55140
"55141",1,62,19,110,7,-741671208,499,539,0.408,55141
"55142",1,82,32,150,3,-741671208,499,895,0.484,55142
"55143",1,45,18,123,5,-741671208,499,558,0.475,55143
"55144",1,80,20,105,2,-741671208,499,729,0.383,55144
"55145",1,50,20,156,1,-741671208,499,1240,0.673,55145
"55146",1,27,14,144,6,-741671208,499,597,0.662,55146
"55147",1,47,39,148,1,-741671208,499,2015,0.767,55147
"55148",1,27,32,112,3,-741671208,499,771,0.708,55148
"55149",1,80,36,149,2,-741671208,499,1237,0.521,55149
"55150",1,75,8,91,3,-741671208,499,553,0.347,55150
"55151",1,79,18,108,5,-741671208,499,637,0.397,55151
"55152",1,84,31,149,4,-741671208,499,932,0.426,55152
"55153",1,82,19,169,3,-741671208,499,498,0.426,55153
"55154",1,57,6,106,4,-741671208,499,560,0.377,55154
"55155",1,60,6,153,7,-741671208,499,448,0.375,55155
"55156",1,25,15,104,4,-741671208,499,825,0.504,55156
"55157",1,48,13,141,2,-741671208,499,1002,0.496,55157
"55158",1,53,27,104,5,-741671208,499,694,0.412,55158
"55159",1,37,29,119,6,-741671208,499,780,0.423,55159
"55160",1,66,15,144,5,-741671208,499,631,0.422,55160
"55161",1,81,31,156,1,-741671208,499,1109,0.561,55161
"55162",1,20,32,164,6,-741671208,499,816,0.45,55162
"55163",1,17,33,162,7,-741671208,499,225,0.471,55163
"55164",1,85,34,140,2,-741671208,499,1022,0.489,55164
"55165",1,40,25,99,6,-741671208,499,612,0.417,55165
"55166",1,79,38,138,2,-741671208,499,1091,0.506,55166
"55167",1,77,13,164,4,-741671208,499,826,0.423,55167
"55168",1,37,42,91,5,-741671208,499,688,0.445,55168
"55169",1,27,13,114,6,-741671208,499,512,0.576,55169
"55170",1,60,10,178,1,-741671208,499,834,0.474,55170
"55171",1,69,25,134,7,-741671208,499,698,0.433,55171
"55172",1,18,39,145,7,-741671208,499,474,0.502,55172
"55173",1,50,14,139,7,-741671208,499,363,0.435,55173
"55174",1,39,31,137,3,-741671208,499,725,0.686,55174
"55175",1,37,7,172,4,-741671208,499,713,0.562,55175
"55176",1,17,41,95,5,-741671208,499,768,0.451,55176
"55177",1,65,7,103,6,-741671208,499,534,0.401,55177
"55178",1,53,24,147,4,-741671208,499,1178,0.383,55178
"55179",1,42,20,134,6,-741671208,499,608,0.488,55179
"55180",1,15,25,151,3,-741671208,499,333,0.748,55180
"55181",1,85,23,108,5,-741671208,499,611,0.406,55181
"55182",1,75,23,103,4,-741671208,499,742,0.395,55182
"55183",1,65,16,101,4,-741671208,499,698,0.364,55183
"55184",1,53,30,99,2,-741671208,499,1060,0.483,55184
"55185",1,31,32,143,1,-741671208,499,2050,0.808,55185
"55186",1,90,23,155,2,-741671208,499,837,0.421,55186
"55187",1,56,24,118,7,-741671208,499,522,0.408,55187
"55188",1,62,10,159,5,-741671208,499,301,0.452,55188
"55189",1,13,18,159,3,-741671208,499,60,0.767,55189
"55190",1,22,35,150,2,-741671208,499,2190,0.602,55190
"55191",1,69,27,109,3,-741671208,499,713,0.439,55191
"55192",1,82,7,106,4,-741671208,499,628,0.357,55192
"55193",1,18,24,148,5,-741671208,499,487,0.456,55193
"55194",1,36,36,123,5,-741671208,499,725,0.483,55194
"55195",1,48,14,137,1,-741671208,499,969,0.503,55195
"55196",1,72,20,144,6,-741671208,499,691,0.389,55196
"55197",1,16,41,115,5,-741671208,499,874,0.468,55197
"55198",1,23,10,137,6,-741671208,499,538,0.645,55198
"55199",1,58,17,121,5,-741671208,499,481,0.405,55199
"55200",1,35,33,135,4,-741671208,499,1321,0.425,55200
"55201",1,81,14,128,2,-741671208,499,774,0.406,55201
"55202",1,71,7,153,1,-741671208,499,587,0.397,55202
"55203",1,16,37,137,6,-741671208,499,854,0.487,55203
"55204",1,65,36,175,1,-741671208,499,1715,0.681,55204
"55205",1,53,31,154,5,-741671208,499,958,0.495,55205
"55206",1,37,25,96,2,-741671208,499,957,0.517,55206
"55207",1,85,31,169,2,-741671208,499,1078,0.48,55207
"55208",1,42,42,120,7,-741671208,499,825,0.486,55208
"55209",1,15,17,162,3,-741671208,499,64,0.766,55209
"55210",1,44,11,162,6,-741671208,499,559,0.565,55210
"55211",1,71,32,106,4,-741671208,499,859,0.424,55211
"55212",1,79,36,164,2,-741671208,499,1268,0.498,55212
"55213",1,14,24,101,3,-741671208,499,437,0.609,55213
"55214",1,18,29,131,7,-741671208,499,287,0.481,55214
"55215",1,72,13,92,2,-741671208,499,767,0.359,55215
"55216",1,60,16,123,7,-741671208,499,407,0.4,55216
"55217",1,85,13,172,2,-741671208,499,773,0.411,55217
"55218",1,65,15,168,2,-741671208,499,908,0.485,55218
"55219",1,51,18,142,3,-741671208,499,353,0.49,55219
"55220",1,36,24,115,3,-741671208,499,472,0.534,55220
"55221",1,15,36,107,4,-741671208,499,1428,0.41,55221
"55222",1,49,20,92,4,-741671208,499,819,0.394,55222
"55223",1,51,39,162,6,-741671208,499,977,0.508,55223
"55224",1,18,24,115,2,-741671208,499,1403,0.674,55224
"55225",1,66,13,153,3,-741671208,499,419,0.442,55225
"55226",1,17,19,97,7,-741671208,499,191,0.545,55226
"55227",1,74,15,155,4,-741671208,499,787,0.41,55227
"55228",1,31,12,122,4,-741671208,499,850,0.542,55228
"55229",1,27,7,121,6,-741671208,499,538,0.509,55229
"55230",1,16,29,113,1,-741671208,499,1737,0.774,55230
"55231",1,24,9,112,7,-741671208,499,305,0.426,55231
"55232",1,15,8,94,6,-741671208,499,511,0.624,55232
"55233",1,23,31,151,2,-741671208,499,2045,0.627,55233
"55234",1,90,5,126,2,-741671208,499,576,0.359,55234
"55235",1,16,24,155,6,-741671208,499,592,0.551,55235
"55236",1,48,41,156,6,-741671208,499,1065,0.51,55236
"55237",1,54,38,110,2,-741671208,499,1360,0.481,55237
"55238",1,73,23,116,4,-741671208,499,858,0.381,55238
"55239",1,63,27,94,5,-741671208,499,660,0.406,55239
"55240",1,15,28,171,5,-741671208,499,583,0.465,55240
"55241",1,69,29,99,2,-741671208,499,973,0.424,55241
"55242",1,52,23,160,2,-741671208,499,1245,0.594,55242
"55243",1,53,9,147,5,-741671208,499,420,0.417,55243
"55244",1,24,31,121,4,-741671208,499,1462,0.4,55244
"55245",1,10,13,153,4,-741671208,499,1322,0.786,55245
"55246",1,34,27,141,5,-741671208,499,711,0.419,55246
"55247",1,17,18,160,6,-741671208,499,682,0.677,55247
"55248",1,83,6,93,1,-741671208,499,636,0.358,55248
"55249",1,24,25,102,4,-741671208,499,1103,0.388,55249
"55250",1,12,29,175,7,-741671208,499,56,0.75,55250
"55251",1,68,9,103,2,-741671208,499,551,0.356,55251
"55252",1,31,35,142,3,-741671208,499,871,0.794,55252
"55253",1,17,23,174,6,-741671208,499,610,0.554,55253
"55254",1,26,7,120,7,-741671208,499,263,0.433,55254
"55255",1,30,23,122,6,-741671208,499,642,0.449,55255
"55256",1,48,41,92,6,-741671208,499,810,0.44,55256
"55257",1,36,18,123,2,-741671208,499,1097,0.557,55257
"55258",1,61,21,114,3,-741671208,499,560,0.429,55258
"55259",1,30,29,173,3,-741671208,499,487,0.842,55259
"55260",1,71,13,148,3,-741671208,499,428,0.453,55260
"55261",1,15,10,172,2,-741671208,499,975,0.722,55261
"55262",1,40,15,113,5,-741671208,499,428,0.449,55262
"55263",1,35,6,102,6,-741671208,499,563,0.453,55263
"55264",1,37,31,129,7,-741671208,499,465,0.437,55264
"55265",1,83,36,160,1,-741671208,499,1218,0.569,55265
"55266",1,16,20,155,4,-741671208,499,1599,0.448,55266
"55267",1,70,23,133,5,-741671208,499,629,0.415,55267
"55268",1,14,13,133,1,-741671208,499,1021,0.663,55268
"55269",1,47,26,116,2,-741671208,499,1120,0.497,55269
"55270",1,77,12,144,1,-741671208,499,707,0.423,55270
"55271",1,54,24,105,2,-741671208,499,959,0.487,55271
"55272",1,74,12,116,3,-741671208,499,543,0.396,55272
"55273",1,57,13,140,1,-741671208,499,788,0.492,55273
"55274",1,64,16,107,5,-741671208,499,526,0.376,55274
"55275",1,23,41,98,4,-741671208,499,1360,0.429,55275
"55276",1,50,17,154,2,-741671208,499,1118,0.561,55276
"55277",1,15,23,174,2,-741671208,499,1829,0.836,55277
"55278",1,30,21,106,7,-741671208,499,313,0.479,55278
"55279",1,86,26,169,7,-741671208,499,746,0.424,55279
"55280",1,12,27,108,7,-741671208,499,213,0.441,55280
"55281",1,46,27,121,5,-741671208,499,699,0.442,55281
"55282",1,11,38,109,6,-741671208,499,838,0.437,55282
"55283",1,12,35,150,3,-741671208,499,860,0.934,55283
"55284",1,23,11,141,3,-741671208,499,158,0.532,55284
"55285",1,52,9,155,3,-741671208,499,300,0.48,55285
"55286",1,51,25,157,3,-741671208,499,525,0.516,55286
"55287",1,11,25,109,1,-741671208,499,1595,0.755,55287
"55288",1,38,9,154,5,-741671208,499,334,0.431,55288
"55289",1,44,15,127,5,-741671208,499,466,0.446,55289
"55290",1,56,19,111,4,-741671208,499,967,0.404,55290
"55291",1,34,31,113,5,-741671208,499,683,0.416,55291
"55292",1,59,23,113,1,-741671208,499,982,0.555,55292
"55293",1,13,25,103,7,-741671208,499,281,0.456,55293
"55294",1,31,21,115,3,-741671208,499,392,0.52,55294
"55295",1,88,35,169,6,-741671208,499,1060,0.473,55295
"55296",1,39,11,107,3,-741671208,499,359,0.415,55296
"55297",1,84,38,159,2,-741671208,499,1193,0.546,55297
"55298",1,49,25,119,6,-741671208,499,714,0.423,55298
"55299",1,29,39,171,3,-741671208,499,1103,0.869,55299
"55300",1,80,34,123,6,-741671208,499,953,0.44,55300
"55301",1,82,37,138,2,-741671208,499,1141,0.472,55301
"55302",1,36,18,111,4,-741671208,499,917,0.451,55302
"55303",1,32,11,155,6,-741671208,499,603,0.619,55303
"55304",1,87,21,124,7,-741671208,499,599,0.391,55304
"55305",1,42,25,126,5,-741671208,499,678,0.431,55305
"55306",1,34,24,144,4,-741671208,499,1404,0.401,55306
"55307",1,83,22,111,6,-741671208,499,781,0.375,55307
"55308",1,38,29,117,5,-741671208,499,751,0.411,55308
"55309",1,40,29,103,7,-741671208,499,480,0.435,55309
"55310",1,82,6,165,3,-741671208,499,513,0.384,55310
"55311",1,11,14,167,7,-741671208,499,4,1,55311
"55312",1,13,10,119,2,-741671208,499,913,0.582,55312
"55313",1,13,23,165,4,-741671208,499,2385,0.426,55313
"55314",1,40,26,128,4,-741671208,499,1078,0.419,55314
"55315",1,75,25,112,3,-741671208,499,611,0.448,55315
"55316",1,89,33,166,6,-741671208,499,957,0.443,55316
"55317",1,36,25,136,5,-741671208,499,602,0.422,55317
"55318",1,47,7,92,6,-741671208,499,527,0.41,55318
"55319",1,30,8,169,7,-741671208,499,141,0.496,55319
"55320",1,63,42,133,3,-741671208,499,1148,0.613,55320
"55321",1,63,25,109,2,-741671208,499,897,0.466,55321
"55322",1,47,19,93,3,-741671208,499,505,0.402,55322
"55323",1,32,41,178,3,-741671208,499,1131,0.89,55323
"55324",1,43,25,150,5,-741671208,499,699,0.405,55324
"55325",1,38,9,172,3,-741671208,499,161,0.472,55325
"55326",1,87,11,148,1,-741671208,499,549,0.403,55326
"55327",1,67,18,116,2,-741671208,499,769,0.408,55327
"55328",1,10,41,110,3,-741671208,499,1008,0.885,55328
"55329",1,90,19,170,4,-741671208,499,743,0.412,55329
"55330",1,71,41,134,5,-741671208,499,930,0.487,55330
"55331",1,72,8,151,3,-741671208,499,405,0.402,55331
"55332",1,74,30,133,4,-741671208,499,862,0.42,55332
"55333",1,81,31,154,5,-741671208,499,807,0.456,55333
"55334",1,68,22,149,2,-741671208,499,1130,0.501,55334
"55335",1,19,27,119,6,-741671208,499,608,0.444,55335
"55336",1,75,35,112,5,-741671208,499,907,0.452,55336
"55337",1,78,33,94,5,-741671208,499,728,0.437,55337
"55338",1,29,37,143,4,-741671208,499,1479,0.452,55338
"55339",1,52,27,136,6,-741671208,499,728,0.409,55339
"55340",1,13,24,170,2,-741671208,499,1891,0.84,55340
"55341",1,39,24,136,2,-741671208,499,1403,0.597,55341
"55342",1,28,20,113,6,-741671208,499,530,0.5,55342
"55343",1,76,27,134,6,-741671208,499,728,0.43,55343
"55344",1,25,33,170,7,-741671208,499,252,0.579,55344
"55345",1,70,26,109,1,-741671208,499,947,0.506,55345
"55346",1,72,40,116,1,-741671208,499,1134,0.556,55346
"55347",1,52,33,164,2,-741671208,499,1752,0.532,55347
"55348",1,26,27,94,7,-741671208,499,429,0.403,55348
"55349",1,17,9,130,5,-741671208,499,290,0.434,55349
"55350",1,67,39,119,7,-741671208,499,956,0.448,55350
"55351",1,85,28,109,4,-741671208,499,740,0.414,55351
"55352",1,48,20,159,4,-741671208,499,1144,0.497,55352
"55353",1,70,15,168,6,-741671208,499,637,0.4,55353
"55354",1,74,16,119,2,-741671208,499,678,0.413,55354
"55355",1,88,23,157,5,-741671208,499,608,0.434,55355
"55356",1,38,13,110,4,-741671208,499,797,0.499,55356
"55357",1,39,9,130,2,-741671208,499,727,0.501,55357
"55358",1,65,17,105,3,-741671208,499,481,0.403,55358
"55359",1,87,33,136,4,-741671208,499,976,0.421,55359
"55360",1,37,9,113,2,-741671208,499,709,0.499,55360
"55361",1,53,30,156,6,-741671208,499,801,0.459,55361
"55362",1,12,12,119,7,-741671208,499,114,0.518,55362
"55363",1,23,12,157,4,-741671208,499,1167,0.686,55363
"55364",1,37,20,135,2,-741671208,499,1169,0.631,55364
"55365",1,65,25,135,3,-741671208,499,592,0.495,55365
"55366",1,63,32,138,1,-741671208,499,1333,0.603,55366
"55367",1,11,5,116,3,-741671208,499,335,0.451,55367
"55368",1,45,35,120,1,-741671208,499,1486,0.667,55368
"55369",1,24,7,152,5,-741671208,499,245,0.457,55369
"55370",1,45,16,146,4,-741671208,499,1028,0.444,55370
"55371",1,11,42,144,6,-741671208,499,1007,0.518,55371
"55372",1,55,8,151,7,-741671208,499,389,0.434,55372
"55373",1,63,29,115,4,-741671208,499,880,0.406,55373
"55374",1,63,19,123,3,-741671208,499,525,0.402,55374
"55375",1,62,23,116,5,-741671208,499,696,0.408,55375
"55376",1,24,7,159,3,-741671208,499,189,0.55,55376
"55377",1,32,40,128,5,-741671208,499,1020,0.472,55377
"55378",1,30,39,143,4,-741671208,499,1647,0.486,55378
"55379",1,42,32,165,2,-741671208,499,2072,0.565,55379
"55380",1,42,40,164,3,-741671208,499,1141,0.792,55380
"55381",1,75,38,169,3,-741671208,499,1024,0.608,55381
"55382",1,67,39,146,5,-741671208,499,1054,0.472,55382
"55383",1,51,39,156,4,-741671208,499,1366,0.482,55383
"55384",1,16,10,141,2,-741671208,499,894,0.631,55384
"55385",1,49,20,143,4,-741671208,499,1174,0.423,55385
"55386",1,58,41,105,6,-741671208,499,909,0.465,55386
"55387",1,76,38,123,2,-741671208,499,1181,0.492,55387
"55388",1,88,18,102,4,-741671208,499,650,0.38,55388
"55389",1,74,20,94,6,-741671208,499,590,0.386,55389
"55390",1,35,16,136,4,-741671208,499,980,0.472,55390
"55391",1,53,11,170,2,-741671208,499,723,0.544,55391
"55392",1,58,7,162,4,-741671208,499,733,0.453,55392
"55393",1,55,15,118,6,-741671208,499,674,0.418,55393
"55394",1,51,18,120,6,-741671208,499,707,0.388,55394
"55395",1,16,29,140,5,-741671208,499,557,0.463,55395
"55396",1,72,8,99,5,-741671208,499,575,0.346,55396
"55397",1,72,40,133,5,-741671208,499,952,0.512,55397
"55398",1,66,6,97,2,-741671208,499,589,0.367,55398
"55399",1,87,12,110,7,-741671208,499,668,0.398,55399
"55400",1,22,21,120,4,-741671208,499,1350,0.422,55400
"55401",1,25,28,178,3,-741671208,499,348,0.865,55401
"55402",1,83,23,176,4,-741671208,499,1000,0.42,55402
"55403",1,24,29,123,1,-741671208,499,1723,0.761,55403
"55404",1,22,14,177,6,-741671208,499,464,0.756,55404
"55405",1,52,9,96,3,-741671208,499,559,0.376,55405
"55406",1,28,28,161,1,-741671208,499,2098,0.825,55406
"55407",1,14,29,140,5,-741671208,499,555,0.427,55407
"55408",1,14,32,154,5,-741671208,499,673,0.464,55408
"55409",1,49,10,119,6,-741671208,499,578,0.393,55409
"55410",1,38,6,108,4,-741671208,499,654,0.404,55410
"55411",1,11,7,118,3,-741671208,499,268,0.455,55411
"55412",1,72,30,93,6,-741671208,499,739,0.411,55412
"55413",1,40,16,107,6,-741671208,499,570,0.496,55413
"55414",1,44,41,166,2,-741671208,499,2266,0.594,55414
"55415",1,35,11,103,2,-741671208,499,737,0.46,55415
"55416",1,38,24,179,7,-741671208,499,214,0.537,55416
"55417",1,63,8,160,5,-741671208,499,505,0.394,55417
"55418",1,30,30,107,1,-741671208,499,1578,0.717,55418
"55419",1,69,6,167,2,-741671208,499,651,0.425,55419
"55420",1,72,15,136,4,-741671208,499,794,0.373,55420
"55421",1,43,16,110,5,-741671208,499,440,0.439,55421
"55422",1,82,23,154,7,-741671208,499,659,0.422,55422
"55423",1,86,11,161,2,-741671208,499,622,0.384,55423
"55424",1,21,9,149,3,-741671208,499,169,0.509,55424
"55425",1,83,18,148,7,-741671208,499,584,0.389,55425
"55426",1,71,39,170,4,-741671208,499,1230,0.541,55426
"55427",1,67,13,170,4,-741671208,499,768,0.458,55427
"55428",1,57,41,108,4,-741671208,499,1094,0.471,55428
"55429",1,72,24,117,7,-741671208,499,657,0.416,55429
"55430",1,81,12,151,6,-741671208,499,696,0.42,55430
"55431",1,86,8,109,2,-741671208,499,733,0.363,55431
"55432",1,55,7,109,3,-741671208,499,497,0.368,55432
"55433",1,46,31,124,7,-741671208,499,526,0.445,55433
"55434",1,31,13,95,5,-741671208,499,449,0.403,55434
"55435",1,11,20,127,5,-741671208,499,378,0.614,55435
"55436",1,34,6,94,5,-741671208,499,488,0.389,55436
"55437",1,51,11,150,4,-741671208,499,713,0.522,55437
"55438",1,59,36,161,2,-741671208,499,1595,0.524,55438
"55439",1,21,6,112,3,-741671208,499,310,0.413,55439
"55440",1,83,6,167,6,-741671208,499,526,0.39,55440
"55441",1,26,10,170,4,-741671208,499,973,0.671,55441
"55442",1,70,33,137,4,-741671208,499,1060,0.457,55442
"55443",1,84,6,133,1,-741671208,499,562,0.384,55443
"55444",1,31,41,99,4,-741671208,499,1163,0.444,55444
"55445",1,43,18,117,1,-741671208,499,949,0.546,55445
"55446",1,56,18,125,2,-741671208,499,885,0.496,55446
"55447",1,78,24,138,5,-741671208,499,833,0.429,55447
"55448",1,22,29,117,1,-741671208,499,1680,0.77,55448
"55449",1,76,34,97,4,-741671208,499,822,0.414,55449
"55450",1,74,9,121,5,-741671208,499,475,0.387,55450
"55451",1,87,35,139,6,-741671208,499,912,0.477,55451
"55452",1,55,5,158,3,-741671208,499,462,0.396,55452
"55453",1,79,22,107,6,-741671208,499,682,0.397,55453
"55454",1,49,20,128,4,-741671208,499,999,0.412,55454
"55455",1,34,14,125,2,-741671208,499,927,0.598,55455
"55456",1,27,41,112,5,-741671208,499,916,0.471,55456
"55457",1,27,34,118,4,-741671208,499,1119,0.435,55457
"55458",1,57,35,146,5,-741671208,499,877,0.468,55458
"55459",1,88,11,159,1,-741671208,499,679,0.423,55459
"55460",1,35,35,163,4,-741671208,499,1620,0.438,55460
"55461",1,37,23,132,2,-741671208,499,1269,0.59,55461
"55462",1,31,10,105,5,-741671208,499,425,0.409,55462
"55463",1,70,14,106,3,-741671208,499,533,0.351,55463
"55464",1,41,20,179,6,-741671208,499,613,0.486,55464
"55465",1,17,17,99,5,-741671208,499,405,0.548,55465
"55466",1,78,32,101,2,-741671208,499,827,0.44,55466
"55467",1,66,9,137,3,-741671208,499,546,0.396,55467
"55468",1,77,41,156,7,-741671208,499,1063,0.525,55468
"55469",1,63,29,95,2,-741671208,499,885,0.443,55469
"55470",1,31,8,101,1,-741671208,499,633,0.444,55470
"55471",1,90,7,95,4,-741671208,499,660,0.355,55471
"55472",1,17,30,122,5,-741671208,499,687,0.412,55472
"55473",1,53,6,127,3,-741671208,499,376,0.404,55473
"55474",1,64,10,108,6,-741671208,499,562,0.4,55474
"55475",1,52,14,165,7,-741671208,499,357,0.42,55475
"55476",1,75,22,169,3,-741671208,499,617,0.444,55476
"55477",1,63,16,161,2,-741671208,499,1038,0.5,55477
"55478",1,42,41,122,6,-741671208,499,985,0.503,55478
"55479",1,48,21,121,2,-741671208,499,1116,0.513,55479
"55480",1,46,5,178,1,-741671208,499,587,0.419,55480
"55481",1,71,20,180,4,-741671208,499,828,0.417,55481
"55482",1,60,17,143,6,-741671208,499,663,0.446,55482
"55483",1,55,21,165,4,-741671208,499,1066,0.418,55483
"55484",1,44,30,141,4,-741671208,499,1320,0.432,55484
"55485",1,14,34,155,2,-741671208,499,2570,0.612,55485
"55486",1,64,37,127,6,-741671208,499,978,0.461,55486
"55487",1,35,42,173,2,-741671208,499,2642,0.645,55487
"55488",1,49,35,93,3,-741671208,499,760,0.489,55488
"55489",1,34,7,169,6,-741671208,499,430,0.649,55489
"55490",1,54,38,118,1,-741671208,499,1476,0.639,55490
"55491",1,52,33,137,3,-741671208,499,831,0.65,55491
"55492",1,20,26,93,5,-741671208,499,493,0.458,55492
"55493",1,77,34,163,2,-741671208,499,1261,0.467,55493
"55494",1,35,19,170,3,-741671208,499,166,0.584,55494
"55495",1,28,27,110,6,-741671208,499,719,0.417,55495
"55496",1,79,28,121,3,-741671208,499,699,0.429,55496
"55497",1,85,25,166,6,-741671208,499,757,0.481,55497
"55498",1,21,13,145,7,-741671208,499,115,0.643,55498
"55499",1,39,39,122,1,-741671208,499,1701,0.772,55499
"55500",1,13,41,102,6,-741671208,499,850,0.448,55500
"55501",1,41,30,164,3,-741671208,499,567,0.737,55501
"55502",1,32,29,148,4,-741671208,499,1400,0.444,55502
"55503",1,34,27,171,3,-741671208,499,394,0.772,55503
"55504",1,14,32,179,3,-741671208,499,579,0.926,55504
"55505",1,47,16,177,3,-741671208,499,171,0.491,55505
"55506",1,32,29,104,3,-741671208,499,615,0.589,55506
"55507",1,40,39,119,2,-741671208,499,1477,0.532,55507
"55508",1,29,17,117,4,-741671208,499,1187,0.437,55508
"55509",1,77,11,152,6,-741671208,499,619,0.383,55509
"55510",1,73,25,112,4,-741671208,499,871,0.389,55510
"55511",1,61,19,92,6,-741671208,499,687,0.38,55511
"55512",1,15,37,108,2,-741671208,499,1888,0.545,55512
"55513",1,56,15,93,4,-741671208,499,722,0.409,55513
"55514",1,84,40,175,4,-741671208,499,1184,0.536,55514
"55515",1,22,14,157,5,-741671208,499,233,0.622,55515
"55516",1,78,25,134,5,-741671208,499,645,0.412,55516
"55517",1,55,18,165,3,-741671208,499,323,0.486,55517
"55518",1,26,18,158,3,-741671208,499,131,0.588,55518
"55519",1,11,18,122,7,-741671208,499,77,0.675,55519
"55520",1,18,13,178,4,-741671208,499,1421,0.761,55520
"55521",1,18,36,162,7,-741671208,499,366,0.484,55521
"55522",1,26,17,162,5,-741671208,499,349,0.519,55522
"55523",1,47,16,110,2,-741671208,499,834,0.48,55523
"55524",1,20,39,128,2,-741671208,499,2237,0.579,55524
"55525",1,52,20,149,4,-741671208,499,1158,0.399,55525
"55526",1,40,17,169,6,-741671208,499,508,0.522,55526
"55527",1,33,33,123,5,-741671208,499,662,0.426,55527
"55528",1,87,14,163,5,-741671208,499,543,0.398,55528
"55529",1,66,16,120,2,-741671208,499,893,0.423,55529
"55530",1,69,9,152,4,-741671208,499,803,0.396,55530
"55531",1,49,19,105,6,-741671208,499,697,0.377,55531
"55532",1,56,22,177,5,-741671208,499,601,0.418,55532
"55533",1,33,41,106,5,-741671208,499,858,0.466,55533
"55534",1,30,11,152,2,-741671208,499,966,0.596,55534
"55535",1,19,28,131,6,-741671208,499,706,0.462,55535
"55536",1,63,10,170,1,-741671208,499,786,0.511,55536
"55537",1,51,5,160,3,-741671208,499,404,0.381,55537
"55538",1,26,15,125,3,-741671208,499,208,0.519,55538
"55539",1,47,11,148,7,-741671208,499,316,0.43,55539
"55540",1,73,32,167,3,-741671208,499,782,0.529,55540
"55541",1,72,30,177,5,-741671208,499,830,0.495,55541
"55542",1,59,34,109,6,-741671208,499,802,0.44,55542
"55543",1,44,14,141,5,-741671208,499,419,0.439,55543
"55544",1,64,11,143,2,-741671208,499,764,0.457,55544
"55545",1,83,38,135,3,-741671208,499,1038,0.505,55545
"55546",1,10,24,152,2,-741671208,499,1709,0.811,55546
"55547",1,36,27,137,6,-741671208,499,706,0.431,55547
"55548",1,44,33,117,5,-741671208,499,719,0.433,55548
"55549",1,82,36,108,3,-741671208,499,899,0.443,55549
"55550",1,17,29,117,3,-741671208,499,561,0.709,55550
"55551",1,30,19,153,6,-741671208,499,549,0.566,55551
"55552",1,12,42,156,7,-741671208,499,543,0.529,55552
"55553",1,29,39,133,6,-741671208,499,882,0.509,55553
"55554",1,43,17,92,4,-741671208,499,720,0.443,55554
"55555",1,68,34,146,2,-741671208,499,1354,0.493,55555
"55556",1,43,19,166,2,-741671208,499,1228,0.646,55556
"55557",1,62,20,139,5,-741671208,499,557,0.427,55557
"55558",1,86,41,145,5,-741671208,499,1062,0.522,55558
"55559",1,38,8,159,3,-741671208,499,207,0.517,55559
"55560",1,69,30,97,2,-741671208,499,913,0.411,55560
"55561",1,47,9,172,3,-741671208,499,193,0.534,55561
"55562",1,28,13,171,5,-741671208,499,185,0.535,55562
