run-id,N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_habitat_random,perceptual-range,matrix-permeability,mean_hab_neighbors,total_crossings,assess-top-sections
2205,100,1000,7056,1228,5744,random,20,5,0.7,0.8928571428571429,1317,0.374
2363,100,1000,7056,1544,5428,random,20,5,0.7,0.25,1034,0.387
2110,100,1000,7056,1718,5254,random,20,5,0.7,2,1262,0.392
9949,100,1000,7056,1547,5425,random,20,5,0.7,1.2857142857142858,1405,0.367
8770,100,1000,7056,1326,5646,random,20,5,0.7,1.5595238095238095,1219,0.376
6068,100,1000,7056,1219,5753,random,20,5,0.7,0.9642857142857143,1259,0.413
9415,100,1000,7056,1435,5537,random,20,5,0.7,1.3214285714285714,1471,0.455
6704,100,1000,7056,1616,5356,random,20,5,0.7,1.6904761904761905,1121,0.413
7560,100,1000,7056,1320,5652,random,20,5,0.8,1.4404761904761905,1170,0.37
1047,100,1000,7056,1429,5543,random,20,5,0.8,0.8214285714285714,1072,0.354
5452,100,1000,7056,1346,5626,random,20,5,0.8,2.3452380952380953,1349,0.35
4488,100,1000,7056,1419,5553,random,20,5,0.8,1.0357142857142858,1257,0.365
7344,100,1000,7056,1232,5740,random,20,5,0.8,0,1151,0.342
6687,100,1000,7056,1299,5673,random,20,5,0.8,1.2261904761904763,1204,0.341
9188,100,1000,7056,1563,5409,random,20,5,0.8,0.25,1125,0.334
6580,100,1000,7056,1411,5561,random,20,5,0.8,1.4642857142857142,1114,0.37
9148,100,1000,7056,1168,5804,random,20,5,0.8,0.6071428571428571,1096,0.391
1777,100,1000,7056,1207,5765,random,20,5,0.8,1.2976190476190477,1201,0.373
4671,100,1000,7056,1799,5173,random,20,5,0.8,1.7142857142857142,1388,0.383
8405,100,1000,7056,1216,5756,random,20,5,0.8,2.2261904761904763,1519,0.421
5144,100,1000,7056,1522,5450,random,20,5,0.8,1.5357142857142858,1246,0.354
3760,100,1000,7056,1648,5324,random,20,5,0.8,2.2261904761904763,1283,0.371
9952,100,1000,7056,1509,5463,random,20,5,0.8,1.2023809523809523,1060,0.412
3542,100,1000,7056,1255,5717,random,20,5,0.8,2.369047619047619,1434,0.356
5075,100,1000,7056,1532,5440,random,20,5,0.8,4.476190476190476,1491,0.386
1835,100,1000,7056,1300,5672,random,20,5,0.8,1.2261904761904763,1239,0.333
4022,100,1000,7056,1559,5413,random,20,5,0.8,1.2738095238095237,1321,0.416
2786,100,1000,7056,1557,5415,random,20,5,0.9,1.6428571428571428,1362,0.336
8910,100,1000,7056,1633,5339,random,20,5,0.9,1.9166666666666667,1065,0.381
2044,100,1000,7056,1465,5507,random,20,5,0.9,1.369047619047619,1391,0.349
6272,100,1000,7056,1348,5624,random,20,5,0.9,1.4642857142857142,1298,0.327
9619,100,1000,7056,1428,5544,random,20,5,0.9,0.5476190476190477,1079,0.369
7555,100,1000,7056,1481,5491,random,20,5,0.8,1.25,1245,0.373
8369,100,1000,7056,1202,5770,random,20,5,0.9,0.9642857142857143,1236,0.353
2238,100,1000,7056,1664,5308,random,20,5,0.9,1.619047619047619,1084,0.354
9403,100,1000,7056,1202,5770,random,20,5,0.9,1.6666666666666667,1050,0.377
8133,100,1000,7056,1223,5749,random,20,5,0.9,0.6904761904761905,1299,0.328
3406,100,1000,7056,1454,5518,random,20,5,0.9,1.6904761904761905,1220,0.324
6976,100,1000,7056,1124,5848,random,20,5,0.9,1.4761904761904763,1157,0.373
3001,100,1000,7056,1211,5761,random,20,5,0.9,0.7142857142857143,1210,0.342
4681,100,1000,7056,1531,5441,random,20,5,0.9,2.4285714285714284,1301,0.393
9877,100,1000,7056,1219,5753,random,20,5,0.9,1.4404761904761905,1208,0.36
3809,100,1000,7056,1364,5608,random,20,5,0.9,1.130952380952381,1354,0.365
7481,100,1000,7056,1140,5832,random,20,5,0.9,1.4642857142857142,1207,0.373
6100,100,1000,7056,1205,5767,random,20,5,0.9,0.8214285714285714,1191,0.369
7812,100,1000,7056,1405,5567,random,20,5,0.9,3.0238095238095237,1207,0.349
4312,100,1000,7056,1107,5865,random,20,5,0.9,2.2976190476190474,1109,0.354
3956,100,1000,7056,1023,5949,random,20,5,0.9,0.7142857142857143,1248,0.347
8459,100,1000,7056,1662,5310,random,20,5,1,2.119047619047619,1299,0.327
6802,100,1000,7056,1199,5773,random,20,5,1,1.4880952380952381,1295,0.364
9315,100,1000,7056,1241,5731,random,20,5,1,1.9880952380952381,1212,0.328
3061,100,1000,7056,1388,5584,random,20,5,1,1.75,1255,0.367
9638,100,1000,7056,1302,5670,random,20,5,1,1.9285714285714286,1021,0.351
2624,100,1000,7056,1268,5704,random,20,5,1,0.9523809523809523,1214,0.371
2268,100,1000,7056,1399,5573,random,20,5,1,0.9404761904761905,974,0.353
3110,100,1000,7056,1436,5536,random,20,5,1,0.11904761904761904,1325,0.319
6908,100,1000,7056,1247,5725,random,20,5,1,1.1428571428571428,1175,0.352
7749,100,1000,7056,1366,5606,random,20,5,1,0.6071428571428571,1111,0.344
2437,100,1000,7056,1424,5548,random,20,5,1,1.2023809523809523,1168,0.334
9559,100,1000,7056,1256,5716,random,20,5,1,0.5833333333333334,1229,0.361
4003,100,1000,7056,1412,5560,random,20,5,1,0.5833333333333334,1430,0.372
1643,100,1000,7056,1242,5730,random,20,5,1,2.142857142857143,1214,0.333
8692,100,1000,7056,1520,5452,random,20,5,1,1.6071428571428572,1190,0.337
1053,100,1000,7056,1171,5801,random,20,5,1,1.1785714285714286,1262,0.375
2092,100,1000,7056,1359,5613,random,20,5,1,2.7857142857142856,1200,0.345
5223,100,1000,7056,1281,5691,random,20,5,1,1.2023809523809523,1215,0.32
4964,100,1000,7056,932,6040,random,20,5,1,0.6428571428571429,1216,0.336
2373,100,1000,7056,1580,5392,random,20,5,1,1.9047619047619047,1188,0.325
2645,100,1000,7056,1311,5661,random,20,10,0.1,0,179,0.721
8522,100,1000,7056,1733,5239,random,20,10,0.1,1.7380952380952381,1772,0.907
9519,100,1000,7056,1121,5851,random,20,10,0.1,0.42857142857142855,581,0.776
7231,100,1000,7056,1410,5562,random,20,10,0.1,1.7261904761904763,1361,0.91
2548,100,1000,7056,1207,5765,random,20,10,0.1,1.5595238095238095,3055,0.982
9989,100,1000,7056,1198,5774,random,20,10,0.1,0.5357142857142857,714,0.926
7818,100,1000,7056,1304,5668,random,20,10,0.1,2.357142857142857,3546,0.875
3875,100,1000,7056,1403,5569,random,20,10,0.1,0.7380952380952381,418,0.904
8257,100,1000,7056,1387,5585,random,20,10,0.1,0.8214285714285714,1623,0.979
3566,100,1000,7056,1407,5565,random,20,10,0.1,0.47619047619047616,228,0.947
9814,100,1000,7056,1589,5383,random,20,10,0.1,0.10714285714285714,57,0.737
7483,100,1000,7056,1224,5748,random,20,10,0.1,1,961,0.827
9236,100,1000,7056,1622,5350,random,20,10,0.1,0.15476190476190477,63,0.857
2271,100,1000,7056,1214,5758,random,20,10,0.1,0.9047619047619048,724,0.906
1975,100,1000,7056,1300,5672,random,20,10,0.1,2.1547619047619047,4475,0.91
3198,100,1000,7056,1544,5428,random,20,10,0.1,1.2023809523809523,1055,0.909
8244,100,1000,7056,1399,5573,random,20,10,0.1,1.4404761904761905,1083,0.926
3794,100,1000,7056,1199,5773,random,20,10,0.1,0.10714285714285714,150,0.713
3352,100,1000,7056,1643,5329,random,20,10,0.1,0.7857142857142857,226,0.898
7347,100,1000,7056,1577,5395,random,20,10,0.1,0.5476190476190477,543,0.733
9147,100,1000,7056,1427,5545,random,20,10,0.2,1.75,2254,0.758
2817,100,1000,7056,1605,5367,random,20,10,0.2,2.357142857142857,2894,0.725
5753,100,1000,7056,1510,5462,random,20,10,0.2,0.07142857142857142,99,0.707
9038,100,1000,7056,1310,5662,random,20,10,0.2,1.3333333333333333,1788,0.866
4185,100,1000,7056,1512,5460,random,20,10,0.2,0.5357142857142857,364,0.709
5681,100,1000,7056,1176,5796,random,20,10,0.2,1.1547619047619047,1382,0.899
7709,100,1000,7056,1299,5673,random,20,10,0.2,0.5476190476190477,573,0.742
1906,100,1000,7056,1365,5607,random,20,10,0.2,1.4761904761904763,1112,0.861
5421,100,1000,7056,1338,5634,random,20,10,0.2,1.1071428571428572,1512,0.868
1982,100,1000,7056,1242,5730,random,20,10,0.2,0.6428571428571429,1206,0.878
4307,100,1000,7056,1639,5333,random,20,10,0.2,0.6428571428571429,326,0.66
6677,100,1000,7056,1267,5705,random,20,10,0.2,0.9642857142857143,938,0.79
6146,100,1000,7056,1263,5709,random,20,10,0.2,1.9523809523809523,1717,0.708
6096,100,1000,7056,1526,5446,random,20,10,0.2,0.07142857142857142,218,0.638
5646,100,1000,7056,1512,5460,random,20,10,0.2,1.0476190476190477,1032,0.824
2413,100,1000,7056,1340,5632,random,20,10,0.2,1.1785714285714286,1980,0.898
4823,100,1000,7056,1460,5512,random,20,10,0.2,2.2976190476190474,2527,0.764
8175,100,1000,7056,1628,5344,random,20,10,0.2,0.07142857142857142,153,0.699
1196,100,1000,7056,1482,5490,random,20,10,0.2,0.4880952380952381,287,0.854
8882,100,1000,7056,1444,5528,random,20,10,0.2,1.5119047619047619,844,0.707
9711,100,1000,7056,1345,5627,random,20,10,0.3,1.1785714285714286,703,0.653
2048,100,1000,7056,1494,5478,random,20,10,0.3,0.42857142857142855,484,0.632
2089,100,1000,7056,1654,5318,random,20,10,0.3,2.5833333333333335,2422,0.628
4110,100,1000,7056,1232,5740,random,20,10,0.3,1.0119047619047619,1747,0.667
4877,100,1000,7056,1332,5640,random,20,10,0.3,1.2857142857142858,2091,0.901
1838,100,1000,7056,1674,5298,random,20,10,0.3,0.4523809523809524,418,0.641
3347,100,1000,7056,1640,5332,random,20,10,0.3,0.5714285714285714,508,0.74
7675,100,1000,7056,1724,5248,random,20,10,0.3,0.6785714285714286,411,0.579
4514,100,1000,7056,1510,5462,random,20,10,0.3,1.2619047619047619,885,0.749
6294,100,1000,7056,1193,5779,random,20,10,0.3,1.9761904761904763,2301,0.682
9553,100,1000,7056,1526,5446,random,20,10,0.3,1.869047619047619,1528,0.643
8903,100,1000,7056,1472,5500,random,20,10,0.3,1.380952380952381,1244,0.62
9877,100,1000,7056,1435,5537,random,20,10,0.3,1.0238095238095237,1163,0.73
9060,100,1000,7056,1739,5233,random,20,10,0.3,1.2857142857142858,685,0.755
4827,100,1000,7056,1543,5429,random,20,10,0.3,1.5238095238095237,865,0.561
4212,100,1000,7056,1434,5538,random,20,10,0.3,1,1247,0.787
8345,100,1000,7056,1550,5422,random,20,10,0.3,1.2142857142857142,1621,0.779
8941,100,1000,7056,1661,5311,random,20,10,0.3,1.3571428571428572,1501,0.787
6460,100,1000,7056,1176,5796,random,20,10,0.3,0,334,0.467
4587,100,1000,7056,1458,5514,random,20,10,0.3,1.7857142857142858,1781,0.783
6601,100,1000,7056,1523,5449,random,20,10,0.4,0.2619047619047619,577,0.511
2594,100,1000,7056,1327,5645,random,20,10,0.4,0.2857142857142857,778,0.455
7496,100,1000,7056,1551,5421,random,20,10,0.4,2.119047619047619,1832,0.647
2263,100,1000,7056,1399,5573,random,20,10,0.4,0.07142857142857142,413,0.436
5298,100,1000,7056,1197,5775,random,20,10,0.4,0.9285714285714286,1272,0.73
5867,100,1000,7056,1361,5611,random,20,10,0.4,1.0238095238095237,1131,0.495
5315,100,1000,7056,1600,5372,random,20,10,0.4,1.5357142857142858,1674,0.647
5439,100,1000,7056,1246,5726,random,20,10,0.4,0.6428571428571429,1020,0.644
7974,100,1000,7056,1267,5705,random,20,10,0.4,0.8571428571428571,879,0.594
8295,100,1000,7056,1576,5396,random,20,10,0.4,1.5714285714285714,989,0.673
7442,100,1000,7056,1586,5386,random,20,10,0.4,0.7857142857142857,865,0.612
5616,100,1000,7056,1472,5500,random,20,10,0.4,1.5,1565,0.775
5930,100,1000,7056,1386,5586,random,20,10,0.4,1.1071428571428572,1154,0.617
9664,100,1000,7056,1590,5382,random,20,10,0.4,1.3928571428571428,1395,0.63
4538,100,1000,7056,1148,5824,random,20,10,0.4,0.9166666666666666,1006,0.613
5196,100,1000,7056,1181,5791,random,20,10,0.4,0.32142857142857145,767,0.555
5381,100,1000,7056,1516,5456,random,20,10,0.4,1,1292,0.652
4715,100,1000,7056,1620,5352,random,20,10,0.4,1.1428571428571428,890,0.547
4490,100,1000,7056,1512,5460,random,20,10,0.4,2.4047619047619047,2364,0.701
9427,100,1000,7056,1495,5477,random,20,10,0.4,1.130952380952381,999,0.553
7365,100,1000,7056,1315,5657,random,20,10,0.5,1.119047619047619,1340,0.544
2054,100,1000,7056,1018,5954,random,20,10,0.5,0.5,1057,0.523
3506,100,1000,7056,1579,5393,random,20,10,0.5,1.619047619047619,1680,0.613
7867,100,1000,7056,1366,5606,random,20,10,0.5,0.9642857142857143,1210,0.498
1204,100,1000,7056,1531,5441,random,20,10,0.5,1.6785714285714286,1728,0.679
9077,100,1000,7056,1208,5764,random,20,10,0.5,1.119047619047619,1324,0.554
9772,100,1000,7056,1364,5608,random,20,10,0.5,2.5595238095238093,2409,0.579
2284,100,1000,7056,1485,5487,random,20,10,0.5,1.5833333333333333,1960,0.722
5800,100,1000,7056,1218,5754,random,20,10,0.5,0.07142857142857142,741,0.466
6248,100,1000,7056,1367,5605,random,20,10,0.5,1.4523809523809523,1777,0.61
4315,100,1000,7056,1421,5551,random,20,10,0.5,2.8095238095238093,1673,0.417
9700,100,1000,7056,1278,5694,random,20,10,0.5,0.5,1028,0.583
8748,100,1000,7056,1321,5651,random,20,10,0.5,1.1428571428571428,1768,0.607
2685,100,1000,7056,1611,5361,random,20,10,0.5,3.9761904761904763,2676,0.476
4772,100,1000,7056,1669,5303,random,20,10,0.5,1.7261904761904763,1181,0.583
4727,100,1000,7056,1395,5577,random,20,10,0.5,0.8214285714285714,1393,0.714
4026,100,1000,7056,1569,5403,random,20,10,0.5,0.9642857142857143,997,0.52
9286,100,1000,7056,1189,5783,random,20,10,0.5,1.7380952380952381,2057,0.633
7434,100,1000,7056,1550,5422,random,20,10,0.5,1.1666666666666667,1282,0.494
3521,100,1000,7056,1148,5824,random,20,10,0.5,0,674,0.429
5375,100,1000,7056,1299,5673,random,20,10,0.6,1.2142857142857142,1418,0.487
1846,100,1000,7056,1230,5742,random,20,10,0.6,1.0238095238095237,1039,0.515
4742,100,1000,7056,1283,5689,random,20,10,0.6,0.5238095238095238,1048,0.471
4131,100,1000,7056,1486,5486,random,20,10,0.6,1.9285714285714286,1617,0.514
3308,100,1000,7056,1652,5320,random,20,10,0.6,0.8690476190476191,1104,0.466
7347,100,1000,7056,1295,5677,random,20,10,0.6,1.8928571428571428,1634,0.57
9479,100,1000,7056,1414,5558,random,20,10,0.6,0,719,0.395
9797,100,1000,7056,1338,5634,random,20,10,0.6,1.3095238095238095,1276,0.507
8238,100,1000,7056,1454,5518,random,20,10,0.6,0.42857142857142855,891,0.413
2967,100,1000,7056,1309,5663,random,20,10,0.6,0.6785714285714286,1205,0.388
4534,100,1000,7056,1232,5740,random,20,10,0.6,0.8214285714285714,1167,0.458
4185,100,1000,7056,1072,5900,random,20,10,0.6,0,837,0.36
4830,100,1000,7056,1444,5528,random,20,10,0.6,1.3571428571428572,1292,0.574
3688,100,1000,7056,1331,5641,random,20,10,0.6,1.8095238095238095,1268,0.493
1579,100,1000,7056,1496,5476,random,20,10,0.6,1.3571428571428572,1282,0.597
4451,100,1000,7056,1788,5184,random,20,10,0.6,0.7976190476190477,1098,0.571
1864,100,1000,7056,1439,5533,random,20,10,0.6,1.1428571428571428,1042,0.465
1102,100,1000,7056,1210,5762,random,20,10,0.6,3.0476190476190474,2290,0.486
5757,100,1000,7056,938,6034,random,20,10,0.6,1.1428571428571428,1528,0.58
7902,100,1000,7056,1367,5605,random,20,10,0.6,1.5357142857142858,1847,0.687
9884,100,1000,7056,1635,5337,random,20,10,0.7,0.8214285714285714,1193,0.402
5700,100,1000,7056,985,5987,random,20,10,0.7,0.6428571428571429,1201,0.363
9319,100,1000,7056,1576,5396,random,20,10,0.7,1.4761904761904763,1329,0.457
6634,100,1000,7056,1599,5373,random,20,10,0.7,0.32142857142857145,933,0.394
6148,100,1000,7056,1299,5673,random,20,10,0.7,1.3928571428571428,1341,0.446
8652,100,1000,7056,1391,5581,random,20,10,0.7,1.5595238095238095,1578,0.458
5455,100,1000,7056,1364,5608,random,20,10,0.7,1.369047619047619,1484,0.448
